English	Norwegian
Magnoliopsida	Kategori:Ekte tofrøbladete planter
Maharashtra	Maharashtra
Mahatma Gandhi	Mahatma Gandhi
Mahayana	Mahayana
Mail	Postvesen
Maimonides	Maimonides
Main	Main
Main	Mal:Utdypende artikkel
Maine	Maine
Maine	Kategori:Maine
Mainframe computer	Stormaskin
Maitreya	Maitreya
Maize	Mais
Major	Major
Major scale	Dur
Majorca	Mallorca
Makalu	Makalu
Malabo	Malabo
Malacostraca	Storkreps
Malaria	Malaria
Malawi	Kategori:Malawi
Malay Peninsula	Malayahalvøya
Malayan Tapir	Skaberakktapir
Malaysia	Malaysia
Malaysia	Kategori:Malaysia
Malcolm X	Malcolm X
Maldives	Maldivene
Maldives	Kategori:Maldivene
Mali	Mali
Mali	Kategori:Mali
Mallard	Stokkand
Malta	Malta
Malta	Kategori:Malta
Maltese language	Maltesisk
Maltose	Maltose
Malvaceae	Kattostfamilien
Mammal	Pattedyr
Mammoth	Mammuter
Managua	Managua
Manama	Manama
Manatee	Manater
Manchester	Manchester
Manchuria	Mandsjuria
Mandala	Mandala
Mandarin orange	Mandarin (frukt)
Mandelbrot set	Mandelbrotmengden
Manganese	Mangan
Mango	Mango
Mangrove	Mangrove
Manhattan	Manhattan
Manhattan Project	Manhattanprosjektet
Manichaeism	Manikeisme
Manila	Manila
Manipur	Manipur
Manitoba	Manitoba
Mannerism	Manierismen
Mannheim	Mannheim
Mantle (geology)	Mantelen
Mantra	Mantra
Mantua	Mantova
Manuel de Falla	Manuel de Falla
Manuscript	Manuskript
Mao Zedong	Mao Zedong
Maoism	Maoisme
Map	Kart
Maple	Lønner
Maputo	Maputo
Marathon	Maraton
Marble	Marmor
Marc Chagall	Marc Chagall
Marcel Duchamp	Marcel Duchamp
Marcel Proust	Marcel Proust
March	Mars
March 17	17. mars
March 19	19. mars
March 2	2. mars
March 25	25. mars
Marche	Marche
Marco Polo	Marco Polo
Marcus Aurelius	Marcus Aurelius
Marcus Junius Brutus	Marcus Junius Brutus
Marcus Vipsanius Agrippa	Marcus Vipsanius Agrippa
Marduk	Marduk
Margaret Thatcher	Margaret Thatcher
Maria Callas	Maria Callas
Mariana Islands	Marianene
Marie Antoinette	Marie Antoinette av Frankrike
Marie Curie	Marie Curie
Mariehamn	Mariehamn
Marilyn Monroe	Marilyn Monroe
Mario Vargas Llosa	Mario Vargas Llosa
Mark Antony	Marcus Antonius
Mark Twain	Mark Twain
Marketing	Markedsføring
Markup language	Markeringsspråk
Marlene Dietrich	Marlene Dietrich
Marquis de Sade	Markis de Sade
Marrakech	Marrakech
Marriage	Ekteskap
Mars	Kategori:Mars
Mars (disambiguation)	Mars (andre betydninger)
Mars (mythology)	Mars (gud)
Marseille	Marseille
Marshall Islands	Marshalløyene
Marshall Islands	Kategori:Marshalløyene
Marshall Plan	Marshallplanen
Marsupial	Pungdyr
Martin Buber	Martin Buber
Martin Heidegger	Martin Heidegger
Martin Luther	Martin Luther
Martin Luther King	Martin Luther King jr.
Martin Scorsese	Martin Scorsese
Martin Van Buren	Martin Van Buren
Martina Navratilova	Martina Navrátilová
Martinique	Martinique
Martyr	Martyr
Marx Brothers	Brødrene Marx
Marxism	Marxisme
Marxism	Kategori:Marxisme
Mary (mother of Jesus)	Jomfru Maria
Mary Magdalene	Maria Magdalena
Mary Shelley	Mary Shelley
Mary Wollstonecraft	Mary Wollstonecraft
Maryland	Maryland
Maryland	Kategori:Maryland
Maseru	Maseru
Mashhad	Mashhad
Mass	Masse
Massachusetts	Massachusetts
Massachusetts	Kategori:Massachusetts
Massachusetts Institute of Technology	Massachusetts Institute of Technology
Masturbation	Onani
Mata Hari	Mata Hari
Match	Fyrstikk
Materialism	Materialisme
Mathematical logic	Predikatslogikk
Mathematical proof	Matematisk bevis
Mathematics	Matematikk
Mathematics	Kategori:Matematikk
Matrix (mathematics)	Matrise
Matter	Materie
Matterhorn	Matterhorn
Mauna Kea	Mauna Kea
Mauna Loa	Mauna Loa
Maundy Thursday	Skjærtorsdag
Maurice Ravel	Maurice Ravel
Mauritania	Mauritania
Mauritania	Kategori:Mauritania
Mauritius	Mauritius
Mauritius	Kategori:Mauritius
Max Born	Max Born
Max Bruch	Max Bruch
Max Ernst	Max Ernst
Max Planck	Max Planck
Max Weber	Max Weber
Maximian	Maximian
Maxwell's equations	Maxwells likninger
May	Mai
May 1	1. mai
May 24	24. mai
Mayenne	Mayenne
Mayfly	Døgnfluer
Mayonnaise	Majones
Mayor	Borgermester
Mbabane	Mbabane
McCarthyism	Mccarthyisme
Mead	Mjød
Measles	Meslinger
Measurement	Kategori:Metrologi
Measurement	Måling
Meat	Kjøtt
Mecca	Mekka
Mechanics	Kategori:Mekanikk
Mechanics	Mekanikk
Medea	Medeia
Median	Median
Medication	Legemiddel
Medici	Medici
Medicine	Medisin
Medicine	Kategori:Medisin
Medina	Medina
Meditation	Meditasjon
Mediterranean	Kategori:Middelhavet
Mediterranean Sea	Middelhavet
Medusa	Medusa
Meerkat	Surikat
Megabyte	Megabyte
Meiosis	Meiose
Meister Eckhart	Mester Eckhart
Meitnerium	Meitnerium
Mekong	Mekong
Mel Gibson	Mel Gibson
Melanesia	Melanesia
Melody	Melodi
Melpomene	Melpomene
Melting point	Smeltepunkt
Meme	Mem
Memory	Hukommelse
Memphis	Memphis
Memphis	Memfis i Egypt
Menachem Begin	Menachem Begin
Mendelevium	Mendelevium
Menelaus	Menelaos
Meningitis	Hjernehinnebetennelse
Mensa (constellation)	Bordet
Menstrual cycle	Menstruasjon
Menstruation	Menstruasjon
Mental disorder	Psykisk lidelse
Mentha	Mynte
Mercantilism	Merkantilisme
Mercenary	Leiesoldat
Mercury	Mercur
Mercury (element)	Kvikksølv
Mercury (mythology)	Merkur (gud)
Mercury (planet)	Merkur
Meridian (geography)	Lengdesirkel
Meritocracy	Meritokrati
Mermaid	Havfrue
Merovingian	Merovingerne
Meryl Streep	Meryl Streep
Mescaline	Meskalin
Mesolithic	Mesolitikum
Meson	Meson
Mesopotamia	Mesopotamia
Mesopotamia	Kategori:Mesopotamia
Mesosphere	Mesosfæren
Mesozoic	Mesozoikum
Messiah	Messias
Messina	Messina
Metabolism	Stoffskifte
Metadata	Metadata
Metal	Metall
Metallic bond	Metallbinding
Metalloid	Halvmetall
Metallurgy	Metallurgi
Metallurgy	Kategori:Metallurgi
Metamorphic rock	Metamorf bergart
Metaphor	Metafor
Metaphysics	Metafysikk
Metaphysics	Kategori:Metafysikk
Metastasis	Metastase
Meteor shower	Meteorsverm
Meteorite	Meteoritt
Meteoroid	Meteoroide
Meteorology	Kategori:Meteorologi
Meteorology	Meteorologi
Methadone	Metadon
Methanol	Metanol
Methionine	Metionin
Methodism	Metodisme
Metis (moon)	Metis (måne)
Metonymy	Metonymi
Metre	Meter
Meuse	Meuse (departement)
Meuse River	Maas
Mexico	Mexico
Mexico	Kategori:Mexico
Mexico City	Mexico by
Miami	Miami
Mica	Glimmer
Michael (archangel)	Erkeengelen Mikael
Michael Faraday	Michael Faraday
Michel Ney	Michel Ney
Michelangelo	Michelangelo Buonarroti
Michigan	Michigan
Michigan	Kategori:Michigan
Mick Jagger	Mick Jagger
Mickey Mouse	Mikke Mus
Microbiology	Mikrobiologi
Microbiology	Kategori:Mikrobiologi
Microeconomics	Mikroøkonomi
Microeconomics	Kategori:Mikroøkonomi
Micronesia	Mikronesia
Microorganism	Mikroorganisme
Microphone	Mikrofon
Microprocessor	Mikroprosessor
Microscope	Mikroskop
Microwave	Mikrobølge
Microwave oven	Mikrobølgeovn
Middle Ages	Middelalderen
Middle Ages	Kategori:Middelalderen
Middle East	Midtøsten
Middle East	Kategori:Midtøsten
Midnight sun	Midnattssol
Migraine	Migrene
Miguel de Cervantes	Miguel de Cervantes Saavedra
Mike Tyson	Mike Tyson
Mikhail Bakunin	Mikhail Bakunin
Mikhail Glinka	Mikhail Glinka
Mikhail Gorbachev	Mikhail Gorbatsjov
Milan	Milano
Mile	Mil
Miles Davis	Miles Davis
Military	Kategori:Militærvesen
Military rank	Militær grad
Milk	Melk
Milky Way	Melkeveien
Millard Fillmore	Millard Fillmore
Millennium	Millennium
Millimetre	Millimeter
Million	Million
Millipede	Tusenbein
Milton Friedman	Milton Friedman
Milwaukee	Milwaukee
Minaret	Minaret
Mindanao	Mindanao
Mineral	Mineral
Mineral water	Mineralvann
Mineralogy	Mineralogi
Mineralogy	Kategori:Mineralogi
Minerva	Minerva
Ming Dynasty	Ming-dynastiet
Minimalism	Minimalisme
Mining	Gruvedrift
Minister (government)	Minister
Minneapolis	Minneapolis
Minnesota	Minnesota
Minnesota	Kategori:Minnesota
Minoan civilization	Minoisk kultur
Minor scale	Moll
Minos	Minos
Minotaur	Minotauros
Minsk	Minsk
Minute	Minutt
Miocene	Miocen
Mirror	Speil
Mishnah	Misjná
Mississippi	Kategori:Mississippi
Mississippi River	Mississippi (elv)
Missouri	Missouri
Missouri	Kategori:Missouri
Missouri River	Missourielven
Mitochondrion	Mitokondrium
Mnemosyne	Mnemosyne
Mobile phone	Mobiltelefon
Modem	Modem
Modernism	Modernisme
Modest Mussorgsky	Modest Musorgskij
Modulation	Modulasjon
Mogadishu	Mogadishu
Mold	Muggsopp
Moldova	Moldova
Moldova	Kategori:Moldova
Mole (unit)	Mol (enhet)
Molecular biology	Molekylærbiologi
Molecular biology	Kategori:Molekylærbiologi
Molecule	Molekyl
Molise	Molise
Mollusca	Bløtdyr
Molotov cocktail	Molotovcocktail
Molybdenum	Molybden
Mombasa	Mombasa
Momentum	Bevegelsesmengde
Monaco	Monaco
Monaco	Kategori:Monaco
Monarch	Monark
Monarchy	Monarki
Monarchy	Kategori:Monarki
Monastery	Kloster
Monday	Mandag
Money	Penger
Mongolia	Mongolia
Mongolia	Kategori:Mongolia
Mongoose	Mungofamilien
Monica Seles	Monica Seles
Monism	Monisme
Monocotyledon	Enfrøbladede planter
Monomer	Monomer
Monopoly	Monopol
Monopoly (game)	Monopol (brettspill)
Monosaccharide	Enkle sukkerarter
Monosodium glutamate	Natriumglutamat
Monotheism	Monoteisme
Monotreme	Kloakkdyr
Monroe Doctrine	Monroedoktrinen
Monrovia	Monrovia
Mons	Mons
Monsoon	Monsun
Mont Blanc	Mont Blanc
Montana	Montana
Montana	Kategori:Montana
Monte Carlo	Monte Carlo
Montenegro	Montenegro
Montenegro	Kategori:Montenegro
Monterrey	Monterrey
Montevideo	Montevideo
Montgomery	Montgomery
Month	Måned
Montpelier	Montpelier
Montreal	Montreal
Montserrat	Montserrat
Moon	Månen
Moose	Elg
Moravia	Mähren
Morocco	Marokko
Morocco	Kategori:Marokko
Morpheme	Morfem
Morphine	Morfin
Morphology	Morfologi
Morphology (linguistics)	Morfologi (lingvistikk)
Morse code	Morsealfabetet
Mortar (weapon)	Bombekaster
Mosaic	Mosaikk
Moscow	Moskva
Moscow	Kategori:Moskva
Moselle	Moselle (departement)
Moses	Moses
Moshe Dayan	Moshe Dayan
Mosque	Moské
Mosquito	Stikkemygg
Moss	Bladmoser
Mossad	Mossad
Mosul	Mosul
Motet	Motett
Mother	Mor
Mother Teresa	Moder Teresa
Mother's Day	Morsdag
Motion (physics)	Bevegelse (fysikk)
Motorcycle	Motorsykkel
Motto	Motto
Mount Ararat	Ararat
Mount Athos	Athos
Mount Etna	Etna
Mount Everest	Mount Everest
Mount Fuji	Fuji-san
Mount Kilimanjaro	Kilimanjaro
Mount McKinley	Mount McKinley
Mount Olympus	Olympos
Mount Pinatubo	Pinatubo
Mount Rushmore	Rushmorefjellet
Mount St. Helens	Mount St. Helens
Mount Vesuvius	Vesuv
Mountain	Fjell
Mountain bike	Terrengsykkel
Mountain pass	Fjellpass
Mountain range	Fjellkjede
Mouse (computing)	Datamus
Mozambique	Mosambik
Mozambique	Kategori:Mosambik
Mu (letter)	My
Muezzin	Muezzin
Muhammad	Muhammed
Muhammad Ali	Muhammad Ali
Mulberry	Morbær
Mule	Muldyr
Multimedia	Multimedia
Multiple sclerosis	Multippel sklerose
Multiplication	Multiplikasjon
Mumbai	Mumbai
Mummy	Mumie
Munich	München
Municipality	Kommune
Muon	Myon
Murmansk	Murmansk
Murphy's law	Murphys lov
Murray Gell-Mann	Murray Gell-Mann
Musa (genus)	Bananer
Muscat	Muskat (Oman)
Muscle	Muskel
Muse	Muse
Museum	Museum
Mushroom	Sopper
Music	Musikk
Music	Kategori:Musikk
Musical Instrument Digital Interface	MIDI
Musical instrument	Musikkinstrument
Musical scale	Skala (musikk)
Musician	Musiker
Musicology	Musikkvitenskap
Musket	Muskett
Mustelidae	Mårdyrfamilien
Mutation	Mutasjon
Mute Swan	Knoppsvane
Myanmar	Kategori:Burma
Mycenae	Mykene
Mycology	Mykologi
Mycology	Kategori:Mykologi
Myocardial infarction	Hjerteinfarkt
Myopia	Nærsynthet
Myriapoda	Mangefotinger
Mysticism	Mystisisme
Myth	Myte
Mythology	Mytologi
Mythology	Kategori:Mytologi
N	N
N'Djamena	N'Djamena
NASDAQ	NASDAQ
NATO	NATO
NATO	Kategori:NATO
Nadine Gordimer	Nadine Gordimer
Nadir	Nadir
Nagasaki	Nagasaki
Nagoya	Nagoya
Nahuatl	Nahuatl
Nail (anatomy)	Negl
Nail (fastener)	Spiker
Nairobi	Nairobi
Namib Desert	Namibørkenen
Namibia	Namibia
Namibia	Kategori:Namibia
Namur (city)	Namur (by)
Nancy	Nancy
Nanga Parbat	Nanga Parbat
Nanjing	Nanjing
Nanotechnology	Nanoteknologi
Nantes	Nantes
Napalm	Napalm
Naples	Napoli
Napoleonic Wars	Napoleonskrigene
Narcissus (mythology)	Narkissos
Nashville	Nashville
Nassau	Nassau (Bahamas)
Nation	Nasjon
National Security Agency	National Security Agency
National anthem	Nasjonalsang
National park	Nasjonalpark
Nationalism	Nasjonalisme
Nationalism	Kategori:Nasjonalisme
Natural gas	Naturgass
Natural number	Naturlig tall
Natural science	Naturvitenskap
Natural selection	Naturlig seleksjon
Nature	Natur
Nature	Kategori:Natur
Naturism	Naturisme
Nauru	Nauru
Nauru	Kategori:Nauru
Nautical mile	Nautisk mil
Navigation	Kategori:Navigasjon
Navigation	Navigasjon
Navy	Marine
Nazareth	Nasaret
Nazi Germany	Tysklands historie (1933–1945)
Nazi Germany	Kategori:Det tredje rike
Nazi Party	NSDAP
Nazism	Kategori:Nasjonalsosialisme
Neanderthal	Neandertaler
Nebraska	Nebraska
Nebraska	Kategori:Nebraska
Nebuchadrezzar II	Nebukadnesar II
Nebula	Stjernetåke
Neckar	Neckar
Necktie	Slips
Nefertiti	Nefertiti
Negev	Negevørkenen
Neil Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Nematode	Rundormer
Nemean Lion	Løven fra Nemea
Nemesis (mythology)	Nemesis
Neodymium	Neodym
Neolithic	Neolittisk tid
Neologism	Neologisme
Neon	Neon
Neoplatonism	Nyplatonisme
Nepal	Nepal
Nepal	Kategori:Nepal
Nephthys	Nefthys
Neptune	Neptun (planet)
Neptunium	Neptunium
Nereid (moon)	Nereid (måne)
Nero	Nero
Nerva	Nerva
Nervous system	Nervesystemet
Nest	Fuglerede
Nestorianism	Nestorianisme
Netherlands	Nederland
Netherlands	Kategori:Nederland
Netherlands Antilles	De nederlandske Antillene
Neurology	Nevrologi
Neurology	Kategori:Nevrologi
Neuron	Nevron
Neurotransmitter	Nevrotransmitter
Neutrino	Nøytrino
Neutron	Nøytron
Neutron star	Nøytronstjerne
Neva River	Neva
Nevada	Nevada
Nevada	Kategori:Nevada
Neville Chamberlain	Neville Chamberlain
New Brunswick	New Brunswick
New Caledonia	Ny-Caledonia
New Delhi	New Delhi
New England	New England
New Guinea	Ny-Guinea
New Hampshire	New Hampshire
New Hampshire	Kategori:New Hampshire
New Jersey	New Jersey
New Jersey	Kategori:New Jersey
New Mexico	New Mexico
New Mexico	Kategori:New Mexico
New Orleans	New Orleans
New South Wales	New South Wales
New Testament	Det nye testamente
New World	Den nye verden
New Year	Nyttår
New York	New York State
New York	Kategori:New York State
New York City	New York
New York City	Kategori:New York
New York Stock Exchange	New York Stock Exchange
New Zealand	New Zealand
New Zealand	Kategori:New Zealand
Newark	Newark
Newfoundland (island)	Newfoundland
Newfoundland and Labrador	Newfoundland og Labrador
Newport	Newport
Newton	Newton (enhet)
Niacin	Niacin
Niagara Falls	Niagarafallene
Niamey	Niamey
Nicaragua	Nicaragua
Nicaragua	Kategori:Nicaragua
Nice	Nice
Nicene Creed	Den nikenske trosbekjennelse
Nicholas	Huset Petrović Njegoš
Nickel	Nikkel
Nicolas Poussin	Nicolas Poussin
Nicolaus Copernicus	Nikolaus Kopernikus
Nicosia	Nikosia
Nicotine	Nikotin
Niels Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
Niger	Niger
Niger	Kategori:Niger
Niger River	Niger (elv)
Nigeria	Nigeria
Nigeria	Kategori:Nigeria
Night	Natt
Nightingale	Sørnattergal
Nihilism	Nihilisme
Nijmegen	Nijmegen
Nike	Nike, Inc.
Nike (mythology)	Nike (mytologi)
Nikita Khrushchev	Nikita Khrusjtsjov
Nikola Tesla	Nikola Tesla
Nile	Nilen
Nile crocodile	Nilkrokodille
Nineveh	Ninive
Ninja	Ninja
Niobium	Niob
Nirvana	Nirvana
Nitric acid	Salpetersyre
Nitrogen	Nitrogen
Nitroglycerin	Nitroglyserin
Nix (moon)	Nix (måne)
Njord	Njord
Noah	Noah
Noam Chomsky	Noam Chomsky
Nobel Prize	Nobelprisen
Nobel Prize	Kategori:Nobelprisen
Nobelium	Nobelium
Nobility	Adel
Nobility	Kategori:Adelige personer
Noble gas	Edelgasser
Nomad	Nomade
Nominative case	Nominativ
Nonmetal	Ikke-metall
Norfolk	Norfolk
Norfolk Island	Norfolkøya
Normal distribution	Normalfordeling
Norman Mailer	Norman Mailer
Normandy	Normandie
Norn	Norne
Norse mythology	Norrøn mytologi
Norse mythology	Kategori:Norrøn mytologi
North	Nord
North Africa	Nord-Afrika
North America	Nord-Amerika
North America	Kategori:Nord-Amerika
North Carolina	Nord-Carolina
North Carolina	Kategori:Nord-Carolina
North Dakota	Nord-Dakota
North Dakota	Kategori:Nord-Dakota
North Island	Nordøya (New Zealand)
North Korea	Nord-Korea
North Korea	Kategori:Nord-Korea
North Pole	Nordpolen
North Sea	Nordsjøen
North Yorkshire	North Yorkshire
Northern Europe	Nord-Europa
Northern Hemisphere	Nordlige halvkule
Northern Ireland	Nord-Irland
Northern Ireland	Kategori:Nord-Irland
Northern Mariana Islands	Nord-Marianene
Northern Territory	Nordterritoriet
Northern pike	Gjedde
Northwest Territories	Nordvestterritoriene
Norway	Norge
Norway	Kategori:Norge
Norwegian Sea	Norskehavet
Norwegian krone	Norsk krone
Nose	Nese
Nostradamus	Nostradamus
Note	Note
Nouakchott	Nouakchott
Noun	Substantiv
Nova Scotia	Nova Scotia
Novaya Zemlya	Novaja Semlja
Novel	Roman
November	November
November 1	1. november
November 11	11. november
November 2	2. november
November 5	5. november
Novial	Novial
Novosibirsk	Novosibirsk
Nu (letter)	Ny (bokstav)
Nuclear fission	Kjernefysisk fisjon
Nuclear fusion	Kjernefysisk fusjon
Nuclear physics	Kjernefysikk
Nuclear physics	Kategori:Kjernefysikk
Nuclear power	Kjernekraft
Nuclear weapon	Kjernefysiske våpen
Nucleon	Nukleon
Nucleotide	Nukleotid
Number	Tall
Numbers	Kategori:Tall
Numidia	Numidia
Numismatics	Numismatikk
Nunavut	Nunavut
Nuremberg	Nürnberg
Nut (fruit)	Nøtt
Nutmeg	Muskat
Nymph	Nymfe (mytologi)
Nymphaeaceae	Nøkkerosefamilien
Nyx (mythology)	Nyx
O	O
OPEC	OPEC
Oahu	Oahu
Oak	Eik
Oakland	Oakland (California)
Oasis	Oase
Oat	Havre
Oaxaca	Oaxaca
Ob River	Ob
Obelisk	Obelisk
Obesity	Fedme
Object-oriented programming	Objektorientert programmering
Oboe	Obo
Occam's razor	Ockhams barberkniv
Ocean	Hav#Verdenshavene
Ocean current	Havstrøm
Oceania	Oseania
Oceania	Kategori:Oseania
Oceanography	Oseanografi
Oceanography	Kategori:Oseanografi
Oceanus	Okeanos
Octal	Åttetallsystemet
Octans	Oktanten
Octave	Oktav
October	Oktober
October 12	12. oktober
October 24	24. oktober
Oder River	Oder
Odessa	Odessa
Odin	Odin
Odonata	Øyenstikkere
Odysseus	Odyssevs
Odyssey	Odysseen
Oedipus	Kong Oidipus
Offside (football)	Offside
Ohio	Ohio
Ohio	Kategori:Ohio
Ohm	Ohm
Ohm's law	Ohms lov
Oil	Olje
Oil (disambiguation)	Olje
Oil painting	Oljemaling
Okapi	Okapi
Oklahoma	Oklahoma
Oklahoma	Kategori:Oklahoma
Oklahoma City	Oklahoma City
Oktoberfest	Oktoberfest
Old Church Slavonic	Kirkeslavisk
Old Norse	Norrønt språk
Old Testament	Det gamle testamente
Oligarchy	Oligarki
Oligocene	Oligocen
Oligopoly	Oligopol
Olive	Oliven
Olive oil	Olivenolje
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Olivine	Olivin
Olympia	Olympia (Washington)
Olympia	Olympia (Hellas)
Olympic Games	Olympiske leker
Olympics	Kategori:Olympiske leker
Omaha	Omaha
Oman	Oman
Oman	Kategori:Oman
Omega	Omega
Omicron	Omikron
Omsk	Omsk
Oncology	Kategori:Onkologi
Onomastics	Onomastikk
Ontario	Ontario
Ontario	Kategori:Ontario
Ontology	Ontologi
Oort cloud	Oorts sky
Opal	Opal
Opel	Opel
Opera	Opera
Opera (Internet suite)	Opera (nettleser)
Operating system	Operativsystem
Operetta	Operette
Opium	Opium
Optical fiber	Fiberoptikk
Optical illusion	Optisk illusjon
Optics	Optikk
Optics	Kategori:Optikk
Oral sex	Oralsex
Orange (colour)	Oransje
Orange (fruit)	Appelsin
Orangutan	Orangutang
Oratorio	Oratorium
Orbit	Bane
Orca	Spekkhugger
Orchestra	Orkester
Orchidaceae	Orkidéfamilien
Order (biology)	Orden (biologi)
Order of Saint Benedict	Benediktinerordenen
Ordovician	Ordovicium
Oregano	Bergmynte
Oregon	Oregon
Oregon	Kategori:Oregon
Orestes (mythology)	Orestes sønn av Agamemnon
Organ (anatomy)	Organ
Organ (music)	Orgel
Organelle	Organelle
Organic chemistry	Organisk kjemi
Organic chemistry	Kategori:Organisk kjemi
Organic compound	Organisk forbindelse
Organism	Organisme
Organization	Organisasjon
Organization of American States	Organisasjonen av amerikanske stater
Orgasm	Orgasme
Origami	Origami
Origen	Origenes
Orinoco	Orinoco
Orion (constellation)	Orion (konstellasjon)
Orissa	Orissa
Orlando	Orlando
Ornithology	Ornitologi
Ornithology	Kategori:Ornitologi
Orson Welles	Orson Welles
Orthography	Ortografi
Osaka	Ōsaka
Osama bin Laden	Osama bin Laden
Oscar Wilde	Oscar Wilde
Oscillation	Oscillasjon
Osiris	Osiris
Oslo	Oslo
Osman I	Osman I
Osmium	Osmium
Osprey	Fiskeørn
Osteichthyes	Beinfisker
Osteoporosis	Osteoporose
Othello	Othello
Otho	Otho
Ottawa	Ottawa
Otto Hahn	Otto Hahn
Otto I	Otto I av Det tysk-romerske rike
Otto von Bismarck	Otto von Bismarck
Ottoman Empire	Det osmanske rike
Ottoman Empire	Kategori:Det osmanske rike
Ounce	Unse
Ovary	Eggstokk
Ovid	Ovid
Ovis	Sauer
Ovum	Eggcelle
Owl	Ugler
Oxford	Oxford
Oxide	Oksid
Oxygen	Oksygen
Oxymoron	Selvmotsigelse
Oxytocin	Oksytocin
Ozone	Ozon
Ozone layer	Ozonlaget
P	P
PAL	PAL
PH	PH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Pacific Ocean	Stillehavet
Pacific Ocean	Kategori:Stillehavet
Pacifism	Pasifisme
Padua	Padova
Paganism	Paganisme
Painting	Kategori:Malerkunst
Pakistan	Pakistan
Pakistan	Kategori:Pakistan
Palace of Versailles	Slottet i Versailles
Palau	Palau
Palau	Kategori:Palau
Paleocene	Paleocen
Paleolithic	Paleolitikum
Paleontology	Paleontologi
Paleontology	Kategori:Paleontologi
Paleozoic	Paleozoikum
Palermo	Palermo
Palestine	Palestina
Palestine	Kategori:Palestina
Palestine Liberation Organization	Palestinas frigjøringsorganisasjon
Palestinian National Authority	Den palestinske selvstyremyndigheten
Pali	Pali
Palindrome	Palindrom
Palladium	Palladium
Palm Sunday	Palmesøndag
Pamir Mountains	Pamir
Pan (mythology)	Pan (mytologi)
Panama	Panama
Panama	Kategori:Panama
Panama Canal	Panamakanalen
Panama City	Panama by
Pancreas	Bukspyttkjertelen
Pandemic	Pandemi
Pandora	Pandora
Pangaea	Pangea
Pantheism	Panteisme
Pantheon	Pantheon (Roma)
Panthera	Brølekatter
Papal States	Kirkestaten
Papua New Guinea	Papua Ny-Guinea
Papua New Guinea	Kategori:Papua Ny-Guinea
Papyrus	Papyrus
Parabola	Parabel
Paracelsus	Paracelsus
Parachute	Fallskjerm
Paradigm	Paradigme
Paradox	Paradoks
Paragliding	Paragliding
Paraguay	Paraguay
Paraguay	Kategori:Paraguay
Parallax	Parallakse
Parallelogram	Parallellogram
Paramaribo	Paramaribo
Paranoia	Paranoia
Paraphilia	Parafili
Parapsychology	Parapsykologi
Parasitism	Parasittisme
Parchment	Pergament
Paris	Paris
Paris	Kategori:Paris
Paris (mythology)	Paris (mytologi)
Parity (mathematics)	Partall
Parkinson's disease	Parkinsons sykdom
Parliament	Parlament
Parmenides	Parmenides
Parody	Parodi
Parrot	Papegøyefugler
Parsec	Parsec
Parsley	Persille
Parthenon	Parthenon
Parthia	Partia
Particle physics	Partikkelfysikk
Particle physics	Kategori:Partikkelfysikk
Parvati	Parvati
Pascal	Pascal
Pascal (programming language)	Pascal (programmeringsspråk)
Pascal (unit)	Pascal (enhet)
Passeriformes	Kategori:Spurvefugler
Passerine	Spurvefugler
Passover	Pesach
Passport	Pass
Password	Passord
Pasteurization	Pasteurisering
Patagonia	Patagonia
Patent	Patent
Pathology	Patologi
Patriarch	Patriark
Patrick White	Patrick White
Patriotism	Patriotisme
Paul Gauguin	Paul Gauguin
Paul Johann Ludwig von Heyse	Paul Johann Ludwig von Heyse
Paul Klee	Paul Klee
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paul Verlaine	Paul Verlaine
Paul the Apostle	Apostelen Paulus
Paul von Hindenburg	Paul von Hindenburg
Pauli exclusion principle	Paulis utelukkelsesprinsipp
Pavo (constellation)	Påfuglen
Pawn (chess)	Bonde (sjakk)
Pays de la Loire	Pays de la Loire
Pea	Erter
Peace	Fred
Peace of Westphalia	Freden i Westfalen
Peach	Fersken
Peafowl	Påfugl
Peanut	Peanøtt
Pearl	Perle
Pearl Harbor	Pearl Harbor
Peat	Torv
Pedagogy	Pedagogikk
Pedagogy	Kategori:Pedagogikk
Pediatrics	Pediatri
Pedophilia	Pedofili
Pedunculate Oak	Sommereik
Pegasus	Pegasus (mytologi)
Peloponnese	Peloponnes
Peloponnesian War	Peloponneskrigen
Pencil	Blyant
Penelope	Penelopeia
Penguin	Pingviner
Penicillin	Penicillin
Peninsula	Halvøy
Pennsylvania	Pennsylvania
Pennsylvania	Kategori:Pennsylvania
Pentagon	Pentagon
Pentagram	Pentagram
Pentecost	Pinse
Pentecostalism	Pinsebevegelsen
People	Kategori:Personer
People's Republic of China	Folkerepublikken Kina
Pepin the Short	Pipin den yngre
Pepsi	Pepsi
Peptide	Peptid
Percentage	Prosent
Perception	Persepsjon
Perciformes	Piggfinnefisker
Percussion instrument	Slagverkinstrument
Percy Bysshe Shelley	Percy Bysshe Shelley
Peregrine Falcon	Vandrefalk
Perestroika	Perestrojka
Perfume	Parfyme
Pericles	Perikles
Periodic table	Periodesystemet
Perm	Perm (by)
Permafrost	Permafrost
