English	Finnish
Samuel F. B. Morse	Samuel Morse
Samuel Taylor Coleridge	Samuel Taylor Coleridge
Samurai	Samurai
San Antonio	San Antonio (Texas)
San Diego	San Diego
San Francisco	San Francisco
San Jose	San José (Kalifornia)
San Juan	San Juan (Puerto Rico)
San Marino	San Marino
San Marino	Luokka:San Marino
San Marino	San Marino (kaupunki)
San Salvador	San Salvador
Sand	Hiekka
Sandro Botticelli	Sandro Botticelli
Sandstone	Hiekkakivi
Sandwich	Voileipä
Sanskrit	Sanskrit
Santa Fe	Santa Fe (New Mexico)
Santiago	Santiago de Chile
Santiago	Santiago
Santiago de Cuba	Santiago de Cuba
Santo Domingo	Santo Domingo
Santos (Săo Paulo)	Santos (kaupunki)
Sapphire	Safiiri
Sappho	Sapfo
Sapporo	Sapporo
Sarah Bernhardt	Sarah Bernhardt
Sarajevo	Sarajevo
Saratov	Saratov
Sarcophagus	Sarkofagi
Sardine	Sardiinit
Sardinia	Sardinia
Sari	Sari (Iran)
Sarin	Sariini
Saskatchewan	Saskatchewan
Satan	Saatana
Satanism	Satanismi
Satellite	Satelliitti
Satire	Satiiri
Saturday	Lauantai
Saturn	Saturnus
Saturn (disambiguation)	Saturn
Saturn (mythology)	Saturnus (jumala)
Satyr	Satyyrit
Sauce	Kastike
Saudi Arabia	Saudi-Arabia
Saudi Arabia	Luokka:Saudi-Arabia
Saul Bellow	Saul Bellow
Sausage	Makkara
Savanna	Savanni
Saxony	Saksi (osavaltio)
Saxophone	Saksofoni
Scandinavia	Skandinavia
Scandinavian Peninsula	Skandinavian niemimaa
Scandium	Skandium
Scapula	Lapaluu
Scheldt	Schelde
Scheme (programming language)	Scheme
Schizophrenia	Skitsofrenia
Scholasticism	Skolastiikka
School	Koulu
Schutzstaffel	SS
Science	Tiede
Science	Luokka:Tiede
Science fiction	Science fiction
Science fiction	Luokka:Tieteiskirjallisuus
Scientific method	Tieteellinen menetelmä
Scientist	Tieteilijä
Scientology	Skientologia
Scipio Africanus	Scipio Africanus
Scissors	Sakset
Sciuridae	Oravat
Scorpion	Skorpionit
Scorpius	Skorpioni (tähdistö)
Scotland	Skotlanti
Scotland	Luokka:Skotlanti
Scots Pine	Mänty
Scottish Gaelic	Gaeli
Scouting	Partio
Scrabble	Scrabble
Screw	Ruuvi
Screwdriver	Ruuvimeisseli
Scrotum	Kivespussi
Sculptor (constellation)	Kuvanveistäjä (tähdistö)
Sculpture	Kuvanveisto
Sculpture	Luokka:Kuvanveistotaide
Sea	Meri
Sea Otter	Merisaukko
Sea anemone	Merivuokot
Sea cucumber	Merimakkarat
Sea level	Merenpinnan taso
Sea of Azov	Asovanmeri
Sea of Japan	Japaninmeri
Sea of Marmara	Marmaranmeri
Sea of Okhotsk	Ohotanmeri
Sea urchin	Merisiilit
Seaborgium	Seaborgium
Seahorse	Merihevoset
Search engine	Hakukone
Sears Tower	Sears Tower
Season	Vuodenaika
Seattle	Seattle
Second	Sekunti
Second Crusade	Toinen ristiretki
Second Vatican Council	Vatikaanin toinen kirkolliskokous
Sect	Lahko (uskonto)
Sedimentary rock	Sedimenttikivilaji
Seed	Siemen
Segovia	Segovia
Seine	Seine
Seismology	Seismologia
Seismology	Luokka:Seismologia
Selene	Selene
Selenium	Seleeni
Seleucus I Nicator	Seleukos I Nikator
Semantics	Semantiikka
Semantics	Luokka:Semantiikka
Semen	Siemenneste
Semicolon	Puolipiste
Semiconductor	Puolijohde
Semiotics	Semiotiikka
Semitic	Seemiläiset
Senate	Senaatti
Senegal	Senegal
Senegal	Luokka:Senegal
Seoul	Soul (kaupunki)
Seppuku	Seppuku
September	Syyskuu
September 11	11. syyskuuta
September 11	Syyskuun 11. päivän iskut
September 17	17. syyskuuta
September 29	29. syyskuuta
Septuagint	Septuaginta
Sequence	Lukujono
Serbia	Serbia
Serbia	Luokka:Serbia
Serbia and Montenegro	Serbia ja Montenegro
Serbia and Montenegro	Luokka:Serbia ja Montenegro
Serfdom	Maaorja
Sergei Eisenstein	Sergei Eisenstein
Sergei Rachmaninoff	Sergei Rahmaninov
Series (mathematics)	Sarja (matematiikka)
Serine	Seriini
Serotonin	Serotoniini
Serpens	Käärme (tähdistö)
Server (computing)	Palvelin
Set (mythology)	Seth
Set theory	Joukko-oppi
Set theory	Luokka:Joukko-oppi
Sevastopol	Sevastopol
Seven Years' War	Seitsenvuotinen sota
Severe acute respiratory syndrome	SARS
Seville	Sevilla
Sex	Sukupuoli
Sex organ	Sukupuolielin
Sexism	Seksismi
Sextant	Sekstantti
Sexual intercourse	Yhdyntä
Sexuality	Luokka:Seksuaalisuus
Sexually transmitted disease	Sukupuolitauti
Seychelles	Seychellit
Seychelles	Luokka:Seychellit
Shah	Shaahi
Shahadah	Šahada
Shamanism	Šamanismi
Shanghai	Shanghai
Share (finance)	Osake
Shareware	Shareware
Sharia	Šaria
Shark	Hait
Sheffield	Sheffield
Sherlock Holmes	Sherlock Holmes
Shetland	Shetlandinsaaret
Shield	Kilpi
Shikoku	Shikoku
Shinto	Šintolaisuus
Ship	Laiva
Shiva	Shiva
Shogi	Shōgi
Shogun	Shōgun
Shorthand	Pikakirjoitus
Shrimp	Katkaravut
Shrub	Pensas
Siberia	Siperia
Siberian Husky	Siperianhusky
Sichuan	Sichuan
Sicily	Sisilia
Siemens (unit)	Siemens
Sierra Leone	Sierra Leone
Sierra Leone	Luokka:Sierra Leone
Sigma	Sigma
Sigmund Freud	Sigmund Freud
Sign language	Viittomakielet
Sigrid Undset	Sigrid Undset
Sikhism	Sikhiläisyys
Sikkim	Sikkim
Silesia	Sleesia
Silicon	Pii (alkuaine)
Silicon Valley	Piilaakso
Silicon dioxide	Piidioksidi
Silk	Silkki
Silk Road	Silkkitie
Silurian	Siluurikausi
Silver	Hopea
Simone de Beauvoir	Simone de Beauvoir
Sin	Synti
Sinai Peninsula	Siinai
Sinclair Lewis	Sinclair Lewis
Singapore	Singapore
Singapore	Luokka:Singapore
Single (music)	Single
Siren	Seireenit
Sirenia	Sireenieläimet
Sirius	Sirius
Sistine Chapel	Sikstuksen kappeli
Sisyphus	Sisyfos
Sitting Bull	Istuva Härkä
Situation comedy	Tilannekomedia
Six-Day War	Kuuden päivän sota
Skagerrak	Skagerrak
Skateboard	Rullalauta
Skeletal system	Luokka:Luut
Skepticism	Skeptismi
Skin	Iho
Skinhead	Skinhead
Skopje	Skopje
Skull	Pääkallo
Skylab	Skylab
Skyscraper	Pilvenpiirtäjä
Slash (musician)	Slash (kitaristi)
Slavery	Orjuus
Slayer	Slayer
Sleep	Nukkuminen
Slovakia	Slovakia
Slovakia	Luokka:Slovakia
Slovenia	Slovenia
Slovenia	Luokka:Slovenia
Small intestine	Ohutsuoli
Smog	Savusumu
Smolensk	Smolensk
Snake	Käärmeet
Snooker	Snooker
Snow	Lumi
Soap	Saippua
Social psychology	Sosiaalipsykologia
Socialism	Sosialismi
Socialism	Luokka:Sosialismi
Socialist Party (France)	Parti socialiste (Ranska)
Society	Luokka:Yhteiskunta
Society	Yhteiskunta
Society of Jesus	Jesuiitat
Sociolinguistics	Sosiolingvistiikka
Sociology	Sosiologia
Sociology	Luokka:Sosiologia
Socrates	Sokrates
Sodium	Natrium
Sodium bicarbonate	Natriumbikarbonaatti
Sodium hydroxide	Natriumhydroksidi
Sofia	Sofia
Softball	Softball
Software	Luokka:Ohjelmistot
Soil	Maalaji
Solanaceae	Koisokasvit
Solanaceae	Luokka:Koisokasvit
Solar System	Aurinkokunta
Solar System	Luokka:Aurinkokunta
Solar cell	Aurinkokenno
Solar eclipse	Auringonpimennys
Solar energy	Aurinkoenergia
Solar wind	Aurinkotuuli
Solid	Kiinteä olomuoto
Solid state	Kiinteä olomuoto
Solidarity	Solidaarisuus
Solomon	Salomo
Solomon Islands	Salomonsaaret
Solomon Islands	Luokka:Salomonsaaret
Solon	Solon
Solstice	Kesäpäivänseisaus
Solution	Liuos
Solvent	Liuotin
Somalia	Somalia
Somalia	Luokka:Somalia
Somerset	Somerset
Somme	Somme
Sonata	Sonaatti
Song	Laulu (teos)
Song of Solomon	Laulujen laulu
Sonnet	Sonetti
Sophia Loren	Sophia Loren
Sophism	Sofismi
Sophocles	Sofokles
Soprano	Sopraano
Sorghum	Durrat
Sorting algorithm	Lajittelualgoritmi
Soul	Sielu
Sound	Ääni
Soup	Keitto
Source code	Lähdekoodi
South	Etelä
South Africa	Luokka:Etelä-Afrikka
South America	Etelä-Amerikka
South America	Luokka:Etelä-Amerikka
South Australia	Etelä-Australia
South Carolina	Etelä-Carolina
South Carolina	Luokka:Etelä-Carolina
South China Sea	Etelä-Kiinan meri
South Dakota	Etelä-Dakota
South Dakota	Luokka:Etelä-Dakota
South Island	Eteläsaari
South Korea	Korean tasavalta
South Korea	Luokka:Etelä-Korea
South Pole	Etelänapa
South Vietnam	Etelä-Vietnam
Southeast Asia	Kaakkois-Aasia
Southern Hemisphere	Eteläinen pallonpuolisko
Soviet Union	Neuvostoliitto
Soviet Union	Luokka:Neuvostoliitto
Soybean	Soijapapu
Space	Avaruus
Space Shuttle	Avaruussukkula
Space station	Avaruusasema
Spacecraft	Avaruusalus
Spaghetti	Spagetti
Spain	Espanja
Spain	Luokka:Espanja
Spam (electronic)	Roskaposti
Spanish Civil War	Espanjan sisällissota
Spanish people	Luokka:Espanjalaiset henkilöt
Spanish-American War	Espanjan ja Yhdysvaltojen sota
Sparta	Sparta
Spear	Keihäs
Special relativity	Erityinen suhteellisuusteoria
Species	Laji
Spectroscopy	Spektroskopia
Speed	Vauhti
Speed of light	Valonnopeus
Spencer Tracy	Spencer Tracy
Sperm Whale	Kaskelotti
Spermatophyte	Siemenkasvit
Spermatozoon	Siittiö
Sphere	Pallo (geometria)
Sphinx	Sfinksi
Spice	Mauste
Spider	Hämähäkit
Spin (physics)	Spin
Spinach	Pinaatti
Spinal cord	Selkäydin
Spiral galaxy	Kierteisgalaksi
Spleen	Perna
Split	Split
Sponge	Sienieläimet
Sport	Urheilu
Spreadsheet	Taulukkolaskentaohjelma
Spree	Spree
Spring (season)	Kevät
Springfield	Springfield (Illinois)
Spyware	Vakoiluohjelma
Squamata	Suomumatelijat
Square (geometry)	Neliö (geometria)
Square metre	Neliömetri
Square root	Neliöjuuri
Squash (sport)	Squash
Squirrel	Orava
Sri Lanka	Sri Lanka
Sri Lanka	Luokka:Sri Lanka
St. Louis	Saint Louis
Stained glass	Lasimaalaus
Stainless steel	Ruostumaton teräs
Stalinism	Stalinismi
Standard Generalized Markup Language	SGML
Standard deviation	Hajontaluku
Stanford University	Stanfordin yliopisto
Stanley Kubrick	Stanley Kubrick
Star	Tähti
Star of David	Daavidintähti
Starch	Tärkkelys
Starfish	Meritähdet
State	Valtio
Staten Island	Staten Island
Statistics	Tilastotiede
Statistics	Luokka:Tilastotiede
Statue of Liberty	Vapaudenpatsas
Stavanger	Stavanger
Steam engine	Höyrykone
Steel	Teräs
Stefan Zweig	Stefan Zweig
Steffi Graf	Steffi Graf
Stegosaurus	Stegosaurus
Stem cell	Kantasolu
Stendhal	Stendhal
Stephen Hawking	Stephen Hawking
Steppe	Aro
Steradian	Steradiaani
Sternum	Rintalasta
Steroid	Steroidi
Steven Spielberg	Steven Spielberg
Sting	Sting
Stock exchange	Pörssi
Stockholm	Tukholma
Stoicism	Stoalaisuus
Stomach	Mahalaukku
Stone Age	Kivikausi
Stonehenge	Stonehenge
Stork	Kattohaikarat
Storm	Myrsky
Strait	Salmi
Strait of Gibraltar	Gibraltarinsalmi
Strait of Hormuz	Hormuzinsalmi
Strait of Magellan	Magalhãesinsalmi
Strait of Messina	Messinansalmi
Straits	Luokka:Salmet
Strasbourg	Strasbourg
Strategy	Strategia
Stratigraphy	Stratigrafia
Stratosphere	Stratosfääri
Strawberry	Mansikat
Stress (medicine)	Stressi
String theory	Säieteoria
Stroke	Aivoverenkiertohäiriö
Strong interaction	Vahva vuorovaikutus
Strontium	Strontium
Structuralism	Strukturalismi
Stub	Malline:Tynkä
Student	Opiskelija
Stupa	Stupa
Sturmabteilung	Sturmabteilung
Stuttgart	Stuttgart
Styx	Styks
Sub-Saharan Africa	Saharan eteläpuolinen Afrikka
Subculture	Alakulttuuri
Sublimation (chemistry)	Sublimoituminen
Submarine	Sukellusvene
Subset	Osajoukko
Subtraction	Vähennyslasku
Subversion (software)	Subversion
Sucre	Sucre
Sucrose	Sakkaroosi
Sudan	Sudan
Sudan	Luokka:Sudan
Sudoku	Sudoku
Suez Canal	Suezin kanava
Suffix	Pääte (morfologia)
Sufism	Sufismi
Sugar	Sokeri
Suharto	Suharto
Sukarno	Sukarno
Sulawesi	Sulawesi
Sulfur	Rikki
Sulfur dioxide	Rikkidioksidi
Sulfur mustard	Sinappikaasu
Sulfuric acid	Rikkihappo
Sultan	Sulttaani
Sumatra	Sumatra
Sumer	Sumer
Summer	Kesä
Sumo	Sumopaini
Sun	Aurinko
Sun	Luokka:Aurinko
Sun Yat-sen	Sun Yat-sen
Sunday	Sunnuntai
Sundial	Aurinkokello
Sunflower	Auringonkukka
Sunni Islam	Sunnalaisuus
Sunspot	Auringonpilkku
Supercomputer	Supertietokone
Superconductivity	Suprajohde
Superman	Teräsmies
Supernova	Supernova
Supreme Court of the United States	Yhdysvaltain korkein oikeus
Sura	Suura
Surface tension	Pintajännitys
Surgeon	Kirurgia
Surgery	Kirurgia
Surgery	Luokka:Kirurgia
Suriname	Suriname
Suriname	Luokka:Suriname
Surrealism	Surrealismi
Surrey	Surrey
Susan Sontag	Susan Sontag
Sushi	Sushi
Suva	Suva
Svalbard	Huippuvuoret
Swallow	Pääskyt
Swan	Joutsenet
Swastika	Hakaristi
Swaziland	Swazimaa
Swaziland	Luokka:Swazimaa
Sweden	Ruotsi
Sweden	Luokka:Ruotsi
Swedish krona	Ruotsin kruunu
Sweet potato	Bataatti
Swimming	Uinti
Swimming	Luokka:Uinti
Swiss franc	Sveitsin frangi
Swiss people	Luokka:Sveitsiläiset henkilöt
Switzerland	Sveitsi
Switzerland	Luokka:Sveitsi
Sword	Miekka
Sydney	Sydney
Syllable	Tavu (kielitiede)
Sylvia Plath	Sylvia Plath
Symbiosis	Symbioosi
Symbol	Symboli
Symphony	Sinfonia
Symptom	Oire
Synagogue	Synagoga
Syndicate	Syndikaatti
Synesthesia	Synestesia
Synonym	Synonymia
Syntax	Syntaksi
Synthesizer	Syntetisaattori
Syphilis	Kuppa
Syracuse	Syrakusa
Syria	Syyria
Syria	Luokka:Syyria
System	Järjestelmä
T	T
T. E. Lawrence	T. E. Lawrence
T. S. Eliot	T. S. Eliot
Table (furniture)	Pöytä
Table tennis	Pöytätennis
Taboo	Tabu
Tacitus	Tacitus
Taekwondo	Taekwondo
Tagus	Tagus
Tahiti	Tahiti
Tai chi chuan	Taijiquan
Tail	Häntä
Taipei	Taipei
Taiwan	Luokka:Taiwan
Taiwan	Taiwan
Taj Mahal	Taj Mahal
Tajikistan	Tadžikistan
Tajikistan	Luokka:Tadžikistan
Talc	Talkki
Taliban	Taliban
Tallahassee	Tallahassee
Tallinn	Tallinna
Talmud	Talmud
Tamil Nadu	Tamil Nadu
Tampa	Tampa
Tampere	Tampere
Tanakh	Tanakh
Tang Dynasty	Tang-dynastia
Tangier	Tanger
Tango (dance)	Tango
Tank	Panssarivaunu
Tantalum	Tantaali
Tantalus	Tantalos
Tanzania	Tansania
Tanzania	Luokka:Tansania
Taoism	Taolaisuus
Tapir	Tapiirit
Tardigrade	Karhukaiset
Tarn	Tarn
Tarragon	Rakuuna (kasvi)
Tartarus	Tartaros
Tartu	Tartto
Tashkent	Taškent
Tasman Sea	Tasmaninmeri
Tasmania	Tasmania
Tasmanian Devil	Pussiahma
Taste	Perusmaku
Tattoo	Tatuointi
Tau	Tau
Taurus (constellation)	Härkä (tähdistö)
Tawny Owl	Lehtopöllö
Tax	Vero
Taxicab	Taksi
Taxon	Taksoni
Taxonomy	Taksonomia
Taxus baccata	Euroopanmarjakuusi
Tbilisi	Tbilisi
Tea	Tee
Tea	Luokka:Tee
Teacher	Opettaja
Technetium	Teknetium
Techno	Tekno
Technology	Teknologia
Technology	Luokka:Tekniikka
Tegucigalpa	Tegucigalpa
Tehran	Teheran
Tel Aviv	Tel Aviv
Telecommunication	Tietoliikenne
Telegraphy	Lennätin
Telepathy	Telepatia
Telephone	Puhelin
Telescope	Kaukoputki
Telescopium	Kaukoputki (tähdistö)
Television	Televisio
Television	Luokka:Televisio
Tellurium	Telluuri
Temperature	Lämpötila
Temple	Temppeli
Temple of Artemis	Artemiin temppeli
Ten Commandments	Kymmenen käskyä
Tenerife	Teneriffa
Tennessee	Tennessee
Tennessee	Luokka:Tennessee
Tennessee Williams	Tennessee Williams
Tennis	Tennis
Tennis	Luokka:Tennis
Tenor	Tenori
Tenzing Norgay	Tenzing Norgay
Tequila	Tequila
Terbium	Terbium
Termite	Termiitit
Terpsichore	Terpsikhore
Terrestrial planet	Maankaltainen planeetta
Terrorism	Terrorismi
Terrorism	Luokka:Terrorismi
Tertullian	Tertullianus
Tesla (unit)	Tesla
Testicle	Kives
Testosterone	Testosteroni
Tetanus	Jäykkäkouristus
Tethys (moon)	Tethys (kuu)
Tethys (mythology)	Tethys (mytologia)
Tetrahedron	Tetraedri
Tetrahydrocannabinol	Tetrahydrokannabinoli
Tetrapod	Tetrapoda
Texas	Texas
Texas	Luokka:Texas
Textile	Tekstiili
Thailand	Thaimaa
Thailand	Luokka:Thaimaa
Thales	Thales
Thalia	Thaleia (muusa)
Thallium	Tallium
Thanatos	Thanatos
Thanksgiving	Kiitospäivä
Thanksgiving (Canada)	Kiitospäivä
Thanksgiving (United States)	Kiitospäivä
Thanksgiving (disambiguation)	Kiitospäivä
The Gambia	Gambia
The Gambia	Luokka:Gambia
The Hague	Haag
The Star-Spangled Banner	The Star-Spangled Banner
Theatre	Teatteri
Theatre	Luokka:Teatteri
Thebe (moon)	Thebe
Thebes	Theba (Kreikka)
Thebes	Theba (Egypti)
Theia	Theia
Themis	Themis
Themistocles	Themistokles
Theocracy	Teokratia
Theodolite	Teodoliitti
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Theodosius I	Theodosius I
Theology	Teologia
Theology	Luokka:Teologia
Theorem	Teoreema
Theory	Teoria
Theory of relativity	Suhteellisuusteoria
Theravada	Theravada
Thermodynamics	Termodynamiikka
Thermodynamics	Luokka:Termodynamiikka
Thermometer	Lämpömittari
Theseus	Theseus
Thessaloniki	Thessaloniki
Thessaly	Thessalia
Theta	Theeta
Thetis	Thetis
Thiamine	Tiamiini
Think tank	Ajatushautomo
Third Crusade	Kolmas ristiretki
Thirty Years' War	Kolmikymmenvuotinen sota
Thomas Aquinas	Tuomas Akvinolainen
Thomas Edison	Thomas Alva Edison
Thomas Hardy	Thomas Hardy
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Thomas More	Thomas More
Thomas Paine	Thomas Paine
Thomas Young (scientist)	Thomas Young
Thor	Thor
Thorium	Torium
Thoth	Thot
Thought	Ajattelu
Thrace	Traakia
Thucydides	Thukydides
Thulium	Tulium
Thumb	Peukalo
Thuringia	Thüringen
Thursday	Torstai
Thylacine	Pussihukka
Thyme	Timjami
Thymine	Tymiini
Thyroid	Kilpirauhanen
Tianjin	Tianjin
Tiber	Tiber
Tiberius	Tiberius
Tibet	Tiibet
Tibet	Luokka:Tiibet
Ticino	Ticino
Tide	Vuorovesi
Tierra del Fuego	Tulimaa
Tiger	Tiikeri
Tigris	Tigris
Tilia	Lehmukset
Timbuktu	Timbuktu
Time	Aika
Time	Luokka:Aika
Time (magazine)	Time
Time zone	Aikavyöhyke
Timor	Timor
Timur	Timur Lenk
Tin	Tina
Tirana	Tirana
Tissue (biology)	Kudos
Tit (bird)	Tiaiset
Titan (disambiguation)	Titan
Titan (moon)	Titan (kuu)
Titan (mythology)	Titaani (mytologia)
Titania (moon)	Titania
Titanic (disambiguation)	Titanic (täsmennyssivu)
Titanium	Titaani
Titian	Tizian
Titus	Titus
Tivoli	Tivoli (kaupunki)
Tobacco	Tupakat
Tocantins (state)	Tocantins
Tocopherol	E-vitamiini
Tofu	Tofu
Togo	Togo
Togo	Luokka:Togo
Tokyo	Tokio
Toledo	Toledo (Espanja)
Toluene	Tolueeni
Tom Hanks	Tom Hanks
Tom and Jerry	Tom & Jerry
Tomato	Tomaatti
Ton	Tonni
Tonga	Tonga
Tonga	Luokka:Tonga
Tongue	Kieli (anatomia)
Toni Morrison	Toni Morrison
Tonne	Tonni
Tony Blair	Tony Blair
Tool	Työkalu
Tooth	Hammas
Toothbrush	Hammasharja
Topaz	Topaasi
Topeka	Topeka
Topology	Topologia (matematiikka)
Topology	Luokka:Topologia
Torah	Toora
Tornado	Trombi (pyörremyrsky)
Toronto	Toronto
Torpedo	Torpedo
Torque	Vääntömomentti
Tortoise	Kilpikonnat
Torture	Kidutus
Torus	Torus
Totalitarianism	Totalitarismi
Toulon	Toulon
Toulouse	Toulouse
Tour de France	Ranskan ympäriajo
Tourism	Luokka:Matkailu
Tours	Tours
Tower	Torni
Tower of Babel	Babylonin torni
Tower of London	Lontoon Tower
Town	Kaupunki
Toxicity	Myrkyllisyys
Toxicology	Toksikologia
Toy	Lelu
Toyota	Toyota
Tractor	Traktori
Trade	Kaupankäynti
Trade union	Ammattiliitto
Trademark	Tavaramerkki
Tradition	Perinne
Tragedy	Tragedia
Train	Juna
Train station	Rautatieasema
Trajan	Trajanus
Tram	Raitiovaunu
Transcendental number	Transsendenttiluku
Transformer	Muuntaja
Transistor	Transistori
Transliteration	Translitterointi
Transmission Control Protocol	TCP
Transportation	Luokka:Liikenne
Transsexualism	Transsukupuolisuus
Transylvania	Transilvania
Trapezoid	Puolisuunnikas
Treaty of Versailles	Versailles'n rauha
Tree	Puu
Trento	Trento
Trenton	Trenton
Triangle	Kolmio
Triangulum	Kolmio (tähdistö)
Triangulum Australe	Etelän kolmio
Triassic	Triaskausi
Tributary	Sivujoki
Triceratops	Triceratops
Trier	Trier
Trigonometric function	Trigonometrinen funktio
Trigonometry	Trigonometria
Trigonometry	Luokka:Trigonometria
Trilobite	Trilobiitit
Trilogy	Trilogia
Trinidad	Trinidad
Trinidad and Tobago	Trinidad ja Tobago
Trinidad and Tobago	Luokka:Trinidad ja Tobago
Trinitrotoluene	TNT
Trinity	Kolminaisuusoppi
Tripoli	Tripoli
Tritium	Tritium
Triton (moon)	Triton (kuu)
Triton (mythology)	Triton (jumala)
Triumphal arch	Riemukaari
Trojan Horse	Troijan puuhevonen
Trojan War	Troijan sota
Trojan horse (computing)	Troijalainen (tietotekniikka)
Troll	Peikko
Troll (Internet)	Trolli
Trolleybus	Johdinauto
Trombone	Pasuuna
Trondheim	Trondheim
Tropic of Cancer	Kravun kääntöpiiri
Tropic of Capricorn	Kauriin kääntöpiiri
Tropics	Trooppinen vyöhyke
Troposphere	Troposfääri
Trotskyism	Trotskilaisuus
Troy	Troija
Truck	Kuorma-auto
Truman Doctrine	Trumanin oppi
Trumpet	Trumpetti
Truth	Totuus
Trygve Lie	Trygve Lie
Tryptophan	Tryptofaani
Tsar	Tsaari
Tsunami	Tsunami
Tuareg	Tuaregit
Tuba	Tuuba
Tuber (genus)	Tryffelit
Tuberculosis	Tuberkuloosi
Tucana	Tukaani (tähdistö)
Tucson	Tucson
Tuesday	Tiistai
Tulip	Tulppaanit
Tumor	Kasvain
Tundra	Tundra
Tungsten	Volframi
Tunicate	Vaippaeläimet
Tunis	Tunis
Tunisia	Tunisia
Tunisia	Luokka:Tunisia
Tunnel	Tunneli
Turbine	Turbiini
Turin	Torino
Turing machine	Turingin kone
Turkey	Turkki
Turkey	Luokka:Turkki
Turkmenistan	Turkmenistan
Turkmenistan	Luokka:Turkmenistan
Turmeric	Maustekurkuma
Turtle	Kilpikonnat
Tuscany	Toscana
Tuvalu	Tuvalu
Tuvalu	Luokka:Tuvalu
Tux	Tux
Tycho Brahe	Tyko Brahe
Typewriter	Kirjoituskone
Typhon	Tyfon
Typography	Typografia
Typography	Luokka:Typografia
Tyrannosaurus	Tyrannosaurus rex
Tyre	Tyros
Tyrol (state)	Tiroli
Tyrrhenian Sea	Tyrrhenanmeri
U	U
UNESCO	UNESCO
Ufa	Ufa
Uganda	Uganda
Uganda	Luokka:Uganda
Ukraine	Ukraina
Ukraine	Luokka:Ukraina
Ulan Bator	Ulaanbaatar
Ulster	Ulster
Ultrasound	Ultraääni
Ultraviolet	Ultraviolettisäteily
Ulysses S. Grant	Ulysses S. Grant
Umbrella	Sateenvarjo
Umbria	Umbria
Uncertainty principle	Heisenbergin epätarkkuusperiaate
Unemployment	Työttömyys
Unicorn	Yksisarvinen
Unidentified flying object	UFO
Union (set theory)	Yhdiste (matematiikka)
United Arab Emirates	Yhdistyneet arabiemiirikunnat
United Arab Emirates	Luokka:Arabiemiirikunnat
United Arab Republic	Yhdistynyt arabitasavalta
United Kingdom	Yhdistynyt kuningaskunta
United Kingdom	Luokka:Yhdistynyt kuningaskunta
United Nations	Yhdistyneet kansakunnat
United Nations	Luokka:Yhdistyneet kansakunnat
United Nations Children's Fund	UNICEF
United States	Yhdysvallat
United States	Luokka:Yhdysvallat
United States Air Force	Yhdysvaltain ilmavoimat
United States Congress	Yhdysvaltain kongressi
United States Constitution	Yhdysvaltain perustuslaki
United States House of Representatives	Yhdysvaltain edustajainhuone
United States Military Academy	West Point
United States Navy	Yhdysvaltain laivasto
United States Virgin Islands	Yhdysvaltain Neitsytsaaret
United States dollar	Yhdysvaltain dollari
Universe	Maailmankaikkeus
University	Yliopisto
University of Chicago	Chicagon yliopisto
University of Pennsylvania	Pennsylvanian yliopisto
Unix	Unix
Ununbium	Ununbium
Ununhexium	Ununheksium
Ununpentium	Ununpentium
Ununquadium	Ununkvadium
Ununtrium	Ununtrium
Upanishad	Upanishad
Uppsala	Uppsala
Upsilon	Ypsilon
Ur	Ur
Uracil	Urasiili
Ural Mountains	Ural (vuoristo)
Urania	Urania
Uranium	Uraani
Uranus	Uranus
Uranus	Luokka:Uranus
Uranus (mythology)	Uranos
Urdu	Urdu
Urea	Urea
Urine	Virtsa
Ursa Major	Iso karhu
Ursa Minor	Pieni karhu
Uruguay	Uruguay
Uruguay	Luokka:Uruguay
Utah	Utah
Utah	Luokka:Utah
Uterus	Kohtu
Utilitarianism	Klassinen utilitarismi
Utopia	Utopia
Utrecht (city)	Utrecht
Utrecht (province)	Utrecht (provinssi)
Uttar Pradesh	Uttar Pradesh
Uzbekistan	Uzbekistan
Uzbekistan	Luokka:Uzbekistan
V	V
Vaccine	Rokotus
Vacuole	Vakuoli
Vacuum	Tyhjiö
Vacuum tube	Elektroniputki
Vaduz	Vaduz
Vagina	Emätin
Valence	Valence (Drôme)
Valence (chemistry)	Valenssi (kemia)
Valencia	Valencia
Valentina Tereshkova	Valentina Tereškova
Valentine's Day	Ystävänpäivä
Valhalla	Valhalla
Valkyrie	Valkyyria
Valletta	Valletta
Valley	Laakso
Vampire	Vampyyri
Vanadium	Vanadiini
Vancouver	Vancouver
Vancouver Island	Vancouverinsaari
Vandalism	Ilkivalta
Vanuatu	Vanuatu
Vanuatu	Luokka:Vanuatu
Var (department)	Var (departementti)
Variance	Varianssi
Varna	Varna
Vascular plant	Putkilokasvit
Vatican City	Vatikaanivaltio
Vatican City	Luokka:Vatikaanivaltio
Vector (spatial)	Vektori
Vega	Vega
Vegetable	Vihannes
Vegetarianism	Kasvissyönti
Vein	Laskimo
Vela (constellation)	Purje (tähdistö)
Velociraptor	Velociraptor
Velocity	Nopeus
Veneto	Veneto
Venezuela	Venezuela
Venezuela	Luokka:Venezuela
Venice	Venetsia
Venus	Venus
