English	Czech
Marie Antoinette	Marie Antoinetta
Marie Curie	Maria Curie-Skłodowska
Mariehamn	Mariehamn
Marilyn Monroe	Marilyn Monroe
Mario Vargas Llosa	Mario Vargas Llosa
Mark Antony	Marcus Antonius
Mark Twain	Mark Twain
Market	Trh
Marketing	Marketing
Marketing	Kategorie:Marketing
Markup language	Značkovací jazyk
Marlene Dietrich	Marlene Dietrich
Marquis de Sade	Donatien Alphonse François de Sade
Marrakech	Marrákeš
Marriage	Manželství
Mars	Kategorie:Mars
Mars (disambiguation)	Mars
Mars (mythology)	Mars (mytologie)
Marseille	Marseille
Marshall Islands	Marshallovy ostrovy
Marshall Islands	Kategorie:Marshallovy ostrovy
Marshall Plan	Marshallův plán
Marsupial	Vačnatci
Martin Buber	Martin Buber
Martin Heidegger	Martin Heidegger
Martin Luther	Martin Luther
Martin Luther King	Martin Luther King
Martin Scorsese	Martin Scorsese
Martin Van Buren	Martin Van Buren
Martina Navratilova	Martina Navrátilová
Martinique	Martinik
Martyr	Mučedník
Marx Brothers	Bratři Marxové
Marxism	Marxismus
Marxism	Kategorie:Marxismus
Mary (mother of Jesus)	Maria
Mary Magdalene	Marie Magdalena
Mary Shelley	Mary Shelleyová
Mary Wollstonecraft	Mary Wollstonecraftová
Maryland	Maryland
Maryland	Kategorie:Maryland
Maseru	Maseru
Mashhad	Mašhad
Mass	Hmotnost
Mass (liturgy)	Mše
Mass number	Nukleonové číslo
Massachusetts	Massachusetts
Massachusetts	Kategorie:Massachusetts
Massachusetts Institute of Technology	Massachusetts Institute of Technology
Masturbation	Masturbace
Mata Hari	Mata Hari
Match	Zápalky
Materialism	Materialismus
Mathematical logic	Matematická logika
Mathematical logic	Kategorie:Matematická logika
Mathematical proof	Matematický důkaz
Mathematics	Matematika
Mathematics	Kategorie:Matematika
Mathematics	Portál:Matematika
Matrix (mathematics)	Matice
Matter	Hmota
Matterhorn	Matterhorn
Mauna Kea	Mauna Kea
Mauna Loa	Mauna Loa
Maundy Thursday	Zelený čtvrtek
Maurice Ravel	Maurice Ravel
Mauritania	Mauritánie
Mauritania	Kategorie:Mauritánie
Mauritius	Mauricius
Mauritius	Kategorie:Mauricius
Max Born	Max Born
Max Bruch	Max Bruch
Max Ernst	Max Ernst
Max Planck	Max Planck
Max Weber	Max Weber
Maxwell's equations	Maxwellovy rovnice
May	Květen
May 1	1. květen
May 24	24. květen
Mayenne	Mayenne (departement)
Mayfly	Jepice
Mayor	Starosta
Mbabane	Mbabane
McCarthyism	Mccarthysmus
Mead	Medovina
Measles	Spalničky
Measure (mathematics)	Teorie míry
Measurement	Kategorie:Měření
Measurement	Měření
Meat	Maso
Mecca	Mekka
Mechanical engineering	Kategorie:Strojírenství
Mechanics	Kategorie:Mechanika
Mechanics	Mechanika
Medea	Médeia
Median	Medián
Medication	Léčivo
Medici	Medicejové
Medicine	Lékařství
Medicine	Kategorie:Lékařství
Medina	Medína
Meditation	Meditace
Mediterranean	Kategorie:Středozemní moře
Mediterranean Sea	Středozemní moře
Medusa	Medusa
Meerkat	Surikata
Meiosis	Meióza
Meister Eckhart	Mistr Eckhart
Meitnerium	Meitnerium
Mekong	Mekong
Mel Gibson	Mel Gibson
Melanesia	Melanésie
Melody	Melodie
Melon	Meloun
Melpomene	Melpomené
Melting	Tání
Melting point	Teplota tání
Meme	Mem
Memory	Paměť (psychologie)
Memphis	Memphis
Memphis	Mennofer
Menachem Begin	Menachem Begin
Mendelevium	Mendelevium
Menelaus	Meneláos
Meningitis	Meningitida
Mensa (constellation)	Souhvězdí Tabulové hory
Menstrual cycle	Menstruace
Menstruation	Menstruace
Mental disorder	Duševní porucha
Mercantilism	Merkantilismus
Mercenary	Žoldnéř
Mercury	Merkur
Mercury (element)	Rtuť
Mercury (planet)	Merkur (planeta)
Meridian (geography)	Poledník
Meritocracy	Meritokracie
Merovingian	Merovejci
Meryl Streep	Meryl Streep
Mescaline	Mezkalin
Mesolithic	Mezolit
Meson	Mezon
Mesopotamia	Mezopotámie
Mesopotamia	Kategorie:Mezopotámie
Mesosphere	Mezosféra
Mesozoic	Mezozoikum
Messenger RNA	MRNA
Messiah	Mesiáš
Messina	Messina
Metabolism	Metabolismus
Metadata	Metadata
Metal	Kov
Metallic bond	Kovová vazba
Metalloid	Polokov
Metallurgy	Metalurgie
Metallurgy	Kategorie:Metalurgie
Metamorphic rock	Metamorfovaná hornina
Metaphor	Metafora
Metaphysics	Metafyzika
Metaphysics	Kategorie:Metafyzika
Metastasis	Metastáza
Meteor shower	Meteorický roj
Meteorite	Meteorit
Meteoroid	Meteoroid
Meteorology	Kategorie:Meteorologie
Meteorology	Meteorologie
Methadone	Metadon
Methamphetamine	Metamfetamin
Methanol	Methanol
Methionine	Methionin
Metis (moon)	Metis (měsíc)
Metonymy	Metonymie
Metre	Metr
Metric space	Metrický prostor
Meuse	Meuse (departement)
Meuse River	Mása
Mexico	Mexiko
Mexico	Kategorie:Mexiko
Mexico City	Ciudad de México
Miami	Miami
Mica	Slída
Michael (archangel)	Michael (archanděl)
Michael Faraday	Michael Faraday
Michel Ney	Michel Ney
Michelangelo	Michelangelo Buonarroti
Michigan	Michigan
Michigan	Kategorie:Michigan
Mick Jagger	Mick Jagger
Microbiology	Mikrobiologie
Microbiology	Kategorie:Mikrobiologie
Microeconomics	Mikroekonomie
Microeconomics	Kategorie:Mikroekonomie
Microorganism	Mikroorganismus
Microphone	Mikrofon
Microscope	Mikroskop
Microscopium	Souhvězdí Mikroskopu
Microwave	Mikrovlny
Microwave oven	Mikrovlnná trouba
Middle Ages	Středověk
Middle Ages	Kategorie:Středověk
Middle East	Blízký východ
Middle East	Kategorie:Blízký východ
Midnight sun	Půlnoční slunce
Migraine	Migréna
Miguel de Cervantes	Miguel de Cervantes y Saavedra
Mikhail Bakunin	Michail Alexandrovič Bakunin
Mikhail Glinka	Michail Ivanovič Glinka
Mikhail Gorbachev	Michail Sergejevič Gorbačov
Milan	Milán
Mile	Míle
Miles Davis	Miles Davis
Military	Kategorie:Vojenství
Military rank	Vojenské hodnosti
Milk	Mléko
Milky Way	Galaxie Mléčná dráha
Millard Fillmore	Millard Fillmore
Millennium	Tisíciletí
Million	Milion
Milton Friedman	Milton Friedman
Milwaukee	Milwaukee
Minaret	Minaret
Mindanao	Mindanao
Mineral	Minerál
Mineral water	Minerální voda
Mineralogy	Mineralogie
Mineralogy	Kategorie:Mineralogie
Minerva	Minerva (mytologie)
Ming Dynasty	Dynastie Ming
Minimalism	Minimalismus
Mining	Těžební průmysl
Minister (government)	Ministr
Minneapolis	Minneapolis
Minnesota	Minnesota
Minnesota	Kategorie:Minnesota
Minor scale	Mollová stupnice
Minos	Mínós
Minotaur	Mínotaurus
Minsk	Minsk
Minute	Minuta
Miocene	Miocén
Miracle	Zázrak
Mirror	Zrcadlo
Mishnah	Mišna
Mississippi	Kategorie:Mississippi
Mississippi River	Mississippi (řeka)
Missouri	Missouri
Missouri	Kategorie:Missouri
Missouri River	Missouri (řeka)
Mitochondrion	Mitochondrie
Mnemosyne	Mnémosyné
Mobile phone	Mobilní telefon
Modem	Modem
Modernism	Moderna
Modest Mussorgsky	Modest Petrovič Musorgskij
Modulation	Modulace
Mogadishu	Mogadišu
Moirae	Moiry
Mold	Plíseň
Moldova	Moldavsko
Moldova	Kategorie:Moldavsko
Mole (unit)	Mol (jednotka)
Molecular biology	Molekulární biologie
Molecular biology	Kategorie:Molekulární biologie
Molecule	Molekula
Molise	Molise
Mollusca	Měkkýši
Molotov cocktail	Molotovův koktejl
Molybdenum	Molybden
Mombasa	Mombasa
Momentum	Hybnost
Monaco	Monako
Monaco	Kategorie:Monako
Monarch	Panovník
Monarchy	Panovník
Monarchy	Kategorie:Monarchie
Monastery	Klášter
Monday	Pondělí
Money	Peníze
Mongolia	Mongolsko
Mongolia	Kategorie:Mongolsko
Mongoose	Promykovití
Monica Seles	Monika Selešová
Monism	Monismus
Monocotyledon	Jednoděložné
Monomer	Monomer
Monopoly	Monopol
Monopoly (game)	Monopoly
Monosaccharide	Monosacharidy
Monosodium glutamate	Glutaman sodný
Monotheism	Monoteismus
Monotreme	Ptakořitní
Monroe Doctrine	Monroeova doktrína
Mons	Mons
Monsoon	Monzun
Mont Blanc	Mont Blanc
Montana	Montana
Montana	Kategorie:Montana
Monte Carlo	Monte Carlo
Montenegro	Černá Hora
Montenegro	Kategorie:Černá Hora
Montevideo	Montevideo
Month	Kalendářní měsíc
Montreal	Montreal
Montserrat	Montserrat (ostrov)
Moon	Měsíc
Moose	Los evropský
Morality	Morálka
Moravia	Morava
Morocco	Maroko
Morocco	Kategorie:Maroko
Morpheme	Morfém
Morphine	Morfin
Morphology	Morfologie
Morphology (linguistics)	Tvarosloví
Morse code	Morseova abeceda
Mortar (weapon)	Minomet
Mosaic	Mozaika
Moscow	Moskva
Moscow	Kategorie:Moskva
Moselle	Moselle
Moses	Mojžíš
Moshe Dayan	Moše Dajan
Mosque	Mešita
Mosquito	Komár
Moss	Mechy
Mossad	Mosad
Mosul	Mosul
Motet	Moteto
Mother	Matka
Mother Teresa	Matka Tereza
Mother's Day	Den matek
Motion (physics)	Mechanický pohyb
Motorcycle	Motocykl
Motto	Motto
Mount Ararat	Ararat
Mount Athos	Athos
Mount Etna	Etna
Mount Everest	Mount Everest
Mount Fuji	Fudži
Mount Kilimanjaro	Kilimandžáro
Mount McKinley	Mount McKinley
Mount Olympus	Olymp
Mount Pinatubo	Pinatubo
Mount Rushmore	Mount Rushmore
Mount St. Helens	Hora Svaté Heleny
Mount Vesuvius	Vesuv
Mountain	Hora
Mountain bike	Horské kolo
Mountain pass	Průsmyk
Mountain range	Pohoří
Mouse	Myš
Mouse (computing)	Počítačová myš
Mozambique	Mosambik
Mozambique	Kategorie:Mosambik
Muezzin	Muezzin
Muhammad	Mohamed
Muhammad Ali	Muhammad Ali
Mulberry	Moruše
Mule	Mula
Multimedia	Multimédia
Multiple sclerosis	Roztroušená skleróza
Multiplication	Násobení
Mumbai	Bombaj
Mummy	Mumie
Munich	Mnichov
Municipality	Obec
Muon	Mion
Murmansk	Murmansk
Murray Gell-Mann	Murray Gell-Mann
Musa (genus)	Banán
Musca	Souhvězdí Mouchy
Muscat	Maskat
Muscle	Sval
Muse	Múzy
Museum	Muzeum
Mushroom	Plodnice
Music	Hudba
Music	Kategorie:Hudba
Musical Instrument Digital Interface	Musical Instrument Digital Interface
Musical instrument	Hudební nástroj
Musical scale	Stupnice (hudba)
Musician	Hudebník
Musicology	Muzikologie
Musket	Mušketa
Mustelidae	Lasicovití
Mutation	Mutace
Mute Swan	Labuť velká
Myanmar	Kategorie:Myanmar
Mycenae	Mykény
Mycology	Mykologie
Mycology	Kategorie:Mykologie
Myocardial infarction	Infarkt myokardu
Myopia	Krátkozrakost
Myriapoda	Stonožkovci
Mysticism	Mystika
Myth	Mýtus
Mythology	Mytologie
Mythology	Kategorie:Mytologie
N	N
N'Djamena	N'Djamena
NASDAQ	NASDAQ
NATO	Severoatlantická aliance
NATO	Kategorie:NATO
Nadine Gordimer	Nadine Gordimerová
Nadir	Nadir
Nagasaki	Nagasaki
Nagoya	Nagoja
Nahuatl	Nahuatl
Nail (anatomy)	Nehet
Nail (fastener)	Hřebík
Nairobi	Nairobi
Namib Desert	Namib
Namibia	Namibie
Namibia	Kategorie:Namibie
Namur (city)	Namur
Nancy	Nancy
Nanga Parbat	Nanga Parbat
Nanjing	Nanking
Nanotechnology	Nanotechnologie
Nantes	Nantes
Napalm	Napalm
Naples	Neapol
Narcissus (mythology)	Narkissos
Nashville	Nashville
Nassau	Nassau (Bahamy)
Nathaniel Hawthorne	Nathaniel Hawthorne
Nation	Národ
National Security Agency	NSA
National anthem	Národní hymna
National park	Národní park
Nationalism	Nacionalismus
Nationalism	Kategorie:Nacionalismus
Natural gas	Zemní plyn
Natural language processing	Zpracování přirozeného jazyka
Natural number	Přirozené číslo
Natural science	Přírodní vědy
Nature	Příroda
Nature	Kategorie:Příroda
Naturism	Naturismus
Nauru	Nauru
Nauru	Kategorie:Nauru
Nautical mile	Námořní míle
Navigation	Kategorie:Navigace
Navigation	Navigace
Navy	Válečné loďstvo
Nazareth	Nazaret
Nazi Germany	Třetí říše
Nazi Party	Nationalsozialistische Deutsche Arbeiterpartei
Nazism	Kategorie:Nacismus
Neanderthal	Homo neanderthalensis
Nebraska	Nebraska
Nebraska	Kategorie:Nebraska
Nebuchadrezzar II	Nebukadnesar II.
Nebula	Mlhovina
Neckar	Neckar
Necktie	Kravata
Nefertiti	Nefertiti
Negev	Negevská poušť
Neil Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Nematode	Hlístice
Nemesis (mythology)	Nemesis (mytologie)
Neodymium	Neodym
Neolithic	Neolit
Neologism	Neologismus
Neon	Neon
Neoplatonism	Novoplatonismus
Nepal	Nepál
Nepal	Kategorie:Nepál
Neptune	Neptun (planeta)
Neptunium	Neptunium
Nero	Nero
Nerva	Nerva
Nervous system	Nervová soustava
Nervous system	Kategorie:Nervová soustava
Nest	Hnízdo
Nestorianism	Nestoriánství
Netherlands	Nizozemsko
Netherlands	Kategorie:Nizozemsko
Netherlands Antilles	Nizozemské Antily
Neurology	Neurologie
Neurology	Kategorie:Neurologie
Neuron	Neuron
Neurotransmitter	Neurotransmitér
Neutrino	Neutrino
Neutron	Neutron
Neutron star	Neutronová hvězda
Neva River	Něva
Nevada	Nevada
Nevada	Kategorie:Nevada
Neville Chamberlain	Neville Chamberlain
New Brunswick	Nový Brunšvik
New Caledonia	Nová Kaledonie
New Delhi	Nové Dillí
New England	Nová Anglie
New Guinea	Nová Guinea
New Hampshire	New Hampshire
New Hampshire	Kategorie:New Hampshire
New Jersey	New Jersey
New Jersey	Kategorie:New Jersey
New Mexico	Nové Mexiko
New Mexico	Kategorie:Nové Mexiko
New Orleans	New Orleans
New South Wales	Nový Jižní Wales
New Testament	Nový zákon
New Year	Nový rok
New York	New York (stát)
New York	Kategorie:New York (stát)
New York (disambiguation)	New York (rozcestník)
New York City	New York
New York City	Kategorie:New York
New York Stock Exchange	New York Stock Exchange
New Zealand	Nový Zéland
New Zealand	Kategorie:Nový Zéland
Newark	Newark
Newfoundland (island)	Newfoundland
Newfoundland and Labrador	Newfoundland a Labrador
Newport	Newport
Newton	Newton
Niacin	Niacin
Niagara Falls	Niagarské vodopády
Niamey	Niamey
Nicaragua	Nikaragua
Nicaragua	Kategorie:Nikaragua
Nice	Nice
Nicene Creed	Nicejské vyznání
Nicholas	Petrović Njegoš
Nickel	Nikl
Nicolas Poussin	Nicolas Poussin
Nicolaus Copernicus	Mikuláš Koperník
Nicosia	Nikósie
Nicotine	Nikotin
Niels Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
Niger	Niger
Niger	Kategorie:Niger
Niger River	Niger (řeka)
Nigeria	Nigérie
Nigeria	Kategorie:Nigérie
Night	Noc
Nightingale	Slavík obecný
Nihilism	Nihilismus
Nijmegen	Nijmegen
Nike (mythology)	Níké
Nikita Khrushchev	Nikita Sergejevič Chruščov
Nikola Tesla	Nikola Tesla
Nile	Nil
Nile crocodile	Krokodýl nilský
Nineveh	Ninive
Ninja	Nindža
Niobium	Niob
Nirvana	Nirvána (buddhismus)
Nitric acid	Kyselina dusičná
Nitrogen	Dusík
Nitroglycerin	Nitroglycerin
Nix (moon)	Nix (měsíc)
Njord	Njörd
Noah	Noe
Noam Chomsky	Noam Chomsky
Nobel Prize	Nobelova cena
Nobel Prize	Kategorie:Nobelova cena
Nobelium	Nobelium
Nobility	Šlechta
Nobility	Kategorie:Šlechtici
Noble gas	Inertní plyn
Nominative case	Nominativ
Nonmetal	Nekov
Norfolk	Norfolk (anglické hrabství)
Norfolk Island	Norfolk (ostrov)
Norma (constellation)	Souhvězdí Pravítka
Normal distribution	Normální rozdělení
Norman Mailer	Norman Mailer
Normandy	Normandie
Norn	Norny
Norse mythology	Severská mytologie
Norse mythology	Kategorie:Severská mytologie
North	Sever
North Africa	Severní Afrika
North America	Severní Amerika
North America	Kategorie:Severní Amerika
North Carolina	Severní Karolína
North Carolina	Kategorie:Severní Karolína
North Dakota	Severní Dakota
North Dakota	Kategorie:Severní Dakota
North Island	Severní ostrov (Nový Zéland)
North Korea	Severní Korea
North Korea	Kategorie:Severní Korea
North Pole	Severní pól
North Sea	Severní moře
Northern Europe	Severní Evropa
Northern Hemisphere	Severní polokoule
Northern Ireland	Severní Irsko
Northern Mariana Islands	Severní Mariany
Northern Territory	Severní teritorium
Northern pike	Štika obecná
Northwest Territories	Severozápadní teritoria
Norway	Norsko
Norway	Kategorie:Norsko
Norwegian Sea	Norské moře
Norwegian krone	Norská koruna
Nose	Nos
Nostradamus	Nostradamus
Note	Nota
Nouakchott	Nuakšott
Noun	Podstatné jméno
Nova Scotia	Nové Skotsko
Novaya Zemlya	Nová země
Novel	Román
November	Listopad
November 1	1. listopad
November 11	11. listopad
November 2	2. listopad
November 5	5. listopad
Novosibirsk	Novosibirsk
Nuclear fission	Jaderná reakce
Nuclear fusion	Termonukleární reakce
Nuclear physics	Jaderná fyzika
Nuclear physics	Kategorie:Jaderná fyzika
Nuclear power	Jaderná energie
Nuclear weapon	Jaderná zbraň
Nucleic acid	Nukleová kyselina
Nucleon	Nukleon
Nucleotide	Nukleotid
Number	Číslo
Numbers	Kategorie:Čísla
Numidia	Numidie
Numismatics	Numizmatika
Numismatics	Kategorie:Numizmatika
Nunavut	Nunavut
Nuremberg	Norimberk
Nut (fruit)	Oříšek (plod)
Nutmeg	Muškátový oříšek
Nutrition	Kategorie:Výživa
Nymph	Nymfy
Nymphaeaceae	Leknínovité
Nyx (mythology)	Nyx
O	O
OPEC	Organizace zemí vyvážejících ropu
Oahu	Oahu
Oak	Dub
Oakland	Oakland
Oasis	Oáza
Oat	Oves setý
Ob River	Ob
Obelisk	Obelisk
Obesity	Obezita
Object-oriented programming	Objektově orientované programování
Oboe	Hoboj
Observatory	Observatoř
Obsidian	Obsidián
Occam's razor	Occamova břitva
Ocean	Oceán
Ocean current	Mořský proud
Oceania	Oceánie
Oceania	Kategorie:Austrálie a Oceánie
Oceanid	Ókeanovny
Oceanography	Oceánografie
Oceanography	Kategorie:Oceánografie
Oceanus	Okeanos
Octal	Osmičková soustava
Octans	Souhvězdí Oktantu
Octave	Oktáva (hudba)
October	Říjen
October 12	12. říjen
October 24	24. říjen
October Revolution	Říjnová revoluce
Ode	Óda
Oder River	Odra
Odessa	Oděsa
Odin	Ódin
Odonata	Vážky
Odysseus	Odysseus
Odyssey	Odysseia
Oedipus	Oidipus
Offside (football)	Ofsajd
Ohio	Ohio
Ohio	Kategorie:Ohio
Ohm	Ohm
Ohm's law	Ohmův zákon
Oil	Olej
Oil painting	Olejomalba
Okapi	Okapi
Oklahoma	Oklahoma
Oklahoma	Kategorie:Oklahoma
Oklahoma City	Oklahoma City
Oktoberfest	Oktoberfest
Old Church Slavonic	Staroslověnština
Old Norse	Stará severština
Old Testament	Starý zákon
Oligarchy	Oligarchie
Oligocene	Oligocén
Oligopoly	Oligopol
Olive	Olivovník
Oliver Cromwell	Oliver Cromwell
Olivine	Olivín
Olympia	Olympie
Olympic Games	Olympijské hry
Olympics	Kategorie:Olympijské hry
Omaha	Omaha
Oman	Omán
Oman	Kategorie:Omán
Omsk	Omsk
Oncology	Kategorie:Onkologie
Onion	Cibule kuchyňská
Onomastics	Onomastika
Ontario	Ontario (provincie)
Ontario	Kategorie:Ontario
Ontology	Ontologie
Oort cloud	Oortův oblak
Opal	Opál
Opel	Opel
Opera	Opera
Opera (Internet suite)	Opera (prohlížeč)
Operating system	Operační systém
Operetta	Opereta
Ophiuchus	Souhvězdí Hadonoše
Opium	Opium
Optical fiber	Optické vlákno
Optical illusion	Optický klam
Optics	Optika
Optics	Kategorie:Optika
Optimization (mathematics)	Optimalizace
Oral sex	Orální sex
Orange (colour)	Oranžová
Orange (fruit)	Pomeranč
Orangutan	Orangutan
Oratorio	Oratorium
Orbit	Oběžná dráha
Orca	Kosatka dravá
Orchestra	Orchestr
Orchidaceae	Vstavačovité
Order (biology)	Řád (biologie)
Order of Saint Benedict	Řád svatého Benedikta
Ordovician	Ordovik
Oregano	Dobromysl obecná
Oregon	Oregon
Oregon	Kategorie:Oregon
Orestes (mythology)	Orestés
Organ (anatomy)	Orgán
Organ (music)	Varhany
Organelle	Buněčné organely a struktury
Organic chemistry	Organická chemie
Organic chemistry	Kategorie:Organická chemie
Organic compound	Organická sloučenina
Organism	Organismus
Organization	Organizace
Orgasm	Orgasmus
Origami	Origami
Origen	Órigenés
Original sin	Prvotní hřích
Orinoco	Orinoco
Orion (constellation)	Souhvězdí Orionu
Orissa	Urísa
Orlando	Orlando
Ornithology	Ornitologie
Ornithology	Kategorie:Ornitologie
Orpheus	Orfeus
Orson Welles	Orson Welles
Orthography	Pravopis
Osaka	Ósaka
Osama bin Laden	Usáma bin Ládin
Oscar Wilde	Oscar Wilde
Oscillation	Kmitání
Osiris	Usir
Oslo	Oslo
Osmium	Osmium
Osteichthyes	Ryby
Osteoporosis	Osteoporóza
Ostrava	Ostrava
Ostrich	Pštros dvouprstý
Othello	Othello (drama)
Otho	Otho
Ottawa	Ottawa
Otto Hahn	Otto Hahn
Otto I	Ota I. Veliký
Otto von Bismarck	Otto von Bismarck
Ottoman Empire	Osmanská říše
Ottoman Empire	Kategorie:Osmanská říše
Ounce	Unce
Ovary	Vaječník
Ovid	Publius Ovidius Naso
Oviedo	Oviedo
Ovis	Ovce
Ovum	Vajíčko
Owl	Sovy
Oxford	Oxford
Oxidation state	Oxidační číslo
Oxide	Oxid
Oxygen	Kyslík
Oxymoron	Oxymóron
Oxytocin	Oxytocin
Ozone	Ozón
P	P
PAL	PAL
PH	Kyselost
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Pacific Ocean	Tichý oceán
Pacific Ocean	Kategorie:Tichý oceán
Pacifism	Pacifismus
Padua	Padova
Paganism	Pohanství
Painting	Kategorie:Malířství
Pakistan	Pákistán
Pakistan	Kategorie:Pákistán
Palace of Versailles	Versailles
Palau	Palau
Palau	Kategorie:Palau
Paleocene	Paleocén
Paleolithic	Paleolit
Paleontology	Paleontologie
Paleontology	Kategorie:Paleontologie
Paleozoic	Paleozoikum
Palermo	Palermo
Palestine	Palestina
Palestine	Kategorie:Palestina
Palestine Liberation Organization	Organizace pro osvobození Palestiny
Palestinian National Authority	Palestinská autonomie
Pali	Páli
Palindrome	Palindrom
Palladium	Palladium
Palm Sunday	Květná neděle
Palmyra	Palmýra
Pamir Mountains	Pamír
Pan (mythology)	Pan (mytologie)
Panama	Panama
Panama	Kategorie:Panama
Panama Canal	Panamský průplav
Panama City	Ciudad de Panamá
Pancreas	Slinivka břišní člověka
Pandemic	Pandemie
Pandora	Pandóra
Pangaea	Pangea
Pantheism	Panteismus
Pantheon	Pantheon
Panthera	Panthera
Papal States	Papežský stát
Papua New Guinea	Papua-Nová Guinea
Papua New Guinea	Kategorie:Papua-Nová Guinea
Papyrus	Papyrus
Parabola	Parabola (matematika)
Paracelsus	Paracelsus
Parachute	Padák
Paradigm	Paradigma
Paradox	Paradox
Paragliding	Paragliding
Paraguay	Paraguay
Paraguay	Kategorie:Paraguay
Parallax	Paralaxa
Parallelogram	Rovnoběžník
Paramaribo	Paramaribo
Paranoia	Paranoia
Paraphilia	Parafilie
Parasitism	Parazitismus
Parchment	Pergamen
Paris	Paříž
Paris	Kategorie:Paříž
Paris (mythology)	Paris (mytologie)
Parity (mathematics)	Sudá a lichá čísla
Parkinson's disease	Parkinsonova nemoc
Parliament	Parlament
Parmenides	Parmenidés
Parody	Parodie
Parrot	Papoušci
Parsec	Parsek
Parsley	Petržel
Parthenon	Parthenón
Parthia	Parthská říše
Particle physics	Fyzika částic
Particle physics	Kategorie:Fyzika částic
Pascal	Pascal (rozcestník)
Pascal (programming language)	Pascal (programovací jazyk)
Pascal (unit)	Pascal
Passeriformes	Kategorie:Pěvci
Passerine	Pěvci
Passover	Pesach
Passport	Cestovní pas
Password	Heslo
Pasteurization	Pasterizace
Patagonia	Patagonie
Patent	Patent
Pathology	Patologie
Patriarch	Patriarchát (územní členění církve)
Patrick White	Patrick White
Patriotism	Patriotismus
Paul Gauguin	Paul Gauguin
Paul Johann Ludwig von Heyse	Paul Heyse
Paul Klee	Paul Klee
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paul Verlaine	Paul Verlaine
Paul the Apostle	Pavel z Tarsu
Paul von Hindenburg	Paul von Hindenburg
Pauli exclusion principle	Pauliho vylučovací princip
Pavo (constellation)	Souhvězdí Páva
Pawn (chess)	Pěšec
Pays de la Loire	Pays de la Loire
Pea	Hrách setý
Peace	Mír
Peace of Westphalia	Vestfálský mír
Peach	Broskev
Peanut	Podzemnice olejná
Pear	Hruška
Pearl	Perla
Pearl Harbor	Pearl Harbor
Peat	Rašelina
Pedagogy	Pedagogika
Pedagogy	Kategorie:Pedagogika
Pedophilia	Pedofilie
Pedunculate Oak	Dub letní
Pegasus	Pegas
Pegasus (constellation)	Souhvězdí Pegase
Peloponnese	Peloponés
Peloponnesian War	Peloponéská válka
Pencil	Tužka
Pendulum	Kyvadlo
Penguin	Tučňáci
Penicillin	Penicilín
Peninsula	Poloostrov
Pennsylvania	Pensylvánie
Pennsylvania	Kategorie:Pensylvánie
Pentagon	Pětiúhelník
Pentagram	Pentagram
Pentecost	Letnice
Pentecostalism	Pentekostalismus
People	Kategorie:Lidé
People's Republic of China	Čínská lidová republika
Pepin the Short	Pipin III. Krátký
Pepsi	Pepsi
Peptide	Peptid
Percentage	Procento
Perception	Vnímání
Perciformes	Ostnoploutví
Percussion instrument	Bicí nástroj
Percy Bysshe Shelley	Percy Bysshe Shelley
Peregrine Falcon	Sokol stěhovavý
Perestroika	Perestrojka
Perfume	Parfém
Pericles	Periklés
Periodic table	Periodická tabulka
Perm	Perm (město)
Permafrost	Permafrost
Permian	Perm
Permutation	Permutace
Perpetual motion	Perpetuum mobile
Persephone	Persefona
Persepolis	Persepolis
Perseus	Perseus
Perseus (constellation)	Souhvězdí Persea
Persian Empire	Perská říše
Persian Gulf	Perský záliv
Personal digital assistant	Personal Digital Assistant
Perth	Perth
Peru	Peru
Peru	Kategorie:Peru
Pesticide	Pesticid
Peter Abelard	Pierre Abélard
Peter Paul Rubens	Peter Paul Rubens
Peter Sellers	Peter Sellers
Petrarch	Francesco Petrarca
Petroleum	Ropa
Petrology	Petrologie
Phanerozoic	Fanerozoikum
Pharaoh	Faraon
Pharmacology	Farmakologie
Pharmacology	Kategorie:Farmakologie
Pharynx	Hltan
Phase (matter)	Skupenství
Phenol	Fenol
Phenomenology	Fenomenologie
Phenotype	Fenotyp
Phenylalanine	Fenylalanin
Phenylketonuria	Fenylketonurie
Philadelphia	Filadelfie
Philately	Filatelie
Philately	Kategorie:Filatelie
Philip II of Macedon	Filip II. Makedonský
Philip II of Spain	Filip II. Španělský
Philipp Lenard	Philipp Eduard Anton von Lenard
Philippine Sea	Filipínské moře
Philippines	Filipíny
Philippines	Kategorie:Filipíny
Philology	Filologie
Philology	Kategorie:Filologie
Philosophy	Filosofie
Philosophy	Kategorie:Filosofie
Phnom Penh	Phnompenh
Phobia	Fobie
Phobos (moon)	Phobos (měsíc)
Phoenicia	Fénicie
Phoenix	Phoenix (Arizona)
Phoenix	Phoenix
Phoenix (constellation)	Souhvězdí Fénixe
Phoenix (mythology)	Fénix
Phoenix (spacecraft)	Phoenix (sonda)
Phoneme	Foném
Phonetics	Fonetika
Phonetics	Kategorie:Fonetika
Phonology	Fonologie
Phosphate	Fosfát
Phosphoric acid	Kyselina fosforečná
Phosphorus	Fosfor
Photography	Fotografie
Photography	Kategorie:Fotografie
