English	Turkish
Salman Rushdie	Salman Rüşdi
Salmonidae	Alabalıkgiller
Salt	Yemek tuzu
Salt (chemistry)	Tuz (kimya)
Salt Lake City	Salt Lake City, Utah
Salzburg	Salzburg, Avusturya
Salzburg (state)	Salzburg Eyaleti
Samara	Samara
Samarium	Samaryum
Samarkand	Semerkand
Samoa	Bağımsız Samoa Devleti
Samoa	Kategori:Samoa
Samuel Beckett	Samuel Beckett
Samuel F. B. Morse	Samuel Morse
Samuel Taylor Coleridge	Samuel Taylor Coleridge
Samurai	Samuray
San Antonio	San Antonio, Teksas
San Diego	San Diego, Kaliforniya
San Francisco	San Francisco
San Jose	San Jose, Kaliforniya
San Juan	San Juan
San Marino	San Marino
San Marino	Kategori:San Marino
San Marino	San Marino şehri
San Salvador	San Salvador
Sand	Kum
Sandro Botticelli	Sandro Botticelli
Sandwich	Sandviç
Sanskrit	Sanskritçe
Santiago	Santiago, Şili
Santiago	Santiago
Santiago de Cuba	Santiago de Cuba
Santo Domingo	Santo Domingo
Santos (Săo Paulo)	Santos
Sapphire	Safir
Sappho	Sappho
Sapporo	Sapporo, Japonya
Sarah Bernhardt	Sarah Bernhardt
Sarajevo	Saraybosna
Sarcophagus	Sarkofaj
Sardine	Sardalya
Sardinia	Sardunya Adası
Sarin	Sarin
Saskatchewan	Saskatchewan
Satan	Şeytan
Satanism	Satanizm
Satellite	Yapay uydular
Satire	Hiciv
Saturday	Cumartesi
Saturn	Satürn (gezegen)
Saturn	Kategori:Satürn (gezegen)
Saturn (disambiguation)	Satürn (anlam ayrım)
Satyr	Satir
Sauce	Sos
Saudi Arabia	Suudi Arabistan
Saudi Arabia	Kategori:Suudi Arabistan
Saul Bellow	Saul Bellow
Savanna	Savan
Saxony	Saksonya eyaleti
Saxony	Kategori:Saksonya
Saxophone	Saksafon
Scandinavia	İskandinavya
Scandinavia	Kategori:İskandinavya
Scandinavian Peninsula	İskandinav Yarımadası
Scandium	Skandiyum
Scheme (programming language)	Scheme
Schizophrenia	Şizofreni
Scholasticism	Skolastik felsefe
School	Okul
Schutzstaffel	SS
Science	Bilim
Science	Kategori:Bilim
Science fiction	Bilim kurgu
Science fiction	Kategori:Bilim kurgu
Scientology	Scientoloji
Scipio Africanus	Afrikalı Scipio
Scissors	Makas
Sciuridae	Sincap
Scorpion	Akrep
Scorpius	Scorpius (takımyıldız)
Scotland	İskoçya
Scots Pine	Sarıçam
Scottish Gaelic	İskoçça
Scouting	İzcilik
Screw	Vida
Sculptor (constellation)	Sculptor (takımyıldız)
Sculpture	Heykel
Sea	Deniz
Sea Otter	Deniz samuru
Sea anemone	Deniz laleleri
Sea cucumber	Deniz hıyarları
Sea of Azov	Azak Denizi
Sea of Japan	Japon Denizi
Sea of Marmara	Marmara Denizi
Sea of Okhotsk	Ohotsk Denizi
Sea urchin	Denizkestanesi
Seaborgium	Seaborgiyum
Seahorse	Denizatı
Search engine	Arama motoru
Sears Tower	Sears Kulesi
Season	Mevsim
Seattle	Seattle, Vaşington
Second	Saniye
Second Crusade	İkinci Haçlı seferi
Sedimentary rock	Tortul kayaçlar
Seed	Tohum
Segovia	Segovia
Seine	Sen Nehri
Seismology	Sismoloji
Seismology	Kategori:Sismoloji
Selene	Selene
Selenium	Selenyum
Semantics	Semantik
Semantics	Kategori:Semantik
Semen	Meni
Semicolon	Noktalı virgül
Semiconductor	Yarı iletken
Semiotics	Semiyotik
Semitic	Sami dil ailesi
Senate	Senato
Senegal	Senegal
Senegal	Kategori:Senegal
Seoul	Seul
Seppuku	Seppuku
September	Eylül
September 11	11 Eylül
September 11	11 Eylül 2001 Saldırıları
September 17	17 Eylül
September 29	29 Eylül
Serbia	Sırbistan
Serbia	Kategori:Sırbistan
Serbia and Montenegro	Sırbistan-Karadağ
Serbia and Montenegro	Kategori:Sırbistan-Karadağ
Serfdom	Serf
Sergei Eisenstein	Sergey Eyzenşteyn
Sergei Rachmaninoff	Sergey Rahmaninov
Series (mathematics)	Seri (matematik)
Serine	Serin
Serotonin	Serotonin
Serpens	Serpens (takımyıldız)
Server (computing)	Sunucu (bilişim)
Set	Küme
Set (mythology)	Set (mitoloji)
Set theory	Kategori:Kümeler teorisi
Sevastopol	Akyar, Kırım
Seville	Sevilla
Sex	Cinsel ilişki
Sex organ	Üreme sistemi
Sexism	Cinsiyetçilik
Sextant	Sekstant
Sexual intercourse	Cinsel ilişki
Sexually transmitted disease	Cinsel yolla bulaşan hastalıklar
Seychelles	Seyşel Adaları
Seychelles	Kategori:Seyşel Adaları
Shahadah	Şehadet
Shamanism	Şamanizm
Shanghai	Şanghay
Sharia	Şeriat
Shark	Köpek balığı
Sheffield	Sheffield, İngiltere
Sherlock Holmes	Sherlock Holmes
Shetland	Shetland
Shield	Kalkan (silah)
Shinto	Şinto
Ship	Gemi
Shiva	Şiva
Shogi	Şogi
Shorthand	Stenografi
Shrimp	Karides
Siberia	Sibirya
Siberian Husky	Sibirya kurdu
Sichuan	Sichuan
Sicily	Sicilya
Sicily	Kategori:Sicilya
Sierra Leone	Sierra Leone
Sierra Leone	Kategori:Sierra Leone
Sigma	Σ
Sigmund Freud	Sigmund Freud
Sign language	İşaret dili
Sigrid Undset	Sigrid Undset
Sikhism	Sihizm
Sikkim	Sikkim
Silicon	Silisyum
Silicon Valley	Silikon Vadisi
Silk	İpek
Silk Road	İpek Yolu
Silurian	Silüryen
Silver	Gümüş
Simone de Beauvoir	Simone de Beauvoir
Sinai Peninsula	Sina Yarımadası
Sinclair Lewis	Sinclair Lewis
Singapore	Singapur
Singapore	Kategori:Singapur
Single (music)	Tekli (müzik)
Sirius	Sirius
Sistine Chapel	Sistine Şapeli
Sisyphus	Sisifos
Sitting Bull	Oturan Boğa
Situation comedy	Sitkom
Six-Day War	Altı Gün Savaşı
Skateboard	Kaykay
Skeletal system	Kategori:İskelet
Skepticism	Septisizm
Skin	Cilt (Organ)
Skopje	Üsküp
Skylab	Skylab
Skyscraper	Gökdelen
Slash (musician)	Saul Hudson
Slavery	Kölelik
Slayer	Slayer
Sleep	Uyku
Slovakia	Slovakya
Slovakia	Kategori:Slovakya
Slovenia	Slovenya
Slovenia	Kategori:Slovenya
Small intestine	İnce bağırsak
Smolensk	Smolensk
Snake	Yılan
Snooker	Snooker
Snow	Kar
Soap	Sabun
Social psychology	Sosyal psikoloji
Socialism	Sosyalizm
Socialism	Kategori:Sosyalizm
Society	Kategori:Toplum
Society of Jesus	Cizvitler
Sociology	Toplum bilimi
Sociology	Kategori:Toplum bilimi
Socrates	Sokrates
Sodium	Sodyum
Sodium bicarbonate	Sodyum bikarbonat
Sodium hydroxide	Sodyum hidroksit
Sofia	Sofya
Software	Kategori:Yazılım
Soil	Toprak
Solanaceae	Patlıcangiller
Solanaceae	Kategori:Patlıcangiller
Solar System	Güneş Sistemi
Solar System	Kategori:Güneş Sistemi
Solar eclipse	Güneş tutulması
Solar energy	Güneş enerjisi
Solar wind	Güneş rüzgârı
Solid	Katı
Solid state	Katı
Solomon	Süleyman
Solomon Islands	Solomon Adaları
Solomon Islands	Kategori:Solomon Adaları
Solon	Solon
Solstice	Gündönümü
Solution	Çözelti
Somalia	Somali
Sonata	Sonat
Song	Şarkı (edebiyat)
Sonnet	Sone
Sophia Loren	Sophia Loren
Sophism	Bilgicilik
Sophocles	Sofokles
Sorghum	Sorgum
Sorting algorithm	Sıralama algoritması
Soul	Ruh
Sound	Ses (enerji)
Soup	Çorba
Source code	Kaynak kodu
South	Güney
South Africa	Kategori:Güney Afrika Cumhuriyeti
South America	Güney Amerika
South America	Kategori:Güney Amerika
South Carolina	Güney Karolina
South China Sea	Güney Çin Denizi
South Dakota	Güney Dakota
South Dakota	Kategori:Güney Dakota
South Island	Güney Adası (Yeni Zelanda)
South Korea	Güney Kore
South Korea	Kategori:Kore Cumhuriyeti
South Pole	Güney Kutbu
South Vietnam	Güney Vietnam
Southeast Asia	Güneydoğu Asya
Southern Hemisphere	Güney Yarımküre
Sovereignty	Egemenlik
Soviet Union	Sovyet Sosyalist Cumhuriyetler Birliği
Soviet Union	Kategori:Sovyet Sosyalist Cumhuriyetler Birliği
Soybean	Soya
Space	Uzay
Space Shuttle	Uzay mekiği
Space station	Uzay istasyonu
Spacecraft	Uzay gemisi
Spaghetti	Makarna
Spain	İspanya
Spain	Kategori:İspanya
Spam (electronic)	Yığın ileti
Spanish Civil War	İspanya İç Savaşı
Spanish people	Kategori:İspanyollar
Spanish-American War	Küba Bağımsızlık Savaşı
Sparta	Sparta
Special relativity	Özel görelilik kuramı
Species	Tür
Spectroscopy	Spektroskopi
Speed of light	Işık hızı
Speleology	Mağarabilim
Spencer Tracy	Spencer Tracy
Sperm Whale	İspermeçet balinası
Spermatophyte	Tohumlu bitkiler
Spermatozoon	Sperm
Sphere	Küre (geometri)
Spice	Baharat
Spider	Örümcek
Spin (physics)	Spin
Spinach	Ispanak
Spinal cord	Omurilik
Spiral galaxy	Sarmal gökada
Spleen	Dalak
Split	Split
Sponge	Süngerler
Sport	Spor
Spring (season)	İlkbahar
Spyware	Casus yazılım (spyware)
Square (geometry)	Kare
Square root	Karekök bulma
Squirrel	Sincap
Sri Lanka	Sri Lanka
Sri Lanka	Kategori:Sri Lanka
St. Louis	St. Louis, Missouri
Stadium	Stadyum
Stained glass	Vitray
Stalinism	Stalinizm
Standard deviation	Standart sapma
Stanford University	Stanford Üniversitesi
Stanley Kubrick	Stanley Kubrick
Star	Yıldız
Star of David	Davud'un Kalkanı
Starch	Nişasta
Starfish	Denizyıldızı
State	Devlet
Statistics	İstatistik
Statistics	Kategori:İstatistik
Statue of Liberty	Özgürlük Heykeli
Stavanger	Stavanger
Steel	Çelik
Stefan Zweig	Stefan Zweig
Steffi Graf	Steffi Graf
Stem cell	Kök hücre
Stendhal	Stendhal
Stephen Hawking	Stephen Hawking
Steppe	Bozkır (coğrafya)
Sternum	Sternum
Steroid	Steroid
Steven Spielberg	Steven Spielberg
Sting	Sting
Stockholm	Stokholm
Stoicism	Stoacılık
Stomach	Mide
Stone Age	Taş Devri
Stonehenge	Stonehenge
Stork	Leylek
Storm	Fırtına (hava)
Strait of Gibraltar	Cebelitarık Boğazı
Strait of Hormuz	Hürmüz Boğazı
Strait of Magellan	Macellan Boğazı
Strait of Messina	Messina Boğazı
Straits	Kategori:Boğazlar
Strasbourg	Strazburg
Strategy	Strateji
Stratigraphy	Stratigrafi
Stratosphere	Stratosfer
Strawberry	Çilek
Stress (medicine)	Stres
String theory	Sicim Kuramı
Stroke	İnme
Strong interaction	Güçlü etkileşim
Strontium	Stronsiyum
Structuralism	Yapısalcılık
Stub	Şablon:Taslak
Student	Öğrenci
Sturmabteilung	Sturmabteilung
Stuttgart	Stuttgart
Styx	Stiks
Subculture	Altkültür
Submarine	Denizaltı
Subtraction	Çıkarma
Sucre	Sucre
Sudan	Sudan
Sudan	Kategori:Sudan
Sudoku	Sudoku
Suez Canal	Süveyş Kanalı
Sufism	Sufizm
Sugar	Kristal şeker
Suharto	Suharto
Sukarno	Sukarno
Sulfur	Kükürt
Sulfur mustard	Hardal gazı
Sulfuric acid	Sülfürik asit
Sultan	Sultan
Sumatra	Sumatra
Sumer	Sümerler
Summer	Yaz
Sumo	Sumo Güreşi
Sun	Güneş
Sun Yat-sen	Sun Yat-sen
Sunday	Pazar
Sunflower	Ayçiçeği
Sunni Islam	Sünnilik
Supercomputer	Süper bilgisayar
Superconductivity	Süper iletken
Superman	Superman
Supernova	Süpernova
Sura	Sure
Surface tension	Yüzey gerilimi
Surgery	Cerrahi
Surgery	Kategori:Cerrahi
Suriname	Surinam
Surrealism	Gerçeküstücülük
Surrey	Surrey
Susan Sontag	Susan Sontag
Sushi	Suşi
Svalbard	Svalbard
Swallow	Kırlangıç
Swan	Kuğu
Swastika	Svastika
Swaziland	Svaziland
Swaziland	Kategori:Svaziland
Sweden	İsveç
Sweden	Kategori:İsveç
Swimming	Yüzme
Swimming	Kategori:Yüzme
Swiss people	Kategori:İsviçreliler
Switzerland	İsviçre
Switzerland	Kategori:İsviçre
Sword	Kılıç (Silah)
Sydney	Sidney
Syllable	Hece
Sylvia Plath	Sylvia Plath
Symphony	Senfoni
Symptom	Belirti
Synagogue	Sinagog
Syndicate	Sendika
Synesthesia	Sinestezi
Synonym	Sinonim
Synthesizer	Synthesizer
Syphilis	Frengi
Syracuse	Siraküza
Syria	Suriye
Syria	Kategori:Suriye
System	Sistem
T	T (harf)
T. E. Lawrence	Thomas Edward Lawrence
T. S. Eliot	T. S. Eliot
Table (furniture)	Masa
Table tennis	Masa tenisi
Taboo	Tabu
Tacitus	Tacitus
Taekwondo	Tekvando
Tagus	Tejo Nehri
Tahiti	Tahiti
Tai chi chuan	Tai-Chi Chuan
Tail	Kuyruk
Taipei	Taipei
Taiwan	Kategori:Tayvan
Taiwan	Tayvan
Taj Mahal	Tac Mahal
Tajikistan	Tacikistan
Tajikistan	Kategori:Tacikistan
Talc	Talk
Taliban	Taliban
Tallahassee	Tallahassee, Florida
Tallinn	Tallinn
Talmud	Talmud
Tamil Nadu	Tamil Nadu
Tampere	Tampere
Tanakh	Tanah
Tang Dynasty	Tang Hanedanı
Tango (dance)	Tango (dans)
Tank	Tank
Tantalum	Tantal
Tantalus	Tantalos
Tanzania	Tanzanya
Taoism	Taoizm
Tapir	Tapir
Tardigrade	Su ayıları
Tartarus	Tartarus
Tartu	Tartu
Tashkent	Taşkent
Tasman Sea	Tazman Denizi
Tasmania	Tazmanya
Tasmanian Devil	Tazmanya canavarı
Tattoo	Dövme
Tau	Τ
Taurus (constellation)	Taurus (takımyıldız)
Tawny Owl	Alaca baykuş
Tax	Vergi
Taxation	Kategori:Vergiler
Taxicab	Taksici
Taxon	Takson
Taxonomy	Taksonomi
Taxus baccata	Yaygın porsuk
Tbilisi	Tiflis
Tea	Çay (içecek)
Tea	Kategori:Çay
Technetium	Teknesyum
Techno	Tekno müzik
Technology	Teknoloji
Technology	Kategori:Teknoloji
Tegucigalpa	Tegucigalpa
Tehran	Tahran
Tel Aviv	Tel Aviv
Telecommunication	Telekomünikasyon
Telegraphy	Telgraf
Telepathy	Telepati
Telephone	Telefon
Telescope	Teleskop
Telescopium	Telescopium (takımyıldız)
Television	Televizyon
Television	Kategori:Televizyon
Tellurium	Tellür
Temperature	Sıcaklık
Temple	Tapınak
Temple of Artemis	Artemis Tapınağı
Ten Commandments	On Emir
Tenerife	Tenerife
Tennessee	Tennessee
Tennessee	Kategori:Tennessee
Tennessee Williams	Tennessee Williams
Tennis	Tenis
Tennis	Kategori:Tenis
Tenor	Tenor
Tenzing Norgay	Tenzing Norgay
Tequila	Tekila
Terbium	Terbiyum
Termite	Termit (zooloji)
Terpsichore	Terpsikhore
Terrestrial planet	Yerbenzeri gezegen
Terrorism	Terörizm
Terrorism	Kategori:Terör
Tertullian	Tertullianus
Tesla (unit)	Tesla (birim)
Testicle	Er bezi
Testosterone	Testosteron
Tetanus	Tetanos
Tethys (mythology)	Tethys (mitoloji)
Tetrahydrocannabinol	THC
Tetrapod	Dört üyeliler
Texas	Teksas (eyalet)
Texas	Kategori:Teksas (eyalet)
Textile	Tekstil
Thailand	Tayland
Thailand	Kategori:Tayland
Thales	Thales
Thalia	Thaleia
Thallium	Talyum
Thanatos	Thanatos
Thanksgiving	Şükran Günü
Thanksgiving (Canada)	Şükran Günü
Thanksgiving (United States)	Şükran Günü
Thanksgiving (disambiguation)	Şükran Günü
The Gambia	Gambiya
The Hague	Lahey
The Star-Spangled Banner	ABD Ulusal Marşı
Theatre	Tiyatro
Theatre	Kategori:Tiyatro
Thebes	Tebai
Theia	Theia
Themis	Themis
Themistocles	Themistokles
Theocracy	Teokrasi
Theodolite	Teodolit
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Theodosius I	I. Theodosius
Theology	Teoloji
Theology	Kategori:Teoloji
Theorem	Teorem
Theory	Kuram
Theory of relativity	Görelilik kuramı
Thermodynamics	Termodinamik
Thermodynamics	Kategori:Termodinamik
Thermometer	Termometre
Theseus	Theseus
Thessaloniki	Selanik
Thessaly	Tesalya
Theta	Θ
Thetis	Thetis
Thiamine	Tiyamin
Third Crusade	Üçüncü Haçlı Seferi
Third World	Üçüncü Dünya Ülkesi
Thirty Years' War	Otuz Yıl Savaşları
Thomas Aquinas	Thomas Aquinas
Thomas Edison	Thomas Alva Edison
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Robert Malthus
Thomas Mann	Thomas Mann
Thomas More	Thomas More
Thomas Paine	Thomas Paine
Thomas Young (scientist)	Thomas Young
Thor	Thor (tanrı)
Thorium	Toryum
Thoth	Thoth
Thought	Düşünce
Thrace	Trakya
Thucydides	Tukididis
Thumb	Başparmak
Thuringia	Thüringen
Thuringia	Kategori:Thüringen
Thursday	Perşembe
Thylacine	Tazmanya kurdu
Thyme	Kekik
Thymine	Timin
Thyroid	Tiroid bezi
Tianjin	Tiencin
Tiber	Tiber Nehri
Tiberius	Tiberius
Tibet	Tibet
Tibet	Kategori:Tibet
Ticino	Tikino (Kanton)
Tide	Gelgit
Tierra del Fuego	Ateş Toprakları
Tiger	Kaplan
Tigris	Dicle Nehri
Tilia	Ihlamur
Timbuktu	Timbuktu
Time	Zaman (fizik)
Time	Kategori:Zaman
Time (magazine)	TIME (dergi)
Time zone	Saat dilimi
Timor	Timor
Timur	Timur
Tin	Kalay
Tirana	Tiran, Arnavutluk
Tissue (biology)	Doku (biyoloji)
Tit (bird)	Baştankara
Titan (disambiguation)	Titan
Titan (moon)	Titan (uydu)
Titan (mythology)	Titan (mitoloji)
Titania (moon)	Titania (uydu)
Titanium	Titanyum
Titian	Tiziano Vecellio
Titus	Titus Flavius Vespasianus
Tobacco	Tütün
Tocopherol	E vitamini
Togo	Togo
Tokyo	Tokyo
Toledo	Toledo
Toluene	Toluen
Tom Hanks	Tom Hanks
Tom and Jerry	Tom ve Jerry
Tomato	Domates
Tonga	Tonga
Tonga	Kategori:Tonga
Tongue	Dil (organ)
Toni Morrison	Toni Morrison
Tonne	Ton (birim)
Tony Blair	Tony Blair
Tool	Âlet
Tooth	Diş
Toothbrush	Diş fırçalama
Topaz	Topaz
Topeka	Topeka, Kansas
Topology	Topoloji
Topology	Kategori:Topoloji
Torah	Tevrat
Tornado	Hortum (meteoroloji)
Toronto	Toronto
Torpedo	torpil
Tortoise	Kaplumbağa
Torture	İşkence
Totalitarianism	Totalitarizm
Toulon	Toulon
Toulouse	Toulouse
Tour de France	Tour de France
Tourism	Turizm
Tourism	Kategori:Turizm
Tower	Kule
Tower of Babel	Babil Kulesi
Tower of London	Londra Kulesi
Town	Şehir
Toxicity	Zehir
Toxicology	Toksikoloji
Toy	Oyuncak
Toyota	Toyota
Tractor	Traktör
Trade union	Sendika
Trademark	Tescilli marka
Tragedy	Trajedi
Train	Tren
Train station	Gar
Trajan	Trajan
Tram	Tramvay
Transcendental number	Aşkın sayı
Transformer	Transformatör
Transistor	Transistör
Transliteration	Transliterasyon
Transmission Control Protocol	TCP
Transportation	Kategori:Ulaşım
Transsexualism	Transeksüel
Transylvania	Erdel Beyliği
Treaty	Antlaşma
Treaty of Versailles	Versailles Barış Antlaşması
Tree	Ağaç
Trento	Trento
Trenton	Trenton, New Jersey
Triangle	Üçgen
Triangulum	Triangulum (takımyıldız)
Triangulum Australe	Triangulum Australe (takımyıldız)
Triassic	Trias
Triceratops	Triceratops
Trier	Trier
Trigonometry	Trigonometri
Trigonometry	Kategori:Trigonometri
Trilobite	Trilobita
Trinidad and Tobago	Trinidad ve Tobago
Trinidad and Tobago	Kategori:Trinidad ve Tobago
Trinitrotoluene	Trinitrotoluen
Trinity	Teslis
Tripoli	Trablus
Tritium	Trityum
Triton (moon)	Triton (uydu)
Triton (mythology)	Triton (mitoloji)
Trojan Horse	Truva atı
Trojan War	Truva Savaşı
Troll	Troll
Trolleybus	Troleybüs
Trombone	Trombon
Tropic of Cancer	Yengeç Dönencesi
Tropic of Capricorn	Oğlak Dönencesi
Tropics	Dönence
Troposphere	Troposfer
Trotskyism	Troçkizm
Troy	Troya
Truck	Kamyon
Truman Doctrine	Truman Doktrini
Trumpet	Trompet
Truth	Gerçek
Tryptophan	Triptofan
Tsar	Çar
Tsunami	Tsunami
Tuba	Tuba (müzik aleti)
Tuberculosis	Verem
Tucana	Tucana (takımyıldız)
Tuesday	Salı
Tulip	Lale
Tumor	Tümör
Tundra	Tundra
Tungsten	Volfram
Tunicate	Tulumlular
Tunis	Tunus (şehir)
Tunisia	Tunus
Tunisia	Kategori:Tunus
Tunnel	Tünel
Turbine	Türbin
Turin	Torino
Turing machine	Turing makinesi
Turkey	Türkiye
Turkey	Kategori:Türkiye
Turkmenistan	Türkmenistan
Turkmenistan	Kategori:Türkmenistan
Turmeric	Zerdeçal
Turtle	Kaplumbağa
Tuscany	Toskana
Tuvalu	Tuvalu
Tuvalu	Kategori:Tuvalu
Tux	Tux
Tycho Brahe	Tycho Brahe
Typewriter	Daktilo
Typography	Tipografi
Typography	Kategori:Tipografi
Tyrannosaurus	Tyrannosaurus
Tyrol (state)	Tirol
Tyrrhenian Sea	Tiren Denizi
U	U (harf)
UNESCO	Birleşmiş Milletler Eğitim, Bilim ve Kültür Örgütü
Ufa	Ufa
Uganda	Uganda
Ukraine	Ukrayna
Ukraine	Kategori:Ukrayna
Ulan Bator	Ulan Batur
Ulster	Ulster
Ultrasound	Ultrason
Ultraviolet	Morötesi
Ulysses S. Grant	Ulysses S. Grant
Umbria	Umbria
Uncertainty principle	Belirsizlik ilkesi
Unemployment	İşsizlik
Unicorn	Tekboynuz
Unidentified flying object	Tanımlanamayan Uçan Nesne
Uniform Resource Locator	URL
United Arab Emirates	Birleşik Arap Emirlikleri
United Arab Emirates	Kategori:Birleşik Arap Emirlikleri
United Arab Republic	Birleşik Arap Cumhuriyeti
United Kingdom	Birleşik Krallık
United Kingdom	Kategori:Birleşik Krallık
United Nations	Birleşmiş Milletler
United Nations	Kategori:Birleşmiş Milletler
United Nations Children's Fund	Birleşmiş Milletler Çocuklara Yardım Fonu
United States	Amerika Birleşik Devletleri
United States	Kategori:Amerika Birleşik Devletleri
United States Air Force	Amerika Birleşik Devletleri Hava Kuvvetleri
United States Congress	ABD Kongresi
United States Constitution	ABD Anayasası
United States House of Representatives	ABD Temsilciler Meclisi
United States Military Academy	ABD Harp Okulu
United States Navy	ABD Donanması
United States Senate	ABD Senatosu
United States Virgin Islands	ABD Virgin Adaları
United States dollar	ABD Doları
Universe	Evren
University	Üniversite
University of Chicago	Şikago Üniversitesi
Unix	UNIX
Unix	Kategori:Unix
Ununbium	Ununbiyum
Ununhexium	Ununheksiyum
Ununpentium	Ununpentiyum
Ununquadium	Ununkuadyum
Upanishad	Upanişad
Uppsala	Uppsala
Upsilon	Υ
Ur	Ur (şehir)
Uracil	Urasil
Ural Mountains	Ural Dağları
Urania	Urania
Uranium	Uranyum
Uranus	Uranüs (gezegen)
Uranus (mythology)	Uranüs (tanrı)
Urdu	Urduca
Urea	Üre
Urine	İdrar
Ursa Major	Ursa Major
Ursa Minor	Ursa Minor (takımyıldız)
Uruguay	Uruguay
Uruguay	Kategori:Uruguay
Utah	Utah
Utah	Kategori:Utah
Uterus	Rahim
Utilitarianism	Faydacılık
Utopia	Ütopya
Utrecht (city)	Utrecht (şehir)
Utrecht (province)	Utrecht (eyalet)
Uzbekistan	Özbekistan
Uzbekistan	Kategori:Özbekistan
V	V (harf)
Vacuole	Koful
Vacuum tube	Lamba (ses)
Vaduz	Vaduz
Vagina	Vajina
Valencia	Valensiya
Valencia	Valencia
Valentina Tereshkova	Valentina Tereşkova
Valentine's Day	Sevgililer Günü
Valhalla	Valhalla
Valkyrie	Valkyrie
Valletta	Valletta
Valley	Vadi
Vampire	Vampir
Vanadium	Vanadyum
Vancouver	Vancouver, Britanya Kolumbiyası
Vandalism	Vandallık
Vanuatu	Vanuatu Cumhuriyeti
Vanuatu	Kategori:Vanuatu
Variance	Varyans
Varna	Varna
Vatican City	Vatikan
Vatican City	Kategori:Vatikan
Vector (spatial)	Yöney
Vega	Vega (yıldız)
Vegetable	Sebze
Vegetarianism	Etyemezlik
Vein	Toplardamar
Vela (constellation)	Vela (takımyıldız)
Velocity	Hız
Veneto	Veneto
Venezuela	Venezuela
Venezuela	Kategori:Venezuela
Venice	Venedik
Venus	Venüs (gezegen)
Venus (disambiguation)	Venüs (anlam ayrım)
Venus (mythology)	Venüs (mitoloji)
Verb	Fiil
Vermont	Vermont
Vermont	Kategori:Vermont
Verona	Verona
Vertebra	Omur
Vertebral column	Omurga
Vertebrate	Omurgalılar
Vespasian	Vespasian
Vesta (mythology)	Vesta (mitoloji)
Veto	Veto
Vichy	Vichy
Victor Hugo	Victor Hugo
Victoria	Victoria, Britanya Kolumbiyası
Victoria	Victoria
Victoria (Australia)	Victoria, Avustralya
Victoria Falls	Victoria Şelalesi
Video	Video
Video game	Video oyunu
Vienna	Viyana
Vienna	Kategori:Viyana
Vietnam	Vietnam
Vietnam	Kategori:Vietnam
Vietnam War	Vietnam Savaşı
Viking	Vikingler
Vilfredo Pareto	Vilfredo Frederico Damaso Pareto
Village	Köy
Vilnius	Vilnüs
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Vinegar	Sirke
Violence	Şiddet
Violin	Keman
Virgil	Publius Vergilius Maro
Virgin Islands	Virgin Adaları
Virginia	Virjinya
Virginia	Kategori:Virjinya
Virginia Woolf	Virginia Woolf
Virginity	Bekâret
Virgo (constellation)	Virgo (takımyıldız)
Virtual memory	Sanal bellek
Virtual reality	Sanal gerçeklik
Virus	Virüs
Viscosity	Viskozite
Vishnu	Vişnu
Vistula	Vistül
Vitamin	Vitamin
Vitamin A	A vitamini
Vitamin B6	Piridoksin
Vitamin C	C vitamini
Vitamin D	D vitamini
Vitamin K	K vitamini
Vittorio De Sica	Vittorio De Sica
Vitus Bering	Vitus Bering
Vivien Leigh	Vivien Leigh
Vladimir Lenin	Vladimir İlyiç Lenin
Vladimir Nabokov	Vladimir Nabokov
Vladimir Putin	Vladimir Putin
Vladivostok	Vladivostok
Vodka	Votka
Volans	Volans (takımyıldız)
Volcano	Yanardağ
Volcanology	Kategori:Yanardağbilimi
Volcanology	Yanardağbilimi
Volga River	İdil Nehri
Volgograd	Volgograd
Volleyball	Voleybol
Volleyball	Kategori:Voleybol
Volt	Volt
Voltage	Gerilim (elektrik)
Voltaire	Voltaire
Volume	Hacim
Voodoo	Vudu
Vulcan (mythology)	Vulcanus
Vulpecula	Vulpecula (takımyıldız)
Vulva	Vulva
W	W (harf)
W. Somerset Maugham	W. Somerset Maugham
WYSIWYG	WYSIWYG
Wahhabism	Vehhabilik
Wake Island	Wake Adası
Wales	Galler
Walnut	Ceviz
Walrus	Mors (hayvan)
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
War	Savaş
War	Kategori:Savaş
War crime	Savaş suçu
War of the Spanish Succession	İspanya Veraset Savaşları
Warsaw	Varşova
Washing machine	Çamaşır makinesi
Washington	Vaşington, DC
Washington	Vaşington (eyalet)
Washington	Kategori:Vaşington (eyalet)
Washington (disambiguation)	Washington
Wassily Kandinsky	Vasiliy Kandinskiy
Waste	Çöp
Water	Su
Water	Kategori:Su
Water polo	Su topu
Waterfall	Şelale
Watergate scandal	Watergate skandalı
Watermelon	Karpuz
Watt	Watt
Wave	Dalga
Weak interaction	Zayıf nükleer kuvvet
Weapon	Silah
Weather	Hava (iklim)
Web browser	Ağ tarayıcısı
Web page	İnternet sayfası
Webcam	Webcam
Weber (unit)	Weber (birim)
Website	Web sitesi
Wednesday	Çarşamba (gün)
Week	Hafta
Weight	Ağırlık
Weightlifting	Halter
