Italian	English
Molise	Molise
Mollusca	Mollusca
Bomba Molotov	Molotov cocktail
Molibdeno	Molybdenum
Mombasa	Mombasa
Quantità di moto	Momentum
Principato di Monaco	Monaco
Categoria:Principato di Monaco	Monaco
Monarca	Monarch
Monarchia	Monarchy
Categoria:Monarchia	Monarchy
Monastero	Monastery
Lunedì	Monday
Denaro	Money
Mongolia	Mongolia
Categoria:Mongolia	Mongolia
Herpestidae	Mongoose
Monica Seles	Monica Seles
Monismo	Monism
Liliopsida	Monocotyledon
Monomero	Monomer
Monopolio	Monopoly
Monopoli (gioco)	Monopoly (game)
Monosaccaridi	Monosaccharide
Glutammato monosodico	Monosodium glutamate
Monoteismo	Monotheism
Monotremata	Monotreme
Dottrina Monroe	Monroe Doctrine
Monrovia	Monrovia
Mons (Belgio)	Mons
Monsone	Monsoon
Monte Bianco	Mont Blanc
Montana	Montana
Categoria:Montana	Montana
Monte Carlo	Monte Carlo
Montenegro	Montenegro
Categoria:Montenegro	Montenegro
Monterrey	Monterrey
Montevideo	Montevideo
Montgomery (Alabama)	Montgomery
Mese	Month
Montpelier (Vermont)	Montpelier
Montréal	Montreal
Montserrat (isola)	Montserrat
Luna	Moon
Alces alces	Moose
Morale	Morality
Moravia (Repubblica Ceca)	Moravia
Marocco	Morocco
Categoria:Marocco	Morocco
Morfema	Morpheme
Morfina	Morphine
Morfologia	Morphology
Morfologia (grammatica)	Morphology (linguistics)
Codice Morse	Morse code
Mortaio	Mortar (weapon)
Mosaico	Mosaic
Mosca (città)	Moscow
Categoria:Mosca	Moscow
Mosella (dipartimento francese)	Moselle
Mosè	Moses
Moshe Dayan	Moshe Dayan
Moschea	Mosque
Culicidae	Mosquito
Bryophyta	Moss
Mossad	Mossad
Mossul	Mosul
Mottetto	Motet
Madre	Mother
Madre Teresa di Calcutta	Mother Teresa
Festa della mamma	Mother's Day
Moto (fisica)	Motion (physics)
Motocicletta	Motorcycle
Motto	Motto
Ararat	Mount Ararat
Repubblica del Monte Athos	Mount Athos
Etna	Mount Etna
Everest	Mount Everest
Monte Fuji	Mount Fuji
Kilimanjaro	Mount Kilimanjaro
McKinley	Mount McKinley
Olimpo (Grecia)	Mount Olympus
Pinatubo	Mount Pinatubo
Monte Rushmore	Mount Rushmore
Monte Sant'Elena	Mount St. Helens
Vesuvio	Mount Vesuvius
Montagna	Mountain
Mountain bike	Mountain bike
Passo di montagna	Mountain pass
Catena montuosa	Mountain range
Mouse	Mouse (computing)
Mozambico	Mozambique
Categoria:Mozambico	Mozambique
Mi (lettera)	Mu (letter)
Muezzin	Muezzin
Maometto	Muhammad
Muhammad Ali	Muhammad Ali
Morus (botanica)	Mulberry
Mulo	Mule
Multimedialità	Multimedia
Sclerosi multipla	Multiple sclerosis
Moltiplicazione	Multiplication
Bombay	Mumbai
Mummia	Mummy
Monaco di Baviera	Munich
Comune	Municipality
Muone	Muon
Murmansk	Murmansk
Legge di Murphy	Murphy's law
Murray Gell-Mann	Murray Gell-Mann
Banana	Musa (genus)
Mosca (costellazione)	Musca
Mascate	Muscat
Muscolo	Muscle
Muse (mitologia)	Muse
Museo	Museum
Fungo	Mushroom
Musica	Music
Categoria:Musica	Music
Musical Instrument Digital Interface	Musical Instrument Digital Interface
Strumento musicale	Musical instrument
Scala musicale	Musical scale
Musicista	Musician
Musicologia	Musicology
Moschetto	Musket
Mustelidae	Mustelidae
Mutazione genetica	Mutation
Cygnus olor	Mute Swan
Categoria:Birmania	Myanmar
Micene	Mycenae
Micologia	Mycology
Categoria:Micologia	Mycology
Infarto miocardico acuto	Myocardial infarction
Miopia	Myopia
Myriapoda	Myriapoda
Mistica	Mysticism
Mito	Myth
Mitologia	Mythology
Categoria:Mitologia	Mythology
N	N
N'Djamena	N'Djamena
NASDAQ	NASDAQ
Organizzazione del Trattato Nord Atlantico	NATO
Categoria:NATO	NATO
Nadine Gordimer	Nadine Gordimer
Nadir (astronomia)	Nadir
Nagasaki	Nagasaki
Nagoya	Nagoya
Lingua nahuatl	Nahuatl
Unghia	Nail (anatomy)
Chiodo	Nail (fastener)
Nairobi	Nairobi
Deserto del Namib	Namib Desert
Namibia	Namibia
Categoria:Namibia	Namibia
Namur	Namur (city)
Nancy	Nancy
Nanga Parbat	Nanga Parbat
Nanchino	Nanjing
Nanotecnologia	Nanotechnology
Nantes	Nantes
Napalm	Napalm
Napoli	Naples
Guerre napoleoniche	Napoleonic Wars
Narciso (mitologia)	Narcissus (mythology)
Nashville (Tennessee)	Nashville
Nassau	Nassau
Nathaniel Hawthorne	Nathaniel Hawthorne
Nazione	Nation
National Security Agency	National Security Agency
Inno nazionale	National anthem
Nazionalismo	Nationalism
Categoria:Nazionalismo	Nationalism
Gas naturale	Natural gas
Elaborazione del linguaggio naturale	Natural language processing
Numero naturale	Natural number
Scienze naturali	Natural science
Selezione naturale	Natural selection
Natura	Nature
Naturismo	Naturism
Nauru	Nauru
Categoria:Nauru	Nauru
Miglio nautico	Nautical mile
Categoria:Navigazione	Navigation
Navigazione	Navigation
Marina militare	Navy
Nazaret	Nazareth
Germania nazista	Nazi Germany
NSDAP	Nazi Party
Categoria:Nazismo	Nazism
Homo neanderthalensis	Neanderthal
Nebraska	Nebraska
Categoria:Nebraska	Nebraska
Nabucodonosor II	Nebuchadrezzar II
Nebulosa	Nebula
Neckar	Neckar
Cravatta	Necktie
Nefertiti	Nefertiti
Deserto del Negev	Negev
Neil Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Nematoda	Nematode
Leone di Nemea	Nemean Lion
Nemesi	Nemesis (mythology)
Neodimio	Neodymium
Neolitico	Neolithic
Neologismo	Neologism
Neon	Neon
Neoplatonismo	Neoplatonism
Nepal	Nepal
Categoria:Nepal	Nepal
Nefti	Nephthys
Nettuno (astronomia)	Neptune
Nettunio	Neptunium
Nereide (astronomia)	Nereid (moon)
Nerone	Nero
Marco Cocceio Nerva	Nerva
Sistema nervoso	Nervous system
Nido	Nest
Nestorianesimo	Nestorianism
Paesi Bassi	Netherlands
Categoria:Paesi Bassi	Netherlands
Antille olandesi	Netherlands Antilles
Topologia di rete	Network topology
Neurologia	Neurology
Categoria:Neurologia	Neurology
Neurone	Neuron
Neurotrasmettitore	Neurotransmitter
Neutrino	Neutrino
Neutrone	Neutron
Stella di neutroni	Neutron star
Neva	Neva River
Nevada	Nevada
Categoria:Nevada	Nevada
Neville Chamberlain	Neville Chamberlain
Nuovo Brunswick	New Brunswick
Nuova Caledonia	New Caledonia
Nuova Delhi	New Delhi
New England	New England
Nuova Guinea	New Guinea
New Hampshire	New Hampshire
Categoria:New Hampshire	New Hampshire
New Jersey	New Jersey
Categoria:New Jersey	New Jersey
Nuovo Messico	New Mexico
Categoria:Nuovo Messico	New Mexico
New Orleans	New Orleans
Nuovo Galles del Sud	New South Wales
Nuovo Testamento	New Testament
Nuovo Mondo	New World
Capodanno	New Year
New York (stato)	New York
Categoria:Stato di New York	New York
New York (disambigua)	New York (disambiguation)
New York	New York City
Categoria:New York (città)	New York City
New York Stock Exchange	New York Stock Exchange
Nuova Zelanda	New Zealand
Categoria:Nuova Zelanda	New Zealand
Newark	Newark
Terranova	Newfoundland (island)
Terranova e Labrador	Newfoundland and Labrador
Newport	Newport
Newton (unità di misura)	Newton
Niacina	Niacin
Cascate del Niagara	Niagara Falls
Niamey	Niamey
Nicaragua	Nicaragua
Categoria:Nicaragua	Nicaragua
Nizza	Nice
Simbolo niceno-costantinopolitano	Nicene Creed
Petrović Njegoš	Nicholas
Nichel	Nickel
Nicolas Poussin	Nicolas Poussin
Nicolò Copernico	Nicolaus Copernicus
Nicosia (Cipro)	Nicosia
Nicotina	Nicotine
Niels Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
Niger	Niger
Categoria:Niger	Niger
Niger (fiume)	Niger River
Nigeria	Nigeria
Categoria:Nigeria	Nigeria
Notte (parte del giorno)	Night
Luscinia megarhynchos	Nightingale
Nichilismo	Nihilism
Nimega	Nijmegen
Nike, Inc.	Nike
Nike (mitologia)	Nike (mythology)
Nikita Sergeevič Chruščëv	Nikita Khrushchev
Nikola Tesla	Nikola Tesla
Nilo	Nile
Crocodylus niloticus	Nile crocodile
Ninive	Nineveh
Ninja	Ninja
Niobio	Niobium
Nirvana (religione)	Nirvana
Acido nitrico	Nitric acid
Azoto	Nitrogen
Nitroglicerina	Nitroglycerin
Notte (astronomia)	Nix (moon)
Njörðr	Njord
Noè	Noah
Noam Chomsky	Noam Chomsky
Premio Nobel	Nobel Prize
Categoria:Premio Nobel	Nobel Prize
Nobelio	Nobelium
Nobiltà	Nobility
Categoria:Nobiltà	Nobility
Gas nobili	Noble gas
Popoli nomadi	Nomad
Nominativo	Nominative case
Non metallo	Nonmetal
Norfolk	Norfolk
Isola Norfolk	Norfolk Island
Regolo (costellazione)	Norma (constellation)
Variabile casuale normale	Normal distribution
Norman Mailer	Norman Mailer
Normandia	Normandy
Norne	Norn
Mitologia norrena	Norse mythology
Categoria:Mitologia norrena	Norse mythology
Nord	North
Nordafrica	North Africa
America settentrionale	North America
Categoria:America settentrionale	North America
Carolina del Nord	North Carolina
Categoria:Carolina del Nord	North Carolina
Dakota del Nord	North Dakota
Categoria:Dakota del Nord	North Dakota
Isola del Nord	North Island
Corea del Nord	North Korea
Categoria:Corea del Nord	North Korea
Polo Nord	North Pole
Mar del Nord	North Sea
North Yorkshire	North Yorkshire
Europa settentrionale	Northern Europe
Emisfero boreale	Northern Hemisphere
Irlanda del Nord	Northern Ireland
Categoria:Irlanda del Nord	Northern Ireland
Isole Marianne Settentrionali	Northern Mariana Islands
Territorio del Nord	Northern Territory
Esox lucius	Northern pike
Territori del Nord-Ovest	Northwest Territories
Norvegia	Norway
Categoria:Norvegia	Norway
Mare di Norvegia	Norwegian Sea
Corona norvegese	Norwegian krone
Naso	Nose
Nostradamus	Nostradamus
Nota musicale	Note
Nouakchott	Nouakchott
Sostantivo	Noun
Nuova Scozia	Nova Scotia
Novaja Zemlja	Novaya Zemlya
Romanzo	Novel
Novembre	November
1º novembre	November 1
11 novembre	November 11
2 novembre	November 2
5 novembre	November 5
Novial	Novial
Novosibirsk	Novosibirsk
Ni (lettera)	Nu (letter)
Fissione nucleare	Nuclear fission
Fusione nucleare	Nuclear fusion
Fisica nucleare e subnucleare	Nuclear physics
Energia nucleare	Nuclear power
Arma nucleare	Nuclear weapon
Acido nucleico	Nucleic acid
Nucleone	Nucleon
Nucleotide	Nucleotide
Numero	Number
Categoria:Numeri	Numbers
Numidia	Numidia
Numismatica	Numismatics
Categoria:Numismatica	Numismatics
Nunavut	Nunavut
Norimberga	Nuremberg
Frutta secca	Nut (fruit)
Noce moscata	Nutmeg
Ninfa (mitologia)	Nymph
Nymphaeaceae	Nymphaeaceae
Notte (mitologia)	Nyx (mythology)
O	O
Organizzazione dei Paesi Esportatori di Petrolio	OPEC
Oahu	Oahu
Quercus	Oak
Oakland (California)	Oakland
Oasi	Oasis
Avena sativa	Oat
Oaxaca (stato)	Oaxaca
Ob' (fiume)	Ob River
Obelisco	Obelisk
Obesità	Obesity
Programmazione orientata agli oggetti	Object-oriented programming
Oboe	Oboe
Osservatorio astronomico	Observatory
Ossidiana	Obsidian
Rasoio di Occam	Occam's razor
Oceano	Ocean
Corrente oceanica	Ocean current
Oceania	Oceania
Categoria:Oceania	Oceania
Oceanine	Oceanid
Oceanografia	Oceanography
Categoria:Oceanografia	Oceanography
Oceano (mitologia)	Oceanus
Sistema numerico ottale	Octal
Ottante (costellazione)	Octans
Ottava (musica)	Octave
Ottobre	October
12 ottobre	October 12
24 ottobre	October 24
Rivoluzione d'ottobre	October Revolution
Ode	Ode
Oder	Oder River
Odessa	Odessa
Odino	Odin
Odonata	Odonata
Ulisse	Odysseus
Odissea	Odyssey
Edipo (mitologia)	Oedipus
Fuorigioco	Offside (football)
Ohio	Ohio
Categoria:Ohio	Ohio
Ohm	Ohm
Legge di Ohm	Ohm's law
Olio	Oil
Olio	Oil (disambiguation)
Pittura ad olio	Oil painting
Okapia johnstoni	Okapi
Oklahoma	Oklahoma
Categoria:Oklahoma	Oklahoma
Oklahoma City	Oklahoma City
Oktoberfest	Oktoberfest
Antico slavo ecclesiastico	Old Church Slavonic
Lingua norrena	Old Norse
Antico Testamento	Old Testament
Oligarchia	Oligarchy
Oligocene	Oligocene
Oligopolio	Oligopoly
Olea europaea	Olive
Olio di oliva	Olive oil
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Olivina	Olivine
Olympia (Washington)	Olympia
Olimpia	Olympia
Giochi Olimpici	Olympic Games
Categoria:Olimpiadi	Olympics
Omaha (Nebraska)	Omaha
Oman	Oman
Categoria:Oman	Oman
Omega (lettera)	Omega
Omicron (lettera)	Omicron
Omsk	Omsk
Categoria:Oncologia	Oncology
Allium cepa	Onion
Onomastica	Onomastics
Ontario	Ontario
Categoria:Ontario	Ontario
Ontologia	Ontology
Nube di Oort	Oort cloud
Opale	Opal
Opel	Opel
Opera	Opera
Opera (browser)	Opera (Internet suite)
Sistema operativo	Operating system
Operetta	Operetta
Ofiuco (costellazione)	Ophiuchus
Oppio	Opium
Fibra ottica	Optical fiber
Illusione ottica	Optical illusion
Ottica	Optics
Categoria:Ottica	Optics
Ottimizzazione (matematica)	Optimization (mathematics)
Sesso orale	Oral sex
Arancione	Orange (colour)
Citrus × sinensis	Orange (fruit)
Pongo (zoologia)	Orangutan
Oratorio (musica)	Oratorio
Orbita	Orbit
Orcinus orca	Orca
Orchestra	Orchestra
Orchidaceae	Orchidaceae
Ordine (tassonomia)	Order (biology)
Ordine di San Benedetto	Order of Saint Benedict
Ordoviciano	Ordovician
Origanum vulgare	Oregano
Oregon	Oregon
Categoria:Oregon	Oregon
Oreste (mitologia)	Orestes (mythology)
Organo (anatomia)	Organ (anatomy)
Organo (musica)	Organ (music)
Organulo	Organelle
Chimica organica	Organic chemistry
Categoria:Chimica organica	Organic chemistry
Composto organico	Organic compound
Organismo vivente	Organism
Organizzazione	Organization
Organizzazione degli Stati Americani	Organization of American States
Orgasmo	Orgasm
Origami	Origami
Origene Adamantio	Origen
Peccato originale	Original sin
Orinoco	Orinoco
Orione (costellazione)	Orion (constellation)
Orissa	Orissa
Orlando (Florida)	Orlando
Ornitologia	Ornithology
Orfeo	Orpheus
Orson Welles	Orson Welles
Ortografia	Orthography
Ōsaka	Osaka
Osama bin Laden	Osama bin Laden
Oscar Wilde	Oscar Wilde
Oscillazione	Oscillation
Osiride	Osiris
Oslo	Oslo
Osman I	Osman I
Osmio	Osmium
Pandion haliaetus	Osprey
Osteichdsethyes	Osteichthyes
Osteoporosi	Osteoporosis
Ostrava	Ostrava
Struthio camelus	Ostrich
Otello	Othello
Otone	Otho
Ottawa	Ottawa
Otto Hahn	Otto Hahn
Ottone I del Sacro Romano Impero	Otto I
Otto von Bismarck	Otto von Bismarck
Impero ottomano	Ottoman Empire
Categoria:Impero ottomano	Ottoman Empire
Oncia (unità di misura)	Ounce
Ovaia	Ovary
Publio Ovidio Nasone	Ovid
Oviedo	Oviedo
Ovis	Ovis
Strigiformes	Owl
Oxford	Oxford
Stato di ossidazione	Oxidation state
Ossido	Oxide
Ossigeno	Oxygen
Ossimoro	Oxymoron
Ossitocina	Oxytocin
Ozono	Ozone
Ozonosfera	Ozone layer
P	P
Phase alternating line	PAL
PH	PH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Oceano Pacifico	Pacific Ocean
Pacifismo	Pacifism
Padova	Padua
Paganesimo	Paganism
Categoria:Pittura	Painting
Pakistan	Pakistan
Categoria:Pakistan	Pakistan
Reggia di Versailles	Palace of Versailles
Palau (stato)	Palau
Categoria:Palau	Palau
Paleocene	Paleocene
Paleolitico	Paleolithic
Paleontologia	Paleontology
Categoria:Paleontologia	Paleontology
Paleozoico	Paleozoic
Palermo	Palermo
Palestina	Palestine
Categoria:Palestina	Palestine
Organizzazione per la Liberazione della Palestina	Palestine Liberation Organization
Autorità Nazionale Palestinese	Palestinian National Authority
Lingua pali	Pali
Palindromo	Palindrome
Palladio (elemento)	Palladium
Domenica delle Palme	Palm Sunday
Palmira	Palmyra
Pamir	Pamir Mountains
Pan	Pan (mythology)
Panamá	Panama
Categoria:Panamá	Panama
Canale di Panama	Panama Canal
Panamá (città)	Panama City
Pancreas	Pancreas
Pandemia	Pandemic
Pandora	Pandora
Pangea	Pangaea
Panteismo	Pantheism
Pantheon (Roma)	Pantheon
Panthera	Panthera
Stato Pontificio	Papal States
Papua Nuova Guinea	Papua New Guinea
Categoria:Papua Nuova Guinea	Papua New Guinea
Papiro	Papyrus
Parabola (geometria)	Parabola
Paracelso	Paracelsus
Paracadute	Parachute
Paradigma	Paradigm
Paradosso	Paradox
Parapendio	Paragliding
Paraguay	Paraguay
Categoria:Paraguay	Paraguay
Parallasse	Parallax
Parallelogramma	Parallelogram
Paramaribo	Paramaribo
Paranoia	Paranoia
Parafilia	Paraphilia
Parapsicologia	Parapsychology
Parassitismo	Parasitism
Pergamena	Parchment
Parigi	Paris
Categoria:Parigi	Paris
Paride	Paris (mythology)
Numeri pari e dispari	Parity (mathematics)
Morbo di Parkinson	Parkinson's disease
Parlamento	Parliament
Parmenide di Elea	Parmenides
Parodia	Parody
Psittaciformes	Parrot
Parsec	Parsec
Petroselinum crispum	Parsley
Partenone	Parthenon
Parti	Parthia
Fisica delle particelle	Particle physics
Categoria:Fisica delle particelle	Particle physics
Parvati	Parvati
Pascal	Pascal
Pascal (linguaggio)	Pascal (programming language)
Pascal (unità di misura)	Pascal (unit)
Passeriformes	Passerine
Pesach	Passover
Passaporto	Passport
Password	Password
Pastorizzazione	Pasteurization
Patagonia	Patagonia
Brevetto	Patent
Patologia	Pathology
Patrasso	Patras
Patriarca (cristianesimo)	Patriarch
Patrick White	Patrick White
Patriottismo	Patriotism
Paul Gauguin	Paul Gauguin
Paul Johann Ludwig Heyse	Paul Johann Ludwig von Heyse
Paul Klee	Paul Klee
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paul Verlaine	Paul Verlaine
Paolo di Tarso	Paul the Apostle
Paul von Hindenburg	Paul von Hindenburg
Principio di esclusione di Pauli	Pauli exclusion principle
Pavone (costellazione)	Pavo (constellation)
Pedone (scacchi)	Pawn (chess)
Loira (regione francese)	Pays de la Loire
Pisum sativum	Pea
Pace	Peace
Pace di Westfalia	Peace of Westphalia
Prunus persica	Peach
Arachis hypogaea	Peanut
Pera	Pear
Perla	Pearl
Pearl Harbor	Pearl Harbor
Torba	Peat
Pedagogia	Pedagogy
Categoria:Pedagogia	Pedagogy
Pediatria	Pediatrics
Pedofilia	Pedophilia
Quercus robur	Pedunculate Oak
Pegaso (mitologia)	Pegasus
Pegaso (costellazione)	Pegasus (constellation)
Peloponneso	Peloponnese
Guerra del Peloponneso	Peloponnesian War
Matita	Pencil
Pendolo	Pendulum
Penelope (mitologia)	Penelope
Pinguino	Penguin
Penicillina	Penicillin
Penisola	Peninsula
Pennsylvania	Pennsylvania
Categoria:Pennsylvania	Pennsylvania
Pentagono (geometria)	Pentagon
Pentagramma (geometria)	Pentagram
Pentecoste	Pentecost
Pentecostalismo	Pentecostalism
Categoria:Persone	People
Cina	People's Republic of China
Pipino il Breve	Pepin the Short
Pepsi Cola	Pepsi
Peptide	Peptide
Percentuale	Percentage
Percezione	Perception
Perciformes	Perciformes
Strumento a percussione	Percussion instrument
Percy Bysshe Shelley	Percy Bysshe Shelley
Falco peregrinus	Peregrine Falcon
Perestrojka	Perestroika
Profumo	Perfume
Pericle	Pericles
Periodo della tavola periodica	Period (periodic table)
Tavola periodica	Periodic table
Perm'	Perm
Permafrost	Permafrost
Permiano (geologia)	Permian
Permutazione	Permutation
Pernambuco	Pernambuco
Moto perpetuo	Perpetual motion
Persefone	Persephone
Persepoli	Persepolis
Perseo (mitologia)	Perseus
Perseo (costellazione)	Perseus (constellation)
Persia	Persian Empire
Golfo Persico	Persian Gulf
Palmare	Personal digital assistant
Perth	Perth
Perù	Peru
Categoria:Perù	Peru
Pesticida	Pesticide
Pietro Abelardo	Peter Abelard
Pieter Paul Rubens	Peter Paul Rubens
Peter Sellers	Peter Sellers
Francesco Petrarca	Petrarch
Petrolio	Petroleum
Petrologia	Petrology
Fanerozoico	Phanerozoic
Faraone	Pharaoh
Farmacologia	Pharmacology
Faringe	Pharynx
Fase (chimica)	Phase (matter)
Fenolo	Phenol
Fenomenologia	Phenomenology
Fenotipo	Phenotype
Fenilalanina	Phenylalanine
Fenilchetonuria	Phenylketonuria
Phi (lettera)	Phi (letter)
Filadelfia (Pennsylvania)	Philadelphia
Filatelia	Philately
Categoria:Filatelia	Philately
Filippo II di Macedonia	Philip II of Macedon
Filippo II di Spagna	Philip II of Spain
Philipp von Lenard	Philipp Lenard
Mare delle Filippine	Philippine Sea
Filippine	Philippines
Categoria:Filippine	Philippines
Filologia	Philology
Categoria:Filologia	Philology
Pietra filosofale	Philosopher's stone
Filosofia	Philosophy
Categoria:Filosofia	Philosophy
Portale:Filosofia	Philosophy
Phnom Penh	Phnom Penh
Fobia	Phobia
Fobos (astronomia)	Phobos (moon)
Fenici	Phoenicia
Phoenix (Arizona)	Phoenix
Phoenix	Phoenix
Fenice (costellazione)	Phoenix (constellation)
Fenice	Phoenix (mythology)
Phoenix Mars Lander	Phoenix (spacecraft)
Fonema	Phoneme
Fonetica	Phonetics
Categoria:Fonetica	Phonetics
Fonologia	Phonology
Gruppo fosfato	Phosphate
Acido fosforico	Phosphoric acid
Fosforo	Phosphorus
Fotografia	Photography
Categoria:Fotografia	Photography
Fotone	Photon
Fotosfera	Photosphere
Fotosintesi clorofilliana	Photosynthesis
Phylum	Phylum
Chimica fisica	Physical chemistry
Categoria:Chimica fisica	Physical chemistry
Medico	Physician
Fisica	Physics
Categoria:Fisica	Physics
Portale:Fisica	Physics
Fisiologia	Physiology
Categoria:Fisiologia	Physiology
Pi greco	Pi
Pi (lettera greca)	Pi (letter)
Pianoforte	Piano
Piccardia	Picardie
Piciformes	Piciformes
Pittore (costellazione)	Pictor
Pidgin	Pidgin
Pidgin (software)	Pidgin (software)
Piemonte	Piedmont
Pierre (Dakota del Sud)	Pierre
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Piet Mondrian	Piet Mondrian
Pieter Zeeman	Pieter Zeeman
Pigmento	Pigment
Plzeň	Pilsen
Pinaceae	Pinaceae
Pindaro	Pindar
Pinus	Pine
Ananas comosus	Pineapple
Ping	Ping
Rosa (colore)	Pink
Pinnipedia	Pinniped
Pirateria	Piracy
Pisa'	Pisa
Pesci (costellazione)	Pisces (constellation)
Pistone (meccanica)	Piston
Pittsburgh	Pittsburgh
Ipofisi	Pituitary gland
Pixel	Pixel
Pizza	Pizza
Plagio (diritto)	Plagiarism
Piano (geometria)	Plane (mathematics)
Pianeta	Planet
Nebulosa planetaria	Planetary nebula
Plancton	Plankton
Plantae	Plant
Fisica del plasma	Plasma (physics)
Plasmide	Plasmid
Materie plastiche	Plastic
Plastidio	Plastid
Tettonica a zolle	Plate tectonics
Piastrina	Platelet
Platino	Platinum
Platone	Plato
Ornithorhynchus anatinus	Platypus
Playboy	Playboy
Carta da gioco	Playing card
Pleiadi (astronomia)	Pleiades (star cluster)
Pleistocene	Pleistocene
Pleven	Pleven
Gaio Plinio Secondo	Pliny the Elder
Gaio Plinio Cecilio Secondo	Pliny the Younger
Pliocene	Pliocene
Plotino	Plotinus
Plovdiv	Plovdiv
Prunus domestica	Plum
Plutarco	Plutarch
Plutone (astronomia)	Pluto
Pluto	Pluto (disambiguation)
Plutonio	Plutonium
Plymouth (Regno Unito)	Plymouth
Polmonite	Pneumonia
Po	Po River
Poaceae	Poaceae
