Portuguese	English
Regra 11 (futebol)	Offside (football)
Ohio	Ohio
Categoria:Ohio	Ohio
Ohm	Ohm
Lei de Ohm	Ohm's law
Óleo	Oil
Óleo (desambiguação)	Oil (disambiguation)
Pintura a óleo	Oil painting
Ocapi	Okapi
Oklahoma	Oklahoma
Categoria:Oklahoma	Oklahoma
Oklahoma City	Oklahoma City
Oktoberfest	Oktoberfest
Eslavo eclesiástico	Old Church Slavonic
Nórdico antigo	Old Norse
Antigo Testamento	Old Testament
Oligarquia	Oligarchy
Oligoceno	Oligocene
Oligopólio	Oligopoly
Oliveira	Olive
Azeite	Olive oil
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Olivina	Olivine
Olympia (Washington)	Olympia
Olímpia	Olympia
Jogos Olímpicos	Olympic Games
Categoria:Jogos Olímpicos	Olympics
Omaha	Omaha
Omã	Oman
Categoria:Omã	Oman
Ω	Omega
Ο	Omicron
Omsk	Omsk
Categoria:Oncologia	Oncology
Cebola	Onion
Onomástica	Onomastics
Ontário	Ontario
Categoria:Ontário	Ontario
Ontologia	Ontology
Nuvem de Oort	Oort cloud
Opala	Opal
Opel	Opel
Ópera	Opera
Opera	Opera (Internet suite)
Sistema operativo	Operating system
Opereta	Operetta
Ophiuchus	Ophiuchus
Ópio	Opium
Fibra óptica	Optical fiber
Ilusão de óptica	Optical illusion
Óptica	Optics
Categoria:Óptica	Optics
Sexo oral	Oral sex
Laranja (cor)	Orange (colour)
Laranjeira	Orange (fruit)
Orangotango	Orangutan
Oratório	Oratorio
Órbita	Orbit
Orca	Orca
Orquestra	Orchestra
Orquídea	Orchidaceae
Ordem (biologia)	Order (biology)
Ordem de São Bento	Order of Saint Benedict
Ordoviciano	Ordovician
Orégano	Oregano
Oregon	Oregon
Categoria:Oregon	Oregon
Orestes	Orestes (mythology)
Órgão (anatomia)	Organ (anatomy)
Órgão (instrumento)	Organ (music)
Organelo	Organelle
Química orgânica	Organic chemistry
Categoria:Química orgânica	Organic chemistry
Composto orgânico	Organic compound
Organismo	Organism
Organização	Organization
Organização dos Estados Americanos	Organization of American States
Orgasmo	Orgasm
Origami	Origami
Orígenes	Origen
Pecado original	Original sin
Orinoco	Orinoco
Orion (constelação)	Orion (constellation)
Orissa	Orissa
Orlando	Orlando
Ornitologia	Ornithology
Orfeu	Orpheus
Orson Welles	Orson Welles
Ortografia	Orthography
Osaka (cidade)	Osaka
Osama bin Laden	Osama bin Laden
Oscar Wilde	Oscar Wilde
Vibração	Oscillation
Osíris	Osiris
Oslo	Oslo
Osman I	Osman I
Ósmio	Osmium
Águia-pescadora	Osprey
Osteichthyes	Osteichthyes
Osteoporose	Osteoporosis
Ostrava	Ostrava
Avestruz	Ostrich
Othello, the Moor of Venice	Othello
Otão	Otho
Ottawa	Ottawa
Otto Hahn	Otto Hahn
Oto I, Sacro Imperador Romano-Germânico	Otto I
Otto von Bismarck	Otto von Bismarck
Império Otomano	Ottoman Empire
Categoria:Império Otomano	Ottoman Empire
Onça (peso)	Ounce
Ovário	Ovary
Ovídio	Ovid
Oviedo	Oviedo
Ovis	Ovis
Óvulo	Ovum
Strigiformes	Owl
Oxford	Oxford
Estado de oxidação	Oxidation state
Óxido	Oxide
Oxigénio	Oxygen
Oximoro	Oxymoron
Ocitocina	Oxytocin
Ozônio	Ozone
Ozonosfera	Ozone layer
P	P
PAL	PAL
PH	PH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Oceano Pacífico	Pacific Ocean
Categoria:Oceano Pacífico	Pacific Ocean
Pacifismo	Pacifism
Pádua	Padua
Paganismo	Paganism
Categoria:Pintura	Painting
Paquistão	Pakistan
Categoria:Paquistão	Pakistan
Palácio de Versalhes	Palace of Versailles
Palau	Palau
Categoria:Palau	Palau
Paleoceno	Paleocene
Paleolítico	Paleolithic
Paleontologia	Paleontology
Categoria:Paleontologia	Paleontology
Paleozóico	Paleozoic
Palermo	Palermo
Palestina	Palestine
Categoria:Palestina	Palestine
Organização para a Libertação da Palestina	Palestine Liberation Organization
Autoridade Nacional Palestiniana	Palestinian National Authority
Páli	Pali
Palíndromo	Palindrome
Paládio	Palladium
Domingo de ramos	Palm Sunday
Palmira (Síria)	Palmyra
Pamir	Pamir Mountains
Pã (mitologia)	Pan (mythology)
Panamá	Panama
Categoria:Panamá	Panama
Canal do Panamá	Panama Canal
Panamá (cidade)	Panama City
Pâncreas	Pancreas
Pandemia	Pandemic
Pandora	Pandora
Pangéia	Pangaea
Panteísmo	Pantheism
Panteão de Roma	Pantheon
Panthera	Panthera
Estados Pontifícios	Papal States
Papua-Nova Guiné	Papua New Guinea
Categoria:Papua-Nova Guiné	Papua New Guinea
Papiro	Papyrus
Parábola	Parabola
Paracelso	Paracelsus
Pára-quedas	Parachute
Paradigma	Paradigm
Paradoxo	Paradox
Parapente	Paragliding
Paraguai	Paraguay
Categoria:Paraguai	Paraguay
Paralaxe	Parallax
Paralelogramo	Parallelogram
Paramaribo	Paramaribo
Paranóia	Paranoia
Parafilia	Paraphilia
Parapsicologia	Parapsychology
Parasita	Parasitism
Pergaminho	Parchment
Paris	Paris
Categoria:Paris	Paris
Páris	Paris (mythology)
Números pares e ímpares	Parity (mathematics)
Doença de Parkinson	Parkinson's disease
Parlamento	Parliament
Parmênides de Eléia	Parmenides
Paródia	Parody
Psittaciformes	Parrot
Parsec	Parsec
Salsa (planta)	Parsley
Partenon	Parthenon
Pártia	Parthia
Física de partículas	Particle physics
Categoria:Física de partículas	Particle physics
Parvati	Parvati
Pascal	Pascal
Pascal (linguagem de programação)	Pascal (programming language)
Pascal (unidade)	Pascal (unit)
Categoria:Passeriformes	Passeriformes
Passeriformes	Passerine
Pessach	Passover
Passaporte	Passport
Senha	Password
Pasteurização	Pasteurization
Patagónia	Patagonia
Patente	Patent
Patologia	Pathology
Pátras	Patras
Patriarca	Patriarch
Patrick White	Patrick White
Patriotismo	Patriotism
Paul Gauguin	Paul Gauguin
Paul Johann Ludwig von Heyse	Paul Johann Ludwig von Heyse
Paul Klee	Paul Klee
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paul Verlaine	Paul Verlaine
Paulo de Tarso	Paul the Apostle
Paul von Hindenburg	Paul von Hindenburg
Princípio de exclusão de Pauli	Pauli exclusion principle
Pavo	Pavo (constellation)
Peão (xadrez)	Pawn (chess)
Pays de la Loire	Pays de la Loire
Ervilha	Pea
Paz	Peace
Paz de Vestfália	Peace of Westphalia
Pessegueiro	Peach
Pavão	Peafowl
Amendoim	Peanut
Pêra	Pear
Pérola	Pearl
Pearl Harbor	Pearl Harbor
Turfa	Peat
Pedagogia	Pedagogy
Categoria:Pedagogia	Pedagogy
Pediatria	Pediatrics
Pedofilia	Pedophilia
Carvalho-roble	Pedunculate Oak
Pégaso	Pegasus
Pegasus	Pegasus (constellation)
Peloponeso	Peloponnese
Guerra do Peloponeso	Peloponnesian War
Lápis	Pencil
Pêndulo	Pendulum
Penélope	Penelope
Pingüim	Penguin
Penicilina	Penicillin
Península	Peninsula
Pensilvânia	Pennsylvania
Categoria:Pensilvânia	Pennsylvania
Pentágono	Pentagon
Pentagrama	Pentagram
Pentecostes	Pentecost
Pentecostalismo	Pentecostalism
Categoria:Pessoas	People
República Popular da China	People's Republic of China
Pepino, o Breve	Pepin the Short
Pepsi-Cola	Pepsi
Peptídeo	Peptide
Percentagem	Percentage
Percepção	Perception
Perciformes	Perciformes
Instrumento de percussão	Percussion instrument
Percy Bysshe Shelley	Percy Bysshe Shelley
Falcão-peregrino	Peregrine Falcon
Perestroika	Perestroika
Perfume	Perfume
Péricles	Pericles
Período (química)	Period (periodic table)
Tabela periódica	Periodic table
Perm	Perm
Permafrost	Permafrost
Permiano	Permian
Permutação	Permutation
Pernambuco	Pernambuco
Moto contínuo	Perpetual motion
Perséfone	Persephone
Persépolis	Persepolis
Perseu	Perseus
Perseus	Perseus (constellation)
Pérsia	Persian Empire
Golfo Pérsico	Persian Gulf
PDA	Personal digital assistant
Perth (Austrália Ocidental)	Perth
Peru	Peru
Categoria:Peru	Peru
Pesticida	Pesticide
Pedro Abelardo	Peter Abelard
Peter Paul Rubens	Peter Paul Rubens
Peter Sellers	Peter Sellers
Francesco Petrarca	Petrarch
Petróleo	Petroleum
Petrologia	Petrology
Fanerozóico	Phanerozoic
Faraó	Pharaoh
Farmacologia	Pharmacology
Categoria:Farmacologia	Pharmacology
Faringe	Pharynx
Estados físicos da matéria	Phase (matter)
Fenol	Phenol
Fenomenologia	Phenomenology
Fenótipo	Phenotype
Fenilalanina	Phenylalanine
Fenilcetonúria	Phenylketonuria
Φ	Phi (letter)
Filadélfia	Philadelphia
Filatelia	Philately
Categoria:Filatelia	Philately
Filipe II da Macedónia	Philip II of Macedon
Filipe II de Espanha	Philip II of Spain
Philipp Eduard Anton von Lenard	Philipp Lenard
Mar das Filipinas	Philippine Sea
Filipinas	Philippines
Categoria:Filipinas	Philippines
Filologia	Philology
Categoria:Filologia	Philology
Pedra filosofal	Philosopher's stone
Filosofia	Philosophy
Categoria:Filosofia	Philosophy
Portal:Filosofia	Philosophy
Phnom Penh	Phnom Penh
Fobia	Phobia
Fobos (satélite)	Phobos (moon)
Fenícia	Phoenicia
Phoenix (Arizona)	Phoenix
Phoenix	Phoenix
Phoenix (constelação)	Phoenix (constellation)
Fênix	Phoenix (mythology)
Sonda Phoenix	Phoenix (spacecraft)
Fonema	Phoneme
Fonética	Phonetics
Categoria:Fonética	Phonetics
Fonologia	Phonology
Fosfato	Phosphate
Ácido fosfórico	Phosphoric acid
Fósforo	Phosphorus
Fotografia	Photography
Categoria:Fotografia	Photography
Fóton	Photon
Fotosfera	Photosphere
Fotossíntese	Photosynthesis
Filo	Phylum
Físico-química	Physical chemistry
Categoria:Físico-química	Physical chemistry
Médico	Physician
Física	Physics
Categoria:Física	Physics
Portal:Física	Physics
Fisiologia	Physiology
Categoria:Fisiologia	Physiology
Pi	Pi
Π	Pi (letter)
Piano	Piano
Picardia	Picardie
Piciformes	Piciformes
Pictor	Pictor
Pidgin	Pidgin
Pidgin (comunicador instantâneo)	Pidgin (software)
Piemonte	Piedmont
Pierre	Pierre
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Piet Mondrian	Piet Mondrian
Pieter Zeeman	Pieter Zeeman
Pigmento	Pigment
Plzeň	Pilsen
Pinaceae	Pinaceae
Píndaro	Pindar
Pinheiro	Pine
Ananás	Pineapple
Ping	Ping
Cor-de-rosa	Pink
Pinípedes	Pinniped
Pirata	Piracy
Pisa	Pisa
Pisces	Pisces (constellation)
Pistão do motor	Piston
Pittsburgh	Pittsburgh
Hipófise	Pituitary gland
Pixel	Pixel
Pizza	Pizza
Plágio	Plagiarism
Plano (geometria)	Plane (mathematics)
Planeta	Planet
Nebulosa planetária	Planetary nebula
Plâncton	Plankton
Plantae	Plant
Plasma	Plasma (physics)
Plasmídeo	Plasmid
Plástico	Plastic
Plastídeo	Plastid
Tectónica de placas	Plate tectonics
Plaqueta sanguínea	Platelet
Platina	Platinum
Platão	Plato
Ornitorrinco	Platypus
Playboy (revista)	Playboy
Baralho	Playing card
Plêiades	Pleiades (star cluster)
Pleistoceno	Pleistocene
Pleven	Pleven
Caio Plínio Segundo	Pliny the Elder
Caio Plínio Cecílio Segundo	Pliny the Younger
Plioceno	Pliocene
Plotino	Plotinus
Plovdiv	Plovdiv
Ameixeira	Plum
Plutarco	Plutarch
Plutão	Pluto
Plutônio	Plutonium
Plymouth (Reino Unido)	Plymouth
Pneumonia	Pneumonia
Rio Pó	Po River
Poaceae	Poaceae
Podcasting	Podcast
Poesia	Poetry
Categoria:Poesia	Poetry
Pogrom	Pogrom
Ponto (matemática)	Point (geometry)
Veneno	Poison
Poitiers	Poitiers
Poitou-Charentes	Poitou-Charentes
Pôquer	Poker
Polónia	Poland
Categoria:Polónia	Poland
Urso-polar	Polar bear
Polaris	Polaris
Polícia	Police
Poliomielite	Poliomyelitis
Partido político	Political party
Ciencias políticas	Political science
Categoria:Ciência política	Political science
Político	Politician
Política	Politics
Categoria:Política	Politics
Pólen	Pollen
Polinização	Pollination
Poluição	Pollution
Pólo (esporte)	Polo
Polônio	Polonium
Polietileno	Polyethylene
Poligamia	Polygamy
Polígono	Polygon
Poliedro	Polyhedron
Polímnia	Polyhymnia
Polímero	Polymer
Polinésia	Polynesia
Polinómio	Polynomial
Politeísmo	Polytheism
PVC	Polyvinyl chloride
Romã	Pomegranate
Pomelo	Pomelo
Pompéia	Pompeii
Pompeio	Pompey
Pôncio Pilatos	Pontius Pilate
Pop art	Pop art
Música pop	Pop music
Papa	Pope
Papa Alexandre VI	Pope Alexander VI
Choupo	Poplar
População	Population
Populismo	Populism
Porcelana	Porcelain
Pornografia	Pornography
Porto (transporte)	Port
Port Louis	Port Louis
Port Moresby	Port Moresby
Port Vila	Port Vila
Port of Spain	Port of Spain
Porto Príncipe	Port-au-Prince
Portland	Portland
Portland (desambiguação)	Portland
Porto	Porto
Retrato	Portrait
Portsmouth	Portsmouth
Portugal	Portugal
Categoria:Portugal	Portugal
Posídon	Poseidon
Pósitron	Positron
Selo postal	Postage stamp
Código postal	Postal code
Pós-Moderno	Postmodernism
Potássio	Potassium
Nitrato de potássio	Potassium nitrate
Batata	Potato
Energia potencial	Potential energy
Potsdam	Potsdam
Libra (unidade)	Pound (mass)
Libra esterlina	Pound sterling
Pobreza	Poverty
Potência	Power (physics)
Pretor	Praetor
Praga	Prague
Categoria:Praga	Prague
Praia (Cabo Verde)	Praia
Praseodímio	Praseodymium
Oração	Prayer
Pré-Cambriano	Precambrian
Precessão	Precession
Precipitação (meteorologia)	Precipitation (meteorology)
Gravidez humana	Pregnancy
Pré-História	Prehistory
Categoria:Pré-História	Prehistory
Presidente	President
Presidente dos Estados Unidos da América	President of the United States
Pressão	Pressure
Pretória	Pretoria
Príamo	Priam
Preço	Price
Primatas	Primate
Categoria:Primatas	Primates
Meridiano de Greenwich	Prime Meridian
Primeiro-ministro	Prime minister
Número primo	Prime number
Ilha do Príncipe Eduardo	Prince Edward Island
Filipe, Duque de Edimburgo	Prince Philip
Príncipe de Gales	Prince of Wales
Universidade de Princeton	Princeton University
Teoria da relatividade	Principle of relativity
Príon	Prion
Prisma	Prism (geometry)
Prisma (óptica)	Prism (optics)
Prisão	Prison
Prisioneiro de guerra	Prisoner of war
Prêmio Goncourt	Prix Goncourt
Probabilidade	Probability
Teoria das probabilidades	Probability theory
Categoria:Teoria das probabilidades	Probability theory
Procionídeos	Procyonidae
Professor	Professor
Lucro	Profit
Programador	Programmer
Linguagem de programação	Programming language
Rock progressivo	Progressive rock
Projeto	Project
Procarionte	Prokaryote
Prolog	Prolog
Prometeu	Prometheus
Promécio	Promethium
Pronome	Pronoun
Propaganda	Propaganda
Propano	Propane
Profeta	Prophet
Prosa	Prose
Próstata	Prostate
Protactínio	Protactinium
Protectorado	Protectorate
Proteína	Protein
Proterozóico	Proterozoic
Reforma Protestante	Protestant Reformation
Protestantismo	Protestantism
Protista	Protist
Categoria:Protistas	Protista
Protocolo	Protocol
Próton	Proton
Protozoário	Protozoa
Providence	Providence
Proxima Centauri	Proxima Centauri
Prunus	Prunus
Prússia	Prussia
Salmos	Psalms
Pseudónimo	Pseudonym
Categoria:Pseudociência	Pseudoscience
Pseudociência	Pseudoscience
Ψ	Psi (letter)
Psoríase	Psoriasis
Psiquiatria	Psychiatry
Categoria:Psiquiatria	Psychiatry
Psicanálise	Psychoanalysis
Psicologia	Psychology
Categoria:Psicologia	Psychology
Psicose	Psychosis
Psicoterapia	Psychotherapy
Ptah	Ptah
Pterossauro	Pterosaur
Dinastia ptolemaica	Ptolemaic dynasty
Ptolemeu	Ptolemy
Puberdade	Puberty
Domínio público	Public domain
Relações Públicas	Public relations
Porto Rico	Puerto Rico
Categoria:Porto Rico	Puerto Rico
Pula (Croácia)	Pula
Polia	Pulley
Estrela de nêutrons	Pulsar
Bomba (mecânica)	Pump
Pontuação	Punctuation
Punjab (Índia)	Punjab (India)
Categoria:Punk	Punk
Punk rock	Punk rock
Pupila	Pupil
Puppis	Puppis
Pyongyang	Pyongyang
Pirâmide	Pyramid
Pireneus	Pyrenees
Pirita	Pyrite
Vitória pírrica	Pyrrhic victory
Pitágoras	Pythagoras
Python	Python (programming language)
Pyxis	Pyxis
Q	Q
Qatar	Qatar
Categoria:Qatar	Qatar
Dinastia Chin	Qin Dynasty
Dinastia Qing	Qing Dynasty
Equação quadrática	Quadratic equation
Quadrilátero	Quadrilateral
Questor	Quaestor
Teoria quântica de campos	Quantum field theory
Mecânica quântica	Quantum mechanics
Categoria:Mecânica quântica	Quantum mechanics
Quarentena	Quarantine
Quark	Quark
Quartzo	Quartz
Quasar	Quasar
Quaternário	Quaternary
Quaterniões	Quaternion
Quebec	Quebec
Categoria:Quebec	Quebec
Quebec (cidade)	Quebec City
Língua quíchua	Quechua
Dama (xadrez)	Queen (chess)
Queens	Queens
Queensland	Queensland
Quentin Tarantino	Quentin Tarantino
Ponto de interrogação	Question mark
Quetzalcóatl	Quetzalcoatl
Marmelo	Quince
Quito	Quito
R	R
RAF	RAF (disambiguation)
RAID	RAID
Ácido ribonucleico	RNA
Ré	Ra
Rabat	Rabat
Rabino	Rabbi
Rabindranath Tagore (escritor)	Rabindranath Tagore
Cão-guaxinim	Raccoon Dog
Raça	Race
Rachel Carson	Rachel Carson
Racismo	Racism
Categoria:Racismo	Racism
Radar	Radar
Radiano	Radian
Categoria:Rádio	Radio
Radiotelescópio	Radio telescope
Desintegração radioativa	Radioactive decay
Radiologia	Radiology
Rádio (elemento químico)	Radium
Raio	Radius
Rádon	Radon
Chuva	Rain
Arco-íris	Rainbow
Rainer Maria Rilke	Rainer Maria Rilke
Raleigh (Carolina do Norte)	Raleigh
Ralph Waldo Emerson	Ralph Waldo Emerson
Râma	Rama
Ramadão	Ramadan
Ramáiana	Ramayana
Ramsés II	Ramesses II
Memória RAM	Random access memory
Ranunculaceae	Ranunculaceae
Estupro	Rape
Colza	Rapeseed
Rafael Sanzio	Raphael
Rafael (arcanjo)	Raphael (archangel)
Categoria:Metropolitanos	Rapid transit
Framboesa	Raspberry
Ratazana	Rat
Número racional	Rational number
Struthioniformes	Ratite
Ravenna	Ravenna
Rawalpindi	Rawalpindi
Ray Bradbury	Ray Bradbury
Memória ROM	Read-only memory
Número real	Real number
Recessão	Recession
Recife	Recife
Rectângulo	Rectangle
Circuito retificador	Rectifier
Recursividade	Recursion
Reciclagem	Recycling
Vermelho	Red
Facção Exército Vermelho	Red Army Faction
Veado-vermelho	Red Deer
Raposa-vermelha	Red Fox
Panda-vermelho	Red Panda
Mar Vermelho	Red Sea
Rhodophyta	Red algae
Hemácia	Red blood cell
Anã vermelha	Red dwarf
Estrela vermelha gigante	Red giant
Desvio para o vermelho	Redshift
Desvio para o vermelho	Redshift (disambiguation)
RISC	Reduced instruction set computer
Referendo	Referendum
Refracção	Refraction
Refugiado	Refugee
Regência (sistema de governo)	Regent
Reggae	Reggae
Regimento	Regiment
Regina (Saskatchewan)	Regina
Região	Region
Reims	Reims
Reencarnação	Reincarnation
Rena	Reindeer
Relação (matemática)	Relation (mathematics)
Relativismo	Relativism
Categoria:Relatividade	Relativity
Relé	Relay
Religião	Religion
Categoria:Religião	Religion
Quaker	Religious Society of Friends
Rembrandt	Rembrandt
Renascimento	Renaissance
Categoria:Renascimento	Renaissance
Reprodução	Reproduction
Répteis	Reptile
República	Republic
República da China	Republic of China
República da Irlanda	Republic of Ireland
Categoria:Irlanda	Republic of Ireland
Congo	Republic of the Congo
Categoria:República do Congo	Republic of the Congo
Partido Republicano (Estados Unidos da América)	Republican Party (United States)
Réquiem (missa católica)	Requiem
Resistor	Resistor
Sistema respiratório	Respiratory system
Restaurante	Restaurant
Reticulum	Reticulum
Retina	Retina
Vitamina A	Retinol
Revolução	Revolution
Revólver	Revolver
Reia (satélite)	Rhea (moon)
Reia	Rhea (mythology)
Rênio	Rhenium
Retórica	Rhetoric
Categoria:Retórica	Rhetoric
Rio Reno	Rhine
Rinoceronte	Rhinoceros
Ρ	Rho (letter)
Rhode Island	Rhode Island
Categoria:Rhode Island	Rhode Island
Rodes	Rhodes
Ródio	Rhodium
Losango	Rhombus
Rima	Rhyme
Ritmo	Rhythm
Rhythm and blues	Rhythm and blues
Costela	Rib
Riboflavina	Riboflavin
Ribossomo	Ribosome
Arroz	Rice
Richard Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Strauss	Richard Strauss
Richard Wagner	Richard Wagner
Richard Wright	Richard Wright (musician)
Richmond (Virgínia)	Richmond
Riga	Riga
Rigel	Rigel
Ascensão reta	Right ascension
Anel (matemática)	Ring (mathematics)
Ringo Starr	Ringo Starr
Rio Grande (América do Norte)	Rio Grande
Rio de Janeiro (cidade)	Rio de Janeiro
Rio de Janeiro	Rio de Janeiro (state)
Rio	River
Rio Tâmisa	River Thames
Riade	Riyadh
Estrada	Road
Roald Amundsen	Roald Amundsen
Robert A. Heinlein	Robert A. Heinlein
Robert Andrews Millikan	Robert Andrews Millikan
Robert Boyle	Robert Boyle
Robert Burns	Robert Burns
Robert De Niro	Robert De Niro
Robert Edward Lee	Robert E. Lee
Robert Falcon Scott	Robert Falcon Scott
Robert Hooke	Robert Hooke
Robert Koch	Robert Koch
Robert Louis Stevenson	Robert Louis Stevenson
Robert Oppenheimer	Robert Oppenheimer
Robert Owen	Robert Owen
Robert Redford	Robert Redford
Robert Alexander Schumann	Robert Schumann
Robin Hood	Robin Hood
Robot	Robot
Pedra, papel, tesoura	Rock
Rocha	Rock (geology)
Rock and roll	Rock and roll
Rock	Rock music
Categoria:Rock	Rock music
Foguete espacial	Rocket
Montanhas Rochosas	Rocky Mountains
Rococó	Rococo
Roedores	Rodent
Corça	Roe Deer
Roentgênio	Roentgenium
Roger Bacon	Roger Bacon
Igreja Católica	Roman Catholic Church
Império Romano	Roman Empire
República Romana	Roman Republic
Calendário romano	Roman calendar
Direito romano	Roman law
Legião romana	Roman legion
Mitologia romana	Roman mythology
Categoria:Mitologia romana	Roman mythology
Roménia	Romania
Categoria:Roménia	Romania
Língua romanche	Romansh
Romantismo	Romanticism
Roma	Rome
Categoria:Roma	Rome
Ronald Reagan	Ronald Reagan
Telhado	Roof
Gralha-calva	Rook (bird)
Torre (xadrez)	Rook (chess)
Roosevelt	Roosevelt
Raiz	Root
Rosa Parks	Rosa Parks
Rosaceae	Rosaceae
Rosales	Rosales
Rosário (Argentina)	Rosario
Santo Rosário	Rosary
Rosa	Rose
Roseau	Roseau
Alecrim	Rosemary
Pedra de Roseta	Rosetta Stone
Rosh Hashaná	Rosh Hashanah
Mar de Ross	Ross Sea
Rostock	Rostock
Rotífero	Rotifer
Roterdão	Rotterdam
Roteador	Router
Remo (desporto)	Rowing (sport)
Força Aérea Real	Royal Air Force
Royal Society	Royal Society
Borracha	Rubber
Rio Rubicão	Rubicon
Rubídio	Rubidium
Framboesa	Rubus idaeus
Rubi	Ruby
Ruby (linguagem de programação)	Ruby (programming language)
Rudolf Diesel	Rudolf Diesel
Rudolf Heß	Rudolf Hess
Rudolf Steiner	Rudolf Steiner
Rudyard Kipling	Rudyard Kipling
Rugby	Rugby football
Rupert Murdoch	Rupert Murdoch
Rússia	Russia
Categoria:Rússia	Russia
Igreja Ortodoxa Russa	Russian Orthodox Church
Revolução Russa de 1917	Russian Revolution (1917)
Guerra russo-japonesa	Russo-Japanese War
Rutênio	Ruthenium
Rutherford B. Hayes	Rutherford B. Hayes
Rutherfórdio	Rutherfordium
Ruanda	Rwanda
Categoria:Ruanda	Rwanda
Centeio	Rye
S	S
SOAP	SOAP
SOS	SOS
Sacramento (cristianismo)	Sacrament
Sacramento (Califórnia)	Sacramento
Saddam Hussein	Saddam Hussein
Safari (navegador)	Safari (web browser)
Açafrão	Saffron
Sagitta	Sagitta
Sagittarius	Sagittarius (constellation)
Deserto do Saara	Sahara
Vela (náutica)	Sail
Santo	Saint
Santo André	Saint Andrew
São Jorge	Saint George
São Cristóvão e Nevis	Saint Kitts and Nevis
Categoria:São Cristóvão e Nevis	Saint Kitts and Nevis
Rio São Lourenço (América do Norte)	Saint Lawrence River
Santa Lúcia	Saint Lucia
Categoria:Santa Lúcia	Saint Lucia
São Martinho (ilha)	Saint Martin
Nicolau de Mira	Saint Nicholas
São Patrício	Saint Patrick
Saint Paul	Saint Paul
São Pedro	Saint Peter
São Petersburgo	Saint Petersburg
Categoria:São Petersburgo	Saint Petersburg
São Vicente e Granadinas	Saint Vincent and the Grenadines
Categoria:São Vicente e Granadinas	Saint Vincent and the Grenadines
Saquê	Sake
Saladino	Saladin
Caudados	Salamander
Salem (Oregon)	Salem
Salerno	Salerno
Saliva	Saliva
Salman Rushdie	Salman Rushdie
Salmonidae	Salmonidae
Sal de cozinha	Salt
Sal	Salt (chemistry)
Salt Lake City	Salt Lake City
Salvador (Bahia)	Salvador
Salzburgo	Salzburg
Salzburgo (estado)	Salzburg (state)
Samara	Samara
Samário	Samarium
Samarcanda	Samarkand
Samoa	Samoa
Categoria:Samoa	Samoa
Samsara	Samsara
Samuel Beckett	Samuel Beckett
Samuel Morse	Samuel F. B. Morse
Samuel Taylor Coleridge	Samuel Taylor Coleridge
Samurai	Samurai
San Antonio	San Antonio
San Diego	San Diego
São Francisco (Califórnia)	San Francisco
São José (Califórnia)	San Jose
San Juan	San Juan
San Marino	San Marino
Categoria:São Marinho	San Marino
Cidade de São Marinho	San Marino
San Salvador	San Salvador
Areia	Sand
Sandro Botticelli	Sandro Botticelli
Arenito	Sandstone
Sanduíche	Sandwich
Sânscrito	Sanskrit
Santa Fé (Novo México)	Santa Fe
Santiago (Chile)	Santiago
Santiago	Santiago
Santiago de Cuba	Santiago de Cuba
Santo Domingo	Santo Domingo
Santos	Santos (Săo Paulo)
Safira	Sapphire
Safo	Sappho
Sapporo	Sapporo
Sarah Bernhardt	Sarah Bernhardt
Sarajevo	Sarajevo
Saratov	Saratov
Sarcófago	Sarcophagus
Sardinha	Sardine
Sardenha	Sardinia
Sari	Sari
Sarin	Sarin
Saskatchewan	Saskatchewan
Satanismo	Satanism
Satélite artificial	Satellite
Sátira	Satire
Sábado	Saturday
Saturno (planeta)	Saturn
Categoria:Saturno	Saturn
Saturno	Saturn (disambiguation)
Saturno (mitologia)	Saturn (mythology)
Sátiro	Satyr
Molho	Sauce
Arábia Saudita	Saudi Arabia
Categoria:Arábia Saudita	Saudi Arabia
Saul Bellow	Saul Bellow
Salsicha	Sausage
Savana	Savanna
Saxônia	Saxony
Categoria:Saxônia	Saxony
Saxofone	Saxophone
Escandinávia	Scandinavia
Categoria:Escandinávia	Scandinavia
Península escandinava	Scandinavian Peninsula
Escândio	Scandium
Escápula	Scapula
Rio Escalda	Scheldt
Scheme	Scheme (programming language)
Esquizofrenia	Schizophrenia
Escolástica	Scholasticism
Escola	School
Schutzstaffel	Schutzstaffel
Ciência	Science
Categoria:Ciências	Science
Ficção científica	Science fiction
Categoria:Ficção científica	Science fiction
Método científico	Scientific method
Cientista	Scientist
Cientologia	Scientology
Cipião Africano	Scipio Africanus
Tesoura	Scissors
Sciuridae	Sciuridae
Escorpião	Scorpion
Scorpius	Scorpius
Escócia	Scotland
Categoria:Escócia	Scotland
Pinus sylvestris	Scots Pine
Língua gaélica escocesa	Scottish Gaelic
Escotismo	Scouting
Scrabble	Scrabble
Parafuso	Screw
Chave de fenda	Screwdriver
Escroto	Scrotum
Sculptor	Sculptor (constellation)
Escultura	Sculpture
Categoria:Escultura	Sculpture
Mar	Sea
Lontra-marinha	Sea Otter
Anêmona	Sea anemone
Pepino-do-mar	Sea cucumber
Nível médio das águas do mar	Sea level
Mar de Azov	Sea of Azov
