English	Arabic
Peninsula	شبه جزيرة
Pennsylvania	بنسيلفانيا
Pentecostalism	خمسينية
People	تصنيف:تراجم
People's Republic of China	جمهورية الصين الشعبية
Pepin the Short	بيبين القصير
Pepsi	بيبسي
Peptide	هضميد
Perception	إدراك حسي
Perciformes	أسماك شبيهة الأفراخ
Percussion instrument	آلة إيقاعية
Peregrine Falcon	صقر شاهين
Perestroika	بروسترويكا
Perfume	عطر
Period (periodic table)	دورة جدول دوري
Periodic table	جدول دوري
Perm	بيرم
Permutation	تراتيب
Persephone	بيرسيفون
Persepolis	تخت جمشيذ
Persian Empire	إمبراطورية فارسية
Persian Gulf	الخليج العربي
Perth	بيرث
Peru	بيرو
Peru	تصنيف:بيرو
Pesticide	مبيد آفات
Peter Paul Rubens	بيتر بول روبنز
Petroleum	نفط
Pharaoh	فرعون (لقب)
Pharmacology	علم الأدوية
Pharynx	بلعوم
Phase (matter)	طور (مادة)
Phenomenology	تمظهر
Phenotype	نمط ظاهري
Phenylalanine	فينيل ألانين
Phenylketonuria	فينايلكيتونوريا
Phi (letter)	فاي (حرف إغريقي)
Philadelphia	فيلادلفيا، بنسيلفانيا
Philip II of Macedon	فيليبوس الثاني المقدوني
Philip II of Spain	فيليب الثاني ملك إسبانيا
Philipp Lenard	فيليب أنتون لينارد
Philippines	الفلبين
Philippines	تصنيف:فلبين
Philology	فيلولوجيا
Philology	تصنيف:فيلولوجيا
Philosophy	فلسفة
Philosophy	تصنيف:فلسفة
Philosophy	بوابة:الفلسفة
Phnom Penh	بنوم بنه
Phobia	رهاب
Phobos (moon)	الخوف (قمر)
Phoenicia	فينيقيون
Phoenix	فينيكس، أريزونا
Phoenix (mythology)	عنقاء
Phoenix (spacecraft)	فينكس (مسبار فضائي)
Phosphate	فوسفات
Phosphoric acid	حمض فوسفوريك
Phosphorus	فوسفور
Photography	تصوير
Photography	تصنيف:تصوير
Photon	فوتون
Photosynthesis	تمثيل ضوئى
Phylum	شعبة (تصنيف)
Physical chemistry	كيمياء فيزيائية
Physical chemistry	تصنيف:كيمياء فيزيائية
Physics	فيزياء
Physics	تصنيف:فيزياء
Physics	بوابة:فيزياء
Physiology	فيزيولوجيا
Pi	باي (رياضيات)
Pi (letter)	باي (حرف إغريقي)
Piano	بيانو
Piciformes	بيسيات
Pidgin	رطانة
Pidgin (software)	بدجن
Piedmont	بييمونتي
Pierre	بيير، داكوتا الجنوبية
Pierre Curie	بيار كوري
Pieter Zeeman	بيتر زيمن
Pigment	خضاب
Pilsen	بيلزن
Pine	صنوبر
Pineapple	أناناس
Pinniped	فقمة
Piracy	قرصنة
Pisa	بيزا
Pittsburgh	بيتسبرغ، بنسيلفانيا
Pituitary gland	غدة نخامية
Pixel	بكسل
Pizza	بيتزا
Plagiarism	سرقة فكرية
Plane (mathematics)	مستوي
Planet	كوكب
Plankton	بلانكتون
Plant	نبات
Plasma (physics)	بلازما (فيزياء)
Plasmid	بلازميد
Plastic	لدائن
Plate tectonics	تكتونيات الصفائح
Platelet	صفيحة دموية
Platinum	بلاتين
Plato	أفلاطون
Platypus	خلد الماء
Playboy	بلاي بوي
Playing card	ورق لعب
Pleiades (star cluster)	ثريا (عنقود نجمي)
Pliny the Elder	بلينيوس الأكبر
Plotinus	أفلوطين
Plovdiv	بلوفديف
Plum	برقوق
Plutarch	بلوتارخ
Pluto	بلوتو
Plutonium	بلوتونيوم
Plymouth	بليموث
Pneumonia	ذات الرئة
Po River	بو
Podcast	بودكاست
Poetry	شعر (أدب)
Poetry	تصنيف:شعر
Pogrom	مذبحة مدبره
Point (geometry)	نقطة (هندسة)
Poitiers	بواتييه
Poker	بوكر
Poland	بولندا
Poland	تصنيف:بولندا
Polar bear	دب قطبي
Police	شرطة
Poliomyelitis	شلل أطفال
Political party	حزب سياسي
Political science	علوم سياسية
Political science	تصنيف:علوم سياسية
Politician	سياسي
Politics	سياسة
Politics	تصنيف:سياسة
Pollen	حبوب اللقاح
Pollination	تلقيح
Pollution	تلوث
Polo	بولو
Polonium	بولونيوم
Polyethylene	بولي إثيلين
Polygamy	تعدد الزوجات
Polyhymnia	بوليهيمنيا
Polymer	بوليمر
Polynesia	بولنيسيا
Polynomial	متعدد الحدود
Polytheism	تعدد الآلهة
Polyvinyl chloride	بولي فينيل كلوريد
Pomegranate	رمان
Pompeii	بومبي
Pompey	بومبي (قائد روماني)
Pontius Pilate	بيلاطس البنطي
Pop music	بوب (نوع موسيقي)
Pope	بابوية كاثوليكية
Pope Alexander VI	ألكسندر السادس (بابا)
Poplar	حور
Population	تعداد السكان
Populism	شعوبية سياسية
Pornography	إباحية
Port	ميناء
Port Louis	بور لويس
Portland	بورتلاند، أوريغون
Porto	بورتو
Portrait	بورتريه
Portsmouth	بورتسموث
Portugal	البرتغال
Portugal	تصنيف:البرتغال
Poseidon	بوسيدون
Positron	بوزيترون
Postage stamp	طابع بريد
Postmodernism	ما بعد الحداثة
Potassium	بوتاسيوم
Potassium nitrate	نترات بوتاسيوم
Potato	بطاطس
Potsdam	بوتسدام
Pound sterling	جنيه إسترليني
Poverty	فقر
Prague	براغ
Prague	تصنيف:براغ
Praia	برايا
Praseodymium	براسيوديميوم
Prayer	صلاة
Precambrian	ما قبل الكمبري
Precipitation (meteorology)	هطول
Pregnancy	حمل
Prehistory	ما قبل التاريخ
Prehistory	تصنيف:ما قبل التاريخ
Pressure	ضغط
Pretoria	بريتوريا
Primate	رئيسيات
Prime Meridian	خط غرينتش
Prime minister	رئيس الوزراء
Prime number	عدد أولي
Prince Edward Island	الأمير إدوارد (جزيرة)
Prince Philip	الأمير فيليب
Prince of Wales	أمير ويلز
Principle of relativity	نظرية النسبية
Printing	طباعة
Prion	بريون
Prism (geometry)	منشور (هندسة)
Prison	سجن
Prisoner of war	أسير حرب
Probability	احتمال
Probability theory	نظرية الاحتمالات
Probability theory	تصنيف:احتمالات و إحصاء
Profit	الربح
Programmer	مبرمج
Programming language	لغة برمجة
Prokaryote	بدائيات النوى
Prolog	برولوغ
Prometheus	بروميثيوس
Promethium	بروميثيوم
Propaganda	بروباجندا
Propane	بروبان
Prophet	نبي
Prose	نثر
Prostate	بروستاتا
Protactinium	بروتكتينيوم
Protein	بروتين
Protestant Reformation	الإصلاح البروتستانتي
Protestantism	بروتستانتية
Protist	طلائعيات
Protista	تصنيف:طلائعيات
Proton	بروتون
Protozoa	أوليات
Providence	بروفيدنس، رود آيلاند
Prussia	بروسيا
Psalms	مزمور
Pseudoscience	تصنيف:علوم زائفة
Pseudoscience	علوم زائفة
Psi (letter)	بساي (حرف إغريقي)
Psoriasis	صدفية
Psychiatry	طب نفسي
Psychology	علم النفس
Psychology	تصنيف:علم النفس
Psychosis	ذهان
Ptah	بتاح
Ptolemaic dynasty	بطالمة
Ptolemy	كلاوديوس بطليموس
Puberty	بلوغ
Public domain	ملكية عامة
Public relations	العلاقات العامة
Puerto Rico	بورتو ريكو
Pulley	بكرة
Pulsar	نباض
Pump	مضخة
Punctuation	علامات الترقيم
Punk	تصنيف:بانك
Punk rock	بانك
Pupil	حدقة
Pyongyang	بيونيانغ
Pyramid	هرم
Pyrenees	برانس
Pythagoras	فيثاغورث
Python (programming language)	بايثون
Q	Q
Qatar	قطر
Qatar	تصنيف:قطر
Qin Dynasty	تشين
Qing Dynasty	سلالة تشينغ
Quadratic equation	معادلة تربيعية
Quadrilateral	رباعي الأضلاع
Quantum mechanics	ميكانيكا الكم
Quantum mechanics	تصنيف:نظرية الكم
Quark	كوارك
Quartz	مرو
Quasar	نجم زائف
Quaternion	زمرة رباعية
Quebec	كوبيك
Queensland	كوينزلاند
Quentin Tarantino	كوينتن تارانتينو
Question mark	علامة الاستفهام (علامة ترقيم)
Quince	سفرجل
Quito	كيتو
R	R
RNA	حمض ريبي نووي
Rabat	الرباط
Rabbi	حاخام
Rabindranath Tagore	رابندراناث طاغور
Racism	عنصرية
Radar	رادار
Radian	راديان
Radio	تصنيف:إذاعات
Radioactive decay	نشاط إشعاعي
Radium	راديوم
Radius	نصف قطر
Radon	رادون
Rain	مطر
Rainbow	قوس قزح
Raleigh	رالي، كارولاينا الشمالية
Ralph Waldo Emerson	أمرسون
Ramadan	رمضان
Ramayana	رامايانا
Ramesses II	رمسيس الثاني
Random access memory	ذاكرة الوصول العشوائي
Rape	اغتصاب
Raphael	رفائيلو سانزيو
Rational number	عدد كسري
Ratite	نعاميات
Ravenna	رافينا
Rawalpindi	راولبندي
Ray Bradbury	راي برادبري
Read-only memory	ذاكرة القراءة فقط
Real number	أعداد حقيقية
Recife	ريسيفي
Recycling	استرجاع النفايات
Red	أحمر
Red Army Faction	جماعة الجيش الأحمر
Red Deer	أيل أحمر
Red Fox	ثعلب أحمر
Red Panda	باندا أحمر
Red Sea	بحر أحمر
Red blood cell	خلية حمراء
Red dwarf	قزم أحمر
Red giant	عملاق أحمر
Redshift	انزياح أحمر
Reduced instruction set computer	مجموعة تعليمات بنية الحاسب
Refraction	انكسار (فيزياء)
Refugee	لاجئ
Reggae	ريغي
Reims	رانس
Reincarnation	تناسخ
Relativism	نسبوية
Relativity	تصنيف:نسبية
Religion	ديانة
Religion	تصنيف:ديانات
Rembrandt	رمبرانت
Renaissance	عصر النهضة
Renaissance	تصنيف:عصر النهضة
Reproduction	تكاثر
Reptile	زواحف
Republic	جمهورية (سياسة)
Republic of China	جمهورية الصين
Republic of Ireland	جمهورية أيرلندا
Republic of the Congo	جمهورية الكونغو
Republic of the Congo	تصنيف:جمهورية الكونغو
Republican Party (United States)	الحزب الجمهوري (أمريكا)
Resistor	مقاومة كهربائية (ثنائي أقطاب)
Respiratory system	جهاز التنفس
Restaurant	مطعم
Retina	شبكية
Retinol	فيتامين أي
Revolution	ثورة
Rhea (mythology)	ريا
Rhenium	رينيوم
Rhine	راين
Rhinoceros	وحيد القرن
Rho (letter)	رو (حرف إغريقي)
Rhode Island	رود آيلاند
Rhodes	رودوس
Rhodium	روديوم
Rhombus	دالتون(رياضيات)
Rhythm and blues	ريذم أند بلوز
Riboflavin	فيتامين بي2
Ribosome	ريبوسوم
Rice	أرز (نبات)
Richard Feynman	ريتشارد فاينمان
Richard Nixon	ريتشارد نيكسون
Richard Strauss	ريتشارد شتراوس
Richard Wagner	ريتشارد فاغنر
Richmond	ريتشموند، فيرجينيا
Riga	ريغا
Right ascension	المطلع المستقيم
Ring (mathematics)	حلقة (رياضيات)
Ringo Starr	رينغو ستار
Rio de Janeiro	ريو دي جانيرو
River	نهر
River Thames	تيمز
Riyadh	الرياض
Road	طريق
Roald Amundsen	روألد أمندسن
Robert De Niro	روبرت دي نيرو
Robert Hooke	روبرت هوك
Robert Koch	روبرت كوخ
Robert Louis Stevenson	روبرت لويس ستيفنسون
Robert Schumann	روبرت شومان
Robin Hood	روبين هود
Robot	روبوت
Rock	حجر-ورق-مقص
Rock (geology)	صخر (جيولوجيا)
Rock and roll	روك أند رول
Rock music	روك
Rock music	تصنيف:روك
Rocket	صاروخ
Rocky Mountains	جبال روكي
Rococo	روكوكو
Rodent	قوارض
Roe Deer	يحمور أوروبي
Roentgenium	رونتجينيوم
Roman Catholic Church	كاثوليكية
Roman Empire	إمبراطورية رومانية
Roman law	القانون الروماني
Romania	رومانيا
Romania	تصنيف:رومانيا
Romansh	الرومانشية
Romanticism	رومانسية
Rome	روما
Rome	تصنيف:روما
Ronald Reagan	رونالد ريغان
Rook (chess)	قلعة (شطرنج)
Roosevelt	روزفلت
Root	جذر (نبات)
Rosa Parks	روزا باركس
Rosaceae	ورديات
Rosario	روساريو
Rosary	مسبحة (عقد)
Rosemary	حصالبان
Rosetta Stone	حجر رشيد
Rosh Hashanah	روش هاشناه
Rostock	روستوك
Rotifer	دولابية
Rotterdam	روتردام
Router	مسير
Royal Air Force	سلاح الجو الملكي
Royal Society	المجتمع الملكي
Rubber	مطاط
Rubicon	روبيكوني
Rubidium	روبيديوم
Ruby	ياقوت
Ruby (programming language)	روبي (لغة برمجة)
Rudolf Diesel	رودولف ديزل
Rudolf Hess	رودلف هس
Rudyard Kipling	روديارد كبلنغ
Rugby football	رجبي
Rupert Murdoch	روبرت مردوخ
Russia	روسيا
Russia	تصنيف:روسيا
Russian Orthodox Church	الكنيسة الروسية الأرثوذكسية
Russian Revolution (1917)	ثورة 1917 الروسية
Russo-Japanese War	الحرب الروسية-اليابانية
Ruthenium	روثينيوم
Rutherford B. Hayes	رذرفورد هايز
Rutherfordium	رذرفورديوم
Rwanda	رواندا
Rwanda	تصنيف:رواندا
Rye	زؤان
S	S
SOAP	سواب
SOS	إس أو إس
Sacramento	ساكرامنتو، كاليفورنيا
Saddam Hussein	صدام حسين
Safari (web browser)	سفاري (متصفح)
Saffron	زعفران
Sagittarius (constellation)	برج الرامي (فلك)
Sahara	صحراء كبرى
Saint Andrew	أندراوس
Saint Kitts and Nevis	سانت كيتس ونيفيس
Saint Kitts and Nevis	تصنيف:سانت كيتس ونيفيس
Saint Lucia	سانت لوسيا
Saint Paul	سانت باول، مينيسوتا
Saint Peter	بطرس
Saint Petersburg	سانت بطرسبرغ
Saint Vincent and the Grenadines	سانت فنسينت والجرينادينز
Saint Vincent and the Grenadines	تصنيف:سانت فنسينت والجرينادينز
Sake	ساكي
Saladin	صلاح الدين الأيوبي
Salah	صلاة (إسلام)
Salamander	سلمندر
Salem	سايلم، أوريغون
Salerno	ساليرنو
Saliva	لعاب
Salman Rushdie	سلمان رشدي
Salt	ملح الطعام
Salt (chemistry)	ملح (كيمياء)
Salt Lake City	سالت ليك سيتي، يوتا
Salvador	سالفادو (باهيا)
Salzburg	سالزبورغ
Salzburg (state)	سالزبورغ (ولاية)
Samara	سمارة (روسيا)
Samarium	ساماريوم
Samarkand	سمرقند
Samoa	ساموا
Samoa	تصنيف:ساموا
Samuel Beckett	صمويل بيكيت
Samuel F. B. Morse	سامويل مورس
Samurai	ساموراي
San Antonio	سان أنطونيو، تكساس
San Diego	سان دييغو، كاليفورنيا
San Francisco	سان فرانسيسكو، كاليفورنيا
San Jose	سان هوزيه، كاليفورنيا
San Marino	سان مارينو
San Marino	تصنيف:سان مارينو
San Marino	سان مارينو المدينة
Sand	رمل
Sandro Botticelli	بوتيتشيلي
Sandwich	شطيرة
Sanskrit	لغة سنسكريتية
Santa Claus	بابا نويل
Santa Fe	سانتا فيه، نيومكسيكو
Santiago	سانتياغو
Sappho	صافو
Sapporo	سابورو
Sarah Bernhardt	سارة برنار
Sarajevo	سراييفو
Saratov	ساراتوف
Sardinia	سردينية
Sari	ساري
Sarin	غاز السارين
Saskatchewan	ساسكاتشوان
Satan	الشيطان في اليهودية
Satanism	شيطانية
Satellite	ساتل
Saturday	سبت
Saturn	زحل
Sauce	صلصة
Saudi Arabia	السعودية
Saudi Arabia	تصنيف:السعودية
Saul Bellow	سول بيلو
Savanna	سافانا
Saxony	ساكسونيا
Saxophone	ساكسفون
Scandinavia	إسكندنافيا
Scandinavian Peninsula	شبه الجزيرة الإسكندنافية
Scandium	سكانديوم
Scapula	عظم الكتف
Schizophrenia	فصام
Scholasticism	مدرسية (فلسفة)
School	مدرسة
Schutzstaffel	وحدات النخبة النازية س س
Science	علم
Science	تصنيف:علوم
Science fiction	خيال علمي
Scientific method	منهج علمي
Scientology	علمولوجيا
Scissors	مقص
Scorpion	عقرب
Scorpius	برج العقرب
Scotland	إسكتلندا
Scotland	تصنيف:أسكتلندا
Scouting	كشافة
Scrabble	سكرابل
Screw	برغي
Scrotum	كيس الصفن
Sculpture	نحت
Sculpture	تصنيف:نحت
Sea	بحر
Sea cucumber	خيار البحر
Sea level	سطح البحر
Sea of Azov	بحر آزوف
Sea of Japan	بحر اليابان
Sea of Marmara	بحر مرمرة
Seaborgium	سيبورجيوم
Seahorse	فرس البحر
Search engine	محرك بحث
Sears Tower	برج سيرز
Season	فصول السنة
Seattle	سياتل، واشنطن
Second	ثانية
Second Crusade	حملة صليبية ثانية
Sect	طائفة
Security	تصنيف:أمن
Sedimentary rock	صخر رسوبي
Seed	بذرة
Segovia	شقوبية
Seine	السين
Selene	سيليني
Selenium	سيلينيوم
Seleucus I Nicator	سيلويكوس
Semantics	دلالية
Semen	سائل منوي
Semiconductor	شبه موصل
Semitic	ساميون
Senate	مجلس الشيوخ
Senegal	السنغال
Senegal	تصنيف:السنغال
Seoul	سيول
Seppuku	هارا كيري
September	سبتمبر
September 11	11 سبتمبر
September 11	أحداث 11 سبتمبر 2001
September 17	17 سبتمبر
September 29	29 سبتمبر
Septuagint	السبعونية
Sequence	متتالية
Serbia	جمهورية صربيا
Serbia and Montenegro	صربيا والجبل الأسود
Serbia and Montenegro	تصنيف:صربيا والجبل الأسود
Serfdom	قنانة
Series (mathematics)	متسلسلة
Serine	سيرين
Serotonin	سيروتونين
Server (computing)	خادم (معلوماتية)
Set	مجموعة (رياضيات)
Set (mythology)	ست
Set theory	نظرية المجموعات
Severe acute respiratory syndrome	فيروس سارس
Seville	إشبيلية
Sex	جنس
Sex organ	عضو جنسي
Sexism	عنصرية جنسية
Sexual intercourse	جماع
Sexuality	تصنيف:جنسوية
Sexually transmitted disease	داء منقول جنسياً
Seychelles	سيشيل
Shah	شاه
Shahadah	شهادتان
Shamanism	شامانية
Shanghai	شانغهاي
Share (finance)	سهم تجاري
Shareware	برامج تجريبية
Sharia	شريعة إسلامية
Shark	قرش
Sheffield	شفيلد
Sherlock Holmes	شرلوك هولمز
Shikoku	منطقة شيكوكو
Shinto	شنتو
Ship	سفينة
Shiva	شيڤا
Shogun	شوغون
Shrimp	روبيان
Siberia	سيبيريا
Sichuan	سيشوان
Sicily	صقلية
Sierra Leone	سيراليون
Sierra Leone	تصنيف:سييرا ليون
Sigma	سيغما (حرف إغريقي)
Sigmund Freud	سيغموند فرويد
Sign language	لغة إشارة
Sigrid Undset	سيغريد أوندست
Sikhism	سيخية
Sikkim	سيكيم
Silesia	سيليزيا
Silicon	سليكون
Silk	حرير
Silk Road	طريق الحرير
Silurian	عصر سيلوري
Silver	فضة
Simone de Beauvoir	سيمون دي بوفوار
Sinai Peninsula	سيناء
Sinclair Lewis	سنكلير لويس
Singapore	سنغافورة
Singapore	تصنيف:سنغافورة
Single (music)	أغنية فردية
Sirenia	خيلانيات
Sirius	الشعرى اليمانية
Sisyphus	سيزيف
Situation comedy	كوميديا الموقف
Six-Day War	حرب 1967
Skagerrak	سكاجيراك
Skepticism	شك
Skin	جلد
Skopje	سكوبيه
Skull	جمجمة
Skyscraper	ناطحة سحاب
Slavery	عبودية
Sleep	نوم
Slovakia	سلوفاكيا
Slovakia	تصنيف:سلوفاكيا
Slovenia	سلوفينيا
Slovenia	تصنيف:سلوفينيا
Small intestine	أمعاء دقيقة
Smolensk	سمولينسك
Snake	ثعبان
Snow	ثلج
Soap	صابون
Social psychology	علم النفس الاجتماعي
Socialism	اشتراكية
Socialism	تصنيف:اشتراكية
Socialist Party (France)	الحزب الاشتراكي (فرنسا)
Society	تصنيف:مجتمع
Society	مجتمع
Society of Jesus	يسوعيون
Sociolinguistics	لسانيات اجتماعية
Sociology	علم الاجتماع
Sociology	تصنيف:علم الاجتماع
Socrates	سقراط
Sodium	صوديوم
Sodium bicarbonate	بيكربونات صوديوم
Sodium chloride	كلوريد صوديوم
Sodium hydroxide	هيدروكسيد صوديوم
Sofia	صوفيا
Softball	سوفتبول
Software	تصنيف:برمجة
Soil	تربة
Solanaceae	باذنجانية
Solanaceae	تصنيف:ظل الليل
Solar System	نظام شمسي
Solar System	تصنيف:نظام شمسي
Solar cell	خلايا شمسية
Solar eclipse	كسوف الشمس
Solar energy	طاقة شمسية
Solar wind	رياح شمسية
Solid	صلب
Solid state	صلب
Solomon	سليمان
Solomon Islands	جزر سليمان
Solution	محلول
Solvent	مذيب
Somalia	الصومال
Somalia	تصنيف:صومال
Somerset	سومرست
Sonata	سوناتا
Song	أغنية
Song of Solomon	سفر نشيد الأنشاد
Sonnet	سونيت
Sophocles	سوفوكليس
Sorbonne	سوربون
Sorghum	الذرة البيضاء
Sorting algorithm	خوارزميات الترتيب
Soul	روح
Sound	صوت
Soup	حساء
Source code	كود مصدري
South	جنوب
South Africa	تصنيف:جنوب أفريقيا
South America	أمريكا الجنوبية
South America	تصنيف:أمريكا الجنوبية
South Australia	جنوب أستراليا
South Carolina	كارولاينا الجنوبية
South China Sea	بحر الصين الجنوبي
South Dakota	داكوتا الجنوبية
South Island	آيسلندا الجنوبية
South Korea	كوريا الجنوبية
South Korea	تصنيف:كوريا الجنوبية
South Pole	قطب جنوبي
Southeast Asia	جنوب شرق آسيا
Soviet Union	الاتحاد السوفيتي
Soviet Union	تصنيف:اتحاد سوفييتي
Soybean	فول الصويا
Space	مكان (فيزياء)
Spacecraft	مركبة فضائية
Spain	إسبانيا
Spain	تصنيف:إسبانيا
Spam (electronic)	بريد مزعج
Spanish Civil War	الحرب الأهلية الإسبانية
Spanish people	تصنيف:إسبانيون
Sparta	أسبرطة
Spear	رمح
Special relativity	نظرية النسبية الخاصة
Species	نوع (تصنيف)
Spectroscopy	مطيافية
Speed	سرعة
Speed of light	سرعة الضوء
Sperm Whale	حوت العنبر
Spermatophyte	شعبة البذريات
Spermatozoon	حيوانات منوية
Sphere	كرة
Sphinx	أبو الهول
Spice	توابل
Spider	عنكبوت
Spinach	سبانخ
Spinal cord	نخاع شوكي
Spiral galaxy	الهالة
Spleen	طحال
Split	سبليت
Sponge	إسفنجيات
Sport	رياضة
Spreadsheet	جداول ممتدة
Spring (season)	ربيع
Springfield	سبرينج فيلد، إلينوي
Spyware	Spyware
Square (geometry)	مربع
Square metre	متر مربع
Square root	جذر تربيعي
Squash (sport)	إسكواش
Squirrel	سنجاب
Sri Lanka	سريلانكا
Sri Lanka	تصنيف:سريلانكا
St. Louis	سانت لويس، ميزوري
Stained glass	زجاج معشق
Stainless steel	صلب غير قابل للصدأ
Stalinism	ستالينية
Standard Generalized Markup Language	SGML
Standard deviation	إنحراف معياري
Stanley Kubrick	ستانلي كوبريك
Star	نجم
Star of David	نجمة داوود
Starch	نشا
Starfish	نجم البحر
State	دولة
Staten Island	جزيرة ستاتن
Statistical mechanics	ميكانيكا إحصائية
Statistics	إحصاء
Statistics	تصنيف:إحصاء
Statue of Liberty	تمثال الحرية
Steam	بخار
Steam engine	المحرك البخاري
Steel	صلب (سبيكة)
Steffi Graf	شتيفي غراف
Stegosaurus	ستيقوسوريس
Stem cell	خلية جذعية
Stephen Hawking	ستيفن هوكينغ
Sternum	عظم القص
Steroid	ستيرويد
Steven Spielberg	ستيفن سبيلبرغ
Sting	ستينغ
Stock exchange	سوق الأوراق المالية
Stockholm	ستوكهولم
Stoicism	رواقية
Stomach	معدة
Stone Age	عصر حجري
Stonehenge	ستونهنج
Stork	لقلق
Storm	عاصفة
Strait	مضيق
Strait of Gibraltar	مضيق جبل طارق
Strait of Hormuz	هرمز
Strait of Magellan	مضيق ماجلان
Strait of Messina	مضيق ميسينا
Straits	تصنيف:مضائق
Strasbourg	ستراسبورغ
Strategy	استراتيجية
Stratosphere	ستراتوسفير
Stress (medicine)	توتر نفسي
String theory	نظرية الأوتار
Stroke	سكتة
Strontium	سترونتيوم
Structuralism	بنيوية
Stub	قالب:بذرة
Stuttgart	شتوتغارت
Sub-Saharan Africa	إفريقيا السوداء
Sublimation (chemistry)	تسامي
Submarine	غواصة
Subset	مجموعة جزئية
Subtraction	طرح
Subversion (software)	سب فيرجن
Sucrose	سكروز
Sudan	السودان
Sudan	تصنيف:السودان
Sudoku	سودوكو
Suez Canal	قناة السويس
Sufism	صوفية
Sugar	سكر طعام
Suharto	سوهارتو
Sukarno	أحمد سوكارنو
Sulawesi	سولاوسي
Sulfur	كبريت
Sulfur mustard	غاز الخردل
Sulfuric acid	حمض كبريتيك
Sultan	سلطان
Sumatra	سومطرة
Sumer	سومر
Summer	صيف
Sumo	سومو
Sun	شمس
Sun	تصنيف:شمس
Sunday	أحد (يوم)
Sundial	مزولة
Sunflower	عباد الشمس
Sunni Islam	أهل السنة والجماعة
Sunspot	كلفة شمسية
Superconductivity	موصلية فائقة
Superman	سوبرمان
Supernova	مستعر أعظم
Sura	سورة
Surface tension	توتر سطحي
Surgery	جراحة
Surgery	تصنيف:جراحة
Suriname	سورينام
Suriname	تصنيف:سورينام
Surrealism	سريالية
Surrey	سري
Sushi	سوشي
Suva	سوفا
Svalbard	سفالبارد
Swallow	سنونو
Swan	إوز عراقي
Swastika	صليب معقوف
Swaziland	سوازيلند
Sweden	السويد
Sweden	تصنيف:السويد
Sweet potato	بطاطا حلوة
Swimming	سباحة
Swimming	تصنيف:سباحة
Swiss people	تصنيف:سويسريون
Switzerland	سويسرا
Switzerland	تصنيف:سويسرا
Sword	سيف
Sydney	سيدني
Symbiosis	معايشة
Symbol	علامة
Symphony	سيمفونية
Symptom	عرض (طب)
Synagogue	كنيس
Syndicate	صندقة
Syphilis	زهري
Syracuse	سيراقوسة
Syria	سوريا
Syria	تصنيف:سوريا
System	نظام
Systematics	نظاميات
T	T
T. E. Lawrence	توماس إدوارد لورنس
T. S. Eliot	ت. س. إليوت
Table tennis	تنس الطاولة
Taboo	تابو
Taekwondo	تايكواندو
Tagus	تاجوس
Tahiti	تاهيتي
Taipei	تايبيه
Taiwan	تصنيف:تايوان
Taiwan	تايوان
Taj Mahal	تاج محل
Tajikistan	طاجيكستان
Talc	تلك
Taliban	طالبان
Tallahassee	تلاهاسي، فلوريدا
Tallinn	تالين
Talmud	تلمود
Tamil Nadu	تاميل نادو
Tampa	تامبا، فلوريدا
Tanakh	تناخ
Tangier	طنجة
Tank	دبابة
Tantalum	تانتالوم
Tanzania	تنزانيا
Tanzania	تصنيف:تنزانيا
Taoism	طاوية
Tarragon	طرخوم
Tartu	تارتو
Tashkent	طشقند
Tasmania	تاسمانيا
Tattoo	وشم
Tau	تاو (حرف إغريقي)
Tax	ضريبة
Taxation	تصنيف:ضرائب
Taxicab	سيارة أجرة
Taxonomy	علم التصنيف
Tbilisi	تبليسي
Tea	شاي
Tea	تصنيف:شاي
Technetium	تكنيتيوم
Technology	تقنية
Technology	تصنيف:تقنية
Tegucigalpa	تيجوسي جالبا
Tehran	طهران
Tel Aviv	تل أبيب
Telecommunication	اتصالات
Telegraphy	برقية
Telepathy	تخاطر
Telephone	هاتف
Telescope	مقراب
Television	تلفاز
Television	تصنيف:تلفاز
Tellurium	تيلوريوم
Temperature	درجة الحرارة
Temple	معبد
Temple of Artemis	هيكل ارتميس
Ten Commandments	وصايا عشر
Tennessee	تينيسي
Tennis	كرة المضرب
Tennis	تصنيف:كرة مضرب
Tequila	تيكيلا
Terbium	تيربيوم
Termite	نمل أبيض
Terpsichore	تيربسيكوري
Terrorism	إرهاب
Terrorism	تصنيف:إرهاب
Tesla (unit)	تسلا
Testicle	خصية
Testosterone	تستوستيرون
Tetrapod	فقاريات رباعية الأطراف
Texas	تكساس
Texas	تصنيف:تكساس
Thailand	تايلاند
Thailand	تصنيف:تايلند
Thales	طاليس
Thalia	ثاليا
Thallium	ثاليوم
Thanksgiving	عيد الشكر
Thanksgiving (Canada)	عيد الشكر
Thanksgiving (United States)	عيد الشكر
Thanksgiving (disambiguation)	عيد الشكر
The Gambia	غامبيا
The Gambia	تصنيف:غامبيا
The Hague	لاهاي
The Star-Spangled Banner	العلم ذو النجوم المتلألئة
Theatre	مسرح
Theatre	تصنيف:مسرح
Thebes	ثيفا
Thebes	طيبة (مصر)
Theocracy	ثيوقراطية
Theodor Mommsen	تيودور مومسن
Theodore Roosevelt	ثيودور روزفلت
Theodosius I	ثيودوسيوس الأول
Theology	إلهيات
Theology	تصنيف:إلهيات
Theorem	مبرهنة
Theory	نظرية
Theory of relativity	نظرية النسبية
Theravada	تيرافادا
Thermodynamics	تحريك حراري
