English	Slovenian
Ruby	Rubin
Rudolf Diesel	Rudolf Diesel
Rudolf Steiner	Rudolf Steiner
Rudyard Kipling	Rudyard Kipling
Russia	Rusija
Russia	Kategorija:Rusija
Russian Revolution (1917)	Ruska revolucija
Ruthenium	Rutenij
Rutherford B. Hayes	Rutherford Birchard Hayes
Rutherfordium	Raderfordij
Rwanda	Ruanda
Rwanda	Kategorija:Ruanda
Rye	Rž
S	S
SOS	SOS
Sacrament	Zakrament
Saddam Hussein	Sadam Husein
Saffron	Pravi žafran
Sahara	Sahara
Saint	Svetnik
Saint Andrew	Apostol Andrej
Saint George	Sveti Jurij
Saint Kitts and Nevis	Saint Kitts in Nevis
Saint Kitts and Nevis	Kategorija:Saint Kitts in Nevis
Saint Lawrence River	Reka svetega Lovrenca
Saint Lucia	Saint Lucia
Saint Lucia	Kategorija:Saint Lucia
Saint Nicholas	Sveti Miklavž
Saint Patrick	Sveti Patrik
Saint Peter	Sveti Peter
Saint Petersburg	Sankt Peterburg
Saint Vincent and the Grenadines	Saint Vincent in Grenadine
Saint Vincent and the Grenadines	Kategorija:Saint Vincent in Grenadine
Saladin	Saladin
Salamander	Repati krkoni
Saliva	Slina
Salmonidae	Postrvi
Salt	Kuhinjska sol
Salt (chemistry)	Sol (kemija)
Salzburg	Salzburg
Samarium	Samarij
Samarkand	Samarkand
Samoa	Samoa
Samoa	Kategorija:Samoa
Samsara	Samsara
Samuel Beckett	Samuel Beckett
Samuel F. B. Morse	Samuel Finley Breese Morse
Samuel Taylor Coleridge	Samuel Taylor Coleridge
Samurai	Samuraj
San Francisco	San Francisco, Kalifornija
San Marino	San Marino
San Marino	Kategorija:San Marino
San Marino	San Marino (mesto)
Sandro Botticelli	Sandro Botticelli
Sandwich	Sendvič
Sanskrit	Sanskrt
Santiago	Santiago de Chile
Santiago	Santiago
Sapphire	Safir
Sappho	Sapfo
Sapporo	Sapporo
Sarajevo	Sarajevo
Sarcophagus	Sarkofag
Sardinia	Sardinija
Sarin	Sarin
Satanism	Satanizem
Satellite	Satelit
Saturday	Sobota
Saturn	Saturn
Saturn	Kategorija:Saturn
Saturn (disambiguation)	Saturn (razločitev)
Sauce	Omaka
Saudi Arabia	Saudova Arabija
Saudi Arabia	Kategorija:Saudova Arabija
Savanna	Savana
Saxony	Kategorija:Saška
Saxophone	Saksofon
Scandinavia	Skandinavija
Scandinavia	Kategorija:Skandinavija
Scandium	Skandij
Scapula	Lopatica
Scheldt	Šelda
Scheme (programming language)	Scheme (programski jezik)
Schizophrenia	Shizofrenija
School	Šola
Schutzstaffel	Schutzstaffel
Science	Znanost
Science	Kategorija:Znanost
Science fiction	Znanstvena fantastika
Science fiction	Kategorija:Znanstvena fantastika
Scientific method	Znanstvena metoda
Scientist	Znanstvenik
Scipio Africanus	Scipion starejši
Scissors	Škarje
Sciuridae	Prave veverice
Scotland	Škotska
Scotland	Kategorija:Škotska
Scots Pine	Rdeči bor
Scottish Gaelic	Škotska gelščina
Scouting	Skavti
Scrabble	Scrabble
Screw	Vijak
Screwdriver	Izvijač
Sculpture	Kiparstvo
Sculpture	Kategorija:Kiparstvo
Sea	Morje
Sea of Azov	Azovsko morje
Sea of Japan	Japonsko morje
Sea of Marmara	Marmarsko morje
Seaborgium	Siborgij
Season	Letni časi
Seattle	Seattle, Washington
Second	Sekunda
Second Vatican Council	Drugi vatikanski koncil
Second law of thermodynamics	Drugi zakon termodinamike
Sect	Sekta
Sedimentary rock	Sedimentne kamnine
Seed	Seme
Segovia	Segovia
Seine	Sena
Seismology	Seizmologija
Seismology	Kategorija:Seizmologija
Selene	Selena
Selenium	Selen
Seleucus I Nicator	Selevk I. Nikator
Semantics	Kategorija:Semantika
Semicolon	Podpičje
Semiconductor	Polprevodnik
Semiotics	Semiotika
Senate	Senat
Senegal	Senegal
Senegal	Kategorija:Senegal
Seoul	Seul
Seppuku	Sepuku
September	September
September 11	11. september
September 11	Teroristični napadi 11. septembra 2001
September 17	17. september
September 29	29. september
Septuagint	Septuaginta
Sequence	Zaporedje
Serbia	Srbija
Serbia	Kategorija:Srbija
Serbia and Montenegro	Srbija in Črna gora
Serbia and Montenegro	Kategorija:Srbija in Črna gora
Serfdom	Tlačanstvo
Sergei Eisenstein	Sergej Mihajlovič Eisenstein
Sergei Rachmaninoff	Sergej Vasiljevič Rahmaninov
Series (mathematics)	Vrsta (matematika)
Serotonin	Serotonin
Server (computing)	Strežnik
Set	Množica
Set (mythology)	Set
Set theory	Teorija množic
Set theory	Kategorija:Teorija množic
Sevastopol	Sevastopol
Severe acute respiratory syndrome	SARS
Sex	Seks
Sex organ	Spolni organ
Sexism	Seksizem
Sexual intercourse	Spolni odnos
Sexually transmitted disease	Spolno prenosljiva bolezen
Seychelles	Sejšeli
Seychelles	Kategorija:Sejšeli
Shah	Šah (vladar)
Shamanism	Šamanizem
Shanghai	Šanghaj
Shareware	Preizkusni program
Shark	Morski psi
Sherlock Holmes	Sherlock Holmes
Shield	Ščit
Shikoku	Šikoku
Shinto	Šintoizem
Ship	Ladja
Shiva	Šiva
Shorthand	Stenografija
Shrub	Grmovnica
Siberia	Sibirija
Siberian Husky	Haski
Sicily	Sicilija
Sicily	Kategorija:Sicilija
Siemens (unit)	Simens
Sierra Leone	Sierra Leone
Sierra Leone	Kategorija:Sierra Leone
Sigma	Sigma
Sigmund Freud	Sigmund Freud
Sikhism	Sikhizem
Silesia	Šlezija
Silicon	Silicij
Silk	Svila
Silurian	Silur
Silver	Srebro
Sin	Greh
Sinai Peninsula	Sinaj
Sinclair Lewis	Sinclair Lewis
Singapore	Singapur
Singapore	Kategorija:Singapur
Siren	Sirena
Sistine Chapel	Sikstinska kapela
Sisyphus	Sizif
Sitting Bull	Sedeči bik
Six-Day War	Šestdnevna vojna
Skateboard	Rolka
Skeletal system	Kategorija:Okostje
Skin	Koža
Skinhead	Obritoglavec
Skopje	Skopje
Skull	Lobanja
Skyscraper	Nebotičnik
Slash (musician)	Slash (glasbenik)
Slavery	Suženjstvo
Slayer	Slayer
Sleep	Uspavalo
Slovakia	Slovaška
Slovakia	Kategorija:Slovaška
Slovenia	Slovenija
Slovenia	Kategorija:Slovenija
Small intestine	Tanko črevo
Snake	Kače
Snow	Sneg
Soap	Milo
Social psychology	Socialna psihologija
Socialism	Socializem
Socialism	Kategorija:Socializem
Society	Kategorija:Družba
Society	Družba
Society of Jesus	Družba Jezusova
Sociology	Sociologija
Sociology	Kategorija:Sociologija
Socrates	Sokrat
Sodium	Natrij
Sodium hydroxide	Natrijev hidroksid
Software	Kategorija:Programska oprema
Soil	Prst (pedologija)
Solanaceae	Razhudnikovke
Solanaceae	Kategorija:Razhudnikovke
Solar System	Osončje
Solar cell	Sončna celica
Solar eclipse	Sončev mrk
Solar energy	Sončna energija
Solar wind	Sončev veter
Solid	Trdnina
Solid state	Trdnina
Solidarity	Solidarność
Solomon Islands	Salomonovi otoki
Solomon Islands	Kategorija:Salomonovi otoki
Solstice	Sončev obrat
Solution	Raztopina
Somalia	Somalija
Somalia	Kategorija:Somalija
Somme	Somme (departma)
Sonata	Sonata
Song of Solomon	Visoka pesem
Sonnet	Sonet
Sophia Loren	Sophia Loren
Sophocles	Sofoklej
Soprano	Sopran
Sorbonne	Sorbonne
Sorghum	Sirek
Soul	Duša
Sound	Zvok
Source code	Izvorna koda
South	Jug
South Africa	Kategorija:Republika Južna Afrika
South America	Južna Amerika
South America	Kategorija:Južna Amerika
South Carolina	Južna Karolina
South Carolina	Kategorija:Južna Karolina
South Dakota	Južna Dakota
South Dakota	Kategorija:Južna Dakota
South Korea	Južna Koreja
South Korea	Kategorija:Južna Koreja
South Pole	Južni tečaj
Southeast Asia	Jugovzhodna Azija
Soviet Union	Sovjetska zveza
Soviet Union	Kategorija:Sovjetska zveza
Soybean	Soja
Space	prostor
Space Shuttle	Raketoplan
Space station	Vesoljska postaja
Spacecraft	Vesoljsko plovilo
Spaghetti	Špageti
Spain	Španija
Spain	Kategorija:Španija
Spam (electronic)	Nadležna pošta
Spanish Civil War	Španska državljanska vojna
Spanish people	Kategorija:Španci
Sparta	Šparta
Spear	Kopje
Special relativity	Posebna teorija relativnosti
Species	Vrsta (biologija)
Spectroscopy	Spektroskopija
Speed of light	Hitrost svetlobe
Sperm Whale	Kit glavač
Spermatophyte	Semenke
Sphere	Sfera
Spider	Pajki
Spin (physics)	Spin
Spinal cord	Hrbtenjača
Spleen	Vranica
Split	Split
Sponge	Spužve
Sport	Šport
Spring (season)	Pomlad
Square (geometry)	Kvadrat (geometrija)
Square metre	Kvadratni meter
Square root	Kvadratni koren
Squash (sport)	Skvoš
Sri Lanka	Šrilanka
Sri Lanka	Kategorija:Šrilanka
Stadium	Stadion
Stained glass	Vitraj
Stainless steel	Nerjavno jeklo
Standard deviation	Standardni odklon
Stanley Kubrick	Stanley Kubrick
Star	Zvezda
Starfish	Morske zvezde
State	Država
Staten Island	Staten Island
Statistical mechanics	Statistična mehanika
Statistics	Statistika
Statistics	Kategorija:Statistika
Statue of Liberty	Kip svobode
Stavanger	Stavanger
Steam engine	Parni stroj
Steel	Jeklo
Steffi Graf	Steffi Graf
Stephen Hawking	Stephen Hawking
Steppe	Stepa
Sternum	Prsnica
Steven Spielberg	Steven Spielberg
Stock exchange	borza
Stockholm	Stockholm
Stoicism	Stoicizem
Stomach	Želodec
Stone Age	Kamena doba
Stonehenge	Stonehenge
Stork	Štorklje
Strait	Ožina
Strait of Magellan	Magellanov preliv
Strait of Messina	Mesinska ožina
Straits	Kategorija:Morski prelivi
Strasbourg	Strasbourg
Strategy	Strategija
Stratigraphy	Stratigrafija
Strawberry	Jagodnjak
Stroke	Možganska kap
Strong interaction	Močna jedrska sila
Strontium	Stroncij
Structuralism	Strukturalizem
Stub	Predloga:Stub
Student	Študent
Stupa	Stupa (zgradba)
Sturmabteilung	Sturmabteilung
Stuttgart	Stuttgart
Styx	Stiks
Subculture	Subkultura
Sublimation (chemistry)	Sublimacija
Submarine	Podmornica
Subset	Podmnožica
Subtraction	Odštevanje
Sucre	Sucre (mesto)
Sucrose	Saharoza
Sudan	Sudan
Sudan	Kategorija:Sudan
Sudoku	Sudoku
Suez Canal	Sueški prekop
Sufism	Sufizem
Sugar	Sladkor
Sulfur	Žveplo
Sulfur dioxide	Žveplov dioksid
Sulfur mustard	Iperit
Sulfuric acid	Žveplova kislina
Sultan	Sultan
Sumer	Sumerija
Summer	Poletje
Sun	Sonce
Sun	Kategorija:Sonce
Sunday	Nedelja
Sunspot	Sončeva pega
Supercomputer	Superračunalnik
Superconductivity	Superprevodnost
Superman	Superman
Supernova	Supernova
Surface tension	Površinska napetost
Surgeon	Kirurgija
Surgery	Kirurgija
Surgery	Kategorija:Kirurgija
Suriname	Surinam
Suriname	Kategorija:Surinam
Surrealism	Nadrealizem
Svalbard	Spitsbergi
Swan	Labod
Swastika	Svastika
Swaziland	Svazi
Swaziland	Kategorija:Svazi
Sweden	Švedska
Sweden	Kategorija:Švedska
Swimming	Kategorija:Plavanje
Swiss franc	Švicarski frank
Swiss people	Kategorija:Švicarji
Switzerland	Švica
Switzerland	Kategorija:Švica
Sword	Meč
Sydney	Sydney
Symbol	Simbol
Symphony	Simfonija
Symptom	Simptom
Synagogue	Sinagoga
Syndicate	Sindikat
Synesthesia	Sinestetičnost
Synonym	Sopomenka
Syntax	Skladnja
Synthesizer	Sintetizator
Syphilis	Sifilis
Syracuse	Sirakuze
Syria	Sirija
Syria	Kategorija:Sirija
System	Sistem
Systematics	Sistematika
T	T
Table (furniture)	Miza
Table tennis	Namizni tenis
Tacitus	Tacit Kornelij
Taekwondo	Taekwon-do
Tahiti	Tahiti
Tail	Rep
Taiwan	Kategorija:Tajvan
Taj Mahal	Tadž Mahal
Tajikistan	Tadžikistan
Tajikistan	Kategorija:Tadžikistan
Talc	Lojevec
Tallinn	Talin
Tang Dynasty	Dinastija Tang
Tango (dance)	Tango
Tank	Tank
Tantalum	Tantal (element)
Tantalus	Tantal (mitologija)
Tanzania	Tanzanija
Tanzania	Kategorija:Tanzanija
Taoism	Taoizem
Tarn	Tarn (departma)
Tarragon	Pehtran
Tartarus	Tartar
Tartu	Tartu
Tasmania	Tasmanija
Tasmanian Devil	Tasmanski vrag
Taste	Okus
Tattoo	Tetoviranje
Tau	Tau
Taurus (constellation)	Bik (ozvezdje)
Tawny Owl	Lesna sova
Taxicab	Taksi
Taxon	Takson
Taxonomy	Taksonomija
Tbilisi	Tbilisi
Tea	Čaj
Tea	Kategorija:Čaji
Technetium	Tehnecij
Technology	Tehnologija
Technology	Kategorija:Tehnika
Tehran	Teheran
Telegraphy	Telegraf
Telephone	Telefon
Telescope	Daljnogled
Television	Televizija
Television	Kategorija:Televizija
Tellurium	Telur
Temperature	Temperatura
Ten Commandments	Deset Božjih zapovedi
Tenerife	Tenerife
Tennessee	Tennessee
Tennessee	Kategorija:Tennessee
Tennessee Williams	Tennessee Williams
Tennis	Tenis
Tennis	Kategorija:Tenis
Tenor	Tenor
Tenzing Norgay	Tenzing Norgay
Tequila	Tequila
Terbium	Terbij
Termite	Termiti
Terpsichore	Terpsihora
Terrestrial planet	Zemeljski planet
Terrorism	Terorizem
Terrorism	Kategorija:Terorizem
Tesla (unit)	Tesla (enota)
Testicle	Moda (organ)
Tethys (moon)	Tetija (luna)
Tetrahedron	Tetraeder
Tetrahydrocannabinol	Tetrahidrokanabinol
Texas	Teksas
Thailand	Tajska
Thailand	Kategorija:Tajska
Thales	Tales
Thalia	Talija
Thallium	Talij
Thanatos	Tanatos
The Gambia	Gambija
The Gambia	Kategorija:Gambija
The Hague	Haag
Theatre	Gledališče
Theatre	Kategorija:Gledališče
Thebe (moon)	Teba (luna)
Thebes	Tebe, Egipt
Themis	Temida
Theocracy	Teokracija
Theodolite	Teodolit
Theodore Roosevelt	Theodore Roosevelt
Theodosius I	Teodozij I.
Theology	Teologija
Theology	Kategorija:Teologija
Theorem	Izrek
Theory	Teorija
Theory of relativity	Teorija relativnosti
Thermodynamics	Termodinamika
Thermodynamics	Category:Termodinamika
Thermometer	Termometer
Theseus	Tezej
Thessaly	Tesalija
Theta	Theta
Thiamine	Tiamin
Thirty Years' War	Tridesetletna vojna
Thomas Aquinas	Sveti Tomaž Akvinski
Thomas Edison	Thomas Alva Edison
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Thomas Paine	Thomas Paine
Thomas Young (scientist)	Thomas Young (fizik)
Thor	Thor
Thorium	Torij
Thoth	Tot
Thrace	Trakija
Thucydides	Tukidid
Thulium	Tulij
Thursday	Četrtek
Thyme	Timijan
Thymine	Timin
Tiber	Tibera
Tiberius	Tiberij
Tibet	Tibet
Tibet	Kategorija:Tibet
Tide	Bibavica
Tierra del Fuego	Ognjena dežela
Tiger	Tiger
Tigris	Tigris
Tilia	Lipa
Time	Čas
Time	Kategorija:Čas
Time zone	Časovni pas
Timor	Timor
Timur	Timur Lenk
Tin	Kositer
Tissue (biology)	Tkivo
Titan (disambiguation)	Titan
Titan (moon)	Titan (luna)
Titan (mythology)	Titan (mitologija)
Titania (moon)	Titanija (luna)
Titanic (disambiguation)	Titanik
Titanium	Titan (element)
Titian	Tizian
Tocopherol	Vitamin E
Togo	Togo
Togo	Kategorija:Togo
Tokyo	Tokio
Toledo	Toledo
Tomato	Paradižnik
Ton	Tona
Tonga	Tonga
Tonga	Kategorija:Tonga
Tonne	Tona
Tony Blair	Tony Blair
Tool	Orodje
Tooth	Zob
Topaz	Topaz
Topology	Topologija
Topology	Kategorija:Topologija
Tornado	Tornado
Toronto	Toronto
Torpedo	Torpedo
Torque	Navor
Torture	Mučenje
Totalitarianism	Totalitarizem
Toulon	Toulon
Toulouse	Toulouse
Tour de France	Tour de France
Tourism	Turizem
Tourism	Kategorija:Turizem
Tours	Tours
Tower	Stolp
Tower of London	Tower of London
Toxicity	Strup
Toy	Igrača
Toyota	Toyota
Trade	Trgovina
Trademark	Blagovna znamka
Train	Vlak
Train station	Železniška postaja
Tram	Tramvaj
Transcendental number	Transcendentno število
Transformer	Transformator
Transistor	Tranzistor
Transliteration	Prečrkovanje
Transportation	Kategorija:Promet
Transylvania	Transilvanija
Trapezoid	Trapez
Treaty	Mednarodna pogodba
Treaty of Versailles	Versajska pogodba
Tree	Drevo
Triangle	Trikotnik
Triassic	Trias
Triceratops	Triceratops
Trigonometric function	Trigonometrična funkcija
Trigonometry	Trigonometrija
Trigonometry	Kategorija:Trigonometrija
Trilobite	Trilobiti
Trilogy	Trilogija
Trinidad and Tobago	Trinidad in Tobago
Trinidad and Tobago	Kategorija:Trinidad in Tobago
Trinitrotoluene	Trinitrotoluen
Trinity	Sveta Trojica
Tritium	Tritij
Triton (moon)	Triton (luna)
Trojan War	Trojanska vojna
Trojan horse (computing)	Trojanski konj (računalništvo)
Troll (Internet)	Trolanje
Trolleybus	Trolejbus
Trombone	Pozavna
Tropic of Cancer	Rakov povratnik
Tropic of Capricorn	Kozorogov povratnik
Tropics	Tropi
Troy	Troja
Truman Doctrine	Trumanova doktrina
Trumpet	Trobenta
Truth	Resnica
Trygve Lie	Trygve Lie
Tsar	Car
Tsunami	Cunami
Tuareg	Tuaregi
Tuba	Tuba
Tuber (genus)	Gomoljika
Tuberculosis	Tuberkuloza
Tuesday	Torek
Tulip	Tulipan
Tungsten	Volfram
Tunicate	Plaščarji
Tunis	Tunis
Tunisia	Tunizija
Tunisia	Kategorija:Tunizija
Tunnel	Predor
Turin	Torino
Turing machine	Turingov stroj
Turkey	Turčija
Turkey	Kategorija:Turčija
Turkmenistan	Turkmenistan
Turkmenistan	Kategorija:Turkmenistan
Turmeric	Kurkuma
Turtle	Želve
Tuscany	Toskana
Tuvalu	Tuvalu
Tuvalu	Kategorija:Tuvalu
Tycho Brahe	Tycho Brahe
Typewriter	Pisalni stroj
Typhon	Tifon
Typography	Tipografija
Typography	Kategorija:Tipografija
Tyrannosaurus	Tiranozaver
Tyre	Tir, Libanon
Tyrrhenian Sea	Tirensko morje
U	U
UNESCO	Organizacija Združenih narodov za izobraževanje, znanost in kulturo
Uganda	Uganda
Uganda	Kategorija:Uganda
Ukraine	Ukrajina
Ukraine	Kategorija:Ukrajina
Ultrasound	Ultrazvok
Ultraviolet	Ultravijolično valovanje
Ulysses S. Grant	Ulysses S. Grant
Umbria	Umbrija
Uncertainty principle	Načelo nedoločenosti
Unemployment	Brezposelnost
Unicorn	Samorog
Unidentified flying object	Neznani leteči predmet
Uniform Resource Locator	URL
Union (set theory)	Unija množic
United Arab Emirates	Združeni arabski emirati
United Arab Emirates	Kategorija:Združeni arabski emirati
United Arab Republic	Združena arabska republika
United Kingdom	Združeno kraljestvo Velike Britanije in Severne Irske
United Kingdom	Kategorija:Združeno kraljestvo Velike Britanije in Severne Irske
United Nations	Organizacija združenih narodov
United Nations	Kategorija:OZN
United Nations Children's Fund	Sklad Združenih narodov za otroke
United States	Združene države Amerike
United States	Kategorija:Združene države Amerike
United States Air Force	Vojno letalstvo Združenih držav Amerike
United States Congress	Kongres Združenih držav Amerike
United States Constitution	Ustava Združenih držav Amerike
United States Military Academy	Vojaška akademija Združenih držav Amerike
United States Navy	Vojna mornarica Združenih držav Amerike
United States Senate	Senat Združenih držav Amerike
United States Virgin Islands	Ameriški Deviški otoki
United States dollar	Ameriški dolar
Universe	Vesolje
University	Univerza
Unix	Unix
Upanishad	Upinšade
Upsilon	Ipsilon (črka)
Ur	Ur
Uracil	Uracil
Urania	Uranija
Uranium	Uran
Uranus	Uran (planet)
Uranus	Kategorija:Uran
Uranus (mythology)	Uran (mitologija)
Urea	Sečnina
Ursa Major	Veliki medved (ozvezdje)
Uruguay	Urugvaj
Uruguay	Kategorija:Urugvaj
Utah	Utah
Utah	Kategorija:Utah
Uterus	Maternica
Uzbekistan	Uzbekistan
Uzbekistan	Kategorija:Uzbekistan
V	V
Vaccine	Cepivo
Vacuole	Vakuola
Vacuum	Vakuum
Vacuum tube	Elektronka
Vaduz	Vaduz
Vagina	Nožnica
Valence	Valence
Valencia	Valencija
Valentina Tereshkova	Valentina Tereškova
Valentine's Day	Valentinovo
Valley	Dolina
Vanadium	Vanadij
Vancouver	Vancouver
Vandalism	Vandalizem
Vanir	Vani
Vanuatu	Vanuatu
Vanuatu	Kategorija:Vanuatu
Var (department)	Var (departma)
Variance	Varianca
Vatican City	Vatikan
Vatican City	Kategorija:Vatikan
Vector (spatial)	Vektor (matematika)
Vegetable	Zelenjava
Vegetarianism	Vegetarijanstvo
Vein	Vena
Velociraptor	Velociraptor
Velocity	Hitrost
Veneto	Benečija
Venezuela	Venezuela
Venezuela	Kategorija:Venezuela
Venice	Benetke
Venus	Venera
Venus (disambiguation)	Venera (razločitev)
Venus (mythology)	Venera (boginja)
Verb	Glagol
Vermont	Vermont
Vermont	Kategorija:Vermont
Verona	Verona
Versailles	Versailles
Vertebral column	Hrbtenica
Vertebrate	Vretenčarji
Vespasian	Vespazijan
Vichy	Vichy
Victor Hugo	Victor Hugo
Victoria	Viktorija
Victoria Falls	Viktorijini slapovi
Video	Video
Video game	Računalniška igra
Vienna	Dunaj
Vienne	Vienne (departma)
Vietnam	Vietnam
Vietnam	Kategorija:Vietnam
Vietnam War	Vietnamska vojna
Viking	Vikingi
Vilfredo Pareto	Vilfredo Pareto
Village	Vas
Vilnius	Vilna
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Vinegar	Kis
Viola	Viola
Violin	Violina
Virgil	Vergilij
Virginia	Virginija
Virginia	Kategorija:Virginija
Virtual memory	Navidezni pomnilnik
Virtual reality	Navidezna resničnost
Virus	Virusi
Viscosity	Viskoznost
Vishnu	Višnu
Vistula	Visla
Vitamin	Vitamin
Vitamin A	Vitamin A
Vitamin C	Vitamin C
Vitamin D	Vitamin D
Vitus Bering	Vitus Bering
Vladimir Lenin	Vladimir Iljič Uljanov
Vladimir Putin	Vladimir Putin
Vladivostok	Vladivostok
Vodka	Vodka
Volcano	Ognjenik
Volga River	Volga
Volgograd	Volgograd
Volleyball	Odbojka
Volleyball	Kategorija:Odbojka
Volt	Volt
Voltage	Električna napetost
Voltaire	Voltaire
Volume	Prostornina
Vowel	Samoglasnik
Vulgar Latin	Ljudska latinščina
Vulgate	Vulgata
Vulva	Vulva
W	W
WYSIWYG	WYSIWYG
Wales	Wales
Wales	Kategorija:Wales
Walt Disney	Walt Disney
War	Vojna
War	Category:Vojna
War crime	Vojni zločin
Wars of the Roses	Vojna med belo in rdečo rožo
Warsaw	Varšava
Washing machine	Pralni stroj
Washington	Washington, D.C.
Washington	Washington (zvezna država)
Washington	Kategorija:Washington
Washington (disambiguation)	Washington (razločitev)
Wassily Kandinsky	Vasilij Vasiljevič Kandinski
Waste	Odpadek
Water	Voda
Water	Kategorija:Voda
Waterfall	Slap
Watermelon	Lubenica
Watt	Vat
Watt-hour	Kilovatna ura
Wave	Valovanje
Wavelength	Valovna dolžina
Weak interaction	Šibka jedrska sila
Weapon	Orožje
Weather	Vreme
Web browser	Spletni brskalnik
Web page	Spletna stran
Webcam	Spletna kamera
Website	Spletišče
Wednesday	Sreda
Week	Teden
Weight	Teža
Weimar Republic	Weimarska republika
Welding	Varjenje
Wellington	Wellington
West	Zahod
West Africa	Zahodna Afrika
West Germany	Zahodna Nemčija
West Virginia	Zahodna Virginija
West Virginia	Kategorija:Zahodna Virginija
Western Sahara	Zahodna Sahara
Western Sahara	Kategorija:Zahodna Sahara
Wheat	Pšenica
Wheel	Kolo
Whisky	Viski
White House	Bela hiša
White blood cell	Levkocit
White dwarf	Bela pritlikavka
Wiesbaden	Wiesbaden
Wildcat	Divja mačka
Wilhelm Ostwald	Wilhelm Ostwald
William Harvey	William Harvey
William Henry Harrison	William Henry Harrison
William Herschel	William Herschel
William Howard Taft	William Howard Taft
William II	Viljem II. Nemški
William McKinley	William McKinley
William Rowan Hamilton	William Rowan Hamilton
William Shakespeare	William Shakespeare
William Shockley	William Bradford Shockley
Willow	Vrba (drevo)
Willy Brandt	Willy Brandt
Wind power	Vetrna energija
Windhoek	Windhoek
Wine	Vino
Wine	Category:Vino
Winston Churchill	Winston Churchill
Winter	Zima
Winter Olympic Games	Kategorija:Zimske olimpijske igre
Wisconsin	Wisconsin
Wisconsin	Kategorija:Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Ernst Pauli
Woman	Ženska
Wood	Les
Woodrow Wilson	Woodrow Wilson
Woodwind instrument	Pihala
Woody Allen	Woody Allen
Word	Beseda
Word processor	Urejevalnik besedila
World	Svet
World Health Organization	Svetovna zdravstvena organizacija
World Trade Organization	Svetovna trgovinska organizacija
World War I	Prva svetovna vojna
World War I	Kategorija:Prva svetovna vojna
World War II	Druga svetovna vojna
World War II	Kategorija:Druga svetovna vojna
World Wide Web	Splet
World Wide Web	Kategorija:Svetovni splet
World war	Svetovna vojna
Wormhole	Črvina
Writer	Pisatelj
Writing system	Pisava
Wyoming	Wyoming
Wyoming	Kategorija:Wyoming
X	X
X-ray	Rentgenski žarki
Xenon	Ksenon
Xenophanes	Ksenofan
Xenophobia	Ksenofobija
Xenophon	Ksenofont
Xi	Ksi
Y	Y
Yakuza	Jakuze
Yalta Conference	Jaltska konferenca
Yangtze River	Jangce
Yasser Arafat	Jaser Arafat
Year	Leto
Yeast	Kvas
Yellow	Rumena
Yellow River	Rumena reka
Yellow Sea	Rumeno morje
Yellowstone National Park	Narodni park Yellowstone
Yemen	Jemen
Yemen	Kategorija:Jemen
Yenisei River	Jenisej
Yerevan	Erevan
Yeti	Jeti
Yoga	Joga
Yom Kippur War	Jomkipurska vojna
Young's modulus	Prožnostni modul
Ytterbium	Iterbij
Yttrium	Itrij
Yugoslavia	Jugoslavija
Yugoslavia	Kategorija:Jugoslavija
Yunnan	Yunnan
Yuri Gagarin	Jurij Aleksejevič Gagarin
Z	Z
Zachary Taylor	Zachary Taylor
Zagreb	Zagreb
Zambezi	Zambezi
Zambia	Zambija
Zambia	Kategorija:Zambija
Zanzibar	Zanzibar
Zebra	Zebra
Zenith	Nadglavišče
Zeno of Citium	Zenon iz Kitija
Zeno of Elea	Zenon
Zeta	Zeta (črka)
Zeus	Zevs
Zeus (disambiguation)	Zevs
Zimbabwe	Zimbabve
Zimbabwe	Kategorija:Zimbabve
Zinc	Cink
Zionism	Sionizem
Zirconium	Cirkonij
Zodiac	Zodiak
Zoology	Zoologija
Zoology	Kategorija:Zoologija
Zoroaster	Zaratustra
Zoroastrianism	Zaratustrstvo
