Catalan	English
Categoria:Mecànica quàntica	Quantum mechanics
Quarantena	Quarantine
Quark	Quark
Quars	Quartz
Quàsar	Quasar
Quaternari	Quaternary
Quaternió	Quaternion
Quebec	Quebec
Categoria:Quebec	Quebec
Ciutat de Quebec	Quebec City
Quítxua	Quechua
Rei (peça d'escacs)	Queen (chess)
Queens	Queens
Queensland	Queensland
Quentin Tarantino	Quentin Tarantino
Signe d'interrogació	Question mark
Quetzalcóatl	Quetzalcoatl
Codonyer	Quince
Quito	Quito
R	R
RAF	RAF (disambiguation)
RAID	RAID
Àcid ribonucleic	RNA
Déu Ra	Ra
Rabat	Rabat
Rabí	Rabbi
Rabindranath Tagore	Rabindranath Tagore
Raça	Race
Rachel Carson	Rachel Carson
Racisme	Racism
Radar	Radar
Radiant (angle)	Radian
Categoria:Ràdio	Radio
Radiotelescopi	Radio telescope
Radioactivitat	Radioactive decay
Datació basada en el carboni 14	Radiocarbon dating
Radi (element)	Radium
Radi (geometria)	Radius
Radó	Radon
Pluja	Rain
Arc de Sant Martí	Rainbow
Rainer Maria Rilke	Rainer Maria Rilke
Raleigh	Raleigh
Ramadà	Ramadan
Ramayana	Ramayana
Ramsès II	Ramesses II
RAM	Random access memory
Ranunculàcia	Ranunculaceae
Violació	Rape
Colza	Rapeseed
Raffaello Sanzio	Raphael
Arcàngel Rafael	Raphael (archangel)
Categoria:Xarxes de metro	Rapid transit
Gerd	Raspberry
Rata	Rat
Nombre racional	Rational number
Estrutioniforme	Ratite
Ravenna	Ravenna
Rawalpindi	Rawalpindi
Ray Bradbury	Ray Bradbury
Memòria ROM	Read-only memory
Nombre real	Real number
Recessió	Recession
Recife	Recife
Rectangle	Rectangle
Recursivitat	Recursion
Reciclatge	Recycling
Roig	Red
Fracció de l'Exèrcit Roig	Red Army Faction
Cérvol comú	Red Deer
Guineu	Red Fox
Panda vermell	Red Panda
Mar Roja	Red Sea
Alga vermella	Red algae
Glòbul vermell	Red blood cell
Nana roja	Red dwarf
Gegant vermella	Red giant
Desplaçament cap al roig	Redshift
Desplaçament cap al roig	Redshift (disambiguation)
RISC	Reduced instruction set computer
Referèndum	Referendum
Refracció	Refraction
Índex de refracció	Refractive index
Regent	Regent
Reggae	Reggae
Regiment	Regiment
Regió	Region
Reims	Reims
Reencarnació	Reincarnation
Ren	Reindeer
Relació	Relation (mathematics)
Relativisme	Relativism
Categoria:Relativitat	Relativity
Relé	Relay
Religió	Religion
Categoria:Religió	Religion
Societat Religiosa d'Amics	Religious Society of Friends
Rembrandt van Rijn	Rembrandt
Renaixement	Renaissance
Categoria:Renaixement	Renaissance
Reproducció	Reproduction
Rèptil	Reptile
República	Republic
República de la Xina	Republic of China
República d'Irlanda	Republic of Ireland
Categoria:Irlanda	Republic of Ireland
República del Congo	Republic of the Congo
Categoria:República del Congo	Republic of the Congo
Partit Republicà dels Estats Units	Republican Party (United States)
Rèquiem	Requiem
Resistència elèctrica (component)	Resistor
Sistema respiratori	Respiratory system
Restaurant	Restaurant
Reticle (constel·lació)	Reticulum
Retina	Retina
Retinol	Retinol
Revolució	Revolution
Revòlver	Revolver
Rea (satèl·lit)	Rhea (moon)
Rea (mitologia)	Rhea (mythology)
Reni	Rhenium
Retòrica	Rhetoric
Rin	Rhine
Rinoceront	Rhinoceros
Ro	Rho (letter)
Rhode Island	Rhode Island
Rodes	Rhodes
Rodi	Rhodium
Rombe	Rhombus
Rima	Rhyme
Ritme	Rhythm
Rhythm and blues	Rhythm and blues
Costella	Rib
Riboflavina	Riboflavin
Ribosoma	Ribosome
Arròs	Rice
Richard Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Strauss	Richard Strauss
Richard Wagner	Richard Wagner
Richard Wright	Richard Wright (musician)
Richmond	Richmond
Riga	Riga
Rigel	Rigel
Ascensió recta	Right ascension
Anell (matemàtiques)	Ring (mathematics)
Ringo Starr	Ringo Starr
Rio Grande	Rio Grande
Rio de Janeiro	Rio de Janeiro
Estat de Rio de Janeiro	Rio de Janeiro (state)
Riu	River
Tàmesi	River Thames
Al-Riyad	Riyadh
Carretera	Road
Roald Amundsen	Roald Amundsen
Robert Andrews Millikan	Robert Andrews Millikan
Robert Boyle	Robert Boyle
Robert Burns	Robert Burns
Robert De Niro	Robert De Niro
Robert Lee	Robert E. Lee
Robert Hooke	Robert Hooke
Robert Koch	Robert Koch
Robert Louis Stevenson	Robert Louis Stevenson
Robert Oppenheimer	Robert Oppenheimer
Robert Owen	Robert Owen
Robert Schumann	Robert Schumann
Robin Hood	Robin Hood
Robot	Robot
Pedra, paper, tisora	Rock
Roca	Rock (geology)
Rock and roll	Rock and roll
Música rock	Rock music
Categoria:Rock	Rock music
Coet	Rocket
Muntanyes Rocalloses	Rocky Mountains
Rococó	Rococo
Rosegador	Rodent
Cabirol	Roe Deer
Roentgueni	Roentgenium
Roger Bacon	Roger Bacon
Església Catòlica Romana	Roman Catholic Church
Imperi Romà	Roman Empire
República Romana	Roman Republic
Calendari romà	Roman calendar
Dret romà	Roman law
Legió romana	Roman legion
Mitologia romana	Roman mythology
Categoria:Mitologia romana	Roman mythology
Romania	Romania
Categoria:Romania	Romania
Romanx	Romansh
Romanticisme	Romanticism
Roma	Rome
Categoria:Roma	Rome
Ronald Reagan	Ronald Reagan
Torre (peça d'escacs)	Rook (chess)
Roosevelt	Roosevelt
Arrel (botànica)	Root
Rosa Parks	Rosa Parks
Rosàcia	Rosaceae
Rosal	Rosales
Rosario	Rosario
Rosari	Rosary
Rosa	Rose
Roseau	Roseau
Romer	Rosemary
Pedra de Rosetta	Rosetta Stone
Mar de Ross	Ross Sea
Rostock	Rostock
Rotífer	Rotifer
Rotterdam	Rotterdam
Enrutador	Router
Rem (esport)	Rowing (sport)
Royal Air Force	Royal Air Force
Royal Society	Royal Society
Rubicó	Rubicon
Rubidi	Rubidium
Ruble	Ruble
Gerd	Rubus idaeus
Ruby	Ruby (programming language)
Rudolf Diesel	Rudolf Diesel
Rudolf Hess	Rudolf Hess
Rudyard Kipling	Rudyard Kipling
Rugbi	Rugby football
Rupert Murdoch	Rupert Murdoch
Rússia	Russia
Categoria:Rússia	Russia
Església Ortodoxa Russa	Russian Orthodox Church
Revolució Russa	Russian Revolution (1917)
Ruteni	Ruthenium
Rutherfordi	Rutherfordium
Rwanda	Rwanda
Categoria:Rwanda	Rwanda
Sègol	Rye
S	S
SOAP	SOAP
Sagrament	Sacrament
Sacramento (Califòrnia)	Sacramento
Saddam Hussein	Saddam Hussein
Safari (navegador)	Safari (web browser)
Safrà	Saffron
Sageta (constel·lació)	Sagitta
Sagitari	Sagittarius (constellation)
Sàhara	Sahara
Vela de vaixell	Sail
Sant	Saint
Sant Andreu apòstol	Saint Andrew
Sant Jordi	Saint George
Saint Kitts i Nevis	Saint Kitts and Nevis
Categoria:Saint Kitts i Nevis	Saint Kitts and Nevis
Riu Sant Llorenç	Saint Lawrence River
Saint Lucia	Saint Lucia
Categoria:Saint Lucia	Saint Lucia
Illa de Sant Martí	Saint Martin
Sant Nicolau	Saint Nicholas
Sant Patrici	Saint Patrick
Saint Paul	Saint Paul
Sant Pere	Saint Peter
Sant Petersburg	Saint Petersburg
Saint Vincent i les Grenadines	Saint Vincent and the Grenadines
Categoria:Saint Vincent i les Grenadines	Saint Vincent and the Grenadines
Sake	Sake
Saladí	Saladin
Pregària salat	Salah
Salern	Salerno
Saliva	Saliva
Salman Rushdie	Salman Rushdie
Salmonidae	Salmonidae
Sal comuna	Salt
Sal (química)	Salt (chemistry)
Salt Lake City	Salt Lake City
Salvador (Brasil)	Salvador
Salzburg	Salzburg
Estat de Salzburg	Salzburg (state)
Samari	Samarium
Samarcanda	Samarkand
Samoa	Samoa
Categoria:Samoa	Samoa
Samuel Beckett	Samuel Beckett
Samuel Morse	Samuel F. B. Morse
Samuel Taylor Coleridge	Samuel Taylor Coleridge
Samurai	Samurai
San Antonio (Texas)	San Antonio
San Diego	San Diego
San Francisco	San Francisco
San Juan (Puerto Rico)	San Juan
San Marino	San Marino
Categoria:San Marino	San Marino
Ciutat de San Marino	San Marino
San Salvador	San Salvador
Sorra	Sand
Sandro Botticelli	Sandro Botticelli
Sànscrit	Sanskrit
Santa Fe (Nou Mèxic)	Santa Fe
Santiago de Xile	Santiago
Santiago	Santiago
Santiago de Cuba	Santiago de Cuba
Santo Domingo	Santo Domingo
Santos	Santos (Săo Paulo)
Safo	Sappho
Sarah Bernhardt	Sarah Bernhardt
Sarajevo	Sarajevo
Sarcòfag	Sarcophagus
Sardina	Sardine
Sardenya	Sardinia
Saskatchewan	Saskatchewan
Satan	Satan
Satanisme	Satanism
Satèl·lit artificial	Satellite
Dissabte	Saturday
Saturn (planeta)	Saturn
Categoria:Saturn	Saturn
Saturn	Saturn (disambiguation)
Saturn (mitologia)	Saturn (mythology)
Sàtir	Satyr
Salsa	Sauce
Aràbia Saudita	Saudi Arabia
Categoria:Aràbia Saudita	Saudi Arabia
Saul Bellow	Saul Bellow
Sabana	Savanna
Saxònia	Saxony
Categoria:Saxònia	Saxony
Saxòfon	Saxophone
Escandinàvia	Scandinavia
Categoria:Escandinàvia	Scandinavia
Península Escandinava	Scandinavian Peninsula
Escandi	Scandium
Omòplat	Scapula
Escalda (riu)	Scheldt
Scheme	Scheme (programming language)
Esquizofrènia	Schizophrenia
Escolàstica	Scholasticism
Escola	School
Schutzstaffel	Schutzstaffel
Ciència	Science
Categoria:Ciència	Science
Ciència-ficció	Science fiction
Categoria:Ciència-ficció	Science fiction
Mètode científic	Scientific method
Científic	Scientist
Cienciologia	Scientology
Publi Corneli Escipió Africà Major	Scipio Africanus
Tisores	Scissors
Esciúrid	Sciuridae
Escorpí	Scorpion
Escorpió	Scorpius
Escòcia	Scotland
Categoria:Escòcia	Scotland
Pi roig	Scots Pine
Gaèlic escocès	Scottish Gaelic
Escoltisme	Scouting
Scrabble	Scrabble
Caragol (enginyeria)	Screw
Tornavís	Screwdriver
Escrot	Scrotum
Escultor (constel·lació)	Sculptor (constellation)
Escultura	Sculpture
Categoria:Escultura	Sculpture
Mar	Sea
Cogombre de mar	Sea cucumber
Nivell mitjà del mar	Sea level
Mar d'Azov	Sea of Azov
Mar del Japó	Sea of Japan
Mar de Màrmara	Sea of Marmara
Mar d'Okhotsk	Sea of Okhotsk
Eriçó de mar	Sea urchin
Seaborgi	Seaborgium
Motor de recerca	Search engine
Torre Sears	Sears Tower
Estació de l'any	Season
Seattle	Seattle
Segon	Second
Concili del Vaticà II	Second Vatican Council
Segon principi de la termodinàmica	Second law of thermodynamics
Secta	Sect
Categoria:Seguretat	Security
Roca sedimentària	Sedimentary rock
Llavor	Seed
Segòvia	Segovia
Sena	Seine
Sismologia	Seismology
Categoria:Sismologia	Seismology
Seleni	Selenium
Seleuc I Nicàtor	Seleucus I Nicator
Semàntica	Semantics
Esperma	Semen
Punt i coma	Semicolon
Semiconductor	Semiconductor
Semiòtica	Semiotics
Semita	Semitic
Senat	Senate
Senegal	Senegal
Categoria:Senegal	Senegal
Seül	Seoul
Seppuku	Seppuku
Setembre	September
11 de setembre	September 11
Atemptats de l'11 de setembre de 2001	September 11
17 de setembre	September 17
29 de setembre	September 29
Successió matemàtica	Sequence
Sèrbia	Serbia
Categoria:Sèrbia	Serbia
Sèrbia i Montenegro	Serbia and Montenegro
Categoria:Sèrbia i Montenegro	Serbia and Montenegro
Serf	Serfdom
Serguei Eisenstein	Sergei Eisenstein
Serguei Rakhmàninov	Sergei Rachmaninoff
Sèrie	Series (mathematics)
Serina	Serine
Serotonina	Serotonin
Serp (constel·lació)	Serpens
Servidor	Server (computing)
Conjunt	Set
Seth	Set (mythology)
Teoria de conjunts	Set theory
Categoria:Teoria de conjunts	Set theory
Sebastòpol	Sevastopol
Guerra dels Set Anys	Seven Years' War
Sevilla	Seville
Sexe	Sex
Sexisme	Sexism
Sextant	Sextant
Coit	Sexual intercourse
Malaltia de transmissió sexual	Sexually transmitted disease
Seychelles	Seychelles
Categoria:Seychelles	Seychelles
Xamanisme	Shamanism
Xangai	Shanghai
Acció	Share (finance)
Shareware	Shareware
Tauró	Shark
Sherlock Holmes	Sherlock Holmes
Shetland	Shetland
Escut (arma)	Shield
Shikoku	Shikoku
Xintoisme	Shinto
Vaixell	Ship
Xiva (hinduisme)	Shiva
Shogi	Shogi
Shōgun	Shogun
Gamba	Shrimp
Arbust	Shrub
Sibèria	Siberia
Sichuan	Sichuan
Sicília	Sicily
Categoria:Sicília	Sicily
Siemens (unitat)	Siemens (unit)
Sierra Leone	Sierra Leone
Categoria:Sierra Leone	Sierra Leone
Sigma	Sigma
Sigmund Freud	Sigmund Freud
Llengua de signes	Sign language
Sigrid Undset	Sigrid Undset
Sikhisme	Sikhism
Sikkim	Sikkim
Silici	Silicon
Silicon Valley	Silicon Valley
Diòxid de silici	Silicon dioxide
Seda	Silk
Ruta de la Seda	Silk Road
Silurià	Silurian
Plata	Silver
Simone de Beauvoir	Simone de Beauvoir
Pecat	Sin
Península del Sinaí	Sinai Peninsula
Sinclair Lewis	Sinclair Lewis
Singapur	Singapore
Categoria:Singapur	Singapore
Sireni	Sirenia
Sírius	Sirius
Capella Sixtina	Sistine Chapel
Sísif	Sisyphus
Bou Assegut	Sitting Bull
Comèdia de situació	Situation comedy
Guerra dels Sis Dies	Six-Day War
Skagerrak	Skagerrak
Skateboard	Skateboard
Categoria:Ossos	Skeletal system
Escepticisme	Skepticism
Pell	Skin
Skinhead	Skinhead
Skopje	Skopje
Crani	Skull
Skylab	Skylab
Gratacel	Skyscraper
Esclavitud	Slavery
Slayer	Slayer
Son	Sleep
Eslovàquia	Slovakia
Categoria:Eslovàquia	Slovakia
Eslovènia	Slovenia
Categoria:Eslovènia	Slovenia
Intestí prim	Small intestine
Smolensk	Smolensk
Serp	Snake
Neu	Snow
Sabó	Soap
Socialisme	Socialism
Categoria:Socialisme	Socialism
Partit Socialista (França)	Socialist Party (France)
Categoria:Societat	Society
Societat	Society
Companyia de Jesús	Society of Jesus
Sociolingüística	Sociolinguistics
Sociologia	Sociology
Categoria:Sociologia	Sociology
Sòcrates	Socrates
Sodi	Sodium
Bicarbonat de sodi	Sodium bicarbonate
Clorur de sodi	Sodium chloride
Hidròxid de sodi	Sodium hydroxide
Sofia	Sofia
Categoria:Programari	Software
Sòl	Soil
Solanàcia	Solanaceae
Categoria:Solanàcies	Solanaceae
Sistema solar	Solar System
Categoria:Sistema solar	Solar System
Eclipsi de Sol	Solar eclipse
Energia solar	Solar energy
Vent solar	Solar wind
Sòlid	Solid
Sòlid	Solid state
Solidarność	Solidarity
Rei Salomó	Solomon
Illes Salomó	Solomon Islands
Categoria:Illes Salomó	Solomon Islands
Soló	Solon
Solstici	Solstice
Solució química	Solution
Dissolvent	Solvent
Somàlia	Somalia
Categoria:Somàlia	Somalia
Comtat de Somerset	Somerset
Somme	Somme
Sonata	Sonata
Cançó	Song
Cantar dels Cantars	Song of Solomon
Sonet	Sonnet
Sophia Loren	Sophia Loren
Sofisma	Sophism
Sòfocles	Sophocles
Soprano	Soprano
La Sorbona	Sorbonne
Sorgo	Sorghum
Algorisme d'ordenació	Sorting algorithm
Ànima	Soul
So	Sound
Sopa	Soup
Codi font	Source code
Sud	South
Categoria:Sud-àfrica	South Africa
Amèrica del Sud	South America
Categoria:Amèrica del Sud	South America
Austràlia Meridional	South Australia
Carolina del Sud	South Carolina
Mar de la Xina Meridional	South China Sea
Dakota del Sud	South Dakota
Illa del Sud	South Island
Corea del Sud	South Korea
Categoria:Corea del Sud	South Korea
Pol sud	South Pole
Àsia Sud-oriental	Southeast Asia
Hemisferi sud	Southern Hemisphere
Sobirania	Sovereignty
Unió de Repúbliques Socialistes Soviètiques	Soviet Union
Categoria:Unió Soviètica	Soviet Union
Soia	Soybean
Espai	Space
Estació espacial	Space station
Nau espacial	Spacecraft
Espagueti	Spaghetti
Espanya	Spain
Categoria:Espanya	Spain
Correu brossa	Spam (electronic)
Guerra civil espanyola	Spanish Civil War
Categoria:Espanyols	Spanish people
Guerra Hispano-estatunidenca	Spanish-American War
Esparta	Sparta
Relativitat especial	Special relativity
Espècie	Species
Espectroscòpia	Spectroscopy
Rapidesa	Speed
Velocitat de la llum	Speed of light
Espeleologia	Speleology
Spencer Tracy	Spencer Tracy
Catxalot	Sperm Whale
Espermatòfit	Spermatophyte
Espermatozoide	Spermatozoon
Esfera	Sphere
Esfinx	Sphinx
Espècia	Spice
Aranya	Spider
Espín	Spin (physics)
Espinac	Spinach
Medul·la espinal	Spinal cord
Galàxia espiral	Spiral galaxy
Melsa	Spleen
Split	Split
Porífer	Sponge
Esport	Sport
Full de càlcul	Spreadsheet
Spree	Spree
Primavera	Spring (season)
Springfield (Illinois)	Springfield
Programari espia	Spyware
Escatós	Squamata
Quadrat (polígon)	Square (geometry)
Metre quadrat	Square metre
Funció arrel	Square root
Esquaix	Squash (sport)
Esquirol	Squirrel
Sri Lanka	Sri Lanka
Categoria:Sri Lanka	Sri Lanka
Saint Louis	St. Louis
Estadi	Stadium
Vitrall	Stained glass
Acer inoxidable	Stainless steel
Estalinisme	Stalinism
Standard Generalized Markup Language	Standard Generalized Markup Language
Desviació típica	Standard deviation
Universitat de Stanford	Stanford University
Stanley Kubrick	Stanley Kubrick
Estrella	Star
Estrella de David	Star of David
Midó	Starch
Estrella de mar	Starfish
Estat	State
Staten Island	Staten Island
Estadística	Statistics
Categoria:Estadística	Statistics
Estàtua de la Llibertat	Statue of Liberty
Stavanger	Stavanger
Vapor	Steam
Màquina de vapor	Steam engine
Acer	Steel
Stefan Zweig	Stefan Zweig
Steffi Graf	Steffi Graf
Estegosaure	Stegosaurus
Cèl·lula mare	Stem cell
Stendhal	Stendhal
Stephen Hawking	Stephen Hawking
Estereoradiant	Steradian
Estèrnum	Sternum
Esteroide	Steroid
Steven Spielberg	Steven Spielberg
Borsa	Stock exchange
Estocolm	Stockholm
Estoïcisme	Stoicism
Estómac	Stomach
Edat de pedra	Stone Age
Stonehenge	Stonehenge
Cigonya	Stork
Tempesta	Storm
Estret	Strait
Estret de Gibraltar	Strait of Gibraltar
Estret d'Ormuz	Strait of Hormuz
Estret de Messina	Strait of Messina
Categoria:Estrets	Straits
Estrasburg	Strasbourg
Estratègia	Strategy
Estratigrafia	Stratigraphy
Estratosfera	Stratosphere
Estrès	Stress (medicine)
Teoria de cordes	String theory
Accident vascular cerebral	Stroke
Força nuclear forta	Strong interaction
Estronci	Strontium
Estructuralisme	Structuralism
Plantilla:Esborrany	Stub
Stupa	Stupa
Sturmabteilung	Sturmabteilung
Stuttgart	Stuttgart
Estix	Styx
Sublimació	Sublimation (chemistry)
Submarí	Submarine
Subconjunt	Subset
Resta	Subtraction
Subversion	Subversion (software)
Sucre (Bolívia)	Sucre
Sacarosa	Sucrose
Sudan	Sudan
Categoria:Sudan	Sudan
Sudoku	Sudoku
Canal de Suez	Suez Canal
Sufix	Suffix
Sufisme	Sufism
Sucre	Sugar
Achmed Sukarno	Sukarno
Cèlebes	Sulawesi
Sofre	Sulfur
Diòxid de sofre	Sulfur dioxide
Àcid sulfúric	Sulfuric acid
Soldà	Sultan
Sumatra	Sumatra
Sumer	Sumer
Estiu	Summer
Sumo	Sumo
Sol	Sun
Categoria:Sol	Sun
Sun Yat-sen	Sun Yat-sen
Diumenge	Sunday
Rellotge de sol	Sundial
Gira-sol	Sunflower
Sunnita	Sunni Islam
Taca solar	Sunspot
Supercomputador	Supercomputer
Superconductivitat	Superconductivity
Superman	Superman
Supernova	Supernova
Cort Suprema dels Estats Units	Supreme Court of the United States
Sura (alcorà)	Sura
Tensió superficial	Surface tension
Cirurgia	Surgeon
Cirurgia	Surgery
Surinam	Suriname
Categoria:Surinam	Suriname
Surrealisme	Surrealism
Surrey	Surrey
Susan Sontag	Susan Sontag
Sushi	Sushi
Suva	Suva
Svalbard	Svalbard
Hirundínid	Swallow
Cigne	Swan
Esvàstica	Swastika
Swazilàndia	Swaziland
Categoria:Swazilàndia	Swaziland
Suècia	Sweden
Categoria:Suècia	Sweden
Corona sueca	Swedish krona
Moniato	Sweet potato
Natació	Swimming
Categoria:Natació	Swimming
Franc suís	Swiss franc
Categoria:Suïssos	Swiss people
Suïssa	Switzerland
Categoria:Suïssa	Switzerland
Espasa	Sword
Sydney	Sydney
Síl·laba	Syllable
Simbiosi	Symbiosis
Símbol	Symbol
Simfonia	Symphony
Sinagoga	Synagogue
Sindicat	Syndicate
Sinònim	Synonym
Sintaxi	Syntax
Sintetitzador	Synthesizer
Sífilis	Syphilis
Siracusa	Syracuse
Síria	Syria
Categoria:Síria	Syria
Sistema	System
T	T
T. S. Eliot	T. S. Eliot
Taula	Table (furniture)
Tennis de taula	Table tennis
Tabú	Taboo
Tàcit	Tacitus
Taekwondo	Taekwondo
Tajo	Tagus
Tahití	Tahiti
Taijiquan	Tai chi chuan
Cua (anatomia)	Tail
Taipei	Taipei
Taiwan	Taiwan
Taj Mahal	Taj Mahal
Tadjikistan	Tajikistan
Categoria:Tadjikistan	Tajikistan
Talc	Talc
Tallahassee	Tallahassee
Tallinn	Tallinn
Talmud	Talmud
Tamil Nadu	Tamil Nadu
Tampa	Tampa
Tampere	Tampere
Tanakh	Tanakh
Dinastia Tang	Tang Dynasty
Tànger	Tangier
Tango	Tango (dance)
Tanc	Tank
Tàntal	Tantalum
Tàntal (mitologia)	Tantalus
Tanzània	Tanzania
Categoria:Tanzània	Tanzania
Daoisme	Taoism
Tapir	Tapir
Tardígrad	Tardigrade
Tarn	Tarn
Tàrtar	Tartarus
Tartu	Tartu
Taixkent	Tashkent
Mar de Tasmània	Tasman Sea
Tasmània	Tasmania
Diable de Tasmània	Tasmanian Devil
Gust	Taste
Tatuatge	Tattoo
Tau (lletra grega)	Tau
Taure	Taurus (constellation)
Taxa	Tax
Categoria:Fiscalitat	Taxation
Taxi	Taxicab
Tàxon	Taxon
Taxonomia	Taxonomy
Teix	Taxus baccata
Tbilisi	Tbilisi
Te	Tea
Mestre	Teacher
Tecneci	Technetium
Techno	Techno
Tecnologia	Technology
Categoria:Tecnologia	Technology
Tegucigalpa	Tegucigalpa
Teheran	Tehran
Tel Aviv	Tel Aviv
Telecomunicació	Telecommunication
Telegrafia	Telegraphy
Telepatia	Telepathy
Telèfon	Telephone
Telescopi	Telescope
Telescopi (constel·lació)	Telescopium
Televisió	Television
Categoria:Televisió	Television
Tel·luri	Tellurium
Temperatura	Temperature
Temple d'Àrtemis	Temple of Artemis
Deu Manaments	Ten Commandments
Tenerife	Tenerife
Tennessee	Tennessee
Tennessee Williams	Tennessee Williams
Tennis	Tennis
Categoria:Tennis	Tennis
Tenor	Tenor
Tenzing Norgay	Tenzing Norgay
Tequila	Tequila
Terbi	Terbium
Tèrmit	Termite
Terpsícore	Terpsichore
Planeta tel·lúric	Terrestrial planet
Terrorisme	Terrorism
Categoria:Terrorisme	Terrorism
Tertul·lià	Tertullian
Tesla (unitat)	Tesla (unit)
Testicle	Testicle
Tètanus	Tetanus
Tetis (satèl·lit)	Tethys (moon)
Tetis (filla de Gea)	Tethys (mythology)
Tetràedre	Tetrahedron
Tetrahidrocannabinol	Tetrahydrocannabinol
Tetràpode	Tetrapod
Texas	Texas
Tèxtil	Textile
Tailàndia	Thailand
Categoria:Tailàndia	Thailand
Tales de Milet	Thales
Talia (musa)	Thalia
Tal·li	Thallium
Tànatos	Thanatos
Dia d'acció de gràcies	Thanksgiving
Dia d'acció de gràcies	Thanksgiving (Canada)
Dia d'acció de gràcies	Thanksgiving (United States)
Dia d'acció de gràcies	Thanksgiving (disambiguation)
Gàmbia	The Gambia
Categoria:Gàmbia	The Gambia
La Haia	The Hague
The Star-Spangled Banner	The Star-Spangled Banner
Teatre	Theatre
Categoria:Teatre	Theatre
Tebé (satèl·lit)	Thebe (moon)
Tebes	Thebes
Tia	Theia
Temis	Themis
Temístocles	Themistocles
Teocràcia	Theocracy
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Teodosi I el gran	Theodosius I
Teologia	Theology
Categoria:Teologia	Theology
Teorema	Theorem
Teoria	Theory
Teoria de la relativitat	Theory of relativity
Termodinàmica	Thermodynamics
Categoria:Termodinàmica	Thermodynamics
Termòmetre	Thermometer
Teseu	Theseus
Tessalònica	Thessaloniki
Tessàlia	Thessaly
Theta	Theta
Tetis (mare d'Aquil·les)	Thetis
Tiamina	Thiamine
Think tank	Think tank
Tercera Croada	Third Crusade
Tercer Món	Third World
Guerra dels Trenta Anys	Thirty Years' War
Tomàs d'Aquino	Thomas Aquinas
Thomas Alva Edison	Thomas Edison
Thomas Hardy	Thomas Hardy
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Thomas More	Thomas More
Thomas Paine	Thomas Paine
Thomas Young	Thomas Young (scientist)
Thor	Thor
Tori	Thorium
Thoth	Thoth
Pensament	Thought
Regió de Tràcia	Thrace
Tucídides	Thucydides
Tuli	Thulium
Polze	Thumb
Turíngia	Thuringia
Categoria:Turíngia	Thuringia
Dijous	Thursday
Llop marsupial	Thylacine
Farigola	Thyme
Timina	Thymine
Tianjin	Tianjin
Tíber	Tiber
Tiberi	Tiberius
Tibet	Tibet
Categoria:Tibet	Tibet
Cantó de Ticino	Ticino
Marea	Tide
Terra del Foc	Tierra del Fuego
Tigre	Tiger
Tigris	Tigris
Timbuctu	Timbuktu
Temps	Time
Categoria:Temps	Time
Zona horària	Time zone
Timor	Timor
Tamerlà	Timur
Estany (element)	Tin
Tirana	Tirana
Teixit (biologia)	Tissue (biology)
Paridae	Tit (bird)
Tità	Titan (disambiguation)
Tità (satèl·lit)	Titan (moon)
Titans	Titan (mythology)
Titània (satèl·lit)	Titania (moon)
Titani	Titanium
Ticià	Titian
Titus	Titus
Tívoli	Tivoli
Tabac	Tobacco
Estat de Tocantins	Tocantins (state)
Vitamina E	Tocopherol
Tofu	Tofu
Togo	Togo
Categoria:Togo	Togo
Tòquio	Tokyo
Toledo	Toledo
Toluè	Toluene
Tom Hanks	Tom Hanks
Tom i Jerry	Tom and Jerry
Tomàquet	Tomato
Tona (unitat)	Ton
Tonga	Tonga
Categoria:Tonga	Tonga
Llengua (múscul)	Tongue
Toni Morrison	Toni Morrison
Tona (unitat)	Tonne
Tony Blair	Tony Blair
Eina (utensili)	Tool
Dent	Tooth
Topeka	Topeka
Topologia	Topology
Categoria:Topologia	Topology
La Torà	Torah
Tornado	Tornado
Toronto	Toronto
Tortura	Torture
Tor (figura geomètrica)	Torus
Totalitarisme	Totalitarianism
Toló	Toulon
Tolosa de Llenguadoc	Toulouse
Tour de França	Tour de France
Turisme	Tourism
Categoria:Turisme	Tourism
Tours	Tours
Torre	Tower
Torre de Babel	Tower of Babel
Torre de Londres	Tower of London
Ciutat	Town
Toxicitat	Toxicity
Toxicologia	Toxicology
Joguet	Toy
Toyota	Toyota
Tractor	Tractor
Comerç	Trade
Sindicat	Trade union
Tragèdia	Tragedy
Tren	Train
Marc Ulpi Trajà	Trajan
Tramvia	Tram
Nombre transcendent	Transcendental number
Transformador	Transformer
Transistor	Transistor
Transmission Control Protocol	Transmission Control Protocol
Categoria:Transport	Transportation
Transsexualitat	Transsexualism
Transsilvània	Transylvania
Trapezi	Trapezoid
Tractat internacional	Treaty
Tractat de Versalles	Treaty of Versailles
Arbre	Tree
Trento	Trento
Triangle	Triangle
Triangle (constel·lació)	Triangulum
Triangle Austral	Triangulum Australe
Triàsic	Triassic
Afluent	Tributary
Triceratops	Triceratops
Trèveris	Trier
Funció trigonomètrica	Trigonometric function
Trigonometria	Trigonometry
Categoria:Trigonometria	Trigonometry
Trilobit	Trilobite
Trilogia	Trilogy
