Slovak	English
Niger	Niger
Kategória:Niger	Niger
Niger (rieka)	Niger River
Nigéria	Nigeria
Kategória:Nigéria	Nigeria
Noc	Night
Nihilizmus	Nihilism
Nijmegen	Nijmegen
Nike, Inc.	Nike
Nike (bohyňa)	Nike (mythology)
Nikita Sergejevič Chruščov	Nikita Khrushchev
Nikola Tesla	Nikola Tesla
Níl	Nile
Krokodíl nílsky	Nile crocodile
Ninive	Nineveh
Niób	Niobium
Nirvána	Nirvana
Kyselina dusičná	Nitric acid
Dusík	Nitrogen
Nitroglycerín	Nitroglycerin
Nix (mesiac)	Nix (moon)
Noe	Noah
Noam Avram Chomsky	Noam Chomsky
Nobelova cena	Nobel Prize
Kategória:Nobelova cena	Nobel Prize
Nobelium	Nobelium
Vzácne plyny	Noble gas
Nominatív	Nominative case
Nekov	Nonmetal
Norfolk (Anglicko)	Norfolk
Norfolk (ostrov)	Norfolk Island
Súhvezdie Pravítko	Norma (constellation)
Normálne rozdelenie	Normal distribution
Norman Mailer	Norman Mailer
Normandia	Normandy
Kategória:Severská mytológia	Norse mythology
Sever (svetová strana)	North
Severná Afrika	North Africa
Severná Amerika	North America
Kategória:Severná Amerika	North America
Severná Karolína	North Carolina
Kategória:Severná Karolína	North Carolina
Severná Dakota	North Dakota
Kategória:Severná Dakota	North Dakota
Kórejská ľudovodemokratická republika	North Korea
Kategória:Kórejská ľudovodemokratická republika	North Korea
Severné more	North Sea
North Yorkshire	North Yorkshire
Severná Európa	Northern Europe
Severná pologuľa	Northern Hemisphere
Severné Írsko	Northern Ireland
Kategória:Severné Írsko	Northern Ireland
Severné Mariány	Northern Mariana Islands
Severné teritórium	Northern Territory
Severozápadné teritóriá	Northwest Territories
Nórsko	Norway
Kategória:Nórsko	Norway
Nórske more	Norwegian Sea
Nórska koruna	Norwegian krone
Nos	Nose
Nostradamus	Nostradamus
Nota	Note
Nouakchott	Nouakchott
Podstatné meno	Noun
Nové Škótsko	Nova Scotia
Román	Novel
November	November
1. november	November 1
11. november	November 11
2. november	November 2
5. november	November 5
Novosibirsk	Novosibirsk
Ní	Nu (letter)
Jadrová reakcia	Nuclear fission
Jadrová syntéza	Nuclear fusion
Jadrová fyzika	Nuclear physics
Kategória:Jadrová fyzika	Nuclear physics
Jadrová zbraň	Nuclear weapon
Nukleová kyselina	Nucleic acid
Nukleón	Nucleon
Nukleotid	Nucleotide
Číslo (matematika)	Number
Kategória:Čísla	Numbers
Kategória:Numizmatika	Numismatics
Nunavut	Nunavut
Norimberg	Nuremberg
Kategória:Výživa	Nutrition
Nymfa (mytológia)	Nymph
Nyx	Nyx (mythology)
O	O
Organizácia krajín vyvážajúcich ropu	OPEC
Oahu	Oahu
Dub	Oak
Oakland (Kalifornia)	Oakland
Oáza	Oasis
Ob (rieka)	Ob River
Obezita	Obesity
Observatórium	Observatory
Occamova britva	Occam's razor
Austrália a Oceánia	Oceania
Kategória:Austrália a Oceánia	Oceania
Oceánografia	Oceanography
Kategória:Oceánografia	Oceanography
Okeanos	Oceanus
Súhvezdie Oktant	Octans
Oktáva	Octave
Október	October
12. október	October 12
24. október	October 24
Chobotnice	Octopus
Óda	Ode
Odra	Oder River
Odesa	Odessa
Odyseus (mytológia)	Odysseus
Odysea	Odyssey
Oidipus	Oedipus
Ohio	Ohio
Kategória:Ohio	Ohio
Ohm (jednotka)	Ohm
Ohmov zákon	Ohm's law
Okapia pásavá	Okapi
Oklahoma	Oklahoma
Kategória:Oklahoma	Oklahoma
Oklahoma City	Oklahoma City
Oktoberfest	Oktoberfest
Staroslovienčina	Old Church Slavonic
Starý zákon	Old Testament
Oligarchia	Oligarchy
Oligocén	Oligocene
Oliva európska	Olive
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Olivín	Olivine
Olympia (Washington)	Olympia
Olympijské hry (moderné)	Olympic Games
Kategória:Olympijské hry	Olympics
Omaha	Omaha
Omán	Oman
Kategória:Omán	Oman
Ómega	Omega
Omikrón	Omicron
Omsk	Omsk
Cesnak cibuľový	Onion
Onomastika	Onomastics
Ontário	Ontario
Kategória:Ontário	Ontario
Ontológia	Ontology
Oortov oblak	Oort cloud
Opál	Opal
Opel	Opel
Opera	Opera
Opera (webový prehliadač)	Opera (Internet suite)
Operačný systém	Operating system
Opereta	Operetta
Súhvezdie Hadonos	Ophiuchus
Ópium	Opium
Optické vlákno	Optical fiber
Optický klam	Optical illusion
Optika (odbor)	Optics
Kategória:Optika	Optics
Orálny sex	Oral sex
Oranžová	Orange (colour)
Pomaranč	Orange (fruit)
Orangutan	Orangutan
Oratórium	Oratorio
Obežná dráha	Orbit
Kosatka dravá	Orca
Orchester	Orchestra
Vstavačovité	Orchidaceae
Rad (taxonómia)	Order (biology)
Rád svätého Benedikta	Order of Saint Benedict
Ordovik	Ordovician
Oregon	Oregon
Kategória:Oregon	Oregon
Orestes	Orestes (mythology)
Orgán (anatómia)	Organ (anatomy)
Organela	Organelle
Organická chémia	Organic chemistry
Kategória:Organická chémia	Organic chemistry
Organická zlúčenina	Organic compound
Živá bytosť	Organism
Organizácia amerických štátov	Organization of American States
Orgazmus	Orgasm
Origami	Origami
Origenes	Origen
Prvotný hriech	Original sin
Súhvezdie Orión	Orion (constellation)
Kategória:Ornitológia	Ornithology
Orson Welles	Orson Welles
Pravopis	Orthography
Osaka (mesto)	Osaka
Usáma bin Ládin	Osama bin Laden
Oscar Wilde	Oscar Wilde
Vibrácia	Oscillation
Usíre	Osiris
Oslo	Oslo
Osman I.	Osman I
Osmium	Osmium
Kršiak rybožravý	Osprey
Ryby (Osteichthyes)	Osteichthyes
Ostrava	Ostrava
Pštros dvojprstý	Ostrich
Othello	Othello
Otho	Otho
Ottawa (Kanada)	Ottawa
Otto Hahn	Otto Hahn
Otto I. (SRR)	Otto I
Otto von Bismarck	Otto von Bismarck
Osmanská ríša	Ottoman Empire
Kategória:Osmanská ríša	Ottoman Empire
Vaječník	Ovary
Publius Ovidius Naso	Ovid
Oviedo	Oviedo
Ovca	Ovis
Vajcová bunka	Ovum
Sovotvaré	Owl
Oxford	Oxford
Oxidačné číslo	Oxidation state
Oxid	Oxide
Kyslík	Oxygen
Oxymoron	Oxymoron
Oxytocín	Oxytocin
Ozón	Ozone
P	P
Kyslosť	PH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Tichý oceán	Pacific Ocean
Kategória:Tichý oceán	Pacific Ocean
Pacifizmus	Pacifism
Padova	Padua
Kategória:Maliarstvo	Painting
Pakistan	Pakistan
Kategória:Pakistan	Pakistan
Zámok Versailles	Palace of Versailles
Palau	Palau
Kategória:Palau	Palau
Paleolit	Paleolithic
Paleontológia	Paleontology
Kategória:Paleontológia	Paleontology
Paleozoikum	Paleozoic
Palermo	Palermo
Palestína (územie)	Palestine
Kategória:Palestínske autonómne územia	Palestine
Palestínske autonómne územia	Palestinian National Authority
Pálí	Pali
Palindróm	Palindrome
Paládium	Palladium
Kvetná nedeľa	Palm Sunday
Palmýra	Palmyra
Pamír	Pamir Mountains
Pan (boh)	Pan (mythology)
Panama (štát)	Panama
Kategória:Panama (štát)	Panama
Panamský prieplav	Panama Canal
Panama (mesto)	Panama City
Podžalúdková žľaza	Pancreas
Pangea	Pangaea
Panteizmus	Pantheism
Panteón (Rím)	Pantheon
Pápežský štát	Papal States
Papua-Nová Guinea	Papua New Guinea
Kategória:Papua-Nová Guinea	Papua New Guinea
Papyrus (výrobok)	Papyrus
Parabola	Parabola
Paracelsus	Paracelsus
Padák	Parachute
Paraglajding	Paragliding
Paraguaj	Paraguay
Kategória:Paraguaj	Paraguay
Paralaxa	Parallax
Paramaribo	Paramaribo
Paranoja	Paranoia
Porucha voľby sexuálneho objektu	Paraphilia
Parapsychológia	Parapsychology
Parazitizmus	Parasitism
Pergamen (koža)	Parchment
Paríž	Paris
Kategória:Paríž	Paris
Paris (mytológia)	Paris (mythology)
Párne číslo	Parity (mathematics)
Parlament	Parliament
Parmenides	Parmenides
Paródia	Parody
Papagájotvaré	Parrot
Parsek	Parsec
Petržlen záhradný	Parsley
Partia	Parthia
Fyzika častíc	Particle physics
Kategória:Fyzika častíc	Particle physics
Pascal (rozlišovacia stránka)	Pascal
Pascal (programovací jazyk)	Pascal (programming language)
Pascal	Pascal (unit)
Kategória:Vrabcotvaré	Passeriformes
Vrabcotvaré	Passerine
Pesach	Passover
Pasterizácia	Pasteurization
Patent	Patent
Patológia	Pathology
Patriarcha (cirkev)	Patriarch
Patrick White	Patrick White
Patriotizmus	Patriotism
Paul Johann Ludwig Heyse	Paul Johann Ludwig von Heyse
Paul Klee	Paul Klee
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paul Verlaine	Paul Verlaine
Apoštol Pavol	Paul the Apostle
Paul von Hindenburg	Paul von Hindenburg
Pauliho vylučovací princíp	Pauli exclusion principle
Súhvezdie Páv	Pavo (constellation)
Pešiak (šach)	Pawn (chess)
Pays-de-la-Loire	Pays de la Loire
Hrach siaty	Pea
Mier	Peace
Vestfálsky mier	Peace of Westphalia
Perla	Pearl
Pearl Harbor	Pearl Harbor
Surdopedagogika	Pedagogy
Kategória:Pedagogika	Pedagogy
Pediatria	Pediatrics
Pedofília	Pedophilia
Dub letný	Pedunculate Oak
Pegasos (kôň)	Pegasus
Súhvezdie Pegas	Pegasus (constellation)
Peloponéz	Peloponnese
Peloponézske vojny	Peloponnesian War
Ceruzka	Pencil
Kyvadlo	Pendulum
Penelopa (mytológia)	Penelope
Tučniakotvaré	Penguin
Penicilín	Penicillin
Polostrov	Peninsula
Pensylvánia	Pennsylvania
Kategória:Pensylvánia	Pennsylvania
Päťuholník	Pentagon
Pentagram	Pentagram
Turíce	Pentecost
Hnutie obnovy v Duchu Svätom	Pentecostalism
Kategória:Ľudia	People
Čína	People's Republic of China
Pipin Krátky	Pepin the Short
Pepsi Cola	Pepsi
Peptid	Peptide
Percento	Percentage
Zmyslové vnímanie	Perception
Ostriežotvaré	Perciformes
Bicí nástroj	Percussion instrument
Percy Bysshe Shelley	Percy Bysshe Shelley
Sokol sťahovavý	Peregrine Falcon
Perestrojka	Perestroika
Perikles	Pericles
Perióda (periodická tabuľka)	Period (periodic table)
Periodická tabuľka	Periodic table
Perm (mesto)	Perm
Permafrost	Permafrost
Perm (geologické obdobie)	Permian
Permutácia (algebra)	Permutation
Perpetuum mobile	Perpetual motion
Persefona	Persephone
Perzepolis	Persepolis
Perseus (mytológia)	Perseus
Súhvezdie Perzeus	Perseus (constellation)
Perzská ríša	Persian Empire
Perzský záliv	Persian Gulf
Personal Digital Assistant	Personal digital assistant
Perth	Perth
Peru	Peru
Kategória:Peru	Peru
Pierre Abélard	Peter Abelard
Peter Paul Rubens	Peter Paul Rubens
Peter Sellers	Peter Sellers
Francesco Petrarca	Petrarch
Ropa	Petroleum
Petrológia	Petrology
Fanerozoikum	Phanerozoic
Faraón	Pharaoh
Farmakológia	Pharmacology
Kategória:Farmakológia	Pharmacology
Hltan	Pharynx
Fenol	Phenol
Fenomenológia	Phenomenology
Fenotyp	Phenotype
Fenylketonúria	Phenylketonuria
Fí	Phi (letter)
Philadelphia	Philadelphia
Filatelia	Philately
Kategória:Filatelia	Philately
Filip II. (Macedónia)	Philip II of Macedon
Philipp Lenard	Philipp Lenard
Filipínske more	Philippine Sea
Filipíny	Philippines
Kategória:Filipíny	Philippines
Filológia	Philology
Kategória:Filológia	Philology
Kameň mudrcov	Philosopher's stone
Filozofia	Philosophy
Kategória:Filozofia	Philosophy
Phnom Pénh	Phnom Penh
Fóbia	Phobia
Fobos (mesiac)	Phobos (moon)
Feničania	Phoenicia
Phoenix (Arizona)	Phoenix
Phoenix	Phoenix
Súhvezdie Fénix	Phoenix (constellation)
Fénix (vták)	Phoenix (mythology)
Phoenix (sonda)	Phoenix (spacecraft)
Fonéma	Phoneme
Fonetika	Phonetics
Fosforečnan	Phosphate
Kyselina trihydrogenfosforečná	Phosphoric acid
Fosfor	Phosphorus
Fotografovanie	Photography
Kategória:Fotografia	Photography
Fotón	Photon
Fotosféra	Photosphere
Fotosyntéza	Photosynthesis
Fyzikálna chémia	Physical chemistry
Kategória:Fyzikálna chémia	Physical chemistry
Lekár	Physician
Fyzika	Physics
Kategória:Fyzika	Physics
Portál:Fyzika	Physics
Fyziológia	Physiology
Kategória:Fyziológia	Physiology
Ludolfovo číslo	Pi
Pí (grécke písmeno)	Pi (letter)
Klavír	Piano
Pikardia	Picardie
Ďatľotvaré	Piciformes
Súhvezdie Maliar	Pictor
Pidgin	Pidgin (software)
Piemont	Piedmont
Pierre (Južná Dakota)	Pierre
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Pieter Zeeman	Pieter Zeeman
Pigment (maliarstvo)	Pigment
Plzeň	Pilsen
Ananás pestovaný	Pineapple
Pisa	Pisa
Súhvezdie Ryby	Pisces (constellation)
Piest	Piston
Pittsburgh	Pittsburgh
Podmozgová žľaza	Pituitary gland
Obrazový prvok	Pixel
Pizza	Pizza
Plagiát	Plagiarism
Rovina (geometria)	Plane (mathematics)
Planéta	Planet
Planetárna hmlovina	Planetary nebula
Rastliny	Plant
Plazma (fyzika)	Plasma (physics)
Plastid	Plastid
Platňová tektonika	Plate tectonics
Krvná doštička	Platelet
Platina	Platinum
Platón	Plato
Vtákopysk divný	Platypus
Plejády	Pleiades (star cluster)
Pleistocén	Pleistocene
Pleven	Pleven
Plínius Starší	Pliny the Elder
Plínius Mladší	Pliny the Younger
Pliocén	Pliocene
Plotinos	Plotinus
Plovdiv	Plovdiv
Plutarchos	Plutarch
134340 Pluto	Pluto
Pluto (rozlišovacia stránka)	Pluto (disambiguation)
Plutónium	Plutonium
Plymouth (Anglicko)	Plymouth
Pád (rieka)	Po River
Lipnicovité	Poaceae
Podcasting	Podcast
Kategória:Poézia	Poetry
Pogrom	Pogrom
Bod (geometria)	Point (geometry)
Jed	Poison
Poitou-Charentes	Poitou-Charentes
Poker	Poker
Poľsko	Poland
Kategória:Poľsko	Poland
Polárka	Polaris
Polícia	Police
Detská obrna	Poliomyelitis
Politická strana	Political party
Politológia	Political science
Kategória:Politológia	Political science
Politik	Politician
Politika	Politics
Kategória:Politika	Politics
Znečistenie životného prostredia	Pollution
Pólo	Polo
Polónium	Polonium
Polyetylén	Polyethylene
Polygamia	Polygamy
Mnohouholník	Polygon
Polymnia	Polyhymnia
Mnohočlen	Polynomial
Polyvinylchlorid	Polyvinyl chloride
Pompeje	Pompeii
Popart	Pop art
Populárna hudba	Pop music
Pápež	Pope
Alexander VI.	Pope Alexander VI
Porcelán	Porcelain
Pornografia	Pornography
Port Louis (Maurícius)	Port Louis
Port Moresby	Port Moresby
Port Vila	Port Vila
Port of Spain	Port of Spain
Port-au-Prince	Port-au-Prince
Portland	Portland
Porto (mesto v Portugalsku)	Porto
Portrét	Portrait
Portsmouth	Portsmouth
Portugalsko	Portugal
Kategória:Portugalsko	Portugal
Poseidón	Poseidon
Pozitrón	Positron
Poštová známka	Postage stamp
Poštové smerovacie číslo	Postal code
Postmoderna	Postmodernism
Draslík	Potassium
Dusičnan draselný	Potassium nitrate
Ľuľok zemiakový	Potato
Potenciálna energia	Potential energy
Libra (hmotnosť)	Pound (mass)
Libra šterlingov	Pound sterling
Prétor	Praetor
Praha	Prague
Kategória:Praha	Prague
Praia	Praia
Prazeodým	Praseodymium
Modlitba	Prayer
Prekambrium	Precambrian
Precesia	Precession
Tehotenstvo	Pregnancy
Prezident	President
Zoznam prezidentov USA	President of the United States
Tlak	Pressure
Priamos	Priam
Cena (ekonómia)	Price
Primáty	Primate
Kategória:Primáty	Primates
Greenwichský poludník	Prime Meridian
Prvočíslo	Prime number
Ostrov princa Eduarda	Prince Edward Island
Teória relativity	Principle of relativity
Prión	Prion
Hranol (mnohosten)	Prism (geometry)
Optický hranol	Prism (optics)
Väznica	Prison
Pravdepodobnosť	Probability
Profesor (vedecko-pedagogická hodnosť)	Professor
Zisk	Profit
Programovací jazyk	Programming language
Progresívny rock	Progressive rock
Projekt	Project
Prokaryoty	Prokaryote
Prolog	Prolog
Prometeus (mytológia)	Prometheus
Prométium	Promethium
Zámeno	Pronoun
Propaganda	Propaganda
Propán	Propane
Prorok	Prophet
Próza	Prose
Predstojnica	Prostate
Protaktínium	Protactinium
Bielkovina	Protein
Proterozoikum	Proterozoic
Reformácia	Protestant Reformation
Protestantizmus	Protestantism
Protista	Protist
Kategória:Prvoky	Protista
Protón	Proton
Providence (Rhode Island)	Providence
Proxima Centauri	Proxima Centauri
Prusko	Prussia
Kniha žalmov	Psalms
Pseudonym	Pseudonym
Kategória:Pseudoveda	Pseudoscience
Psí (grécke písmeno)	Psi (letter)
Psychiatria	Psychiatry
Kategória:Psychiatria	Psychiatry
Psychoanalýza	Psychoanalysis
Psychológia	Psychology
Kategória:Psychológia	Psychology
Psychóza	Psychosis
Psychoterapia	Psychotherapy
Ptah	Ptah
Pterosauria	Pterosaur
Ptolemaiovci	Ptolemaic dynasty
Puberta	Puberty
Public domain	Public domain
Práca s verejnosťou	Public relations
Portoriko	Puerto Rico
Kategória:Portoriko	Puerto Rico
Kladka	Pulley
Pulzar	Pulsar
Čerpadlo	Pump
Interpunkcia	Punctuation
Kategória:Punk	Punk
Punk rock	Punk rock
Zrenica	Pupil
Súhvezdie Korma	Puppis
Pchjongjang	Pyongyang
Ihlan	Pyramid (geometry)
Pyreneje	Pyrenees
Pyrit	Pyrite
Pyrrhovo víťazstvo	Pyrrhic victory
Pytagoras	Pythagoras
Python (programovací jazyk)	Python (programming language)
Súhvezdie Kompas	Pyxis
Katar (štát)	Qatar
Kategória:Katar (štát)	Qatar
Kvadratická rovnica	Quadratic equation
Kvantová teória poľa	Quantum field theory
Kvantová mechanika	Quantum mechanics
Kategória:Kvantová mechanika	Quantum mechanics
Kvark	Quark
Kremeň	Quartz
Kvazar	Quasar
Kvartér	Quaternary
Quebec	Quebec
Kategória:Quebec	Quebec
Quebec (mesto)	Quebec City
Kečuánčina	Quechua
Dáma (šach)	Queen (chess)
Queens	Queens
Queensland	Queensland
Quentin Tarantino	Quentin Tarantino
Otáznik	Question mark
Quito	Quito
RAF	RAF (disambiguation)
RAID	RAID
Ribonukleová kyselina	RNA
Ré	Ra
Rabat (mesto)	Rabat
Rabín	Rabbi
Rabíndranáth Thákur	Rabindranath Tagore
Rachel Carsonová	Rachel Carson
Rasizmus	Racism
Kategória:Rasizmus	Racism
Radar	Radar
Radián	Radian
Kategória:Rozhlas	Radio
Rádioteleskop	Radio telescope
Rádioaktivita	Radioactive decay
Uhlíková metóda C14	Radiocarbon dating
Rádiológia	Radiology
Rádium	Radium
Polomer (kružnica)	Radius
Radón	Radon
Dážď	Rain
Dúha	Rainbow
Rainer Maria Rilke	Rainer Maria Rilke
Raleigh	Raleigh
Ralph Waldo Emerson	Ralph Waldo Emerson
Ráma	Rama
Ramadán	Ramadan
Rámájana	Ramayana
Ramesse II.	Ramesses II
Pamäť s priamym prístupom	Random access memory
Znásilnenie	Rape
Repka olejná	Rapeseed
Raffael	Raphael
Rafael (anjel)	Raphael (archangel)
Racionálne číslo	Rational number
Pštrosotvaré	Ratite
Ravenna	Ravenna
Raymond Douglas Bradbury	Ray Bradbury
Permanentná pamäť (ROM)	Read-only memory
Reálne číslo	Real number
Recesia (ekonómia)	Recession
Obdĺžnik	Rectangle
Usmerňovač (elektrotechnika)	Rectifier
Recyklácia	Recycling
Červená	Red
Frakcia Červenej armády	Red Army Faction
Panda červená	Red Panda
Červené more	Red Sea
Červené riasy	Red algae
Červená krvinka	Red blood cell
Červený trpaslík	Red dwarf
Červený obor	Red giant
Červený posun	Redshift
Červený posun	Redshift (disambiguation)
Reduced instruction set computer	Reduced instruction set computer
Referendum	Referendum
Index lomu	Refractive index
Reggae	Reggae
Pluk	Regiment
Regina (Saskatchewan)	Regina
Reinkarnácia	Reincarnation
Relácia (matematika)	Relation (mathematics)
Relativizmus	Relativism
Kategória:Teória relativity	Relativity
Relé	Relay
Náboženstvo	Religion
Kategória:Náboženstvo	Religion
Kvakeri	Religious Society of Friends
Rembrandt	Rembrandt
Renesancia	Renaissance
Kategória:Renesancia	Renaissance
Plazy	Reptile
Republika	Republic
Taiwan	Republic of China
Írsko	Republic of Ireland
Kategória:Írsko	Republic of Ireland
Kongo (štát)	Republic of the Congo
Kategória:Kongo (štát)	Republic of the Congo
Republikánska strana (USA)	Republican Party (United States)
Rezistor	Resistor
Dýchacia sústava	Respiratory system
Súhvezdie Sieť	Reticulum
Sietnica	Retina
Retinol	Retinol
Rhea (mesiac)	Rhea (moon)
Rheia (mytológia)	Rhea (mythology)
Rénium	Rhenium
Rétorika	Rhetoric
Kategória:Rétorika	Rhetoric
Rýn	Rhine
Ró	Rho (letter)
Rhode Island	Rhode Island
Kategória:Rhode Island	Rhode Island
Rodos (ostrov)	Rhodes
Ródium	Rhodium
Rým	Rhyme
Rhythm and blues	Rhythm and blues
Rebro	Rib
Riboflavín	Riboflavin
Ribozóm	Ribosome
Ryža siata	Rice
Richard Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Strauss	Richard Strauss
Richard Wagner	Richard Wagner
Richard Wright	Richard Wright (musician)
Richmond	Richmond
Riga	Riga
Rigel	Rigel
Rektascenzia	Right ascension
Okruh (algebra)	Ring (mathematics)
Ringo Starr	Ringo Starr
Rio Grande	Rio Grande
Rio de Janeiro	Rio de Janeiro
Rieka	River
Temža	River Thames
Rijád	Riyadh
Roald Amundsen	Roald Amundsen
Robert A. Heinlein	Robert A. Heinlein
Robert Boyle	Robert Boyle
Robert De Niro	Robert De Niro
Robert Koch	Robert Koch
Robert Louis Stevenson	Robert Louis Stevenson
Robert Oppenheimer	Robert Oppenheimer
Robert Owen	Robert Owen
Robert Redford	Robert Redford
Robert Schumann	Robert Schumann
Robin Hood	Robin Hood
Robot	Robot
Hornina	Rock (geology)
Rokenrol	Rock and roll
Rock	Rock music
Kategória:Rock	Rock music
Raketa	Rocket
Skalnaté vrchy	Rocky Mountains
Rokoko	Rococo
Hlodavce	Rodent
Roentgenium	Roentgenium
Roger Bacon	Roger Bacon
Rímskokatolícka cirkev	Roman Catholic Church
Staroveký Rím	Roman Empire
Rímska republika	Roman Republic
Rímske právo	Roman law
Rímske vojsko	Roman legion
Rímska mytológia	Roman mythology
Kategória:Rímska mytológia	Roman mythology
Rumunsko	Romania
Kategória:Rumunsko	Romania
Romantizmus	Romanticism
Rím	Rome
Kategória:Rím	Rome
Ronald Reagan	Ronald Reagan
Havran poľný	Rook (bird)
Veža (šach)	Rook (chess)
Roosevelt	Roosevelt
Koreň (botanika)	Root
Rosa Parksová	Rosa Parks
Rosario	Rosario
Ruženec (modlitba)	Rosary
Ruža	Rose
Roseau	Roseau
Rosettská doska	Rosetta Stone
Roš ha-šana	Rosh Hashanah
Rossovo more	Ross Sea
Rostock	Rostock
Vírniky	Rotifer
Rotterdam	Rotterdam
Smerovač	Router
Veslovanie	Rowing (sport)
Royal Air Force	Royal Air Force
Rubídium	Rubidium
Rubín	Ruby
Rudolf Diesel	Rudolf Diesel
Rudolf Steiner	Rudolf Steiner
Rudyard Kipling	Rudyard Kipling
Ragby	Rugby football
Rupert Murdoch	Rupert Murdoch
Rusko	Russia
Kategória:Rusko	Russia
Ruténium	Ruthenium
Rutherfordium	Rutherfordium
Rwanda	Rwanda
Kategória:Rwanda	Rwanda
Raž siata	Rye
S	S
Simple Object Access Protocol	SOAP
SOS (signál)	SOS
Sviatosť	Sacrament
Sacramento (Kalifornia)	Sacramento
Saddám Husajn	Saddam Hussein
Safari (webový prehliadač)	Safari (web browser)
Súhvezdie Šíp	Sagitta
Súhvezdie Strelec	Sagittarius (constellation)
Sahara	Sahara
Ondrej (apoštol)	Saint Andrew
Svätý Juraj	Saint George
Svätý Krištof a Nevis	Saint Kitts and Nevis
Kategória:Svätý Krištof a Nevis	Saint Kitts and Nevis
Rieka svätého Vavrinca	Saint Lawrence River
Svätá Lucia (štát)	Saint Lucia
Kategória:Svätá Lucia (štát)	Saint Lucia
Saint Martin (ostrov)	Saint Martin
Svätý Mikuláš	Saint Nicholas
Saint Paul (Minnesota)	Saint Paul
Peter (apoštol)	Saint Peter
Petrohrad	Saint Petersburg
Kategória:Petrohrad	Saint Petersburg
Svätý Vincent a Grenadíny	Saint Vincent and the Grenadines
Kategória:Svätý Vincent a Grenadíny	Saint Vincent and the Grenadines
Saké	Sake
Saladin	Saladin
Salem (Oregon)	Salem
Salerno	Salerno
Slina	Saliva
Salman Rushdie	Salman Rushdie
Lososotvaré	Salmonidae
Salt Lake City	Salt Lake City
Salzburg	Salzburg
Salzbursko	Salzburg (state)
Samara	Samara
Samárium	Samarium
Samarkand	Samarkand
Samoa (nezávislý štát)	Samoa
Kategória:Samoa (nezávislý štát)	Samoa
Samsára	Samsara
Samuel Barclay Beckett	Samuel Beckett
Samuel Finley Breese Morse	Samuel F. B. Morse
Samuel Taylor Coleridge	Samuel Taylor Coleridge
Samuraj	Samurai
San Antonio (Texas)	San Antonio
San Diego (Kalifornia)	San Diego
San Francisco	San Francisco
San José (Kalifornia)	San Jose
San Juan (Portoriko)	San Juan
San Maríno (štát)	San Marino
Kategória:San Maríno (štát)	San Marino
San Maríno (mesto)	San Marino
San Salvador (Salvádor)	San Salvador
Piesok	Sand
Sandro Botticelli	Sandro Botticelli
Pieskovec	Sandstone
Sanskrit	Sanskrit
Santa Fe (Nové Mexiko)	Santa Fe
Santiago (Čile)	Santiago
Santiago	Santiago
Santo Domingo (hlavné mesto)	Santo Domingo
Santos	Santos (Săo Paulo)
Zafír	Sapphire
Sapfó	Sappho
Sapporo	Sapporo
Sarajevo	Sarajevo
Saratov	Saratov
Sarkofág	Sarcophagus
Sardínia	Sardinia
Sárí (Irán)	Sari
Saskatchewan	Saskatchewan
Satanizmus	Satanism
Umelá družica	Satellite
Sobota	Saturday
Saturn	Saturn
Kategória:Saturn	Saturn
Saturn (rozlišovacia stránka)	Saturn (disambiguation)
Saturn (boh)	Saturn (mythology)
Saudská Arábia	Saudi Arabia
Kategória:Saudská Arábia	Saudi Arabia
Saul Bellow	Saul Bellow
Savana	Savanna
Sasko	Saxony
Kategória:Sasko	Saxony
Škandinávia	Scandinavia
Škandinávsky polostrov	Scandinavian Peninsula
Skandium	Scandium
Lopatka	Scapula
Scheme (programovací jazyk)	Scheme (programming language)
Schizofrénia	Schizophrenia
Scholastika	Scholasticism
Schutzstaffel	Schutzstaffel
Veda	Science
Kategória:Veda	Science
Vedecká fantastika	Science fiction
Kategória:Science fiction	Science fiction
Vedec	Scientist
Scientológia (hnutie)	Scientology
Šťúry	Scorpion
Súhvezdie Škorpión	Scorpius
Škótsko	Scotland
Kategória:Škótsko	Scotland
Borovica lesná	Scots Pine
Škótska gaelčina	Scottish Gaelic
Skauting	Scouting
Scrabble	Scrabble
Skrutka	Screw
Miešok	Scrotum
Súhvezdie Sochár	Sculptor (constellation)
Sochárstvo	Sculpture
Kategória:Sochárstvo	Sculpture
More	Sea
Sasanky	Sea anemone
Holotúrie	Sea cucumber
Azovské more	Sea of Azov
Japonské more	Sea of Japan
Marmarské more	Sea of Marmara
Ochotské more	Sea of Okhotsk
Ježovky	Sea urchin
Seaborgium	Seaborgium
Sears Tower	Sears Tower
Seattle	Seattle
Sekunda	Second
Druhá križiacka výprava	Second Crusade
Druhý vatikánsky koncil	Second Vatican Council
Druhá termodynamická veta	Second law of thermodynamics
Sekta	Sect
Usadená hornina	Sedimentary rock
Seina	Seine
Seizmológia	Seismology
Kategória:Seizmológia	Seismology
Seléna	Selene
Selén	Selenium
Seleukos I. Nikator	Seleucus I Nicator
Sémantika (náuka)	Semantics
Kategória:Sémantika	Semantics
Bodkočiarka	Semicolon
