English	Catalan
Trinidad	Illa de Trinitat
Trinidad and Tobago	Trinitat i Tobago
Trinidad and Tobago	Categoria:Trinitat i Tobago
Trinitrotoluene	Trinitrotoluè
Trinity	Santíssima Trinitat
Tripoli	Trípoli (Líbia)
Triskelion	Triskell
Tritium	Triti
Triton (moon)	Tritó (satèl·lit)
Triton (mythology)	Tritó (mitologia)
Triumphal arch	Arc de triomf
Trojan Horse	Cavall de Troia
Trojan War	Guerra de Troia
Trojan horse (computing)	Troià informàtic
Troll	Troll
Trolleybus	Troleibús
Trombone	Trombó
Trondheim	Trondheim
Tropic of Cancer	Tròpic de Càncer
Tropic of Capricorn	Tròpic de Capricorn
Tropics	Tròpic
Troposphere	Troposfera
Trotskyism	Trotskisme
Troy	Troia
Truman Doctrine	Doctrina Truman
Trumpet	Trompeta
Truth	Veritat
Trygve Lie	Trygve Lie
Tryptophan	Triptòfan
Tsar	Tsar
Tsunami	Tsunami
Tuareg	Tuareg
Tuba	Tuba
Tuber (genus)	Tòfona
Tuberculosis	Tuberculosi
Tucana	Tucà (constel·lació)
Tucson	Tucson
Tuesday	Dimarts
Tulip	Tulipa
Tumor	Tumor
Tundra	Tundra
Tungsten	Tungstè
Tunicate	Urocordat
Tunis	Tunis
Tunisia	Tunísia
Tunisia	Categoria:Tunísia
Tunnel	Túnel
Turbine	Turbina
Turin	Torí
Turing machine	Màquina de Turing
Turkey	Turquia
Turkey	Categoria:Turquia
Turkmenistan	Turkmenistan
Turkmenistan	Categoria:Turkmenistan
Turtle	Tortuga
Tuscany	Toscana
Tuvalu	Tuvalu
Tuvalu	Categoria:Tuvalu
Tux	Tux
Tycho Brahe	Tycho Brahe
Typewriter	Màquina d'escriure
Typhon	Tifó (mitologia)
Typography	Tipografia
Typography	Categoria:Tipografia
Tyrannosaurus	Tiranosaure
Tyre	Tir
Tyrol (state)	Tirol
Tyrrhenian Sea	Mar Tirrena
U	U
UNESCO	UNESCO
Ufa	Ufà
Uganda	Uganda
Uganda	Categoria:Uganda
Ukraine	Ucraïna
Ukraine	Categoria:Ucraïna
Ulan Bator	Ulan Bator
Ulster	Ulster
Ultraviolet	Ultraviolat
Ulysses S. Grant	Ulysses S. Grant
Umbria	Úmbria
Uncertainty principle	Principi d'incertesa de Heisenberg
Unemployment	Atur
Unicorn	Unicorn
Unidentified flying object	OVNI
Uniform Resource Locator	Uniform Resource Locator
Union (set theory)	Unió
United Arab Emirates	Emirats Àrabs Units
United Arab Emirates	Categoria:Emirats Àrabs Units
United Kingdom	Regne Unit
United Kingdom	Categoria:Regne Unit
United Nations	Organització de les Nacions Unides
United Nations	Categoria:Organització de les Nacions Unides
United Nations Children's Fund	Fons de Nacions Unides per a la infància
United States	Estats Units d'Amèrica
United States	Categoria:Estats Units
United States Air Force	Força Aèria dels Estats Units d'Amèrica
United States Congress	Congrés dels Estats Units
United States Constitution	Constitució dels Estats Units
United States House of Representatives	Cambra de Representants dels Estats Units
United States Military Academy	West Point
United States Senate	Senat dels Estats Units
United States Virgin Islands	Illes Verges Americanes
United States dollar	Dòlar dels Estats Units
Universe	Univers
University	Universitat
University of Chicago	Universitat de Chicago
University of Pennsylvania	Universitat de Pennsilvània
Unix	Unix
Ununbium	Ununbi
Ununhexium	Ununhexi
Ununpentium	Ununpenti
Ununquadium	Ununquadi
Ununtrium	Ununtri
Uppsala	Uppsala
Upsilon	Ípsilon
Ur	Ur
Uracil	Uracil
Ural Mountains	Urals
Urania	Urània
Uranium	Urani
Uranus	Urà (planeta)
Uranus (mythology)	Úranos
Urdu	Urdú
Urea	Urea
Ursa Major	Óssa Major
Ursa Minor	Óssa Menor
Uruguay	Uruguai
Uruguay	Categoria:Uruguai
Utah	Utah
Uterus	Úter
Utilitarianism	Utilitarisme
Utopia	Utopia
Utrecht (city)	Utrecht
Utrecht (province)	Província d'Utrecht
Uttar Pradesh	Uttar Pradesh
Uzbekistan	Uzbekistan
Uzbekistan	Categoria:Uzbekistan
V	V
Vaccine	Vacuna
Vacuole	Vacúol
Vacuum	Buit
Vacuum tube	Vàlvula de buit
Vaduz	Vaduz
Vagina	Vagina
Valence	Valença
Valence (chemistry)	València (química)
Valencia	València
Valencia	València (desambiguació)
Valentina Tereshkova	Valentina Tereixkova
Valentine's Day	Dia de Sant Valentí
Valhalla	Valhalla
Valkyrie	Valquíria
Valletta	La Valletta
Valley	Vall
Vampire	Vampir
Vanadium	Vanadi
Vancouver	Vancouver
Vancouver Island	Illa de Vancouver
Vandalism	Vandalisme
Vanir	Vanir
Vanuatu	Vanuatu
Vanuatu	Categoria:Vanuatu
Var (department)	Var (departament)
Variance	Variància
Varna	Odessos
Vascular plant	Traqueobiont
Vatican City	Ciutat del Vaticà
Vatican City	Categoria:Vaticà
Vector (spatial)	Vector (Matemàtiques)
Vega	Vega
Vegetable	Verdura
Vegetarianism	Vegetarianisme
Vein	Vena
Vela (constellation)	Vela (constel·lació)
Velociraptor	Velociraptor
Velocity	Velocitat
Veneto	Vèneto
Venezuela	Veneçuela
Venezuela	Categoria:Veneçuela
Venice	Venècia
Venus	Venus (planeta)
Venus (disambiguation)	Venus
Venus (mythology)	Venus (mitologia)
Verb	Verb
Vermont	Vermont
Verona	Verona
Versailles	Versalles
Vertebra	Vèrtebra
Vertebral column	Columna vertebral
Vertebrate	Vertebrat
Vespasian	Vespasià
Vesta (mythology)	Vesta (mitologia)
Veto	Vet
Vice President of the United States	Vicepresident dels Estats Units
Vichy	Vichy
Victor Hugo	Victor Hugo
Victoria	Victòria (Seychelles)
Victoria	Victòria
Victoria (Australia)	Victòria (Austràlia)
Victoria Falls	Cascades Victòria
Video	Vídeo
Video game	Videojoc
Vienna	Viena
Vienna	Categoria:Viena
Vienne	Viena (departament)
Vientiane	Vientiane
Vietnam	Vietnam
Vietnam	Categoria:Vietnam
Vietnam War	Guerra del Vietnam
Viking	Víking
Vilfredo Pareto	Vilfredo Pareto
Village	Poble (localitat)
Vilnius	Vílnius
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Vinegar	Vinagre
Viola	Viola
Violence	Violència
Violin	Violí
Virgil	Virgili
Virgin Islands	Illes Verges
Virginia	Virgínia
Virginia Woolf	Virginia Woolf
Virginity	Virginitat
Virgo (constellation)	Verge (constel·lació)
Virtual memory	Memòria virtual
Virtual reality	Realitat virtual
Virtue	Virtut
Virus	Virus
Viscosity	Viscositat
Vishnu	Vixnu
Vistula	Vístula
Vitamin	Vitamina
Vitamin A	Retinol
Vitamin B6	Piridoxina
Vitamin C	Vitamina C
Vitamin D	Vitamina D
Vitamin K	Vitamina K
Vittorio De Sica	Vittorio de Sica
Vitus Bering	Vitus Bering
Vivien Leigh	Vivien Leigh
Vladimir Lenin	Lenin
Vladimir Nabokov	Vladimir Nabokov
Vladimir Putin	Vladímir Putin
Vladivostok	Vladivostok
Vodka	Vodka
Volans	Peix Volant (constel·lació)
Volcano	Volcà
Volcanology	Categoria:Vulcanologia
Volcanology	Vulcanologia
Volga River	Volga
Volgograd	Volgograd
Volleyball	Voleibol
Volleyball	Categoria:Voleibol
Volt	Volt
Voltage	Diferència de potencial
Voltaire	Voltaire
Volume	Volum
Vomiting	Èmesi
Voodoo	Vodú
Vowel	Vocal
Vulcan (mythology)	Vulcà
Vulgar Latin	Llatí vulgar
Vulpecula	Guineueta (constel·lació)
Vulva	Vulva
W	W
W. Somerset Maugham	William Somerset Maugham
WYSIWYG	WYSIWYG
Wake Island	Illes Wake
Wales	Gal·les
Wales	Categoria:Gal·les
Walrus	Morsa
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Gropius	Walter Gropius
Walter Scott	Walter Scott
War	Guerra
War	Categoria:Guerra
War crime	Crim de guerra
War of the Spanish Succession	Guerra de Successió Espanyola
Wars of the Roses	Guerra de les Dues Roses
Warsaw	Varsòvia
Washing machine	Rentadora
Washington	Washington DC
Washington	Estat de Washington
Washington (disambiguation)	Washington
Wassily Kandinsky	Vasili Kandinski
Water	Aigua
Water	Categoria:Aigua
Water polo	Waterpolo
Waterfall	Cascada
Watergate scandal	Escàndol Watergate
Watermelon	Síndria
Watt	Watt
Watt-hour	Quilowatt-hora
Wave	Ona
Wavelength	Longitud d'ona
Wax	Cera
Weak interaction	Força nuclear feble
Weapon	Arma
Weather	Temps atmosfèric
Web browser	Navegador web
Web page	Pàgina web
Webcam	Càmera web
Weber (unit)	Weber (unitat)
Website	Lloc web
Wednesday	Dimecres
Week	Setmana
Weight	Pes
Weightlifting	Halterofília
Weimar	Weimar
Weimar Republic	República de Weimar
Wellington	Wellington
Wernher von Braun	Wernher von Braun
Weser River	Weser
West	Oest
West Africa	Àfrica Occidental
West Bank	Cisjordània
West Berlin	Berlín Oest
West Germany	República Federal d'Alemanya
West Sussex	West Sussex
West Virginia	Virgínia de l'Oest
Western Australia	Austràlia Occidental
Western Roman Empire	Imperi Romà d'Occident
Western Sahara	Sàhara Occidental
Western Sahara	Categoria:Sàhara Occidental
Westminster Abbey	Abadia de Westminster
Whale	Balena
Wheat	Blat
Wheel	Roda
Whisky	Whisky
White House	Casa Blanca
White Sea	Mar Blanca
White blood cell	Leucòcit
White dwarf	Nana blanca
Whitehorse	Whitehorse
Wicca	Wicca
Wide area network	Xarxa de llarg abast
Wiesbaden	Wiesbaden
Wildcat	Gat salvatge
Wilhelm Ostwald	Wilhelm Ostwald
Will (law)	Testament
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Golding	William Golding
William Henry Harrison	William Henry Harrison
William Herschel	William Herschel
William I	Guillem I de Prússia
William II	Guillem II de Prússia
William James	William James
William McKinley	William McKinley
William Rowan Hamilton	William Rowan Hamilton
William Shakespeare	William Shakespeare
William Shockley	William Shockley
William Wordsworth	William Wordsworth
William of Ockham	Guillem d'Occam
Willow	Salze
Willy Brandt	Willy Brandt
Wind instrument	Instrument musical de vent
Wind power	Energia eòlica
Windhoek	Windhoek
Window	Finestra
Wine	Vi
Wine	Categoria:Vins
Winnipeg	Winnipeg
Winston Churchill	Winston Churchill
Winter	Hivern
Winter Olympic Games	Jocs Olímpics d'hivern
Wisconsin	Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Woman	Dona
Wood	Fusta
Woodrow Wilson	Woodrow Wilson
Woodwind instrument	Instrument de fusta
Woody Allen	Woody Allen
Worcestershire	Worcestershire
Word	Paraula
Word processor	Processador de text
World	Món
World Bank	Banc Mundial
World Health Organization	Organització Mundial de la Salut
World Meteorological Organization	Organització Meteorològica Mundial
World Trade Center	Torres Bessones
World Trade Organization	Organització Mundial del Comerç
World War I	Primera Guerra Mundial
World War I	Categoria:Primera Guerra Mundial
World War II	Segona Guerra Mundial
World War II	Categoria:Segona Guerra Mundial
World Wide Web	World Wide Web
World Wide Web	Categoria:World Wide Web
Worm	Cuc
Wormhole	Forat de cuc
Writing system	Escriptura
Wyoming	Wyoming
X	X
X-ray	Raigs X
Xenarthra	Xenartre
Xenon	Xenó
Xenophanes	Xenòfanes de Colofó
Xenophobia	Xenofòbia
Xenophon	Xenofont
Xi	Xi
Xinjiang	Xinjiang
Xylophone	Xilòfon
Y	Y
Yahweh	Jehovà
Yak	Iac
Yakuza	Yakuza
Yale University	Universitat de Yale
Yalta Conference	Conferència de Ialta
Yangon	Yangon
Yangtze River	Iang-Tsé
Yard	Iarda
Yasser Arafat	Iàssir Arafat
Year	Any
Years	Categoria:Anys
Yeast	Rent
Yellow	Groc
Yellow River	Riu Groc
Yellow Sea	Mar Groga
Yellowstone National Park	Parc Nacional de Yellowstone
Yemen	Iemen
Yemen	Categoria:Iemen
Yenisei River	Ienissei
Yerevan	Erevan
Yeti	Yeti
Yggdrasil	Yggdrasil
Yo-yo	Io-io
Yoga	Ioga
Yoghurt	Iogurt
Yoko Ono	Yoko Ono
Yokohama	Yokohama
Yom Kippur	Iom Kippur
Yom Kippur War	Guerra del Iom Kippur
Yosemite National Park	Parc Nacional de Yosemite
Young's modulus	Mòdul elàstic
Ytterbium	Iterbi
Yttrium	Itri
Yuan Dynasty	Dinastia Yuan
Yugoslavia	Iugoslàvia
Yugoslavia	Categoria:Iugoslàvia
Yukon	Yukon
Yunnan	Yunnan
Yuri Gagarin	Iuri Gagarin
Z	Z
Zachary Taylor	Zachary Taylor
Zagreb	Zagreb
Zambezi	Zambesi
Zambia	Zàmbia
Zambia	Categoria:Zàmbia
Zanzibar	Zanzíbar
Zaragoza	Saragossa
Zealand	Sjælland
Zebra	Zebra
Zen	Zen
Zenith	Zenit
Zeno (emperor)	Zenó (emperador)
Zeno of Citium	Zenó de Cítion
Zeno of Elea	Zenó d'Elea
Zeta	Dseta
Zeus	Zeus
Zeus (disambiguation)	Zeus
Ziggurat	Ziggurat
Zimbabwe	Zimbabue
Zimbabwe	Categoria:Zimbabue
Zinc	Zinc
Zionism	Sionisme
Zirconium	Zirconi
Zodiac	Zodíac
Zombie	Zombi
Zoo	Zoològic
Zoology	Zoologia
Zoology	Categoria:Zoologia
Zoroaster	Zaratustra
Zoroastrianism	Zoroastrisme
Zulu	Zulus
