English	Thai
Carolus Linnaeus	คาโรลัส ลินเนียส
Carrot	แครอท
Cartesian coordinate system	ระบบพิกัดคาร์ทีเซียน
Cary Grant	แครี แกรนต์
Casablanca	กาซาบลังกา
Cashew	มะม่วงหิมพานต์
Casino	คาสิโน
Caspian Sea	ทะเลแคสเปียน
Cassiopeia (constellation)	กลุ่มดาวแคสซิโอเปีย
Cat	แมว
Catalonia	แคว้นคาเทโลเนีย
Catfish	อันดับปลาหนัง
Cathedral	มหาวิหาร
Catherine Parr	สมเด็จพระราชินีแคทเธอรีน พารร์
Catherine of Aragon	เจ้าหญิงแคเทอรีนแห่งอารากอน
Cathode	แคโทด
Catholicism	คาทอลิก
Cattle	วัว
Cavalry	ทหารม้า
Caviar	คาเวียร์
Cayman Islands	หมู่เกาะเคย์แมน
Celery	ขึ้นฉ่าย
Celestial equator	เส้นศูนย์สูตรฟ้า
Celestial sphere	ทรงกลมฟ้า
Cell (biology)	เซลล์ (ชีววิทยา)
Cell nucleus	นิวเคลียสเซลล์
Cell wall	ผนังเซลล์
Cello	เชลโล
Cellulose	เซลลูโลส
Celsius	องศาเซลเซียส
Cement	ซีเมนต์
Centaur	เซนทอร์
Centaurus	กลุ่มดาวคนครึ่งม้า
Centimetre	เซนติเมตร
Central Africa	แอฟริกากลาง
Central African Republic	สาธารณรัฐแอฟริกากลาง
Central America	อเมริกากลาง
Central Intelligence Agency	ซีไอเอ
Central Park	เซ็นทรัลพาร์ก
Central Powers	ฝ่ายมหาอำนาจกลาง
Central nervous system	ระบบประสาทกลาง
Central processing unit	หน่วยประมวลผลกลาง
Centre	แคว้นซองตร์
Century	ศตวรรษ
Cepheus (constellation)	กลุ่มดาวซีฟิอัส
Ceramic	เซรามิก
Cerberus	เซอร์เบอรัส
Cereal	ธัญพืช
Cerebellum	ซีรีเบลลัม
Ceres	Ceres
Ceres (dwarf planet)	ซีรีส
Cerium	ซีเรียม
Cetacea	อันดับวาฬและโลมา
Cetus	กลุ่มดาวซีตัส
Chad	ประเทศชาด
Chamaeleon	กลุ่มดาวกิ้งก่าคะมีเลียน
Champagne-Ardenne	แคว้นชองปาญ-อาร์แดน
Chaos (mythology)	เคออส
Charlemagne	ชาร์เลอมาญ
Charles	เจ้าฟ้าชายชาร์ลส์ เจ้าชายแห่งเวลส์
Charles Darwin	ชาลส์ ดาร์วิน
Charles Dickens	ชาร์ลส์ ดิคเก้นส์
Charles de Gaulle	ชาร์ลส์ เดอ โกลล์
Charlie Chaplin	ชาร์ลี แชปลิน
Charmed	Charmed
Charon (moon)	คารอน
Che Guevara	เช เกบารา
Chechnya	สาธารณรัฐเชชเนีย
Cheese	เนยแข็ง
Cheetah	เสือชีตาห์
Chemical bond	พันธะเคมี
Chemical compound	สารประกอบเคมี
Chemical element	ธาตุเคมี
Chemical engineering	วิศวกรรมเคมี
Chemical formula	สูตรเคมี
Chemical reaction	ปฏิกิริยาเคมี
Chemistry	เคมี
Chemistry	หมวดหมู่:เคมี
Chemistry	สถานีย่อย:เคมี
Chennai	เจนไน
Chert	หินเชิร์ต
Chess	หมากรุกสากล
Chestnut	เกาลัด
Chi (letter)	ไค
Chiang Kai-shek	เจียง ไคเชก
Chicago	ชิคาโก
Chicken	ไก่
Chickenpox	อีสุกอีใส
Childbirth	การคลอด
Chile	ประเทศชิลี
Chile	หมวดหมู่:ประเทศชิลี
Chimborazo (volcano)	ยอดเขาชิมโบราโซ
Chimera (mythology)	ไคเมร่า
Chimpanzee	ลิงชิมแปนซี
China	หมวดหมู่:ประเทศจีน
Chlorine	คลอรีน
Chlorophyll	คลอโรฟิลล์
Chocolate	ช็อกโกแลต
Cholera	อหิวาตกโรค
Cholesterol	คอเลสเตอรอล
Chondrichthyes	ปลากระดูกอ่อน
Chongqing	ฉงชิ่ง
Chordate	สัตว์มีแกนสันหลัง
Christian Dior	คริสเตียน ดิออร์
Christianity	คริสต์ศาสนา
Christianity	หมวดหมู่:คริสต์ศาสนา
Christmas	คริสต์มาส
Christopher Columbus	คริสโตเฟอร์ โคลัมบัส
Chromium	โครเมียม
Chromosome	โครโมโซม
Church	โบสถ์ (คริสต์ศาสนา)
Church of England	นิกายเชิร์ชออฟอิงแลนด์
Cigarette	บุหรี่
Cinderella	ซินเดอเรลล่า
Cinnamon	อบเชย
Circinus	กลุ่มดาววงเวียน
Circle	รูปวงกลม
Circulatory system	ระบบไหลเวียนโลหิต
Circumcision	การขริบหนังหุ้มปลายอวัยวะเพศ
Citric acid cycle	วัฏจักรกรดซิตริก
Citrus	สกุลส้ม
City-state	นครรัฐ
Civil war	สงครามกลางเมือง
Clarinet	คลาริเน็ต
Class (computer science)	คลาส
Classical mechanics	กลศาสตร์ดั้งเดิม
Classical music	ดนตรีคลาสสิก
Claude Monet	โคลด โมเนท์
Claude Shannon	โคลด แชนนอน
Clavicle	กระดูกไหปลาร้า
Clay	ดินเหนียว
Clef	กุญแจประจำหลัก
Clitoris	คลิตอริส
Clock	นาฬิกา
Clock Tower	บิ๊กเบน
Clothing	หมวดหมู่:เครื่องแต่งกาย
Cloud	เมฆ
Cnidaria	พวกสัตว์ลำตัวกลม
Coal	ถ่านหิน
Cobalt	โคบอลต์
Cocaine	โคเคน
Coccinellidae	แมลงเต่าทอง
Cockroach	แมลงสาบ
Coconut	มะพร้าว
Codeine	โคดีอีน
Coffee	กาแฟ
Coffee	หมวดหมู่:กาแฟ
Cognac (drink)	คอนหยัก (เครื่องดื่ม)
Cognitive science	วิทยาศาสตร์พุทธิปัญญา
Coin	เหรียญกษาปณ์
Cola	น้ำโคล่า
Cold War	สงครามเย็น
Cold War	หมวดหมู่:สงครามเย็น
Collagen	คอลลาเจน
Colloid	คอลลอยด์
Cologne	โคโลญ
Colombia	ประเทศโคลอมเบีย
Colombia	หมวดหมู่:ประเทศโคลอมเบีย
Colombo	โคลัมโบ
Color	สี
Colorado	มลรัฐโคโลราโด
Colorado River	แม่น้ำโคโลราโด
Colosseum	โคลอสเซียม
Columba (constellation)	กลุ่มดาวนกเขา
Columbia	โคลัมเบีย
Columbia University	มหาวิทยาลัยโคลัมเบีย
Columbidae	นกพิราบ
Coma Berenices	กลุ่มดาวผมเบเรนิซ
Comedy	ตลก
Comet	ดาวหาง
Comma (punctuation)	จุลภาค
Commerce	หมวดหมู่:การค้า
Common Fig	มะเดื่อ
Common cold	โรคหวัด
Commonwealth of Independent States	เครือรัฐเอกราช
Commonwealth of Nations	เครือจักรภพแห่งชาติ
Communication	หมวดหมู่:การสื่อสาร
Communication	การสื่อสาร
Communism	ลัทธิคอมมิวนิสต์
Communism	หมวดหมู่:คอมมิวนิสต์
Comoros	ประเทศคอโมโรส
Compact Disc	แผ่นซีดี
Compass	เข็มทิศ
Competition	การแข่งขัน
Compiler	ตัวแปลโปรแกรม
Complex number	จำนวนเชิงซ้อน
Composer	คีตกวี
Composite material	วัสดุผสม
Composite number	จำนวนประกอบ
Computational linguistics	ภาษาศาสตร์เชิงคำนวณ
Computed tomography	การถ่ายภาพรังสีส่วนตัดอาศัยคอมพิวเตอร์
Computer	คอมพิวเตอร์
Computer architecture	สถาปัตยกรรมคอมพิวเตอร์
Computer display	จอภาพแสดงผลคอมพิวเตอร์
Computer graphics	หมวดหมู่:คอมพิวเตอร์กราฟิกส์
Computer hardware	อุปกรณ์คอมพิวเตอร์
Computer network	เครือข่ายคอมพิวเตอร์
Computer program	โปรแกรมคอมพิวเตอร์
Computer programming	การเขียนโปรแกรม
Computer programming	หมวดหมู่:การเขียนโปรแกรม
Computer science	วิทยาการคอมพิวเตอร์
Computer science	หมวดหมู่:วิทยาการคอมพิวเตอร์
Computer software	ซอฟต์แวร์
Computer virus	ไวรัสคอมพิวเตอร์
Computing	Category:คอมพิวเตอร์
Concerto	ดนตรีประชัน
Concrete	คอนกรีต
Condom	ถุงยางอนามัย
Conducting	วาทยกร
Confucianism	ลัทธิขงจื๊อ
Confucius	ขงจื๊อ
Conic section	ภาคตัดกรวย
Connecticut	มลรัฐคอนเนตทิคัต
Connective tissue	เนื้อเยื่อเกี่ยวพัน
Conservation of energy	กฎทรงพลังงาน
Conservatism	อนุรักษนิยม
Consonant	พยัญชนะ
Constantine I	จักรพรรดิคอนสแตนตินที่ 1
Constellation	กลุ่มดาว
Constitution (political)	รัฐธรรมนูญ
Contact lens	เลนส์สัมผัส
Continent	ทวีป
Continental drift	การเลื่อนไหลของทวีป
Cooking	การทำอาหาร
Cooperative	สหกรณ์
Coordinated Universal Time	เวลาสากลเชิงพิกัด
Copenhagen	โคเปนเฮเกน
Copper	ทองแดง
Copyright	ลิขสิทธิ์
Cornea	กระจกตา
Cornell University	มหาวิทยาลัยคอร์เนลล์
Corona Borealis	กลุ่มดาวมงกุฎเหนือ
Corsica	คอร์ซิกา
Corundum	คอรันดัม
Corvus (constellation)	กลุ่มดาวนกกา
Cosmic microwave background radiation	ไมโครเวฟพื้นหลัง
Cosmology	จักรวาลวิทยา
Costa Rica	ประเทศคอสตาริกา
Cotopaxi	ภูเขาไฟโกโตปักซี
Cotton	ฝ้าย
Council of Trent	การประชุมสังคายนาเมืองเทร้นต์
Country	ประเทศ
Court	ศาล
Covalent bond	พันธะโควาเลนต์
Coyote	ไคโยตี
Crab	ปู
Crater (constellation)	กลุ่มดาวถ้วย
Cretaceous	ยุคครีเทเชียส
Cricket	คริกเกต
Cricket (insect)	จิ้งหรีด
Criminal law	กฎหมายอาญา
Croatia	ประเทศโครเอเชีย
Crocodile	จระเข้
Cronus	โครนัส
Cross product	ผลคูณไขว้
