Slovenian	English
Rubin	Ruby
Rudolf Diesel	Rudolf Diesel
Rudolf Steiner	Rudolf Steiner
Rudyard Kipling	Rudyard Kipling
Rusija	Russia
Kategorija:Rusija	Russia
Ruska revolucija	Russian Revolution (1917)
Rutenij	Ruthenium
Rutherford Birchard Hayes	Rutherford B. Hayes
Raderfordij	Rutherfordium
Ruanda	Rwanda
Kategorija:Ruanda	Rwanda
Rž	Rye
S	S
SOS	SOS
Zakrament	Sacrament
Sadam Husein	Saddam Hussein
Pravi žafran	Saffron
Sahara	Sahara
Svetnik	Saint
Apostol Andrej	Saint Andrew
Sveti Jurij	Saint George
Saint Kitts in Nevis	Saint Kitts and Nevis
Kategorija:Saint Kitts in Nevis	Saint Kitts and Nevis
Reka svetega Lovrenca	Saint Lawrence River
Saint Lucia	Saint Lucia
Kategorija:Saint Lucia	Saint Lucia
Sveti Miklavž	Saint Nicholas
Sveti Patrik	Saint Patrick
Sveti Peter	Saint Peter
Sankt Peterburg	Saint Petersburg
Saint Vincent in Grenadine	Saint Vincent and the Grenadines
Kategorija:Saint Vincent in Grenadine	Saint Vincent and the Grenadines
Saladin	Saladin
Repati krkoni	Salamander
Slina	Saliva
Postrvi	Salmonidae
Kuhinjska sol	Salt
Sol (kemija)	Salt (chemistry)
Salzburg	Salzburg
Samarij	Samarium
Samarkand	Samarkand
Samoa	Samoa
Kategorija:Samoa	Samoa
Samsara	Samsara
Samuel Beckett	Samuel Beckett
Samuel Finley Breese Morse	Samuel F. B. Morse
Samuel Taylor Coleridge	Samuel Taylor Coleridge
Samuraj	Samurai
San Francisco, Kalifornija	San Francisco
San Marino	San Marino
Kategorija:San Marino	San Marino
San Marino (mesto)	San Marino
Sandro Botticelli	Sandro Botticelli
Sendvič	Sandwich
Sanskrt	Sanskrit
Santiago de Chile	Santiago
Santiago	Santiago
Safir	Sapphire
Sapfo	Sappho
Sapporo	Sapporo
Sarajevo	Sarajevo
Sarkofag	Sarcophagus
Sardinija	Sardinia
Sarin	Sarin
Satanizem	Satanism
Satelit	Satellite
Sobota	Saturday
Saturn	Saturn
Kategorija:Saturn	Saturn
Saturn (razločitev)	Saturn (disambiguation)
Omaka	Sauce
Saudova Arabija	Saudi Arabia
Kategorija:Saudova Arabija	Saudi Arabia
Savana	Savanna
Kategorija:Saška	Saxony
Saksofon	Saxophone
Skandinavija	Scandinavia
Kategorija:Skandinavija	Scandinavia
Skandij	Scandium
Lopatica	Scapula
Šelda	Scheldt
Scheme (programski jezik)	Scheme (programming language)
Shizofrenija	Schizophrenia
Šola	School
Schutzstaffel	Schutzstaffel
Znanost	Science
Kategorija:Znanost	Science
Znanstvena fantastika	Science fiction
Kategorija:Znanstvena fantastika	Science fiction
Znanstvena metoda	Scientific method
Znanstvenik	Scientist
Scipion starejši	Scipio Africanus
Škarje	Scissors
Prave veverice	Sciuridae
Škotska	Scotland
Kategorija:Škotska	Scotland
Rdeči bor	Scots Pine
Škotska gelščina	Scottish Gaelic
Skavti	Scouting
Scrabble	Scrabble
Vijak	Screw
Izvijač	Screwdriver
Kiparstvo	Sculpture
Kategorija:Kiparstvo	Sculpture
Morje	Sea
Azovsko morje	Sea of Azov
Japonsko morje	Sea of Japan
Marmarsko morje	Sea of Marmara
Siborgij	Seaborgium
Letni časi	Season
Seattle, Washington	Seattle
Sekunda	Second
Drugi vatikanski koncil	Second Vatican Council
Drugi zakon termodinamike	Second law of thermodynamics
Sekta	Sect
Sedimentne kamnine	Sedimentary rock
Seme	Seed
Segovia	Segovia
Sena	Seine
Seizmologija	Seismology
Kategorija:Seizmologija	Seismology
Selena	Selene
Selen	Selenium
Selevk I. Nikator	Seleucus I Nicator
Kategorija:Semantika	Semantics
Podpičje	Semicolon
Polprevodnik	Semiconductor
Semiotika	Semiotics
Senat	Senate
Senegal	Senegal
Kategorija:Senegal	Senegal
Seul	Seoul
Sepuku	Seppuku
September	September
11. september	September 11
Teroristični napadi 11. septembra 2001	September 11
17. september	September 17
29. september	September 29
Septuaginta	Septuagint
Zaporedje	Sequence
Srbija	Serbia
Kategorija:Srbija	Serbia
Srbija in Črna gora	Serbia and Montenegro
Kategorija:Srbija in Črna gora	Serbia and Montenegro
Tlačanstvo	Serfdom
Sergej Mihajlovič Eisenstein	Sergei Eisenstein
Sergej Vasiljevič Rahmaninov	Sergei Rachmaninoff
Vrsta (matematika)	Series (mathematics)
Serotonin	Serotonin
Strežnik	Server (computing)
Množica	Set
Set	Set (mythology)
Teorija množic	Set theory
Kategorija:Teorija množic	Set theory
Sevastopol	Sevastopol
SARS	Severe acute respiratory syndrome
Seks	Sex
Spolni organ	Sex organ
Seksizem	Sexism
Spolni odnos	Sexual intercourse
Spolno prenosljiva bolezen	Sexually transmitted disease
Sejšeli	Seychelles
Kategorija:Sejšeli	Seychelles
Šah (vladar)	Shah
Šamanizem	Shamanism
Šanghaj	Shanghai
Preizkusni program	Shareware
Morski psi	Shark
Sherlock Holmes	Sherlock Holmes
Ščit	Shield
Šikoku	Shikoku
Šintoizem	Shinto
Ladja	Ship
Šiva	Shiva
Stenografija	Shorthand
Grmovnica	Shrub
Sibirija	Siberia
Haski	Siberian Husky
Sicilija	Sicily
Kategorija:Sicilija	Sicily
Simens	Siemens (unit)
Sierra Leone	Sierra Leone
Kategorija:Sierra Leone	Sierra Leone
Sigma	Sigma
Sigmund Freud	Sigmund Freud
Sikhizem	Sikhism
Šlezija	Silesia
Silicij	Silicon
Svila	Silk
Silur	Silurian
Srebro	Silver
Greh	Sin
Sinaj	Sinai Peninsula
Sinclair Lewis	Sinclair Lewis
Singapur	Singapore
Kategorija:Singapur	Singapore
Sirena	Siren
Sikstinska kapela	Sistine Chapel
Sizif	Sisyphus
Sedeči bik	Sitting Bull
Šestdnevna vojna	Six-Day War
Rolka	Skateboard
Kategorija:Okostje	Skeletal system
Koža	Skin
Obritoglavec	Skinhead
Skopje	Skopje
Lobanja	Skull
Nebotičnik	Skyscraper
Slash (glasbenik)	Slash (musician)
Suženjstvo	Slavery
Slayer	Slayer
Uspavalo	Sleep
Slovaška	Slovakia
Kategorija:Slovaška	Slovakia
Slovenija	Slovenia
Kategorija:Slovenija	Slovenia
Tanko črevo	Small intestine
Kače	Snake
Sneg	Snow
Milo	Soap
Socialna psihologija	Social psychology
Socializem	Socialism
Kategorija:Socializem	Socialism
Kategorija:Družba	Society
Družba	Society
Družba Jezusova	Society of Jesus
Sociologija	Sociology
Kategorija:Sociologija	Sociology
Sokrat	Socrates
Natrij	Sodium
Natrijev hidroksid	Sodium hydroxide
Kategorija:Programska oprema	Software
Prst (pedologija)	Soil
Razhudnikovke	Solanaceae
Kategorija:Razhudnikovke	Solanaceae
Osončje	Solar System
Sončna celica	Solar cell
Sončev mrk	Solar eclipse
Sončna energija	Solar energy
Sončev veter	Solar wind
Trdnina	Solid
Trdnina	Solid state
Solidarność	Solidarity
Salomonovi otoki	Solomon Islands
Kategorija:Salomonovi otoki	Solomon Islands
Sončev obrat	Solstice
Raztopina	Solution
Somalija	Somalia
Kategorija:Somalija	Somalia
Somme (departma)	Somme
Sonata	Sonata
Visoka pesem	Song of Solomon
Sonet	Sonnet
Sophia Loren	Sophia Loren
Sofoklej	Sophocles
Sopran	Soprano
Sorbonne	Sorbonne
Sirek	Sorghum
Duša	Soul
Zvok	Sound
Izvorna koda	Source code
Jug	South
Kategorija:Republika Južna Afrika	South Africa
Južna Amerika	South America
Kategorija:Južna Amerika	South America
Južna Karolina	South Carolina
Kategorija:Južna Karolina	South Carolina
Južna Dakota	South Dakota
Kategorija:Južna Dakota	South Dakota
Južna Koreja	South Korea
Kategorija:Južna Koreja	South Korea
Južni tečaj	South Pole
Jugovzhodna Azija	Southeast Asia
Sovjetska zveza	Soviet Union
Kategorija:Sovjetska zveza	Soviet Union
Soja	Soybean
prostor	Space
Raketoplan	Space Shuttle
Vesoljska postaja	Space station
Vesoljsko plovilo	Spacecraft
Špageti	Spaghetti
Španija	Spain
Kategorija:Španija	Spain
Nadležna pošta	Spam (electronic)
Španska državljanska vojna	Spanish Civil War
Kategorija:Španci	Spanish people
Šparta	Sparta
Kopje	Spear
Posebna teorija relativnosti	Special relativity
Vrsta (biologija)	Species
Spektroskopija	Spectroscopy
Hitrost svetlobe	Speed of light
Kit glavač	Sperm Whale
Semenke	Spermatophyte
Sfera	Sphere
Pajki	Spider
Spin	Spin (physics)
Hrbtenjača	Spinal cord
Vranica	Spleen
Split	Split
Spužve	Sponge
Šport	Sport
Pomlad	Spring (season)
Kvadrat (geometrija)	Square (geometry)
Kvadratni meter	Square metre
Kvadratni koren	Square root
Skvoš	Squash (sport)
Šrilanka	Sri Lanka
Kategorija:Šrilanka	Sri Lanka
Stadion	Stadium
Vitraj	Stained glass
Nerjavno jeklo	Stainless steel
Standardni odklon	Standard deviation
Stanley Kubrick	Stanley Kubrick
Zvezda	Star
Morske zvezde	Starfish
Država	State
Staten Island	Staten Island
Statistična mehanika	Statistical mechanics
Statistika	Statistics
Kategorija:Statistika	Statistics
Kip svobode	Statue of Liberty
Stavanger	Stavanger
Parni stroj	Steam engine
Jeklo	Steel
Steffi Graf	Steffi Graf
Stephen Hawking	Stephen Hawking
Stepa	Steppe
Prsnica	Sternum
Steven Spielberg	Steven Spielberg
borza	Stock exchange
Stockholm	Stockholm
Stoicizem	Stoicism
Želodec	Stomach
Kamena doba	Stone Age
Stonehenge	Stonehenge
Štorklje	Stork
Ožina	Strait
Magellanov preliv	Strait of Magellan
Mesinska ožina	Strait of Messina
Kategorija:Morski prelivi	Straits
Strasbourg	Strasbourg
Strategija	Strategy
Stratigrafija	Stratigraphy
Jagodnjak	Strawberry
Možganska kap	Stroke
Močna jedrska sila	Strong interaction
Stroncij	Strontium
Strukturalizem	Structuralism
Predloga:Stub	Stub
Študent	Student
Stupa (zgradba)	Stupa
Sturmabteilung	Sturmabteilung
Stuttgart	Stuttgart
Stiks	Styx
Subkultura	Subculture
Sublimacija	Sublimation (chemistry)
Podmornica	Submarine
Podmnožica	Subset
Odštevanje	Subtraction
Sucre (mesto)	Sucre
Saharoza	Sucrose
Sudan	Sudan
Kategorija:Sudan	Sudan
Sudoku	Sudoku
Sueški prekop	Suez Canal
Sufizem	Sufism
Sladkor	Sugar
Žveplo	Sulfur
Žveplov dioksid	Sulfur dioxide
Iperit	Sulfur mustard
Žveplova kislina	Sulfuric acid
Sultan	Sultan
Sumerija	Sumer
Poletje	Summer
Sonce	Sun
Kategorija:Sonce	Sun
Nedelja	Sunday
Sončeva pega	Sunspot
Superračunalnik	Supercomputer
Superprevodnost	Superconductivity
Superman	Superman
Supernova	Supernova
Površinska napetost	Surface tension
Kirurgija	Surgeon
Kirurgija	Surgery
Kategorija:Kirurgija	Surgery
Surinam	Suriname
Kategorija:Surinam	Suriname
Nadrealizem	Surrealism
Spitsbergi	Svalbard
Labod	Swan
Svastika	Swastika
Svazi	Swaziland
Kategorija:Svazi	Swaziland
Švedska	Sweden
Kategorija:Švedska	Sweden
Kategorija:Plavanje	Swimming
Švicarski frank	Swiss franc
Kategorija:Švicarji	Swiss people
Švica	Switzerland
Kategorija:Švica	Switzerland
Meč	Sword
Sydney	Sydney
Simbol	Symbol
Simfonija	Symphony
Simptom	Symptom
Sinagoga	Synagogue
Sindikat	Syndicate
Sinestetičnost	Synesthesia
Sopomenka	Synonym
Skladnja	Syntax
Sintetizator	Synthesizer
Sifilis	Syphilis
Sirakuze	Syracuse
Sirija	Syria
Kategorija:Sirija	Syria
Sistem	System
Sistematika	Systematics
T	T
Miza	Table (furniture)
Namizni tenis	Table tennis
Tacit Kornelij	Tacitus
Taekwon-do	Taekwondo
Tahiti	Tahiti
Rep	Tail
Kategorija:Tajvan	Taiwan
Tadž Mahal	Taj Mahal
Tadžikistan	Tajikistan
Kategorija:Tadžikistan	Tajikistan
Lojevec	Talc
Talin	Tallinn
Dinastija Tang	Tang Dynasty
Tango	Tango (dance)
Tank	Tank
Tantal (element)	Tantalum
Tantal (mitologija)	Tantalus
Tanzanija	Tanzania
Kategorija:Tanzanija	Tanzania
Taoizem	Taoism
Tarn (departma)	Tarn
Pehtran	Tarragon
Tartar	Tartarus
Tartu	Tartu
Tasmanija	Tasmania
Tasmanski vrag	Tasmanian Devil
Okus	Taste
Tetoviranje	Tattoo
Tau	Tau
Bik (ozvezdje)	Taurus (constellation)
Lesna sova	Tawny Owl
Taksi	Taxicab
Takson	Taxon
Taksonomija	Taxonomy
Tbilisi	Tbilisi
Čaj	Tea
Kategorija:Čaji	Tea
Tehnecij	Technetium
Tehnologija	Technology
Kategorija:Tehnika	Technology
Teheran	Tehran
Telegraf	Telegraphy
Telefon	Telephone
Daljnogled	Telescope
Televizija	Television
Kategorija:Televizija	Television
Telur	Tellurium
Temperatura	Temperature
Deset Božjih zapovedi	Ten Commandments
Tenerife	Tenerife
Tennessee	Tennessee
Kategorija:Tennessee	Tennessee
Tennessee Williams	Tennessee Williams
Tenis	Tennis
Kategorija:Tenis	Tennis
Tenor	Tenor
Tenzing Norgay	Tenzing Norgay
Tequila	Tequila
Terbij	Terbium
Termiti	Termite
Terpsihora	Terpsichore
Zemeljski planet	Terrestrial planet
Terorizem	Terrorism
Kategorija:Terorizem	Terrorism
Tesla (enota)	Tesla (unit)
Moda (organ)	Testicle
Tetija (luna)	Tethys (moon)
Tetraeder	Tetrahedron
Tetrahidrokanabinol	Tetrahydrocannabinol
Teksas	Texas
Tajska	Thailand
Kategorija:Tajska	Thailand
Tales	Thales
Talija	Thalia
Talij	Thallium
Tanatos	Thanatos
Gambija	The Gambia
Kategorija:Gambija	The Gambia
Haag	The Hague
Gledališče	Theatre
Kategorija:Gledališče	Theatre
Teba (luna)	Thebe (moon)
Tebe, Egipt	Thebes
Temida	Themis
Teokracija	Theocracy
Teodolit	Theodolite
Theodore Roosevelt	Theodore Roosevelt
Teodozij I.	Theodosius I
Teologija	Theology
Kategorija:Teologija	Theology
Izrek	Theorem
Teorija	Theory
Teorija relativnosti	Theory of relativity
Termodinamika	Thermodynamics
Category:Termodinamika	Thermodynamics
Termometer	Thermometer
Tezej	Theseus
Tesalija	Thessaly
Theta	Theta
Tiamin	Thiamine
Tridesetletna vojna	Thirty Years' War
Sveti Tomaž Akvinski	Thomas Aquinas
Thomas Alva Edison	Thomas Edison
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Thomas Paine	Thomas Paine
Thomas Young (fizik)	Thomas Young (scientist)
Thor	Thor
Torij	Thorium
Tot	Thoth
Trakija	Thrace
Tukidid	Thucydides
Tulij	Thulium
Četrtek	Thursday
Timijan	Thyme
Timin	Thymine
Tibera	Tiber
Tiberij	Tiberius
Tibet	Tibet
Kategorija:Tibet	Tibet
Bibavica	Tide
Ognjena dežela	Tierra del Fuego
Tiger	Tiger
Tigris	Tigris
Lipa	Tilia
Čas	Time
Kategorija:Čas	Time
Časovni pas	Time zone
Timor	Timor
Timur Lenk	Timur
Kositer	Tin
Tkivo	Tissue (biology)
Titan	Titan (disambiguation)
Titan (luna)	Titan (moon)
Titan (mitologija)	Titan (mythology)
Titanija (luna)	Titania (moon)
Titanik	Titanic (disambiguation)
Titan (element)	Titanium
Tizian	Titian
Vitamin E	Tocopherol
Togo	Togo
Kategorija:Togo	Togo
Tokio	Tokyo
Toledo	Toledo
Paradižnik	Tomato
Tona	Ton
Tonga	Tonga
Kategorija:Tonga	Tonga
Tona	Tonne
Tony Blair	Tony Blair
Orodje	Tool
Zob	Tooth
Topaz	Topaz
Topologija	Topology
Kategorija:Topologija	Topology
Tornado	Tornado
Toronto	Toronto
Torpedo	Torpedo
Navor	Torque
Mučenje	Torture
Totalitarizem	Totalitarianism
Toulon	Toulon
Toulouse	Toulouse
Tour de France	Tour de France
Turizem	Tourism
Kategorija:Turizem	Tourism
Tours	Tours
Stolp	Tower
Tower of London	Tower of London
Strup	Toxicity
Igrača	Toy
Toyota	Toyota
Trgovina	Trade
Blagovna znamka	Trademark
Vlak	Train
Železniška postaja	Train station
Tramvaj	Tram
Transcendentno število	Transcendental number
Transformator	Transformer
Tranzistor	Transistor
Prečrkovanje	Transliteration
Kategorija:Promet	Transportation
Transilvanija	Transylvania
Trapez	Trapezoid
Mednarodna pogodba	Treaty
Versajska pogodba	Treaty of Versailles
Drevo	Tree
Trikotnik	Triangle
Trias	Triassic
Triceratops	Triceratops
Trigonometrična funkcija	Trigonometric function
Trigonometrija	Trigonometry
Kategorija:Trigonometrija	Trigonometry
Trilobiti	Trilobite
Trilogija	Trilogy
Trinidad in Tobago	Trinidad and Tobago
Kategorija:Trinidad in Tobago	Trinidad and Tobago
Trinitrotoluen	Trinitrotoluene
Sveta Trojica	Trinity
Tritij	Tritium
Triton (luna)	Triton (moon)
Trojanska vojna	Trojan War
Trojanski konj (računalništvo)	Trojan horse (computing)
Trolanje	Troll (Internet)
Trolejbus	Trolleybus
Pozavna	Trombone
Rakov povratnik	Tropic of Cancer
Kozorogov povratnik	Tropic of Capricorn
Tropi	Tropics
Troja	Troy
Trumanova doktrina	Truman Doctrine
Trobenta	Trumpet
Resnica	Truth
Trygve Lie	Trygve Lie
Car	Tsar
Cunami	Tsunami
Tuaregi	Tuareg
Tuba	Tuba
Gomoljika	Tuber (genus)
Tuberkuloza	Tuberculosis
Torek	Tuesday
Tulipan	Tulip
Volfram	Tungsten
Plaščarji	Tunicate
Tunis	Tunis
Tunizija	Tunisia
Kategorija:Tunizija	Tunisia
Predor	Tunnel
Torino	Turin
Turingov stroj	Turing machine
Turčija	Turkey
Kategorija:Turčija	Turkey
Turkmenistan	Turkmenistan
Kategorija:Turkmenistan	Turkmenistan
Kurkuma	Turmeric
Želve	Turtle
Toskana	Tuscany
Tuvalu	Tuvalu
Kategorija:Tuvalu	Tuvalu
Tycho Brahe	Tycho Brahe
Pisalni stroj	Typewriter
Tifon	Typhon
Tipografija	Typography
Kategorija:Tipografija	Typography
Tiranozaver	Tyrannosaurus
Tir, Libanon	Tyre
Tirensko morje	Tyrrhenian Sea
U	U
Organizacija Združenih narodov za izobraževanje, znanost in kulturo	UNESCO
Uganda	Uganda
Kategorija:Uganda	Uganda
Ukrajina	Ukraine
Kategorija:Ukrajina	Ukraine
Ultrazvok	Ultrasound
Ultravijolično valovanje	Ultraviolet
Ulysses S. Grant	Ulysses S. Grant
Umbrija	Umbria
Načelo nedoločenosti	Uncertainty principle
Brezposelnost	Unemployment
Samorog	Unicorn
Neznani leteči predmet	Unidentified flying object
URL	Uniform Resource Locator
Unija množic	Union (set theory)
Združeni arabski emirati	United Arab Emirates
Kategorija:Združeni arabski emirati	United Arab Emirates
Združena arabska republika	United Arab Republic
Združeno kraljestvo Velike Britanije in Severne Irske	United Kingdom
Kategorija:Združeno kraljestvo Velike Britanije in Severne Irske	United Kingdom
Organizacija združenih narodov	United Nations
Kategorija:OZN	United Nations
Sklad Združenih narodov za otroke	United Nations Children's Fund
Združene države Amerike	United States
Kategorija:Združene države Amerike	United States
Vojno letalstvo Združenih držav Amerike	United States Air Force
Kongres Združenih držav Amerike	United States Congress
Ustava Združenih držav Amerike	United States Constitution
Vojaška akademija Združenih držav Amerike	United States Military Academy
Vojna mornarica Združenih držav Amerike	United States Navy
Senat Združenih držav Amerike	United States Senate
Ameriški Deviški otoki	United States Virgin Islands
Ameriški dolar	United States dollar
Vesolje	Universe
Univerza	University
Unix	Unix
Upinšade	Upanishad
Ipsilon (črka)	Upsilon
Ur	Ur
Uracil	Uracil
Uranija	Urania
Uran	Uranium
Uran (planet)	Uranus
Kategorija:Uran	Uranus
Uran (mitologija)	Uranus (mythology)
Sečnina	Urea
Veliki medved (ozvezdje)	Ursa Major
Urugvaj	Uruguay
Kategorija:Urugvaj	Uruguay
Utah	Utah
Kategorija:Utah	Utah
Maternica	Uterus
Uzbekistan	Uzbekistan
Kategorija:Uzbekistan	Uzbekistan
V	V
Cepivo	Vaccine
Vakuola	Vacuole
Vakuum	Vacuum
Elektronka	Vacuum tube
Vaduz	Vaduz
Nožnica	Vagina
Valence	Valence
Valencija	Valencia
Valentina Tereškova	Valentina Tereshkova
Valentinovo	Valentine's Day
Dolina	Valley
Vanadij	Vanadium
Vancouver	Vancouver
Vandalizem	Vandalism
Vani	Vanir
Vanuatu	Vanuatu
Kategorija:Vanuatu	Vanuatu
Var (departma)	Var (department)
Varianca	Variance
Vatikan	Vatican City
Kategorija:Vatikan	Vatican City
Vektor (matematika)	Vector (spatial)
Zelenjava	Vegetable
Vegetarijanstvo	Vegetarianism
Vena	Vein
Velociraptor	Velociraptor
Hitrost	Velocity
Benečija	Veneto
Venezuela	Venezuela
Kategorija:Venezuela	Venezuela
Benetke	Venice
Venera	Venus
Venera (razločitev)	Venus (disambiguation)
Venera (boginja)	Venus (mythology)
Glagol	Verb
Vermont	Vermont
Kategorija:Vermont	Vermont
Verona	Verona
Versailles	Versailles
Hrbtenica	Vertebral column
Vretenčarji	Vertebrate
Vespazijan	Vespasian
Vichy	Vichy
Victor Hugo	Victor Hugo
Viktorija	Victoria
Viktorijini slapovi	Victoria Falls
Video	Video
Računalniška igra	Video game
Dunaj	Vienna
Vienne (departma)	Vienne
Vietnam	Vietnam
Kategorija:Vietnam	Vietnam
Vietnamska vojna	Vietnam War
Vikingi	Viking
Vilfredo Pareto	Vilfredo Pareto
Vas	Village
Vilna	Vilnius
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Kis	Vinegar
Viola	Viola
Violina	Violin
Vergilij	Virgil
Virginija	Virginia
Kategorija:Virginija	Virginia
Navidezni pomnilnik	Virtual memory
Navidezna resničnost	Virtual reality
Virusi	Virus
Viskoznost	Viscosity
Višnu	Vishnu
Visla	Vistula
Vitamin	Vitamin
Vitamin A	Vitamin A
Vitamin C	Vitamin C
Vitamin D	Vitamin D
Vitus Bering	Vitus Bering
Vladimir Iljič Uljanov	Vladimir Lenin
Vladimir Putin	Vladimir Putin
Vladivostok	Vladivostok
Vodka	Vodka
Ognjenik	Volcano
Volga	Volga River
Volgograd	Volgograd
Odbojka	Volleyball
Kategorija:Odbojka	Volleyball
Volt	Volt
Električna napetost	Voltage
Voltaire	Voltaire
Prostornina	Volume
Samoglasnik	Vowel
Ljudska latinščina	Vulgar Latin
Vulgata	Vulgate
Vulva	Vulva
W	W
WYSIWYG	WYSIWYG
Wales	Wales
Kategorija:Wales	Wales
Walt Disney	Walt Disney
Vojna	War
Category:Vojna	War
Vojni zločin	War crime
Vojna med belo in rdečo rožo	Wars of the Roses
Varšava	Warsaw
Pralni stroj	Washing machine
Washington, D.C.	Washington
Washington (zvezna država)	Washington
Kategorija:Washington	Washington
Washington (razločitev)	Washington (disambiguation)
Vasilij Vasiljevič Kandinski	Wassily Kandinsky
Odpadek	Waste
Voda	Water
Kategorija:Voda	Water
Slap	Waterfall
Lubenica	Watermelon
Vat	Watt
Kilovatna ura	Watt-hour
Valovanje	Wave
Valovna dolžina	Wavelength
Šibka jedrska sila	Weak interaction
Orožje	Weapon
Vreme	Weather
Spletni brskalnik	Web browser
Spletna stran	Web page
Spletna kamera	Webcam
Spletišče	Website
Sreda	Wednesday
Teden	Week
Teža	Weight
Weimarska republika	Weimar Republic
Varjenje	Welding
Wellington	Wellington
Zahod	West
Zahodna Afrika	West Africa
Zahodna Nemčija	West Germany
Zahodna Virginija	West Virginia
Kategorija:Zahodna Virginija	West Virginia
Zahodna Sahara	Western Sahara
Kategorija:Zahodna Sahara	Western Sahara
Pšenica	Wheat
Kolo	Wheel
Viski	Whisky
Bela hiša	White House
Levkocit	White blood cell
Bela pritlikavka	White dwarf
Wiesbaden	Wiesbaden
Divja mačka	Wildcat
Wilhelm Ostwald	Wilhelm Ostwald
William Harvey	William Harvey
William Henry Harrison	William Henry Harrison
William Herschel	William Herschel
William Howard Taft	William Howard Taft
Viljem II. Nemški	William II
William McKinley	William McKinley
William Rowan Hamilton	William Rowan Hamilton
William Shakespeare	William Shakespeare
William Bradford Shockley	William Shockley
Vrba (drevo)	Willow
Willy Brandt	Willy Brandt
Vetrna energija	Wind power
Windhoek	Windhoek
Vino	Wine
Category:Vino	Wine
Winston Churchill	Winston Churchill
Zima	Winter
Kategorija:Zimske olimpijske igre	Winter Olympic Games
Wisconsin	Wisconsin
Kategorija:Wisconsin	Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Ernst Pauli	Wolfgang Pauli
Ženska	Woman
Les	Wood
Woodrow Wilson	Woodrow Wilson
Pihala	Woodwind instrument
Woody Allen	Woody Allen
Beseda	Word
Urejevalnik besedila	Word processor
Svet	World
Svetovna zdravstvena organizacija	World Health Organization
Svetovna trgovinska organizacija	World Trade Organization
Prva svetovna vojna	World War I
Kategorija:Prva svetovna vojna	World War I
Druga svetovna vojna	World War II
Kategorija:Druga svetovna vojna	World War II
Splet	World Wide Web
Kategorija:Svetovni splet	World Wide Web
Svetovna vojna	World war
Črvina	Wormhole
Pisatelj	Writer
Pisava	Writing system
Wyoming	Wyoming
Kategorija:Wyoming	Wyoming
X	X
Rentgenski žarki	X-ray
Ksenon	Xenon
Ksenofan	Xenophanes
Ksenofobija	Xenophobia
Ksenofont	Xenophon
Ksi	Xi
Y	Y
Jakuze	Yakuza
Jaltska konferenca	Yalta Conference
Jangce	Yangtze River
Jaser Arafat	Yasser Arafat
Leto	Year
Kvas	Yeast
Rumena	Yellow
Rumena reka	Yellow River
Rumeno morje	Yellow Sea
Narodni park Yellowstone	Yellowstone National Park
Jemen	Yemen
Kategorija:Jemen	Yemen
Jenisej	Yenisei River
Erevan	Yerevan
Jeti	Yeti
Joga	Yoga
Jomkipurska vojna	Yom Kippur War
Prožnostni modul	Young's modulus
Iterbij	Ytterbium
Itrij	Yttrium
Jugoslavija	Yugoslavia
Kategorija:Jugoslavija	Yugoslavia
Yunnan	Yunnan
Jurij Aleksejevič Gagarin	Yuri Gagarin
Z	Z
Zachary Taylor	Zachary Taylor
Zagreb	Zagreb
Zambezi	Zambezi
Zambija	Zambia
Kategorija:Zambija	Zambia
Zanzibar	Zanzibar
Zebra	Zebra
Nadglavišče	Zenith
Zenon iz Kitija	Zeno of Citium
Zenon	Zeno of Elea
Zeta (črka)	Zeta
Zevs	Zeus
Zevs	Zeus (disambiguation)
Zimbabve	Zimbabwe
Kategorija:Zimbabve	Zimbabwe
Cink	Zinc
Sionizem	Zionism
Cirkonij	Zirconium
Zodiak	Zodiac
Zoologija	Zoology
Kategorija:Zoologija	Zoology
Zaratustra	Zoroaster
Zaratustrstvo	Zoroastrianism
