Turkish	English
Weimar	Weimar
Weimar Cumhuriyeti	Weimar Republic
Kaynak (imalat)	Welding
Wellington	Wellington
Kurt Adam	Werewolf
Wernher von Braun	Wernher von Braun
Batı (yön)	West
Batı Afrika	West Africa
Batı Şeria	West Bank
Batı Almanya	West Germany
Batı Virginia	West Virginia
Batı Avustralya	Western Australia
Batı Roma İmparatorluğu	Western Roman Empire
Batı Sahra	Western Sahara
Balinalar	Whale
Buğday	Wheat
Tekerlek	Wheel
Viski	Whisky
Beyaz Saray	White House
Beyazdeniz	White Sea
Lökosit	White blood cell
Beyaz cüce	White dwarf
Whitehorse	Whitehorse
Vika	Wicca
Geniş alan ağı	Wide area network
Wiesbaden	Wiesbaden
Yaban kedisi	Wildcat
Wilhelm Ostwald	Wilhelm Ostwald
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Ewart Gladstone	William Gladstone
William Golding	William Golding
William Harvey	William Harvey
William H. Harrison	William Henry Harrison
Frederick William Herschel	William Herschel
William Howard Taft	William Howard Taft
II. Wilhelm	William II
William James	William James
William McKinley	William McKinley
William Rowan Hamilton	William Rowan Hamilton
William Shakespeare	William Shakespeare
William B. Shockley	William Shockley
William Wordsworth	William Wordsworth
Ockham'lı William	William of Ockham
Söğüt	Willow
Willy Brandt	Willy Brandt
Rüzgâr enerjisi	Wind power
Windhoek	Windhoek
Yeldeğirmeni	Windmill
Pencere	Window
Şarap	Wine
Winnipeg	Winnipeg
Winston Churchill	Winston Churchill
Kış	Winter
Kış Olimpiyatları	Winter Olympic Games
Kategori:Kış Olimpiyatları	Winter Olympic Games
Wisconsin	Wisconsin
Kategori:Wisconsin	Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Kadın	Woman
Tahta	Wood
Thomas Woodrow Wilson	Woodrow Wilson
Tahta nefesli çalgılar	Woodwind instrument
Woody Allen	Woody Allen
Sözcük	Word
Dünya Bankası	World Bank
Dünya Sağlık Örgütü	World Health Organization
Dünya Meteoroloji Örgütü	World Meteorological Organization
Dünya Ticaret Merkezi (bina)	World Trade Center
Dünya Ticaret Örgütü	World Trade Organization
I. Dünya Savaşı	World War I
Kategori:I. Dünya Savaşı	World War I
II. Dünya Savaşı	World War II
Kategori:II. Dünya Savaşı	World War II
Dünya Çapında Ağ	World Wide Web
Kategori:Dünya Çapında Ağ	World Wide Web
Solucan	Worm
Solucandeliği	Wormhole
Yazar	Writer
Yazı sistemleri	Writing system
Wuhan	Wuhan
Wyoming	Wyoming
Kategori:Wyoming	Wyoming
X (harf)	X
X ışını	X-ray
Ksenon	Xenon
Ksenofanes	Xenophanes
Zenofobi	Xenophobia
Ksenofon	Xenophon
Ξ	Xi
Sincan Uygur Özerk Bölgesi	Xinjiang
Ksilofon	Xylophone
Y (harf)	Y
Yehova	Yahweh
Tibet sığırı	Yak
Yakuza	Yakuza
Yale Üniversitesi	Yale University
Yalta	Yalta
Yalta Konferansı	Yalta Conference
Yangoon	Yangon
Yangtze	Yangtze River
Yarda	Yard
Yaser Arafat	Yasser Arafat
Yıl	Year
Maya (biyoloji)	Yeast
Sarı	Yellow
Huang He	Yellow River
Sarıdeniz	Yellow Sea
Yellowstone Milli Parkı	Yellowstone National Park
Yemen	Yemen
Kategori:Yemen	Yemen
Yenisey Irmağı	Yenisei River
Erivan	Yerevan
Yeti	Yeti
Yggdrasill	Yggdrasil
Yoyo	Yo-yo
Yoga	Yoga
Yoğurt	Yoghurt
Yoko Ono	Yoko Ono
Yokohama	Yokohama
Yom Kippur	Yom Kippur
York	York
Young katsayısı	Young's modulus
İterbiyum	Ytterbium
İtriyum	Yttrium
Yuan Hanedanı	Yuan Dynasty
Kategori:Yugoslavya	Yugoslavia
Yukon	Yukon
Yunnan	Yunnan
Yuri Gagarin	Yuri Gagarin
Z (harf)	Z
Zachary Taylor	Zachary Taylor
Zagreb	Zagreb
Zambezi Nehri	Zambezi
Zambiya	Zambia
Zangibar	Zanzibar
Zaragoza	Zaragoza
Sjaelland	Zealand
Zebra	Zebra
Zen	Zen
Zenit	Zenith
Kıbrıslı Zenon	Zeno of Citium
Elealı Zeno	Zeno of Elea
Ζ	Zeta
Zeus	Zeus
Ziggurat	Ziggurat
Zimbabve	Zimbabwe
Kategori:Zimbabve	Zimbabwe
Çinko	Zinc
Siyonizm	Zionism
Zirkonyum	Zirconium
Zodyak	Zodiac
Zombi	Zombie
Hayvanat bahçesi	Zoo
Zooloji	Zoology
Kategori:Zooloji	Zoology
Zerdüşt	Zoroaster
Zerdüştçülük	Zoroastrianism
