English	Chinese
Tertullian	特土良
Tesla (unit)	特斯拉
Testicle	睾丸
Testosterone	睾酮
Tetanus	破傷風
Tethys (moon)	土卫三
Tethys (mythology)	忒堤斯
Tetrahedron	四面體
Tetrapod	四足類
Texas	得克萨斯州
Texas	Category:德克萨斯州
Textile	紡織品
Thailand	泰国
Thailand	Category:泰國
Thales	泰勒斯
Thalia	塔利亞
Thallium	铊
Thanatos	塔納托斯
Thanksgiving	感恩节
Thanksgiving (Canada)	感恩节
Thanksgiving (United States)	感恩节
Thanksgiving (disambiguation)	感恩节
The Gambia	冈比亚
The Gambia	Category:冈比亚
The Hague	海牙
The Star-Spangled Banner	星條旗歌
Theatre	劇場 (藝術)
Theatre	Category:戏剧
Thebe (moon)	木卫十四
Thebes	底比斯 (希臘)
Thebes	底比斯 (埃及)
Theia	忒亚
Themis	忒弥斯
Themistocles	地米斯托克利
Theocracy	神權政治
Theodolite	經緯儀
Theodor Mommsen	特奥多尔·蒙森
Theodore Roosevelt	西奥多·罗斯福
Theodosius I	狄奧多西一世
Theology	神學
Theology	Category:神學
Theorem	定理
Theory	理論
Theory of relativity	相对论
Theravada	上座部佛教
Thermodynamics	热力学
Thermodynamics	Category:热力学
Thermometer	溫度計
Theseus	忒修斯
Thessaloniki	塞萨洛尼基
Thessaly	色萨利
Theta	Θ
Thetis	忒提斯
Thiamine	硫胺
Think tank	智庫
Third Crusade	第三次十字军东征
Third World	第三世界
Thirty Years' War	三十年戰爭
Thomas Aquinas	托马斯·阿奎纳
Thomas Edison	托马斯·爱迪生
Thomas Hardy	托马斯·哈代
Thomas Hobbes	托马斯·霍布斯
Thomas Jefferson	托马斯·杰斐逊
Thomas Malthus	托马斯·罗伯特·马尔萨斯
Thomas Mann	托马斯·曼
Thomas More	托马斯·莫尔
Thomas Paine	托马斯·潘恩
Thomas Young (scientist)	托马斯·杨
Thor	索尔
Thorium	钍
Thoth	托特
Thought	思维
Thrace	色雷斯
Thucydides	修昔底德
Thulium	铥
Thumb	拇指
Thuringia	图林根
Thuringia	Category:图林根州
Thursday	星期四
Thylacine	袋狼
Thyme	百里香属
Thymine	胸腺嘧啶
Thyroid	甲状腺
Tianjin	天津市
Tiber	台伯河
Tiberius	提庇留
Tibet	西藏
Tibet	Category:西藏
Ticino	提契諾州
Tide	潮汐
Tierra del Fuego	火地群岛
Tiger	虎
Tigris	底格里斯河
Tilia	椴树
Timbuktu	廷巴克图
Time	时间
Time	Category:时间
Time (magazine)	時代 (雜誌)
Time zone	时区
Timor	帝汶
Timur	帖木尔
Tin	锡
Tirana	地拉那
Tissue (biology)	组织 (生物学)
Tit (bird)	山雀科
Titan (disambiguation)	泰坦 (消歧义)
Titan (moon)	土卫六
Titan (mythology)	泰坦
Titania (moon)	天卫三
Titanic (disambiguation)	泰坦尼克号 (消歧义)
Titanium	钛
Titian	提香
Titus	提圖斯
Tivoli	蒂沃利
Tobacco	烟草
Tocantins (state)	托坎廷斯
Tocopherol	维生素E
Tofu	豆腐
Togo	多哥
Togo	Category:多哥
Tokyo	东京
Toledo	托萊多 (西班牙)
Toluene	甲苯
Tom Hanks	汤姆·汉克斯
Tom and Jerry	猫和老鼠
Tomato	番茄
Ton	公頓
Tonga	東加
Tonga	Category:汤加
Tongue	舌
Toni Morrison	托妮·莫里森
Tonne	公頓
Tony Blair	托尼·布莱尔
Tool	工具
Tooth	牙齒
Toothbrush	牙刷
Topaz	黄玉
Topeka	托皮卡
Topology	拓扑学
Topology	Category:拓扑学
Torah	摩西五经
Tornado	龍捲風
Toronto	多伦多
Torpedo	魚雷
Torque	力矩
Tortoise	龜
Torture	酷刑
Torus	环面
Totalitarianism	極權主義
Toulon	土伦
Toulouse	圖盧茲
Tour de France	环法自行车赛
Tourism	旅游
Tourism	Category:旅游
Tours	图尔
Tower	塔 (西式)
Tower of Babel	巴別塔
Tower of London	伦敦塔
Town	镇
Toxicity	毒物
Toxicology	毒理學
Toy	玩具
Toyota	丰田
Tractor	拖拉机
Trade	貿易
Trade union	工会
Trademark	商标
Tradition	传统
Tragedy	悲劇
Train	鐵路列車
Train station	鐵路車站
Trajan	圖拉真
Tram	有軌電車
Transcendental number	超越數
Transformer	变压器
Transistor	晶体管
Transliteration	转写
Transmission Control Protocol	传输控制协议
Transportation	Category:交通
Transsexualism	變性
Transylvania	特兰西瓦尼亚
Trapezoid	梯形
Treaty	条约
Treaty of Versailles	凡尔赛条约
Tree	树
Trento	特伦托
Trenton	特伦顿 (新泽西州)
Triangle	三角形
Triangulum	三角座
Triangulum Australe	南三角座
Triassic	三叠纪
Tributary	支流
Triceratops	三角龙
Trier	特里尔
Trigonometric function	三角函数
Trigonometry	三角学
Trigonometry	Category:三角学
Trilobite	三葉蟲
Trilogy	三部曲
Trinidad and Tobago	千里達及托巴哥
Trinidad and Tobago	Category:特立尼达及多巴哥
Trinitrotoluene	三硝基甲苯
Trinity	三位一體
Tripoli	的黎波里
Triskelion	三曲腿图
Tritium	氚
Triton (moon)	海卫一
Triton (mythology)	特里同
Triumphal arch	凯旋门
Trojan Horse	特洛伊木馬
Trojan War	特洛伊战争
Trojan horse (computing)	特洛伊木马 (电脑)
Troll (Internet)	白目
Trolleybus	無軌電車
Trombone	长号
Trondheim	特隆赫姆
Tropic of Cancer	北回歸線
Tropic of Capricorn	南回归线
Tropics	热带
Troposphere	对流层
Trotskyism	托洛茨基主义
Troy	特洛伊
Truck	载货汽车
Truman Doctrine	杜魯門主義
Trumpet	小號
Truth	真理
Trygve Lie	赖伊
Tryptophan	色氨酸
Tsar	沙皇
Tsunami	海啸
Tuareg	圖瓦雷克
Tuba	大号
Tuber (genus)	松露
Tuberculosis	結核
Tucana	杜鵑座
Tucson	图森 (亚利桑那州)
Tuesday	星期二
Tulip	郁金香
Tumor	肿瘤
Tundra	凍土層
Tungsten	钨
Tunicate	尾索动物亚门
Tunis	突尼斯市
Tunisia	突尼西亞
Tunisia	Category:突尼西亞
Tunnel	隧道
Turbine	涡轮发动机
Turin	都靈
Turing machine	图灵机
Turkey	土耳其
Turkey	Category:土耳其
Turkmenistan	土库曼斯坦
Turkmenistan	Category:土库曼斯坦
Turmeric	薑黃
Turtle	龜
Tuscany	托斯卡纳
Tuvalu	圖瓦盧
Tuvalu	Category:图瓦卢
Tux	Tux
Tycho Brahe	第谷·布拉赫
Typewriter	打字机
Typhon	堤丰
Typography	字体排印学
Typography	Category:字體排印
Tyrannosaurus	暴龍
Tyre	泰尔
Tyrol (state)	蒂罗尔州
Tyrrhenian Sea	第勒尼安海
U	U
UNESCO	联合国教育科学文化组织
Ufa	烏法
Uganda	乌干达
Uganda	Category:烏干達
Ukraine	乌克兰
Ukraine	Category:烏克蘭
Ulan Bator	乌兰巴托
Ulster	阿爾斯特省
Ultrasound	超聲波
Ultraviolet	紫外线
Ulysses S. Grant	尤里西斯·格兰特
Umbrella	傘
Umbria	翁布里亚
Uncertainty principle	不确定性原理
Unemployment	失業
Unicorn	独角兽
Unidentified flying object	不明飞行物
Uniform Resource Locator	统一资源定位符
Union (set theory)	并集
United Arab Emirates	阿拉伯联合酋长国
United Arab Emirates	Category:阿拉伯联合酋长国
United Arab Republic	聯合阿拉伯共和國
United Kingdom	英国
United Kingdom	Category:英国
United Nations	联合国
United Nations	Category:联合国
United Nations Children's Fund	聯合國兒童基金會
United States	美國
United States	Category:美国
United States Air Force	美国空军
United States Congress	美国国会
United States Constitution	美国宪法
United States House of Representatives	美国众议院
United States Military Academy	西点军校
United States Navy	美國海軍
United States Senate	美国参议院
United States Virgin Islands	美屬維爾京群島
United States dollar	美元
Universe	宇宙
University	大學
University of Chicago	芝加哥大学
University of Pennsylvania	宾夕法尼亚大学
Unix	UNIX
Unix	Category:Unix
Ununbium	Uub
Ununhexium	Uuh
Ununpentium	Uup
Ununquadium	Uuq
Ununtrium	Uut
Upanishad	奥义书
Uppsala	乌普萨拉
Upsilon	Υ
Ur	乌尔
Uracil	尿嘧啶
Ural Mountains	乌拉尔山脉
Urania	乌剌尼亚
Uranium	鈾
Uranus	天王星
Uranus	Category:天王星
Uranus (mythology)	乌拉诺斯
Urdu	乌尔都语
Urea	尿素
Urine	尿
Ursa Major	大熊座
Ursa Minor	小熊座
Uruguay	乌拉圭
Uruguay	Category:乌拉圭
Utah	犹他州
Utah	Category:犹他州
Uterus	子宫
Utilitarianism	功利主义
Utopia	乌托邦
Utrecht (city)	乌得勒支
Utrecht (province)	乌特勒支省
Uttar Pradesh	北方邦
Uzbekistan	乌兹别克斯坦
Uzbekistan	Category:烏茲別克
V	V
Vaccine	疫苗
Vacuole	液胞
Vacuum	真空
Vacuum tube	真空管
Vaduz	瓦都茲
Vagina	阴道
Valence (chemistry)	化合价
Valencia	巴倫西亞
Valentina Tereshkova	瓦莲京娜·捷列什科娃
Valentine's Day	情人节
Valhalla	英靈殿
Valkyrie	女武神
Valletta	瓦莱塔
Valley	谷地
Vampire	吸血鬼
Vanadium	钒
Vancouver	溫哥華
Vancouver Island	溫哥華島
Vandalism	破壞
Vanir	华纳神族
Vanuatu	瓦努阿图
Vanuatu	Category:瓦努阿图
Var (department)	瓦尔省
Variance	方差
Varna	瓦爾納
Vascular plant	维管植物
Vatican City	梵蒂冈
Vatican City	Category:梵蒂冈
Vector (spatial)	矢量
Vega	織女一
Vegetable	蔬菜
Vegetarianism	素食主義
Vein	静脉
Vela (constellation)	船帆座
Velociraptor	伶盜龍
Velocity	速度
Veneto	威尼托
Venezuela	委內瑞拉
Venezuela	Category:委内瑞拉
Venice	威尼斯
Venus	金星
Venus (mythology)	维纳斯
Verb	动词
Vermont	佛蒙特州
Vermont	Category:佛蒙特州
Verona	维罗纳
Versailles	凡尔赛
Vertebral column	脊椎
Vertebrate	脊椎动物
Vespasian	韦帕芗
Veto	否决权
Vice President of the United States	美国副总统
Vichy	维琪
Victor Hugo	维克多·雨果
Victoria	维多利亚 (塞舌尔)
Victoria	維多利亞 (不列顛哥倫比亞)
Victoria	维多利亚
Victoria (Australia)	維多利亞州
Victoria Falls	維多利亞瀑布
Video	视频
Video game	电子游戏
Vienna	維也納
Vienna	Category:維也納
Vienne	维埃纳省
Vientiane	永珍
Vietnam	越南
Vietnam	Category:越南
Vietnam War	越南战争
Vietnam War	Category:越南戰爭
Viking	維京人
Vilfredo Pareto	帕累托
Village	村
Vilnius	维尔纽斯
Vincent van Gogh	文森特·梵高
Vincenzo Bellini	文琴佐·贝利尼
Vinegar	醋
Viola	中提琴
Violence	暴力
Violin	小提琴
Virgil	维吉尔
Virgin Islands	维尔京群岛
Virginia	弗吉尼亚州
Virginia	Category:維吉尼亞州
Virginia Woolf	弗吉尼亚·吴尔夫
Virginity	处女
Virgo (constellation)	室女座
Virtual memory	虚拟内存
Virtual reality	虚拟现实
Virtue	美德
Virus	病毒
Viscosity	粘性
Vishnu	毗湿奴
Vistula	维斯瓦河
Vitamin	维生素
Vitamin A	維生素A
Vitamin B6	吡哆醇
Vitamin C	维生素C
Vitamin D	维生素D
Vitamin K	维生素K
Vittorio De Sica	維多里奧·狄西嘉
Vitus Bering	维他斯·白令
Vivien Leigh	费雯·丽
Vladimir Lenin	列宁
Vladimir Nabokov	弗拉基米爾·納博可夫
Vladimir Putin	弗拉基米尔·弗拉基米罗维奇·普京
Vladivostok	海參崴
Vocative case	呼格
Vodka	伏特加
Volans	飞鱼座
Volcano	火山
Volcanology	Category:火山学
Volcanology	火山学
Volga River	伏尔加河
Volgograd	伏尔加格勒
Volleyball	排球
Volleyball	Category:排球
Volt	伏特
Voltage	電壓
Voltaire	伏爾泰
Volume	体积
Vomiting	呕吐
Voodoo	伏都教
Vowel	元音
Vulcan (mythology)	武尔坎努斯
Vulgar Latin	通俗拉丁语
Vulgate	武加大译本
Vulpecula	狐狸座
Vulva	女陰
W	W
W. Somerset Maugham	威廉·萨默塞特·毛姆
WYSIWYG	所見即所得
Wahhabism	瓦哈比派
Wake Island	威克島
Wales	威爾士
Wales	Category:威爾斯
Walnut	胡桃
Walrus	海象
Walt Disney	華特·迪士尼
Walt Whitman	沃尔特·惠特曼
Walter Gropius	沃爾特·格羅佩斯
Walter Scott	沃尔特·司各特
War	战争
War	Category:战争
War crime	战争罪
War of the Spanish Succession	西班牙王位繼承戰爭
Wars of the Roses	玫瑰战争
Warsaw	华沙
Wart	疣
Washing machine	洗衣機
Washington	华盛顿哥伦比亚特区
Washington	华盛顿州
Washington	Category:华盛顿州
Washington (disambiguation)	华盛顿
Wassily Kandinsky	瓦西里·康定斯基
Waste	垃圾
Water	水
Water	Category:水
Water polo	水球
Waterfall	瀑布
Watergate scandal	水门事件
Watermelon	西瓜
Watt	瓦特
Watt-hour	千瓦·時
Wave	波
Wavelength	波长
Wax	蜡
Weak interaction	弱相互作用
Weapon	武器
Weather	天气
Web browser	网页浏览器
Web page	網頁
Webcam	摄像头
Weber (unit)	韦伯 (单位)
Website	網站
Wednesday	星期三
Week	星期
Weight	重量
Weightlifting	举重
Weimar	魏玛
Weimar Republic	魏瑪共和國
Welding	焊接
Wellington	惠灵顿
Werewolf	狼人
Wernher von Braun	沃纳·冯·布劳恩
Weser River	威悉河
West	西
West Africa	西部非洲
West Bank	約旦河西岸地區
West Bengal	西孟加拉邦
West Berlin	西柏林
West Germany	西德
West Sussex	西薩塞克斯郡
West Virginia	西維吉尼亞州
West Virginia	Category:西弗吉尼亚州
Western Australia	西澳大利亚州
Western Roman Empire	西羅馬帝國
Western Sahara	西撒哈拉
Western Sahara	Category:西撒哈拉
Westminster Abbey	西敏寺
Whale	鯨
Wheat	小麦
Wheel	輪
Whisky	威士忌
White House	白宮
White Sea	白海
White blood cell	白血球
White dwarf	白矮星
Whitehorse	白馬市 (加拿大)
Wicca	威卡教
Wide area network	广域网
Wiesbaden	威斯巴登
Wildcat	斑貓
Wilhelm Ostwald	威廉·奥斯特瓦尔德
Will (law)	遺囑
William Blake	威廉·布莱克
William Butler Yeats	威廉·巴特勒·叶芝
William Faulkner	威廉·福克納
William Gladstone	威廉·尤尔特·格莱斯顿
William Golding	威廉·戈尔丁
William Harvey	威廉·哈维
William Henry Harrison	威廉·亨利·哈里森
William Herschel	威廉·赫歇爾
William Howard Taft	威廉·霍华德·塔夫脱
William I	威廉一世 (德国)
William II	威廉二世 (德国)
William James	威廉·詹姆士
William McKinley	威廉·麦金莱
William Rowan Hamilton	威廉·盧雲·哈密頓
William Shakespeare	威廉·莎士比亚
William Shockley	威廉·肖克利
William Wordsworth	威廉·华兹华斯
William of Ockham	奥卡姆的威廉
Willow	柳树
Willy Brandt	维利·勃兰特
Wind instrument	吹奏乐器
Wind power	風能
Windhoek	温得和克
Windmill	风车 (机械)
Window	窗
Wine	葡萄酒
Wine	Category:葡萄酒
Winnipeg	温尼伯
Winston Churchill	温斯顿·丘吉尔
Winter	冬季
Winter Olympic Games	冬季奥林匹克运动会
Winter Olympic Games	Category:冬季奥林匹克运动会
Wisconsin	威斯康辛州
Wisconsin	Category:威斯康辛州
Wolfgang Amadeus Mozart	沃尔夫冈·阿马多伊斯·莫扎特
Wolfgang Pauli	沃尔夫冈·泡利
Woman	女性
Wood	木材
Woodrow Wilson	伍德罗·威尔逊
Woodwind instrument	木管乐器
Woody Allen	伍迪·艾伦
Worcestershire	伍斯特郡
Word	词语
Word processor	文字处理器
World	世界
World Bank	世界银行
World Health Organization	世界卫生组织
World Meteorological Organization	世界气象组织
World Trade Center	世界贸易中心
World Trade Organization	世界贸易组织
World War I	第一次世界大战
World War I	Category:第一次世界大战
World War II	第二次世界大战
World War II	Category:第二次世界大战
World Wide Web	万维网
World Wide Web	Category:全球資訊網
World war	世界大战
Worm	蠕虫
Wormhole	虫洞
Writer	作家
Writing system	文字
Wuhan	武汉市
Wyoming	怀俄明州
Wyoming	Category:怀俄明州
X	X
X-ray	X射线
Xenarthra	貧齒總目
Xenon	氙
Xenophanes	色诺芬尼
Xenophobia	仇外
Xenophon	色诺芬
Xi	Ξ
Xinjiang	新疆维吾尔自治区
Xylophone	木琴
Y	Y
Yahweh	耶和華
Yak	牦牛
Yakuza	日本黑道
Yale University	耶鲁大学
Yalta	雅尔塔
Yalta Conference	雅尔塔会议
Yangon	仰光
Yangtze River	长江
Yard	码
Yasser Arafat	亚西尔·阿拉法特
Year	年
Years	Category:年
Yeast	酵母
Yellow	黄色
Yellow River	黄河
Yellow Sea	黄海
Yellowstone National Park	黃石國家公園
Yemen	也门
Yemen	Category:也门
Yenisei River	葉尼塞河
Yerevan	葉里溫
Yeti	雪人 (傳說生物)
Yggdrasil	世界之树
Yo-yo	溜溜球
Yoga	瑜伽
Yoghurt	酸奶
Yoko Ono	小野洋子
Yokohama	横滨市
Yom Kippur	贖罪日
Yom Kippur War	贖罪日戰爭
York	約克
Yosemite National Park	優勝美地國家公園
Young's modulus	杨氏模量
Ytterbium	镱
Yttrium	钇
Yuan Dynasty	元朝
Yugoslavia	南斯拉夫
Yugoslavia	Category:南斯拉夫
Yukon	育空
Yunnan	云南省
Yuri Gagarin	尤里·加加林
Z	Z
Zachary Taylor	扎卡里·泰勒
Zagreb	萨格勒布
Zambezi	赞比西河
Zambia	赞比亚
Zambia	Category:赞比亚
Zanzibar	桑給巴爾
Zaragoza	萨拉戈萨
Zealand	西兰岛
Zebra	斑馬
Zen	禅宗
Zenith	天頂
Zeno (emperor)	芝諾 (羅馬帝國)
Zeno of Citium	季蒂昂的芝诺
Zeno of Elea	埃利亚的芝诺
Zeta	Ζ
Zeus	宙斯
Zeus (disambiguation)	宙斯
Ziggurat	金字形神塔
Zimbabwe	辛巴威
Zimbabwe	Category:津巴布韦
Zinc	锌
Zionism	錫安主義
Zirconium	锆
Zodiac	黃道帶
Zombie	喪屍
Zoo	動物園
Zoology	动物学
Zoology	Category:動物學
Zoroaster	查拉圖斯特拉
Zoroastrianism	琐罗亚斯德教
Zulu	祖魯
