Finnish	English
Samuel Beckett	Samuel Beckett
Samuel Morse	Samuel F. B. Morse
Samuel Taylor Coleridge	Samuel Taylor Coleridge
Samurai	Samurai
San Antonio (Texas)	San Antonio
San Diego	San Diego
San Francisco	San Francisco
San José (Kalifornia)	San Jose
San Juan (Puerto Rico)	San Juan
San Marino	San Marino
Luokka:San Marino	San Marino
San Marino (kaupunki)	San Marino
San Salvador	San Salvador
Hiekka	Sand
Sandro Botticelli	Sandro Botticelli
Hiekkakivi	Sandstone
Voileipä	Sandwich
Sanskrit	Sanskrit
Santa Fe (New Mexico)	Santa Fe
Santiago de Chile	Santiago
Santiago	Santiago
Santiago de Cuba	Santiago de Cuba
Santo Domingo	Santo Domingo
Santos (kaupunki)	Santos (Săo Paulo)
Safiiri	Sapphire
Sapfo	Sappho
Sapporo	Sapporo
Sarah Bernhardt	Sarah Bernhardt
Sarajevo	Sarajevo
Saratov	Saratov
Sarkofagi	Sarcophagus
Sardiinit	Sardine
Sardinia	Sardinia
Sari (Iran)	Sari
Sariini	Sarin
Saskatchewan	Saskatchewan
Saatana	Satan
Satanismi	Satanism
Satelliitti	Satellite
Satiiri	Satire
Lauantai	Saturday
Saturnus	Saturn
Saturn	Saturn (disambiguation)
Saturnus (jumala)	Saturn (mythology)
Satyyrit	Satyr
Kastike	Sauce
Saudi-Arabia	Saudi Arabia
Luokka:Saudi-Arabia	Saudi Arabia
Saul Bellow	Saul Bellow
Makkara	Sausage
Savanni	Savanna
Saksi (osavaltio)	Saxony
Saksofoni	Saxophone
Skandinavia	Scandinavia
Skandinavian niemimaa	Scandinavian Peninsula
Skandium	Scandium
Lapaluu	Scapula
Schelde	Scheldt
Scheme	Scheme (programming language)
Skitsofrenia	Schizophrenia
Skolastiikka	Scholasticism
Koulu	School
SS	Schutzstaffel
Tiede	Science
Luokka:Tiede	Science
Science fiction	Science fiction
Luokka:Tieteiskirjallisuus	Science fiction
Tieteellinen menetelmä	Scientific method
Tieteilijä	Scientist
Skientologia	Scientology
Scipio Africanus	Scipio Africanus
Sakset	Scissors
Oravat	Sciuridae
Skorpionit	Scorpion
Skorpioni (tähdistö)	Scorpius
Skotlanti	Scotland
Luokka:Skotlanti	Scotland
Mänty	Scots Pine
Gaeli	Scottish Gaelic
Partio	Scouting
Scrabble	Scrabble
Ruuvi	Screw
Ruuvimeisseli	Screwdriver
Kivespussi	Scrotum
Kuvanveistäjä (tähdistö)	Sculptor (constellation)
Kuvanveisto	Sculpture
Luokka:Kuvanveistotaide	Sculpture
Meri	Sea
Merisaukko	Sea Otter
Merivuokot	Sea anemone
Merimakkarat	Sea cucumber
Merenpinnan taso	Sea level
Asovanmeri	Sea of Azov
Japaninmeri	Sea of Japan
Marmaranmeri	Sea of Marmara
Ohotanmeri	Sea of Okhotsk
Merisiilit	Sea urchin
Seaborgium	Seaborgium
Merihevoset	Seahorse
Hakukone	Search engine
Sears Tower	Sears Tower
Vuodenaika	Season
Seattle	Seattle
Sekunti	Second
Toinen ristiretki	Second Crusade
Vatikaanin toinen kirkolliskokous	Second Vatican Council
Lahko (uskonto)	Sect
Sedimenttikivilaji	Sedimentary rock
Siemen	Seed
Segovia	Segovia
Seine	Seine
Seismologia	Seismology
Luokka:Seismologia	Seismology
Selene	Selene
Seleeni	Selenium
Seleukos I Nikator	Seleucus I Nicator
Semantiikka	Semantics
Luokka:Semantiikka	Semantics
Siemenneste	Semen
Puolipiste	Semicolon
Puolijohde	Semiconductor
Semiotiikka	Semiotics
Seemiläiset	Semitic
Senaatti	Senate
Senegal	Senegal
Luokka:Senegal	Senegal
Soul (kaupunki)	Seoul
Seppuku	Seppuku
Syyskuu	September
11. syyskuuta	September 11
Syyskuun 11. päivän iskut	September 11
17. syyskuuta	September 17
29. syyskuuta	September 29
Septuaginta	Septuagint
Lukujono	Sequence
Serbia	Serbia
Luokka:Serbia	Serbia
Serbia ja Montenegro	Serbia and Montenegro
Luokka:Serbia ja Montenegro	Serbia and Montenegro
Maaorja	Serfdom
Sergei Eisenstein	Sergei Eisenstein
Sergei Rahmaninov	Sergei Rachmaninoff
Sarja (matematiikka)	Series (mathematics)
Seriini	Serine
Serotoniini	Serotonin
Käärme (tähdistö)	Serpens
Palvelin	Server (computing)
Seth	Set (mythology)
Joukko-oppi	Set theory
Luokka:Joukko-oppi	Set theory
Sevastopol	Sevastopol
Seitsenvuotinen sota	Seven Years' War
SARS	Severe acute respiratory syndrome
Sevilla	Seville
Sukupuoli	Sex
Sukupuolielin	Sex organ
Seksismi	Sexism
Sekstantti	Sextant
Yhdyntä	Sexual intercourse
Luokka:Seksuaalisuus	Sexuality
Sukupuolitauti	Sexually transmitted disease
Seychellit	Seychelles
Luokka:Seychellit	Seychelles
Shaahi	Shah
Šahada	Shahadah
Šamanismi	Shamanism
Shanghai	Shanghai
Osake	Share (finance)
Shareware	Shareware
Šaria	Sharia
Hait	Shark
Sheffield	Sheffield
Sherlock Holmes	Sherlock Holmes
Shetlandinsaaret	Shetland
Kilpi	Shield
Shikoku	Shikoku
Šintolaisuus	Shinto
Laiva	Ship
Shiva	Shiva
Shōgi	Shogi
Shōgun	Shogun
Pikakirjoitus	Shorthand
Katkaravut	Shrimp
Pensas	Shrub
Siperia	Siberia
Siperianhusky	Siberian Husky
Sichuan	Sichuan
Sisilia	Sicily
Siemens	Siemens (unit)
Sierra Leone	Sierra Leone
Luokka:Sierra Leone	Sierra Leone
Sigma	Sigma
Sigmund Freud	Sigmund Freud
Viittomakielet	Sign language
Sigrid Undset	Sigrid Undset
Sikhiläisyys	Sikhism
Sikkim	Sikkim
Sleesia	Silesia
Pii (alkuaine)	Silicon
Piilaakso	Silicon Valley
Piidioksidi	Silicon dioxide
Silkki	Silk
Silkkitie	Silk Road
Siluurikausi	Silurian
Hopea	Silver
Simone de Beauvoir	Simone de Beauvoir
Synti	Sin
Siinai	Sinai Peninsula
Sinclair Lewis	Sinclair Lewis
Singapore	Singapore
Luokka:Singapore	Singapore
Single	Single (music)
Seireenit	Siren
Sireenieläimet	Sirenia
Sirius	Sirius
Sikstuksen kappeli	Sistine Chapel
Sisyfos	Sisyphus
Istuva Härkä	Sitting Bull
Tilannekomedia	Situation comedy
Kuuden päivän sota	Six-Day War
Skagerrak	Skagerrak
Rullalauta	Skateboard
Luokka:Luut	Skeletal system
Skeptismi	Skepticism
Iho	Skin
Skinhead	Skinhead
Skopje	Skopje
Pääkallo	Skull
Skylab	Skylab
Pilvenpiirtäjä	Skyscraper
Slash (kitaristi)	Slash (musician)
Orjuus	Slavery
Slayer	Slayer
Nukkuminen	Sleep
Slovakia	Slovakia
Luokka:Slovakia	Slovakia
Slovenia	Slovenia
Luokka:Slovenia	Slovenia
Ohutsuoli	Small intestine
Savusumu	Smog
Smolensk	Smolensk
Käärmeet	Snake
Snooker	Snooker
Lumi	Snow
Saippua	Soap
Sosiaalipsykologia	Social psychology
Sosialismi	Socialism
Luokka:Sosialismi	Socialism
Parti socialiste (Ranska)	Socialist Party (France)
Luokka:Yhteiskunta	Society
Yhteiskunta	Society
Jesuiitat	Society of Jesus
Sosiolingvistiikka	Sociolinguistics
Sosiologia	Sociology
Luokka:Sosiologia	Sociology
Sokrates	Socrates
Natrium	Sodium
Natriumbikarbonaatti	Sodium bicarbonate
Natriumhydroksidi	Sodium hydroxide
Sofia	Sofia
Softball	Softball
Luokka:Ohjelmistot	Software
Maalaji	Soil
Koisokasvit	Solanaceae
Luokka:Koisokasvit	Solanaceae
Aurinkokunta	Solar System
Luokka:Aurinkokunta	Solar System
Aurinkokenno	Solar cell
Auringonpimennys	Solar eclipse
Aurinkoenergia	Solar energy
Aurinkotuuli	Solar wind
Kiinteä olomuoto	Solid
Kiinteä olomuoto	Solid state
Solidaarisuus	Solidarity
Salomo	Solomon
Salomonsaaret	Solomon Islands
Luokka:Salomonsaaret	Solomon Islands
Solon	Solon
Kesäpäivänseisaus	Solstice
Liuos	Solution
Liuotin	Solvent
Somalia	Somalia
Luokka:Somalia	Somalia
Somerset	Somerset
Somme	Somme
Sonaatti	Sonata
Laulu (teos)	Song
Laulujen laulu	Song of Solomon
Sonetti	Sonnet
Sophia Loren	Sophia Loren
Sofismi	Sophism
Sofokles	Sophocles
Sopraano	Soprano
Durrat	Sorghum
Lajittelualgoritmi	Sorting algorithm
Sielu	Soul
Ääni	Sound
Keitto	Soup
Lähdekoodi	Source code
Etelä	South
Luokka:Etelä-Afrikka	South Africa
Etelä-Amerikka	South America
Luokka:Etelä-Amerikka	South America
Etelä-Australia	South Australia
Etelä-Carolina	South Carolina
Luokka:Etelä-Carolina	South Carolina
Etelä-Kiinan meri	South China Sea
Etelä-Dakota	South Dakota
Luokka:Etelä-Dakota	South Dakota
Eteläsaari	South Island
Korean tasavalta	South Korea
Luokka:Etelä-Korea	South Korea
Etelänapa	South Pole
Etelä-Vietnam	South Vietnam
Kaakkois-Aasia	Southeast Asia
Eteläinen pallonpuolisko	Southern Hemisphere
Neuvostoliitto	Soviet Union
Luokka:Neuvostoliitto	Soviet Union
Soijapapu	Soybean
Avaruus	Space
Avaruussukkula	Space Shuttle
Avaruusasema	Space station
Avaruusalus	Spacecraft
Spagetti	Spaghetti
Espanja	Spain
Luokka:Espanja	Spain
Roskaposti	Spam (electronic)
Espanjan sisällissota	Spanish Civil War
Luokka:Espanjalaiset henkilöt	Spanish people
Espanjan ja Yhdysvaltojen sota	Spanish-American War
Sparta	Sparta
Keihäs	Spear
Erityinen suhteellisuusteoria	Special relativity
Laji	Species
Spektroskopia	Spectroscopy
Vauhti	Speed
Valonnopeus	Speed of light
Spencer Tracy	Spencer Tracy
Kaskelotti	Sperm Whale
Siemenkasvit	Spermatophyte
Siittiö	Spermatozoon
Pallo (geometria)	Sphere
Sfinksi	Sphinx
Mauste	Spice
Hämähäkit	Spider
Spin	Spin (physics)
Pinaatti	Spinach
Selkäydin	Spinal cord
Kierteisgalaksi	Spiral galaxy
Perna	Spleen
Split	Split
Sienieläimet	Sponge
Urheilu	Sport
Taulukkolaskentaohjelma	Spreadsheet
Spree	Spree
Kevät	Spring (season)
Springfield (Illinois)	Springfield
Vakoiluohjelma	Spyware
Suomumatelijat	Squamata
Neliö (geometria)	Square (geometry)
Neliömetri	Square metre
Neliöjuuri	Square root
Squash	Squash (sport)
Orava	Squirrel
Sri Lanka	Sri Lanka
Luokka:Sri Lanka	Sri Lanka
Saint Louis	St. Louis
Lasimaalaus	Stained glass
Ruostumaton teräs	Stainless steel
Stalinismi	Stalinism
SGML	Standard Generalized Markup Language
Hajontaluku	Standard deviation
Stanfordin yliopisto	Stanford University
Stanley Kubrick	Stanley Kubrick
Tähti	Star
Daavidintähti	Star of David
Tärkkelys	Starch
Meritähdet	Starfish
Valtio	State
Staten Island	Staten Island
Tilastotiede	Statistics
Luokka:Tilastotiede	Statistics
Vapaudenpatsas	Statue of Liberty
Stavanger	Stavanger
Höyrykone	Steam engine
Teräs	Steel
Stefan Zweig	Stefan Zweig
Steffi Graf	Steffi Graf
Stegosaurus	Stegosaurus
Kantasolu	Stem cell
Stendhal	Stendhal
Stephen Hawking	Stephen Hawking
Aro	Steppe
Steradiaani	Steradian
Rintalasta	Sternum
Steroidi	Steroid
Steven Spielberg	Steven Spielberg
Sting	Sting
Pörssi	Stock exchange
Tukholma	Stockholm
Stoalaisuus	Stoicism
Mahalaukku	Stomach
Kivikausi	Stone Age
Stonehenge	Stonehenge
Kattohaikarat	Stork
Myrsky	Storm
Salmi	Strait
Gibraltarinsalmi	Strait of Gibraltar
Hormuzinsalmi	Strait of Hormuz
Magalhãesinsalmi	Strait of Magellan
Messinansalmi	Strait of Messina
Luokka:Salmet	Straits
Strasbourg	Strasbourg
Strategia	Strategy
Stratigrafia	Stratigraphy
Stratosfääri	Stratosphere
Mansikat	Strawberry
Stressi	Stress (medicine)
Säieteoria	String theory
Aivoverenkiertohäiriö	Stroke
Vahva vuorovaikutus	Strong interaction
Strontium	Strontium
Strukturalismi	Structuralism
Malline:Tynkä	Stub
Opiskelija	Student
Stupa	Stupa
Sturmabteilung	Sturmabteilung
Stuttgart	Stuttgart
Styks	Styx
Saharan eteläpuolinen Afrikka	Sub-Saharan Africa
Alakulttuuri	Subculture
Sublimoituminen	Sublimation (chemistry)
Sukellusvene	Submarine
Osajoukko	Subset
Vähennyslasku	Subtraction
Subversion	Subversion (software)
Sucre	Sucre
Sakkaroosi	Sucrose
Sudan	Sudan
Luokka:Sudan	Sudan
Sudoku	Sudoku
Suezin kanava	Suez Canal
Pääte (morfologia)	Suffix
Sufismi	Sufism
Sokeri	Sugar
Suharto	Suharto
Sukarno	Sukarno
Sulawesi	Sulawesi
Rikki	Sulfur
Rikkidioksidi	Sulfur dioxide
Sinappikaasu	Sulfur mustard
Rikkihappo	Sulfuric acid
Sulttaani	Sultan
Sumatra	Sumatra
Sumer	Sumer
Kesä	Summer
Sumopaini	Sumo
Aurinko	Sun
Luokka:Aurinko	Sun
Sun Yat-sen	Sun Yat-sen
Sunnuntai	Sunday
Aurinkokello	Sundial
Auringonkukka	Sunflower
Sunnalaisuus	Sunni Islam
Auringonpilkku	Sunspot
Supertietokone	Supercomputer
Suprajohde	Superconductivity
Teräsmies	Superman
Supernova	Supernova
Yhdysvaltain korkein oikeus	Supreme Court of the United States
Suura	Sura
Pintajännitys	Surface tension
Kirurgia	Surgeon
Kirurgia	Surgery
Luokka:Kirurgia	Surgery
Suriname	Suriname
Luokka:Suriname	Suriname
Surrealismi	Surrealism
Surrey	Surrey
Susan Sontag	Susan Sontag
Sushi	Sushi
Suva	Suva
Huippuvuoret	Svalbard
Pääskyt	Swallow
Joutsenet	Swan
Hakaristi	Swastika
Swazimaa	Swaziland
Luokka:Swazimaa	Swaziland
Ruotsi	Sweden
Luokka:Ruotsi	Sweden
Ruotsin kruunu	Swedish krona
Bataatti	Sweet potato
Uinti	Swimming
Luokka:Uinti	Swimming
Sveitsin frangi	Swiss franc
Luokka:Sveitsiläiset henkilöt	Swiss people
Sveitsi	Switzerland
Luokka:Sveitsi	Switzerland
Miekka	Sword
Sydney	Sydney
Tavu (kielitiede)	Syllable
Sylvia Plath	Sylvia Plath
Symbioosi	Symbiosis
Symboli	Symbol
Sinfonia	Symphony
Oire	Symptom
Synagoga	Synagogue
Syndikaatti	Syndicate
Synestesia	Synesthesia
Synonymia	Synonym
Syntaksi	Syntax
Syntetisaattori	Synthesizer
Kuppa	Syphilis
Syrakusa	Syracuse
Syyria	Syria
Luokka:Syyria	Syria
Järjestelmä	System
T	T
T. E. Lawrence	T. E. Lawrence
T. S. Eliot	T. S. Eliot
Pöytä	Table (furniture)
Pöytätennis	Table tennis
Tabu	Taboo
Tacitus	Tacitus
Taekwondo	Taekwondo
Tagus	Tagus
Tahiti	Tahiti
Taijiquan	Tai chi chuan
Häntä	Tail
Taipei	Taipei
Luokka:Taiwan	Taiwan
Taiwan	Taiwan
Taj Mahal	Taj Mahal
Tadžikistan	Tajikistan
Luokka:Tadžikistan	Tajikistan
Talkki	Talc
Taliban	Taliban
Tallahassee	Tallahassee
Tallinna	Tallinn
Talmud	Talmud
Tamil Nadu	Tamil Nadu
Tampa	Tampa
Tampere	Tampere
Tanakh	Tanakh
Tang-dynastia	Tang Dynasty
Tanger	Tangier
Tango	Tango (dance)
Panssarivaunu	Tank
Tantaali	Tantalum
Tantalos	Tantalus
Tansania	Tanzania
Luokka:Tansania	Tanzania
Taolaisuus	Taoism
Tapiirit	Tapir
Karhukaiset	Tardigrade
Tarn	Tarn
Rakuuna (kasvi)	Tarragon
Tartaros	Tartarus
Tartto	Tartu
Taškent	Tashkent
Tasmaninmeri	Tasman Sea
Tasmania	Tasmania
Pussiahma	Tasmanian Devil
Perusmaku	Taste
Tatuointi	Tattoo
Tau	Tau
Härkä (tähdistö)	Taurus (constellation)
Lehtopöllö	Tawny Owl
Vero	Tax
Taksi	Taxicab
Taksoni	Taxon
Taksonomia	Taxonomy
Euroopanmarjakuusi	Taxus baccata
Tbilisi	Tbilisi
Tee	Tea
Luokka:Tee	Tea
Opettaja	Teacher
Teknetium	Technetium
Tekno	Techno
Teknologia	Technology
Luokka:Tekniikka	Technology
Tegucigalpa	Tegucigalpa
Teheran	Tehran
Tel Aviv	Tel Aviv
Tietoliikenne	Telecommunication
Lennätin	Telegraphy
Telepatia	Telepathy
Puhelin	Telephone
Kaukoputki	Telescope
Kaukoputki (tähdistö)	Telescopium
Televisio	Television
Luokka:Televisio	Television
Telluuri	Tellurium
Lämpötila	Temperature
Temppeli	Temple
Artemiin temppeli	Temple of Artemis
Kymmenen käskyä	Ten Commandments
Teneriffa	Tenerife
Tennessee	Tennessee
Luokka:Tennessee	Tennessee
Tennessee Williams	Tennessee Williams
Tennis	Tennis
Luokka:Tennis	Tennis
Tenori	Tenor
Tenzing Norgay	Tenzing Norgay
Tequila	Tequila
Terbium	Terbium
Termiitit	Termite
Terpsikhore	Terpsichore
Maankaltainen planeetta	Terrestrial planet
Terrorismi	Terrorism
Luokka:Terrorismi	Terrorism
Tertullianus	Tertullian
Tesla	Tesla (unit)
Kives	Testicle
Testosteroni	Testosterone
Jäykkäkouristus	Tetanus
Tethys (kuu)	Tethys (moon)
Tethys (mytologia)	Tethys (mythology)
Tetraedri	Tetrahedron
Tetrahydrokannabinoli	Tetrahydrocannabinol
Tetrapoda	Tetrapod
Texas	Texas
Luokka:Texas	Texas
Tekstiili	Textile
Thaimaa	Thailand
Luokka:Thaimaa	Thailand
Thales	Thales
Thaleia (muusa)	Thalia
Tallium	Thallium
Thanatos	Thanatos
Kiitospäivä	Thanksgiving
Kiitospäivä	Thanksgiving (Canada)
Kiitospäivä	Thanksgiving (United States)
Kiitospäivä	Thanksgiving (disambiguation)
Gambia	The Gambia
Luokka:Gambia	The Gambia
Haag	The Hague
The Star-Spangled Banner	The Star-Spangled Banner
Teatteri	Theatre
Luokka:Teatteri	Theatre
Thebe	Thebe (moon)
Theba (Kreikka)	Thebes
Theba (Egypti)	Thebes
Theia	Theia
Themis	Themis
Themistokles	Themistocles
Teokratia	Theocracy
Teodoliitti	Theodolite
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Theodosius I	Theodosius I
Teologia	Theology
Luokka:Teologia	Theology
Teoreema	Theorem
Teoria	Theory
Suhteellisuusteoria	Theory of relativity
Theravada	Theravada
Termodynamiikka	Thermodynamics
Luokka:Termodynamiikka	Thermodynamics
Lämpömittari	Thermometer
Theseus	Theseus
Thessaloniki	Thessaloniki
Thessalia	Thessaly
Theeta	Theta
Thetis	Thetis
Tiamiini	Thiamine
Ajatushautomo	Think tank
Kolmas ristiretki	Third Crusade
Kolmikymmenvuotinen sota	Thirty Years' War
Tuomas Akvinolainen	Thomas Aquinas
Thomas Alva Edison	Thomas Edison
Thomas Hardy	Thomas Hardy
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Thomas More	Thomas More
Thomas Paine	Thomas Paine
Thomas Young	Thomas Young (scientist)
Thor	Thor
Torium	Thorium
Thot	Thoth
Ajattelu	Thought
Traakia	Thrace
Thukydides	Thucydides
Tulium	Thulium
Peukalo	Thumb
Thüringen	Thuringia
Torstai	Thursday
Pussihukka	Thylacine
Timjami	Thyme
Tymiini	Thymine
Kilpirauhanen	Thyroid
Tianjin	Tianjin
Tiber	Tiber
Tiberius	Tiberius
Tiibet	Tibet
Luokka:Tiibet	Tibet
Ticino	Ticino
Vuorovesi	Tide
Tulimaa	Tierra del Fuego
Tiikeri	Tiger
Tigris	Tigris
Lehmukset	Tilia
Timbuktu	Timbuktu
Aika	Time
Luokka:Aika	Time
Time	Time (magazine)
Aikavyöhyke	Time zone
Timor	Timor
Timur Lenk	Timur
Tina	Tin
Tirana	Tirana
Kudos	Tissue (biology)
Tiaiset	Tit (bird)
Titan	Titan (disambiguation)
Titan (kuu)	Titan (moon)
Titaani (mytologia)	Titan (mythology)
Titania	Titania (moon)
Titanic (täsmennyssivu)	Titanic (disambiguation)
Titaani	Titanium
Tizian	Titian
Titus	Titus
Tivoli (kaupunki)	Tivoli
Tupakat	Tobacco
Tocantins	Tocantins (state)
E-vitamiini	Tocopherol
Tofu	Tofu
Togo	Togo
Luokka:Togo	Togo
Tokio	Tokyo
Toledo (Espanja)	Toledo
Tolueeni	Toluene
Tom Hanks	Tom Hanks
Tom & Jerry	Tom and Jerry
Tomaatti	Tomato
Tonni	Ton
Tonga	Tonga
Luokka:Tonga	Tonga
Kieli (anatomia)	Tongue
Toni Morrison	Toni Morrison
Tonni	Tonne
Tony Blair	Tony Blair
Työkalu	Tool
Hammas	Tooth
Hammasharja	Toothbrush
Topaasi	Topaz
Topeka	Topeka
Topologia (matematiikka)	Topology
Luokka:Topologia	Topology
Toora	Torah
Trombi (pyörremyrsky)	Tornado
Toronto	Toronto
Torpedo	Torpedo
Vääntömomentti	Torque
Kilpikonnat	Tortoise
Kidutus	Torture
Torus	Torus
Totalitarismi	Totalitarianism
Toulon	Toulon
Toulouse	Toulouse
Ranskan ympäriajo	Tour de France
Luokka:Matkailu	Tourism
Tours	Tours
Torni	Tower
Babylonin torni	Tower of Babel
Lontoon Tower	Tower of London
Kaupunki	Town
Myrkyllisyys	Toxicity
Toksikologia	Toxicology
Lelu	Toy
Toyota	Toyota
Traktori	Tractor
Kaupankäynti	Trade
Ammattiliitto	Trade union
Tavaramerkki	Trademark
Perinne	Tradition
Tragedia	Tragedy
Juna	Train
Rautatieasema	Train station
Trajanus	Trajan
Raitiovaunu	Tram
Transsendenttiluku	Transcendental number
Muuntaja	Transformer
Transistori	Transistor
Translitterointi	Transliteration
TCP	Transmission Control Protocol
Luokka:Liikenne	Transportation
Transsukupuolisuus	Transsexualism
Transilvania	Transylvania
Puolisuunnikas	Trapezoid
Versailles'n rauha	Treaty of Versailles
Puu	Tree
Trento	Trento
Trenton	Trenton
Kolmio	Triangle
Kolmio (tähdistö)	Triangulum
Etelän kolmio	Triangulum Australe
Triaskausi	Triassic
Sivujoki	Tributary
Triceratops	Triceratops
Trier	Trier
Trigonometrinen funktio	Trigonometric function
Trigonometria	Trigonometry
Luokka:Trigonometria	Trigonometry
Trilobiitit	Trilobite
Trilogia	Trilogy
Trinidad	Trinidad
Trinidad ja Tobago	Trinidad and Tobago
Luokka:Trinidad ja Tobago	Trinidad and Tobago
TNT	Trinitrotoluene
Kolminaisuusoppi	Trinity
Tripoli	Tripoli
Tritium	Tritium
Triton (kuu)	Triton (moon)
Triton (jumala)	Triton (mythology)
Riemukaari	Triumphal arch
Troijan puuhevonen	Trojan Horse
Troijan sota	Trojan War
Troijalainen (tietotekniikka)	Trojan horse (computing)
Peikko	Troll
Trolli	Troll (Internet)
Johdinauto	Trolleybus
Pasuuna	Trombone
Trondheim	Trondheim
Kravun kääntöpiiri	Tropic of Cancer
Kauriin kääntöpiiri	Tropic of Capricorn
Trooppinen vyöhyke	Tropics
Troposfääri	Troposphere
Trotskilaisuus	Trotskyism
Troija	Troy
Kuorma-auto	Truck
Trumanin oppi	Truman Doctrine
Trumpetti	Trumpet
Totuus	Truth
Trygve Lie	Trygve Lie
Tryptofaani	Tryptophan
Tsaari	Tsar
Tsunami	Tsunami
Tuaregit	Tuareg
Tuuba	Tuba
Tryffelit	Tuber (genus)
Tuberkuloosi	Tuberculosis
Tukaani (tähdistö)	Tucana
Tucson	Tucson
Tiistai	Tuesday
Tulppaanit	Tulip
Kasvain	Tumor
Tundra	Tundra
Volframi	Tungsten
Vaippaeläimet	Tunicate
Tunis	Tunis
Tunisia	Tunisia
Luokka:Tunisia	Tunisia
Tunneli	Tunnel
Turbiini	Turbine
Torino	Turin
Turingin kone	Turing machine
Turkki	Turkey
Luokka:Turkki	Turkey
Turkmenistan	Turkmenistan
Luokka:Turkmenistan	Turkmenistan
Maustekurkuma	Turmeric
Kilpikonnat	Turtle
Toscana	Tuscany
Tuvalu	Tuvalu
Luokka:Tuvalu	Tuvalu
Tux	Tux
Tyko Brahe	Tycho Brahe
Kirjoituskone	Typewriter
Tyfon	Typhon
Typografia	Typography
Luokka:Typografia	Typography
Tyrannosaurus rex	Tyrannosaurus
Tyros	Tyre
Tiroli	Tyrol (state)
Tyrrhenanmeri	Tyrrhenian Sea
U	U
UNESCO	UNESCO
Ufa	Ufa
Uganda	Uganda
Luokka:Uganda	Uganda
Ukraina	Ukraine
Luokka:Ukraina	Ukraine
Ulaanbaatar	Ulan Bator
Ulster	Ulster
Ultraääni	Ultrasound
Ultraviolettisäteily	Ultraviolet
Ulysses S. Grant	Ulysses S. Grant
Sateenvarjo	Umbrella
Umbria	Umbria
Heisenbergin epätarkkuusperiaate	Uncertainty principle
Työttömyys	Unemployment
Yksisarvinen	Unicorn
UFO	Unidentified flying object
Yhdiste (matematiikka)	Union (set theory)
Yhdistyneet arabiemiirikunnat	United Arab Emirates
Luokka:Arabiemiirikunnat	United Arab Emirates
Yhdistynyt arabitasavalta	United Arab Republic
Yhdistynyt kuningaskunta	United Kingdom
Luokka:Yhdistynyt kuningaskunta	United Kingdom
Yhdistyneet kansakunnat	United Nations
Luokka:Yhdistyneet kansakunnat	United Nations
UNICEF	United Nations Children's Fund
Yhdysvallat	United States
Luokka:Yhdysvallat	United States
Yhdysvaltain ilmavoimat	United States Air Force
Yhdysvaltain kongressi	United States Congress
Yhdysvaltain perustuslaki	United States Constitution
Yhdysvaltain edustajainhuone	United States House of Representatives
West Point	United States Military Academy
Yhdysvaltain laivasto	United States Navy
Yhdysvaltain Neitsytsaaret	United States Virgin Islands
Yhdysvaltain dollari	United States dollar
Maailmankaikkeus	Universe
Yliopisto	University
Chicagon yliopisto	University of Chicago
Pennsylvanian yliopisto	University of Pennsylvania
Unix	Unix
Ununbium	Ununbium
Ununheksium	Ununhexium
Ununpentium	Ununpentium
Ununkvadium	Ununquadium
Ununtrium	Ununtrium
Upanishad	Upanishad
Uppsala	Uppsala
Ypsilon	Upsilon
Ur	Ur
Urasiili	Uracil
Ural (vuoristo)	Ural Mountains
Urania	Urania
Uraani	Uranium
Uranus	Uranus
Luokka:Uranus	Uranus
Uranos	Uranus (mythology)
Urdu	Urdu
Urea	Urea
Virtsa	Urine
Iso karhu	Ursa Major
Pieni karhu	Ursa Minor
Uruguay	Uruguay
Luokka:Uruguay	Uruguay
Utah	Utah
Luokka:Utah	Utah
Kohtu	Uterus
Klassinen utilitarismi	Utilitarianism
Utopia	Utopia
Utrecht	Utrecht (city)
Utrecht (provinssi)	Utrecht (province)
Uttar Pradesh	Uttar Pradesh
Uzbekistan	Uzbekistan
Luokka:Uzbekistan	Uzbekistan
V	V
Rokotus	Vaccine
Vakuoli	Vacuole
Tyhjiö	Vacuum
Elektroniputki	Vacuum tube
Vaduz	Vaduz
Emätin	Vagina
Valence (Drôme)	Valence
Valenssi (kemia)	Valence (chemistry)
Valencia	Valencia
Valentina Tereškova	Valentina Tereshkova
Ystävänpäivä	Valentine's Day
Valhalla	Valhalla
Valkyyria	Valkyrie
Valletta	Valletta
Laakso	Valley
Vampyyri	Vampire
Vanadiini	Vanadium
Vancouver	Vancouver
Vancouverinsaari	Vancouver Island
Ilkivalta	Vandalism
Vanuatu	Vanuatu
Luokka:Vanuatu	Vanuatu
Var (departementti)	Var (department)
Varianssi	Variance
Varna	Varna
Putkilokasvit	Vascular plant
Vatikaanivaltio	Vatican City
Luokka:Vatikaanivaltio	Vatican City
Vektori	Vector (spatial)
Vega	Vega
Vihannes	Vegetable
Kasvissyönti	Vegetarianism
Laskimo	Vein
Purje (tähdistö)	Vela (constellation)
Velociraptor	Velociraptor
Nopeus	Velocity
Veneto	Veneto
Venezuela	Venezuela
Luokka:Venezuela	Venezuela
Venetsia	Venice
