English	Portuguese
Offside (football)	Regra 11 (futebol)
Ohio	Ohio
Ohio	Categoria:Ohio
Ohm	Ohm
Ohm's law	Lei de Ohm
Oil	Óleo
Oil (disambiguation)	Óleo (desambiguação)
Oil painting	Pintura a óleo
Okapi	Ocapi
Oklahoma	Oklahoma
Oklahoma	Categoria:Oklahoma
Oklahoma City	Oklahoma City
Oktoberfest	Oktoberfest
Old Church Slavonic	Eslavo eclesiástico
Old Norse	Nórdico antigo
Old Testament	Antigo Testamento
Oligarchy	Oligarquia
Oligocene	Oligoceno
Oligopoly	Oligopólio
Olive	Oliveira
Olive oil	Azeite
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Olivine	Olivina
Olympia	Olympia (Washington)
Olympia	Olímpia
Olympic Games	Jogos Olímpicos
Olympics	Categoria:Jogos Olímpicos
Omaha	Omaha
Oman	Omã
Oman	Categoria:Omã
Omega	Ω
Omicron	Ο
Omsk	Omsk
Oncology	Categoria:Oncologia
Onion	Cebola
Onomastics	Onomástica
Ontario	Ontário
Ontario	Categoria:Ontário
Ontology	Ontologia
Oort cloud	Nuvem de Oort
Opal	Opala
Opel	Opel
Opera	Ópera
Opera (Internet suite)	Opera
Operating system	Sistema operativo
Operetta	Opereta
Ophiuchus	Ophiuchus
Opium	Ópio
Optical fiber	Fibra óptica
Optical illusion	Ilusão de óptica
Optics	Óptica
Optics	Categoria:Óptica
Oral sex	Sexo oral
Orange (colour)	Laranja (cor)
Orange (fruit)	Laranjeira
Orangutan	Orangotango
Oratorio	Oratório
Orbit	Órbita
Orca	Orca
Orchestra	Orquestra
Orchidaceae	Orquídea
Order (biology)	Ordem (biologia)
Order of Saint Benedict	Ordem de São Bento
Ordovician	Ordoviciano
Oregano	Orégano
Oregon	Oregon
Oregon	Categoria:Oregon
Orestes (mythology)	Orestes
Organ (anatomy)	Órgão (anatomia)
Organ (music)	Órgão (instrumento)
Organelle	Organelo
Organic chemistry	Química orgânica
Organic chemistry	Categoria:Química orgânica
Organic compound	Composto orgânico
Organism	Organismo
Organization	Organização
Organization of American States	Organização dos Estados Americanos
Orgasm	Orgasmo
Origami	Origami
Origen	Orígenes
Original sin	Pecado original
Orinoco	Orinoco
Orion (constellation)	Orion (constelação)
Orissa	Orissa
Orlando	Orlando
Ornithology	Ornitologia
Orpheus	Orfeu
Orson Welles	Orson Welles
Orthography	Ortografia
Osaka	Osaka (cidade)
Osama bin Laden	Osama bin Laden
Oscar Wilde	Oscar Wilde
Oscillation	Vibração
Osiris	Osíris
Oslo	Oslo
Osman I	Osman I
Osmium	Ósmio
Osprey	Águia-pescadora
Osteichthyes	Osteichthyes
Osteoporosis	Osteoporose
Ostrava	Ostrava
Ostrich	Avestruz
Othello	Othello, the Moor of Venice
Otho	Otão
Ottawa	Ottawa
Otto Hahn	Otto Hahn
Otto I	Oto I, Sacro Imperador Romano-Germânico
Otto von Bismarck	Otto von Bismarck
Ottoman Empire	Império Otomano
Ottoman Empire	Categoria:Império Otomano
Ounce	Onça (peso)
Ovary	Ovário
Ovid	Ovídio
Oviedo	Oviedo
Ovis	Ovis
Ovum	Óvulo
Owl	Strigiformes
Oxford	Oxford
Oxidation state	Estado de oxidação
Oxide	Óxido
Oxygen	Oxigénio
Oxymoron	Oximoro
Oxytocin	Ocitocina
Ozone	Ozônio
Ozone layer	Ozonosfera
P	P
PAL	PAL
PH	PH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Pacific Ocean	Oceano Pacífico
Pacific Ocean	Categoria:Oceano Pacífico
Pacifism	Pacifismo
Padua	Pádua
Paganism	Paganismo
Painting	Categoria:Pintura
Pakistan	Paquistão
Pakistan	Categoria:Paquistão
Palace of Versailles	Palácio de Versalhes
Palau	Palau
Palau	Categoria:Palau
Paleocene	Paleoceno
Paleolithic	Paleolítico
Paleontology	Paleontologia
Paleontology	Categoria:Paleontologia
Paleozoic	Paleozóico
Palermo	Palermo
Palestine	Palestina
Palestine	Categoria:Palestina
Palestine Liberation Organization	Organização para a Libertação da Palestina
Palestinian National Authority	Autoridade Nacional Palestiniana
Pali	Páli
Palindrome	Palíndromo
Palladium	Paládio
Palm Sunday	Domingo de ramos
Palmyra	Palmira (Síria)
Pamir Mountains	Pamir
Pan (mythology)	Pã (mitologia)
Panama	Panamá
Panama	Categoria:Panamá
Panama Canal	Canal do Panamá
Panama City	Panamá (cidade)
Pancreas	Pâncreas
Pandemic	Pandemia
Pandora	Pandora
Pangaea	Pangéia
Pantheism	Panteísmo
Pantheon	Panteão de Roma
Panthera	Panthera
Papal States	Estados Pontifícios
Papua New Guinea	Papua-Nova Guiné
Papua New Guinea	Categoria:Papua-Nova Guiné
Papyrus	Papiro
Parabola	Parábola
Paracelsus	Paracelso
Parachute	Pára-quedas
Paradigm	Paradigma
Paradox	Paradoxo
Paragliding	Parapente
Paraguay	Paraguai
Paraguay	Categoria:Paraguai
Parallax	Paralaxe
Parallelogram	Paralelogramo
Paramaribo	Paramaribo
Paranoia	Paranóia
Paraphilia	Parafilia
Parapsychology	Parapsicologia
Parasitism	Parasita
Parchment	Pergaminho
Paris	Paris
Paris	Categoria:Paris
Paris (mythology)	Páris
Parity (mathematics)	Números pares e ímpares
Parkinson's disease	Doença de Parkinson
Parliament	Parlamento
Parmenides	Parmênides de Eléia
Parody	Paródia
Parrot	Psittaciformes
Parsec	Parsec
Parsley	Salsa (planta)
Parthenon	Partenon
Parthia	Pártia
Particle physics	Física de partículas
Particle physics	Categoria:Física de partículas
Parvati	Parvati
Pascal	Pascal
Pascal (programming language)	Pascal (linguagem de programação)
Pascal (unit)	Pascal (unidade)
Passeriformes	Categoria:Passeriformes
Passerine	Passeriformes
Passover	Pessach
Passport	Passaporte
Password	Senha
Pasteurization	Pasteurização
Patagonia	Patagónia
Patent	Patente
Pathology	Patologia
Patras	Pátras
Patriarch	Patriarca
Patrick White	Patrick White
Patriotism	Patriotismo
Paul Gauguin	Paul Gauguin
Paul Johann Ludwig von Heyse	Paul Johann Ludwig von Heyse
Paul Klee	Paul Klee
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paul Verlaine	Paul Verlaine
Paul the Apostle	Paulo de Tarso
Paul von Hindenburg	Paul von Hindenburg
Pauli exclusion principle	Princípio de exclusão de Pauli
Pavo (constellation)	Pavo
Pawn (chess)	Peão (xadrez)
Pays de la Loire	Pays de la Loire
Pea	Ervilha
Peace	Paz
Peace of Westphalia	Paz de Vestfália
Peach	Pessegueiro
Peafowl	Pavão
Peanut	Amendoim
Pear	Pêra
Pearl	Pérola
Pearl Harbor	Pearl Harbor
Peat	Turfa
Pedagogy	Pedagogia
Pedagogy	Categoria:Pedagogia
Pediatrics	Pediatria
Pedophilia	Pedofilia
Pedunculate Oak	Carvalho-roble
Pegasus	Pégaso
Pegasus (constellation)	Pegasus
Peloponnese	Peloponeso
Peloponnesian War	Guerra do Peloponeso
Pencil	Lápis
Pendulum	Pêndulo
Penelope	Penélope
Penguin	Pingüim
Penicillin	Penicilina
Peninsula	Península
Pennsylvania	Pensilvânia
Pennsylvania	Categoria:Pensilvânia
Pentagon	Pentágono
Pentagram	Pentagrama
Pentecost	Pentecostes
Pentecostalism	Pentecostalismo
People	Categoria:Pessoas
People's Republic of China	República Popular da China
Pepin the Short	Pepino, o Breve
Pepsi	Pepsi-Cola
Peptide	Peptídeo
Percentage	Percentagem
Perception	Percepção
Perciformes	Perciformes
Percussion instrument	Instrumento de percussão
Percy Bysshe Shelley	Percy Bysshe Shelley
Peregrine Falcon	Falcão-peregrino
Perestroika	Perestroika
Perfume	Perfume
Pericles	Péricles
Period (periodic table)	Período (química)
Periodic table	Tabela periódica
Perm	Perm
Permafrost	Permafrost
Permian	Permiano
Permutation	Permutação
Pernambuco	Pernambuco
Perpetual motion	Moto contínuo
Persephone	Perséfone
Persepolis	Persépolis
Perseus	Perseu
Perseus (constellation)	Perseus
Persian Empire	Pérsia
Persian Gulf	Golfo Pérsico
Personal digital assistant	PDA
Perth	Perth (Austrália Ocidental)
Peru	Peru
Peru	Categoria:Peru
Pesticide	Pesticida
Peter Abelard	Pedro Abelardo
Peter Paul Rubens	Peter Paul Rubens
Peter Sellers	Peter Sellers
Petrarch	Francesco Petrarca
Petroleum	Petróleo
Petrology	Petrologia
Phanerozoic	Fanerozóico
Pharaoh	Faraó
Pharmacology	Farmacologia
Pharmacology	Categoria:Farmacologia
Pharynx	Faringe
Phase (matter)	Estados físicos da matéria
Phenol	Fenol
Phenomenology	Fenomenologia
Phenotype	Fenótipo
Phenylalanine	Fenilalanina
Phenylketonuria	Fenilcetonúria
Phi (letter)	Φ
Philadelphia	Filadélfia
Philately	Filatelia
Philately	Categoria:Filatelia
Philip II of Macedon	Filipe II da Macedónia
Philip II of Spain	Filipe II de Espanha
Philipp Lenard	Philipp Eduard Anton von Lenard
Philippine Sea	Mar das Filipinas
Philippines	Filipinas
Philippines	Categoria:Filipinas
Philology	Filologia
Philology	Categoria:Filologia
Philosopher's stone	Pedra filosofal
Philosophy	Filosofia
Philosophy	Categoria:Filosofia
Philosophy	Portal:Filosofia
Phnom Penh	Phnom Penh
Phobia	Fobia
Phobos (moon)	Fobos (satélite)
Phoenicia	Fenícia
Phoenix	Phoenix (Arizona)
Phoenix	Phoenix
Phoenix (constellation)	Phoenix (constelação)
Phoenix (mythology)	Fênix
Phoenix (spacecraft)	Sonda Phoenix
Phoneme	Fonema
Phonetics	Fonética
Phonetics	Categoria:Fonética
Phonology	Fonologia
Phosphate	Fosfato
Phosphoric acid	Ácido fosfórico
Phosphorus	Fósforo
Photography	Fotografia
Photography	Categoria:Fotografia
Photon	Fóton
Photosphere	Fotosfera
Photosynthesis	Fotossíntese
Phylum	Filo
Physical chemistry	Físico-química
Physical chemistry	Categoria:Físico-química
Physician	Médico
Physics	Física
Physics	Categoria:Física
Physics	Portal:Física
Physiology	Fisiologia
Physiology	Categoria:Fisiologia
Pi	Pi
Pi (letter)	Π
Piano	Piano
Picardie	Picardia
Piciformes	Piciformes
Pictor	Pictor
Pidgin	Pidgin
Pidgin (software)	Pidgin (comunicador instantâneo)
Piedmont	Piemonte
Pierre	Pierre
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Piet Mondrian	Piet Mondrian
Pieter Zeeman	Pieter Zeeman
Pigment	Pigmento
Pilsen	Plzeň
Pinaceae	Pinaceae
Pindar	Píndaro
Pine	Pinheiro
Pineapple	Ananás
Ping	Ping
Pink	Cor-de-rosa
Pinniped	Pinípedes
Piracy	Pirata
Pisa	Pisa
Pisces (constellation)	Pisces
Piston	Pistão do motor
Pittsburgh	Pittsburgh
Pituitary gland	Hipófise
Pixel	Pixel
Pizza	Pizza
Plagiarism	Plágio
Plane (mathematics)	Plano (geometria)
Planet	Planeta
Planetary nebula	Nebulosa planetária
Plankton	Plâncton
Plant	Plantae
Plasma (physics)	Plasma
Plasmid	Plasmídeo
Plastic	Plástico
Plastid	Plastídeo
Plate tectonics	Tectónica de placas
Platelet	Plaqueta sanguínea
Platinum	Platina
Plato	Platão
Platypus	Ornitorrinco
Playboy	Playboy (revista)
Playing card	Baralho
Pleiades (star cluster)	Plêiades
Pleistocene	Pleistoceno
Pleven	Pleven
Pliny the Elder	Caio Plínio Segundo
Pliny the Younger	Caio Plínio Cecílio Segundo
Pliocene	Plioceno
Plotinus	Plotino
Plovdiv	Plovdiv
Plum	Ameixeira
Plutarch	Plutarco
Pluto	Plutão
Plutonium	Plutônio
Plymouth	Plymouth (Reino Unido)
Pneumonia	Pneumonia
Po River	Rio Pó
Poaceae	Poaceae
Podcast	Podcasting
Poetry	Poesia
Poetry	Categoria:Poesia
Pogrom	Pogrom
Point (geometry)	Ponto (matemática)
Poison	Veneno
Poitiers	Poitiers
Poitou-Charentes	Poitou-Charentes
Poker	Pôquer
Poland	Polónia
Poland	Categoria:Polónia
Polar bear	Urso-polar
Polaris	Polaris
Police	Polícia
Poliomyelitis	Poliomielite
Political party	Partido político
Political science	Ciencias políticas
Political science	Categoria:Ciência política
Politician	Político
Politics	Política
Politics	Categoria:Política
Pollen	Pólen
Pollination	Polinização
Pollution	Poluição
Polo	Pólo (esporte)
Polonium	Polônio
Polyethylene	Polietileno
Polygamy	Poligamia
Polygon	Polígono
Polyhedron	Poliedro
Polyhymnia	Polímnia
Polymer	Polímero
Polynesia	Polinésia
Polynomial	Polinómio
Polytheism	Politeísmo
Polyvinyl chloride	PVC
Pomegranate	Romã
Pomelo	Pomelo
Pompeii	Pompéia
Pompey	Pompeio
Pontius Pilate	Pôncio Pilatos
Pop art	Pop art
Pop music	Música pop
Pope	Papa
Pope Alexander VI	Papa Alexandre VI
Poplar	Choupo
Population	População
Populism	Populismo
Porcelain	Porcelana
Pornography	Pornografia
Port	Porto (transporte)
Port Louis	Port Louis
Port Moresby	Port Moresby
Port Vila	Port Vila
Port of Spain	Port of Spain
Port-au-Prince	Porto Príncipe
Portland	Portland
Portland	Portland (desambiguação)
Porto	Porto
Portrait	Retrato
Portsmouth	Portsmouth
Portugal	Portugal
Portugal	Categoria:Portugal
Poseidon	Posídon
Positron	Pósitron
Postage stamp	Selo postal
Postal code	Código postal
Postmodernism	Pós-Moderno
Potassium	Potássio
Potassium nitrate	Nitrato de potássio
Potato	Batata
Potential energy	Energia potencial
Potsdam	Potsdam
Pound (mass)	Libra (unidade)
Pound sterling	Libra esterlina
Poverty	Pobreza
Power (physics)	Potência
Praetor	Pretor
Prague	Praga
Prague	Categoria:Praga
Praia	Praia (Cabo Verde)
Praseodymium	Praseodímio
Prayer	Oração
Precambrian	Pré-Cambriano
Precession	Precessão
Precipitation (meteorology)	Precipitação (meteorologia)
Pregnancy	Gravidez humana
Prehistory	Pré-História
Prehistory	Categoria:Pré-História
President	Presidente
President of the United States	Presidente dos Estados Unidos da América
Pressure	Pressão
Pretoria	Pretória
Priam	Príamo
Price	Preço
Primate	Primatas
Primates	Categoria:Primatas
Prime Meridian	Meridiano de Greenwich
Prime minister	Primeiro-ministro
Prime number	Número primo
Prince Edward Island	Ilha do Príncipe Eduardo
Prince Philip	Filipe, Duque de Edimburgo
Prince of Wales	Príncipe de Gales
Princeton University	Universidade de Princeton
Principle of relativity	Teoria da relatividade
Prion	Príon
Prism (geometry)	Prisma
Prism (optics)	Prisma (óptica)
Prison	Prisão
Prisoner of war	Prisioneiro de guerra
Prix Goncourt	Prêmio Goncourt
Probability	Probabilidade
Probability theory	Teoria das probabilidades
Probability theory	Categoria:Teoria das probabilidades
Procyonidae	Procionídeos
Professor	Professor
Profit	Lucro
Programmer	Programador
Programming language	Linguagem de programação
Progressive rock	Rock progressivo
Project	Projeto
Prokaryote	Procarionte
Prolog	Prolog
Prometheus	Prometeu
Promethium	Promécio
Pronoun	Pronome
Propaganda	Propaganda
Propane	Propano
Prophet	Profeta
Prose	Prosa
Prostate	Próstata
Protactinium	Protactínio
Protectorate	Protectorado
Protein	Proteína
Proterozoic	Proterozóico
Protestant Reformation	Reforma Protestante
Protestantism	Protestantismo
Protist	Protista
Protista	Categoria:Protistas
Protocol	Protocolo
Proton	Próton
Protozoa	Protozoário
Providence	Providence
Proxima Centauri	Proxima Centauri
Prunus	Prunus
Prussia	Prússia
Psalms	Salmos
Pseudonym	Pseudónimo
Pseudoscience	Categoria:Pseudociência
Pseudoscience	Pseudociência
Psi (letter)	Ψ
Psoriasis	Psoríase
Psychiatry	Psiquiatria
Psychiatry	Categoria:Psiquiatria
Psychoanalysis	Psicanálise
Psychology	Psicologia
Psychology	Categoria:Psicologia
Psychosis	Psicose
Psychotherapy	Psicoterapia
Ptah	Ptah
Pterosaur	Pterossauro
Ptolemaic dynasty	Dinastia ptolemaica
Ptolemy	Ptolemeu
Puberty	Puberdade
Public domain	Domínio público
Public relations	Relações Públicas
Puerto Rico	Porto Rico
Puerto Rico	Categoria:Porto Rico
Pula	Pula (Croácia)
Pulley	Polia
Pulsar	Estrela de nêutrons
Pump	Bomba (mecânica)
Punctuation	Pontuação
Punjab (India)	Punjab (Índia)
Punk	Categoria:Punk
Punk rock	Punk rock
Pupil	Pupila
Puppis	Puppis
Pyongyang	Pyongyang
Pyramid	Pirâmide
Pyrenees	Pireneus
Pyrite	Pirita
Pyrrhic victory	Vitória pírrica
Pythagoras	Pitágoras
Python (programming language)	Python
Pyxis	Pyxis
Q	Q
Qatar	Qatar
Qatar	Categoria:Qatar
Qin Dynasty	Dinastia Chin
Qing Dynasty	Dinastia Qing
Quadratic equation	Equação quadrática
Quadrilateral	Quadrilátero
Quaestor	Questor
Quantum field theory	Teoria quântica de campos
Quantum mechanics	Mecânica quântica
Quantum mechanics	Categoria:Mecânica quântica
Quarantine	Quarentena
Quark	Quark
Quartz	Quartzo
Quasar	Quasar
Quaternary	Quaternário
Quaternion	Quaterniões
Quebec	Quebec
Quebec	Categoria:Quebec
Quebec City	Quebec (cidade)
Quechua	Língua quíchua
Queen (chess)	Dama (xadrez)
Queens	Queens
Queensland	Queensland
Quentin Tarantino	Quentin Tarantino
Question mark	Ponto de interrogação
Quetzalcoatl	Quetzalcóatl
Quince	Marmelo
Quito	Quito
R	R
RAF (disambiguation)	RAF
RAID	RAID
RNA	Ácido ribonucleico
Ra	Ré
Rabat	Rabat
Rabbi	Rabino
Rabindranath Tagore	Rabindranath Tagore (escritor)
Raccoon Dog	Cão-guaxinim
Race	Raça
Rachel Carson	Rachel Carson
Racism	Racismo
Racism	Categoria:Racismo
Radar	Radar
Radian	Radiano
Radio	Categoria:Rádio
Radio telescope	Radiotelescópio
Radioactive decay	Desintegração radioativa
Radiology	Radiologia
Radium	Rádio (elemento químico)
Radius	Raio
Radon	Rádon
Rain	Chuva
Rainbow	Arco-íris
Rainer Maria Rilke	Rainer Maria Rilke
Raleigh	Raleigh (Carolina do Norte)
Ralph Waldo Emerson	Ralph Waldo Emerson
Rama	Râma
Ramadan	Ramadão
Ramayana	Ramáiana
Ramesses II	Ramsés II
Random access memory	Memória RAM
Ranunculaceae	Ranunculaceae
Rape	Estupro
Rapeseed	Colza
Raphael	Rafael Sanzio
Raphael (archangel)	Rafael (arcanjo)
Rapid transit	Categoria:Metropolitanos
Raspberry	Framboesa
Rat	Ratazana
Rational number	Número racional
Ratite	Struthioniformes
Ravenna	Ravenna
Rawalpindi	Rawalpindi
Ray Bradbury	Ray Bradbury
Read-only memory	Memória ROM
Real number	Número real
Recession	Recessão
Recife	Recife
Rectangle	Rectângulo
Rectifier	Circuito retificador
Recursion	Recursividade
Recycling	Reciclagem
Red	Vermelho
Red Army Faction	Facção Exército Vermelho
Red Deer	Veado-vermelho
Red Fox	Raposa-vermelha
Red Panda	Panda-vermelho
Red Sea	Mar Vermelho
Red algae	Rhodophyta
Red blood cell	Hemácia
Red dwarf	Anã vermelha
Red giant	Estrela vermelha gigante
Redshift	Desvio para o vermelho
Redshift (disambiguation)	Desvio para o vermelho
Reduced instruction set computer	RISC
Referendum	Referendo
Refraction	Refracção
Refugee	Refugiado
Regent	Regência (sistema de governo)
Reggae	Reggae
Regiment	Regimento
Regina	Regina (Saskatchewan)
Region	Região
Reims	Reims
Reincarnation	Reencarnação
Reindeer	Rena
Relation (mathematics)	Relação (matemática)
Relativism	Relativismo
Relativity	Categoria:Relatividade
Relay	Relé
Religion	Religião
Religion	Categoria:Religião
Religious Society of Friends	Quaker
Rembrandt	Rembrandt
Renaissance	Renascimento
Renaissance	Categoria:Renascimento
Reproduction	Reprodução
Reptile	Répteis
Republic	República
Republic of China	República da China
Republic of Ireland	República da Irlanda
Republic of Ireland	Categoria:Irlanda
Republic of the Congo	Congo
Republic of the Congo	Categoria:República do Congo
Republican Party (United States)	Partido Republicano (Estados Unidos da América)
Requiem	Réquiem (missa católica)
Resistor	Resistor
Respiratory system	Sistema respiratório
Restaurant	Restaurante
Reticulum	Reticulum
Retina	Retina
Retinol	Vitamina A
Revolution	Revolução
Revolver	Revólver
Rhea (moon)	Reia (satélite)
Rhea (mythology)	Reia
Rhenium	Rênio
Rhetoric	Retórica
Rhetoric	Categoria:Retórica
Rhine	Rio Reno
Rhinoceros	Rinoceronte
Rho (letter)	Ρ
Rhode Island	Rhode Island
Rhode Island	Categoria:Rhode Island
Rhodes	Rodes
Rhodium	Ródio
Rhombus	Losango
Rhyme	Rima
Rhythm	Ritmo
Rhythm and blues	Rhythm and blues
Rib	Costela
Riboflavin	Riboflavina
Ribosome	Ribossomo
Rice	Arroz
Richard Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Strauss	Richard Strauss
Richard Wagner	Richard Wagner
Richard Wright (musician)	Richard Wright
Richmond	Richmond (Virgínia)
Riga	Riga
Rigel	Rigel
Right ascension	Ascensão reta
Ring (mathematics)	Anel (matemática)
Ringo Starr	Ringo Starr
Rio Grande	Rio Grande (América do Norte)
Rio de Janeiro	Rio de Janeiro (cidade)
Rio de Janeiro (state)	Rio de Janeiro
River	Rio
River Thames	Rio Tâmisa
Riyadh	Riade
Road	Estrada
Roald Amundsen	Roald Amundsen
Robert A. Heinlein	Robert A. Heinlein
Robert Andrews Millikan	Robert Andrews Millikan
Robert Boyle	Robert Boyle
Robert Burns	Robert Burns
Robert De Niro	Robert De Niro
Robert E. Lee	Robert Edward Lee
Robert Falcon Scott	Robert Falcon Scott
Robert Hooke	Robert Hooke
Robert Koch	Robert Koch
Robert Louis Stevenson	Robert Louis Stevenson
Robert Oppenheimer	Robert Oppenheimer
Robert Owen	Robert Owen
Robert Redford	Robert Redford
Robert Schumann	Robert Alexander Schumann
Robin Hood	Robin Hood
Robot	Robot
Rock	Pedra, papel, tesoura
Rock (geology)	Rocha
Rock and roll	Rock and roll
Rock music	Rock
Rock music	Categoria:Rock
Rocket	Foguete espacial
Rocky Mountains	Montanhas Rochosas
Rococo	Rococó
Rodent	Roedores
Roe Deer	Corça
Roentgenium	Roentgênio
Roger Bacon	Roger Bacon
Roman Catholic Church	Igreja Católica
Roman Empire	Império Romano
Roman Republic	República Romana
Roman calendar	Calendário romano
Roman law	Direito romano
Roman legion	Legião romana
Roman mythology	Mitologia romana
Roman mythology	Categoria:Mitologia romana
Romania	Roménia
Romania	Categoria:Roménia
Romansh	Língua romanche
Romanticism	Romantismo
Rome	Roma
Rome	Categoria:Roma
Ronald Reagan	Ronald Reagan
Roof	Telhado
Rook (bird)	Gralha-calva
Rook (chess)	Torre (xadrez)
Roosevelt	Roosevelt
Root	Raiz
Rosa Parks	Rosa Parks
Rosaceae	Rosaceae
Rosales	Rosales
Rosario	Rosário (Argentina)
Rosary	Santo Rosário
Rose	Rosa
Roseau	Roseau
Rosemary	Alecrim
Rosetta Stone	Pedra de Roseta
Rosh Hashanah	Rosh Hashaná
Ross Sea	Mar de Ross
Rostock	Rostock
Rotifer	Rotífero
Rotterdam	Roterdão
Router	Roteador
Rowing (sport)	Remo (desporto)
Royal Air Force	Força Aérea Real
Royal Society	Royal Society
Rubber	Borracha
Rubicon	Rio Rubicão
Rubidium	Rubídio
Rubus idaeus	Framboesa
Ruby	Rubi
Ruby (programming language)	Ruby (linguagem de programação)
Rudolf Diesel	Rudolf Diesel
Rudolf Hess	Rudolf Heß
Rudolf Steiner	Rudolf Steiner
Rudyard Kipling	Rudyard Kipling
Rugby football	Rugby
Rupert Murdoch	Rupert Murdoch
Russia	Rússia
Russia	Categoria:Rússia
Russian Orthodox Church	Igreja Ortodoxa Russa
Russian Revolution (1917)	Revolução Russa de 1917
Russo-Japanese War	Guerra russo-japonesa
Ruthenium	Rutênio
Rutherford B. Hayes	Rutherford B. Hayes
Rutherfordium	Rutherfórdio
Rwanda	Ruanda
Rwanda	Categoria:Ruanda
Rye	Centeio
S	S
SOAP	SOAP
SOS	SOS
Sacrament	Sacramento (cristianismo)
Sacramento	Sacramento (Califórnia)
Saddam Hussein	Saddam Hussein
Safari (web browser)	Safari (navegador)
Saffron	Açafrão
Sagitta	Sagitta
Sagittarius (constellation)	Sagittarius
Sahara	Deserto do Saara
Sail	Vela (náutica)
Saint	Santo
Saint Andrew	Santo André
Saint George	São Jorge
Saint Kitts and Nevis	São Cristóvão e Nevis
Saint Kitts and Nevis	Categoria:São Cristóvão e Nevis
Saint Lawrence River	Rio São Lourenço (América do Norte)
Saint Lucia	Santa Lúcia
Saint Lucia	Categoria:Santa Lúcia
Saint Martin	São Martinho (ilha)
Saint Nicholas	Nicolau de Mira
Saint Patrick	São Patrício
Saint Paul	Saint Paul
Saint Peter	São Pedro
Saint Petersburg	São Petersburgo
Saint Petersburg	Categoria:São Petersburgo
Saint Vincent and the Grenadines	São Vicente e Granadinas
Saint Vincent and the Grenadines	Categoria:São Vicente e Granadinas
Sake	Saquê
Saladin	Saladino
Salamander	Caudados
Salem	Salem (Oregon)
Salerno	Salerno
Saliva	Saliva
Salman Rushdie	Salman Rushdie
Salmonidae	Salmonidae
Salt	Sal de cozinha
Salt (chemistry)	Sal
Salt Lake City	Salt Lake City
Salvador	Salvador (Bahia)
Salzburg	Salzburgo
Salzburg (state)	Salzburgo (estado)
Samara	Samara
Samarium	Samário
Samarkand	Samarcanda
Samoa	Samoa
Samoa	Categoria:Samoa
Samsara	Samsara
Samuel Beckett	Samuel Beckett
Samuel F. B. Morse	Samuel Morse
Samuel Taylor Coleridge	Samuel Taylor Coleridge
Samurai	Samurai
San Antonio	San Antonio
San Diego	San Diego
San Francisco	São Francisco (Califórnia)
San Jose	São José (Califórnia)
San Juan	San Juan
San Marino	San Marino
San Marino	Categoria:São Marinho
San Marino	Cidade de São Marinho
San Salvador	San Salvador
Sand	Areia
Sandro Botticelli	Sandro Botticelli
Sandstone	Arenito
Sandwich	Sanduíche
Sanskrit	Sânscrito
Santa Fe	Santa Fé (Novo México)
Santiago	Santiago (Chile)
Santiago	Santiago
Santiago de Cuba	Santiago de Cuba
Santo Domingo	Santo Domingo
Santos (Săo Paulo)	Santos
Sapphire	Safira
Sappho	Safo
Sapporo	Sapporo
Sarah Bernhardt	Sarah Bernhardt
Sarajevo	Sarajevo
Saratov	Saratov
Sarcophagus	Sarcófago
Sardine	Sardinha
Sardinia	Sardenha
Sari	Sari
Sarin	Sarin
Saskatchewan	Saskatchewan
Satanism	Satanismo
Satellite	Satélite artificial
Satire	Sátira
Saturday	Sábado
Saturn	Saturno (planeta)
Saturn	Categoria:Saturno
Saturn (disambiguation)	Saturno
Saturn (mythology)	Saturno (mitologia)
Satyr	Sátiro
Sauce	Molho
Saudi Arabia	Arábia Saudita
Saudi Arabia	Categoria:Arábia Saudita
Saul Bellow	Saul Bellow
Sausage	Salsicha
Savanna	Savana
Saxony	Saxônia
Saxony	Categoria:Saxônia
Saxophone	Saxofone
Scandinavia	Escandinávia
Scandinavia	Categoria:Escandinávia
Scandinavian Peninsula	Península escandinava
Scandium	Escândio
Scapula	Escápula
Scheldt	Rio Escalda
Scheme (programming language)	Scheme
Schizophrenia	Esquizofrenia
Scholasticism	Escolástica
School	Escola
Schutzstaffel	Schutzstaffel
Science	Ciência
Science	Categoria:Ciências
Science fiction	Ficção científica
Science fiction	Categoria:Ficção científica
Scientific method	Método científico
Scientist	Cientista
Scientology	Cientologia
Scipio Africanus	Cipião Africano
Scissors	Tesoura
Sciuridae	Sciuridae
Scorpion	Escorpião
Scorpius	Scorpius
Scotland	Escócia
Scotland	Categoria:Escócia
Scots Pine	Pinus sylvestris
Scottish Gaelic	Língua gaélica escocesa
Scouting	Escotismo
Scrabble	Scrabble
Screw	Parafuso
Screwdriver	Chave de fenda
Scrotum	Escroto
Sculptor (constellation)	Sculptor
Sculpture	Escultura
Sculpture	Categoria:Escultura
Sea	Mar
Sea Otter	Lontra-marinha
Sea anemone	Anêmona
Sea cucumber	Pepino-do-mar
Sea level	Nível médio das águas do mar
Sea of Azov	Mar de Azov
