English	Estonian
Salzburg (state)	Salzburgi liidumaa
Samara	Samara
Samarium	Samaarium
Samoa	Samoa
Samoa	Kategooria:Samoa
Samuel Beckett	Samuel Beckett
Samurai	Samurai
San Antonio	San Antonio
San Diego	San Diego
San Francisco	San Francisco
San Jose	San Jose
San Marino	San Marino
San Marino	Kategooria:San Marino
San Marino	San Marino (linn)
San Salvador	San Salvador
Sand	Liiv
Sandro Botticelli	Sandro Botticelli
Sandstone	Liivakivi
Sanskrit	Sanskriti keel
Santa Claus	Jõuluvana
Santa Fe	Santa Fe (New Mexico)
Santiago	Santiago
Santo Domingo	Santo Domingo
Sapphire	Safiir
Sappho	Sappho
Sapporo	Sapporo
Sarajevo	Sarajevo
Saratov	Saratov
Sardinia	Sardiinia
Sari	Sārī
Sarin	Sariin
Saskatchewan	Saskatchewani provints
Satan	Saatan
Satanism	Satanism
Satellite	Tehiskaaslane
Satire	Satiir
Saturday	Laupäev
Saturn	Saturn
Saturn	Kategooria:Saturn
Satyr	Saatürid
Saudi Arabia	Saudi Araabia
Saudi Arabia	Kategooria:Saudi Araabia
Saul Bellow	Saul Bellow
Sausage	Vorst
Savanna	Savann
Saxony	Saksimaa
Saxony	Kategooria:Saksimaa
Scandinavia	Skandinaavia
Scandinavian Peninsula	Skandinaavia poolsaar
Scandium	Skandium
Scapula	Abaluu
Schizophrenia	Skisofreenia
Scholasticism	Skolastika
School	Kool
Schutzstaffel	SS
Science	Teadus
Science	Kategooria:Teadus
Science fiction	Teadusulme
Scientific method	Teaduslik meetod
Scientology	Saientoloogia
Scissors	Käärid
Scorpius	Skorpion (tähtkuju)
Scotland	Šotimaa
Scots Pine	Harilik mänd
Sculpture	Skulptuur
Sea	Meri
Sea Otter	Kalaan
Sea anemone	Meriroosilised
Sea cucumber	Meripurad
Sea of Azov	Aasov
Sea of Japan	Jaapani meri
Sea of Marmara	Marmara
Sea of Okhotsk	Ohhoota meri
Sea urchin	Merisiilikud
Seaborgium	Seaborgium
Sears Tower	Sears Tower
Season	Aastaajad
Seattle	Seattle
Second	Sekund
Second Crusade	Teine ristisõda
Second Vatican Council	II Vatikani kirikukogu
Second law of thermodynamics	Termodünaamika teine seadus
Sect	Sekt
Sedimentary rock	Settekivim
Seine	Seine
Seismology	Seismoloogia
Seismology	Kategooria:Seismoloogia
Selenium	Seleen
Semiconductor	Pooljuht
Semiotics	Semiootika
Semitic	Semiidid
Senate	Senaator
Senegal	Senegal
Seoul	Sŏul
Seppuku	Harakiri
September	September
September 11	11. september
September 11	11. septembri terrorirünnakud
September 17	17. september
September 29	29. september
Septuagint	Septuaginta
Serbia	Serbia
Serbia	Kategooria:Serbia
Serbia and Montenegro	Serbia ja Montenegro
Serbia and Montenegro	Kategooria:Serbia ja Montenegro
Serfdom	Pärisorjus
Sergei Rachmaninoff	Sergei Rahmaninov
Serine	Seriin
Set	Hulk
Set (mythology)	Seth
Sevastopol	Sevastopol
Seville	Sevilla
Sex	Seksuaalsus
Sexism	Seksism
Sexual intercourse	Seksuaalvahekord
Seychelles	Seišellid
Shah	Šahh
Shahadah	Šahada
Shamanism	Šamanism
Shanghai	Shanghai
Share (finance)	Aktsia
Shareware	Jaosvara
Sharia	Šariaat
Sheffield	Sheffield
Shetland	Shetlandi saared
Shield	Kilp
Shikoku	Shikoku
Shinto	Sintoism
Ship	Laev
Shiva	Šiva
Shogi	Shōgi
Shogun	Šogun
Shrimp	Krevetilised
Siberia	Siber
Sichuan	Sichuan
Sicily	Sitsiilia
Siemens (unit)	Siimens
Sierra Leone	Sierra Leone
Sierra Leone	Kategooria:Sierra Leone
Sigmund Freud	Sigmund Freud
Sign language	Viipekeel
Sigrid Undset	Sigrid Undset
Sikhism	Sikhism
Sikkim	Sikkim
Silicon	Räni
Silicon dioxide	Ränidioksiid
Silurian	Silur
Silver	Hõbe
Simone de Beauvoir	Simone de Beauvoir
Sin	Patt
Sinai Peninsula	Siinai poolsaar
Sinclair Lewis	Sinclair Lewis
Singapore	Singapur
Singapore	Kategooria:Singapur
Single (music)	Singel
Sirius	Siirius
Sitting Bull	Istuv Sõnn
Skagerrak	Skagerrak
Skateboard	Rula
Skepticism	Skeptitsism
Skin	Nahk
Skinhead	Skinheadid
Skopje	Skopje
Skull	Kolju
Skyscraper	Pilvelõhkuja
Slavery	Orjus
Slayer	Slayer
Sleep	Uni
Slovakia	Slovakkia
Slovakia	Kategooria:Slovakkia
Slovenia	Sloveenia
Slovenia	Kategooria:Sloveenia
Small intestine	Peensool
Smog	Sudu
Smolensk	Smolensk
Snooker	Snuuker
Snow	Lumi
Soap	Seep
Socialism	Sotsialism
Socialism	Kategooria:Sotsialism
Society	Kategooria:Ühiskond
Society	Ühiskond
Society of Jesus	Jesuiidid
Sociolinguistics	Sotsiolingvistika
Sociology	Sotsioloogia
Sociology	Kategooria:Sotsioloogia
Socrates	Sokrates
Sodium	Naatrium
Sodium chloride	Naatriumkloriid
Sodium hydroxide	Naatriumhüdroksiid
Sofia	Sofia
Softball	Softball
Software	Kategooria:Tarkvara
Soil	Muld
Solar System	Päikesesüsteem
Solar System	Kategooria:Päikesesüsteem
Solar eclipse	Päikesevarjutus
Solar energy	Päikeseenergia
Solar wind	Päikesetuul
Solid	Tahkis
Solid state	Tahkis
Solomon Islands	Saalomoni Saared
Solomon Islands	Kategooria:Saalomoni Saared
Solstice	Päikeseseisak
Solution	Lahus
Solvent	Lahusti
Somalia	Somaalia
Somalia	Kategooria:Somaalia
Somerset	Somerset
Sonata	Sonaat
Sonnet	Sonett
Sophia Loren	Sophia Loren
Sophocles	Sophokles
Soprano	Sopran
Sorghum	sorgo
Sound	Heli
Source code	Lähtekood
South	Lõuna
South Africa	Kategooria:Lõuna-Aafrika Vabariik
South America	Lõuna-Ameerika manner
South America	Kategooria:Lõuna-Ameerika
South Australia	Lõuna-Austraalia
South Carolina	Lõuna-Carolina
South Carolina	Kategooria:Lõuna-Carolina
South China Sea	Lõuna-Hiina meri
South Dakota	Lõuna-Dakota
South Dakota	Kategooria:Lõuna-Dakota
South Island	Lõunasaar
South Korea	Lõuna-Korea
South Korea	Kategooria:Lõuna-Korea
South Pole	Lõunapoolus
Southeast Asia	Kagu-Aasia
Southern Hemisphere	Lõunapoolkera
Sovereignty	Suveräänsus
Soviet Union	Nõukogude Liit
Soviet Union	Kategooria:Nõukogude Liit
Soybean	Sojauba
Spain	Hispaania
Spain	Kategooria:Hispaania
Spanish Civil War	Hispaania kodusõda
Spanish people	Kategooria:Hispaania inimesed
Sparta	Sparta
Spear	Oda
Special relativity	Erirelatiivsusteooria
Species	Liik (bioloogia)
Spectroscopy	Spektroskoopia
Speed	Kiirus
Speed of light	Valguse kiirus
Spencer Tracy	Spencer Tracy
Sperm Whale	Kašelott
Spermatophyte	Seemnetaimed
Sphinx	Sphinx
Spice	Vürtsid
Spider	Ämblikulised
Spin (physics)	Spinn
Spleen	Põrn
Split	Split
Sponge	Käsnad
Sport	Sport
Spree	Spree
Spring (season)	Kevad
Springfield	Springfield
Spyware	Nuhkvara
Square (geometry)	Ruut
Square root	Ruutjuur
Squash (sport)	Squash
Sri Lanka	Sri Lanka
Sri Lanka	Kategooria:Sri Lanka
St. Louis	Saint Louis
Stalinism	Stalinism
Standard deviation	Standardhälve
Stanley Kubrick	Stanley Kubrick
Star	Täht (astronoomia)
Starch	Tärklis
Starfish	Meritähed
State	Riik
Staten Island	Staten Island
Statistics	Statistika
Stavanger	Stavanger
Steel	Teras
Stefan Zweig	Stefan Zweig
Steffi Graf	Steffi Graf
Stem cell	Tüvirakud
Stephen Hawking	Stephen Hawking
Steradian	Steradiaan
Steven Spielberg	Steven Spielberg
Stockholm	Stockholm
Stomach	Magu
Stone Age	Kiviaeg
Stonehenge	Stonehenge
Strait	Väin
Strait of Gibraltar	Gibraltari väin
Strait of Hormuz	Hormuze väin
Strait of Magellan	Magalhãesi väin
Strait of Messina	Messina väin
Straits	Kategooria:Väinad
Strasbourg	Strasbourg
Stratigraphy	Stratigraafia
Strontium	Strontsium
Structuralism	Strukturalism
Stupa	Stuupa
Sturmabteilung	Sturmabteilung
Stuttgart	Stuttgart
Styx	Styx
Subculture	Subkultuur
Submarine	Allveelaev
Subset	Alamhulk
Sucre	Sucre
Sucrose	Sahharoos
Sudan	Sudaan
Sudoku	Sudoku
Suez Canal	Suessi kanal
Suffix	Sufiks
Suharto	Suharto
Sukarno	Sukarno
Sulawesi	Sulawesi
Sulfur	Väävel
Sulfur mustard	Ipriit
Sulfuric acid	Väävelhape
Sultan	Sultan
Sumatra	Sumatra
Sumer	Sumer
Summer	Suvi
Sun	Päike
Sunday	Pühapäev
Sunni Islam	Sunniidid
Sunspot	Päikeseplekk
Superconductivity	Ülijuhtivus
Supernova	Supernoova
Suriname	Suriname
Suriname	Kategooria:Suriname
Surrealism	Sürrealism
Surrey	Surrey
Sushi	Sushi
Suva	Suva
Svalbard	Svalbard
Swan	Luik
Swastika	Svastika
Swaziland	Svaasimaa
Sweden	Rootsi
Sweden	Kategooria:Rootsi
Swedish krona	Rootsi kroon
Swimming	Ujumine
Swimming	Kategooria:Ujumine
Swiss franc	Šveitsi frank
Swiss people	Kategooria:Šveitsi inimesed
Switzerland	Šveits
Switzerland	Kategooria:Šveits
Sword	Mõõk
Sydney	Sydney
Sylvia Plath	Sylvia Plath
Symbiosis	Sümbioos
Symbol	Sümbol
Symphony	Sümfoonia
Symptom	Sümptom
Synagogue	Sünagoog
Syndicate	Ametiühing
Synonym	Sünonüüm
Synthesizer	Süntesaator
Syria	Süüria
Syria	Kategooria:Süüria
System	Süsteem
T. S. Eliot	T. S. Eliot
Table tennis	Lauatennis
Taboo	Tabu
Tacitus	Tacitus
Taekwondo	Taekwondo
Tagus	Tejo
Tahiti	Tahiti
Tai chi chuan	Taijiquan
Tail	Saba
Taipei	Taibei
Taiwan	Kategooria:Taiwan
Taj Mahal	Tadž Mahal
Tajikistan	Tadžikistan
Tajikistan	Kategooria:Tadžikistan
Tallahassee	Tallahassee
Tallinn	Tallinn
Talmud	Talmud
Tamil Nadu	Tamil Nadu
Tampa	Tampa
Tampere	Tampere
Tanakh	Tanah
Tang Dynasty	Tangi dünastia
Tank	Tank
Tantalum	Tantaal
Tanzania	Tansaania
Taoism	Taoism
Tardigrade	Loimurid
Tartu	Tartu
Tashkent	Toshkent
Tasman Sea	Tasmani meri
Tasmania	Tasmaania
Taurus (constellation)	Sõnn (tähtkuju)
Tawny Owl	Kodukakk
Tax	Maksud
Taxon	Takson
Taxonomy	Taksonoomia
Taxus baccata	Harilik jugapuu
Tbilisi	Thbilisi
Tea	Tee (jook)
Tea	Kategooria:Tee
Technetium	Tehneetsium
Technology	Tehnoloogia
Tegucigalpa	Tegucigalpa
Tehran	Teheran
Tel Aviv	Tel Aviv
Telephone	Telefon
Telescope	Teleskoop
Television	Televisioon
Tellurium	Telluur
Temperature	Temperatuur
Temple	Tempel
Ten Commandments	Kümme käsku
Tenerife	Tenerife
Tennessee	Tennessee
Tennessee	Kategooria:Tennessee
Tennessee Williams	Tennessee Williams
Tennis	Tennis
Tennis	Kategooria:Tennis
Tenor	Tenor
Tenzing Norgay	Tenzing Norgay
Terbium	Terbium
Termite	Termiidilised
Terrestrial planet	Maa-tüüpi planeedid
Tertullian	Tertullianus
Tesla (unit)	Tesla
Testosterone	Testosteroon
Tetanus	Teetanus
Tethys (mythology)	Tethys
Tetrapod	Tetrapoodid
Texas	Texas
Texas	Kategooria:Texas
Thailand	Tai
Thailand	Kategooria:Tai
Thales	Thales
Thallium	Tallium
The Gambia	Gambia
The Hague	Haag
The Star-Spangled Banner	Ameerika Ühendriikide hümn
Theatre	Teater
Theatre	Kategooria:Teater
Thebes	Teeba (Kreeka)
Thebes	Teeba (Egiptus)
Theocracy	Teokraatia
Theodolite	Teodoliit
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Theodosius I	Theodosius I
Theology	Teoloogia
Theology	Kategooria:Teoloogia
Theorem	Teoreem
Theory	Teooria
Theory of relativity	Relatiivsusteooria
Theravada	Theravaada
Thermodynamics	Termodünaamika
Thermometer	Termomeeter
Theseus	Theseus
Thessaloniki	Thessaloníki
Thiamine	Tiamiin
Think tank	Mõttekoda
Third Crusade	Kolmas ristisõda
Thirty Years' War	Kolmekümneaastane sõda
Thomas Aquinas	Aquino Thomas
Thomas Edison	Thomas Alva Edison
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Robert Malthus
Thomas Mann	Thomas Mann
Thomas Paine	Thomas Paine
Thor	Thor
Thorium	Toorium
Thought	Mõtlemine
Thucydides	Thukydides
Thulium	Tuulium
Thuringia	Tüüringi
Thursday	Neljapäev
Thylacine	Kukkurhunt
Tianjin	Tianjin
Tiber	Tevere
Tiberius	Tiberius
Tibet	Tiibet
Tibet	Kategooria:Tiibet
Tide	Looded
Tierra del Fuego	Tulemaa saared
Tigris	Tigris
Tilia	Pärn
Time	Aeg
Time	Kategooria:Aeg
Time zone	Ajavöönd
Timor	Timor
Timur	Timur
Tin	Tina
Tirana	Tirana
Tissue (biology)	Kude
Tit (bird)	Tihaslased
Titan (moon)	Titan
Titan (mythology)	Titaanid
Titanium	Titaan
Titian	Tizian
Titus	Titus
Tobacco	Tubakas
Tocantins (state)	Tocantinsi osariik
Tocopherol	E-vitamiin
Togo	Togo
Tokyo	Tōkyō
Toledo	Toledo
Tom Hanks	Tom Hanks
Tom and Jerry	Tom ja Jerry
Tomato	Tomat
Ton	Tonn
Tonga	Tonga
Tonga	Kategooria:Tonga
Toni Morrison	Toni Morrison
Tonne	Tonn
Tony Blair	Tony Blair
Tool	Tööriist
Toothbrush	Hambahari
Topaz	Topaas
Topeka	Topeka
Torah	Toora
Tornado	Tromb
Toronto	Toronto
Torpedo	Torpeedo
Torque	Jõumoment
Torture	Piinamine
Totalitarianism	Totalitarism
Toulouse	Toulouse
Tour de France	Tour de France
Tourism	Turism
Tourism	Kategooria:Turism
Town	Linn
Toxicity	Mürk
Toyota	Toyota Motor Corporation
Trade union	Ametiühing
Tradition	Traditsioon
Tragedy	Tragöödia
Train	Rong
Trajan	Traianus
Tram	Tramm
Transformer	Transformaator
Transistor	Transistor
Transmission Control Protocol	TCP
Transportation	Kategooria:Transport
Transsexualism	Transseksuaalsus
Transylvania	Transilvaania
Trapezoid	Trapets
Treaty	Rahvusvaheline leping
Treaty of Versailles	Versailles' rahu
Tree	Puu
Trento	Trento
Trenton	Trenton
Triangle	Kolmnurk
Triangulum	Kolmnurk (tähtkuju)
Triassic	Triias
Tributary	Lisajõgi
Trier	Trier
Trilobite	Trilobiidid
Trinidad	Trinidad
Trinidad and Tobago	Trinidad ja Tobago
Trinity	Kolmainsus
Tripoli	Tripoli
Triskelion	Triskele
Tritium	Triitium
Triton (moon)	Triton (kuu)
Triton (mythology)	Triton
Trolleybus	Trollibuss
Trombone	Tromboon
Trondheim	Trondheim
Trotskyism	Trotskism
Truman Doctrine	Trumani doktriin
Trumpet	Trompet
Truth	Tõde
Trygve Lie	Trygve Halvdan Lie
Tsar	Tsaar
Tsunami	Tsunami
Tuberculosis	Tuberkuloos
Tucson	Tucson
Tuesday	Teisipäev
Tundra	Tundra
Tungsten	Volfram
Tunis	Tunis
Tunisia	Tuneesia
Tunnel	Tunnel
Turin	Torino
Turing machine	Turingi masin
Turkey	Türgi
Turkey	Kategooria:Türgi
Turkmenistan	Türkmenistan
Turkmenistan	Kategooria:Türkmenistan
Tuscany	Toscana
Tuvalu	Tuvalu
Tuvalu	Kategooria:Tuvalu
Tycho Brahe	Tycho Brahe
Typewriter	Kirjutusmasin
Typhon	Typhon
Tyrol (state)	Tirool
Tyrrhenian Sea	Türreeni meri
UNESCO	UNESCO
Ufa	Ufa
Uganda	Uganda
Ukraine	Ukraina
Ukraine	Kategooria:Ukraina
Ulan Bator	Ulaanbaatar
Ultrasound	Ultraheli
Ultraviolet	Ultraviolettkiirgus
Ulysses S. Grant	Ulysses S. Grant
Umbria	Umbria
Unemployment	Tööpuudus
Unicorn	Ükssarvik
Unidentified flying object	UFO
Union (set theory)	Ühend (matemaatika)
United Arab Emirates	Araabia Ühendemiraadid
United Arab Emirates	Kategooria:Araabia Ühendemiraadid
United Kingdom	Suurbritannia
United Kingdom	Kategooria:Suurbritannia
United Nations	ÜRO
United Nations	Kategooria:ÜRO
United Nations Children's Fund	UNICEF
United States	Ameerika Ühendriigid
United States	Kategooria:Ameerika Ühendriigid
United States Congress	Ameerika Ühendriikide Kongress
United States Virgin Islands	USA Neitsisaared
United States dollar	USA dollar
Universe	Universum
University	Ülikool
Unix	UNIX
Ununbium	Ununbium
Ununhexium	Ununheksium
Ununpentium	Ununpentium
Ununquadium	Ununkvaadium
Ununtrium	Ununtrium
Upanishad	Upanišadid
Uppsala	Uppsala
Ural Mountains	Uural
Uranium	Uraan
Uranus	Uraan (planeet)
Urea	Karbamiid
Urine	Uriin
Uruguay	Uruguay
Uruguay	Kategooria:Uruguay
Utah	Utah
Utah	Kategooria:Utah
Uterus	Emakas
Utilitarianism	Utilitarism
Utopia	Utoopia
Utrecht (city)	Utrecht
Uttar Pradesh	Uttar Pradesh
Uzbekistan	Usbekistan
Uzbekistan	Kategooria:Usbekistan
Vacuole	Vakuool
Vacuum	Vaakum
Vaduz	Vaduz
Valencia	Valencia
Valentina Tereshkova	Valentina Tereškova
Valhalla	Valhalla
Valkyrie	Valküür
Valletta	Valletta
Valley	Org
Vampire	Vampiir
Vanadium	Vanaadium
Vancouver	Vancouver
Vancouver Island	Vancouveri saar
Vandalism	Vandalism
Vanuatu	Vanuatu
Vanuatu	Kategooria:Vanuatu
Variance	Dispersioon
Varna	Varna
Vascular plant	Soontaimed
Vatican City	Vatikan
Vatican City	Kategooria:Vatikan
Vector (spatial)	Vektor
Vegetarianism	Taimetoitlus
Veneto	Veneto
Venezuela	Venezuela
Venezuela	Kategooria:Venezuela
Venice	Venezia
Venus	Veenus
Vermont	Vermont
Vermont	Kategooria:Vermont
Verona	Verona
Vertebrate	Selgroogsed
Vespasian	Vespasianus
Victor Hugo	Victor Hugo
Victoria (Australia)	Victoria (Austraalia)
Victoria Falls	Victoria juga
Vienna	Viin
Vienna	Kategooria:Viin
Vientiane	Viangchan
Vietnam	Vietnam
Vietnam	Kategooria:Vietnam
Vietnam War	Vietnami sõda
Viking	Viikingid
Village	Küla
Vilnius	Vilnius
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Viola	Vioola
Violin	Viiul
Virgil	Vergilius
Virgin Islands	Neitsisaared
Virginia	Virginia
Virginia	Kategooria:Virginia
Virginia Woolf	Virginia Woolf
Virginity	Neitsi
Virtual reality	Virtuaalreaalsus
Virtue	Voorus
Virus	Viirused
Viscosity	Viskoossus
Vistula	Wisła
Vitamin	Vitamiinid
Vitamin A	A-vitamiin
Vitamin C	C-vitamiin
Vitamin D	D-vitamiin
Vitus Bering	Vitus Bering
Vivien Leigh	Vivien Leigh
Vladimir Lenin	Vladimir Lenin
Vladimir Putin	Vladimir Putin
Vladivostok	Vladivostok
Vodka	Viin (jook)
Volcano	Vulkaan
Volcanology	Kategooria:Vulkanoloogia
Volcanology	Vulkanoloogia
Volga River	Volga
Volgograd	Volgograd
Volleyball	Võrkpall
Volleyball	Kategooria:Võrkpall
Volt	Volt
Voltage	Pinge (elekter)
Voltaire	Voltaire
Vulva	Häbe
W. Somerset Maugham	William Somerset Maugham
Wake Island	Wake
Wales	Wales
Wales	Kategooria:Wales
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Gropius	Walter Gropius
War	Sõda
War crime	Sõjakuritegu
War of the Spanish Succession	Hispaania pärilussõda
Wars of the Roses	Rooside sõda
Warsaw	Varssavi
Washington	Washington
Washington	Washingtoni osariik
Washington	Kategooria:Washingtoni osariik
Wassily Kandinsky	Vassili Kandinsky
Water	Vesi
Water polo	Veepall
Waterfall	Juga
Watermelon	Arbuus
Watt	Vatt (ühik)
Wave	Laine
Wavelength	Lainepikkus
Weak interaction	Nõrk vastastikmõju
Weapon	Relv
Weather	Ilm
Web browser	Brauser
Weber (unit)	Veeber
Wednesday	Kolmapäev
Week	Nädal
Weight	Kaal
Weightlifting	Tõstmine
Weimar	Weimar
Weimar Republic	Weimari vabariik
Welding	Keevitamine
Wellington	Wellington
Werewolf	Libahunt
Wernher von Braun	Wernher von Braun
Weser River	Weser
West	Lääs
West Africa	Lääne-Aafrika
West Bank	Jordani Läänekallas
West Bengal	Lääne-Bengal
West Berlin	Lääne-Berliin
West Germany	Lääne-Saksamaa
West Sussex	Lääne-Sussex
West Virginia	Lääne-Virginia
West Virginia	Kategooria:Lääne-Virginia
Western Australia	Lääne-Austraalia
Western Roman Empire	Lääne-Rooma keisririik
Western Sahara	Lääne-Sahara
Western Sahara	Kategooria:Lääne-Sahara
Westminster Abbey	Westminster Abbey
Whale	Vaalad
Wheat	Nisu
Wheel	Ratas
White House	Valge Maja
White Sea	Valge meri
White dwarf	Valge kääbus
Whitehorse	Whitehorse
Wicca	Wicca
Wide area network	Laivõrk
Wiesbaden	Wiesbaden
Wilhelm Ostwald	Wilhelm Ostwald
Will (law)	Testament
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Gladstone	William Ewart Gladstone
William Golding	William Golding
William Harvey	William Harvey
William Henry Harrison	William Henry Harrison
William Howard Taft	William Howard Taft
William I	Wilhelm I
William II	Wilhelm II
William McKinley	William McKinley
William Shakespeare	William Shakespeare
William Shockley	William Bradford Shockley
Willow	Paju
Willy Brandt	Willy Brandt
Wind instrument	Puhkpillid
Wind power	Tuuleenergia
Windhoek	Windhoek
Windmill	Tuuleveski
Window	Aken
Wine	Vein
Winnipeg	Winnipeg
Winston Churchill	Winston Churchill
Winter	Talv
Winter Olympic Games	Taliolümpiamängud
Wisconsin	Wisconsin
Wisconsin	Kategooria:Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Woman	Naine
Wood	Puit
Woodrow Wilson	Woodrow Wilson
Woodwind instrument	Puupuhkpillid
Woody Allen	Woody Allen
Worcestershire	Worcestershire
Word	Sõna
World Bank	Maailmapank
World Health Organization	Maailma Terviseorganisatsioon
World Trade Organization	Maailma Kaubandusorganisatsioon
World War I	Esimene maailmasõda
World War I	Kategooria:Esimene maailmasõda
World War II	Teine maailmasõda
World War II	Kategooria:Teine maailmasõda
World Wide Web	Veeb
Worm	Ussid
Writer	Kirjanik
Writing system	Kiri (keeleteadus)
Wuhan	Wuhan
Wyoming	Wyoming
Wyoming	Kategooria:Wyoming
X	X
Xenon	Ksenoon
Xenophobia	Ksenofoobia
Xenophon	Xenophon
Xinjiang	Xinjiang
Y	Y
Yahweh	Jahve
Yale University	Yale'i Ülikool
Yalta	Jalta
Yalta Conference	Jalta konverents
Yangon	Yangon
Yangtze River	Jangtse
Yasser Arafat	Yāsir ‘Arafāt
Year	Aasta
Yellow	Kollane
Yellow River	Huang He
Yellow Sea	Kollane meri
Yellowstone National Park	Yellowstone'i rahvuspark
Yemen	Jeemen
Yemen	Kategooria:Jeemen
Yenisei River	Jenissei
Yerevan	Jerevan
Yggdrasil	Yggdrasil
Yoga	Jooga
Yoghurt	Jogurt
Yokohama	Yokohama
Yosemite National Park	Yosemite rahvuspark
Young's modulus	Elastsusmoodul
Ytterbium	Üterbium
Yttrium	Ütrium
Yugoslavia	Jugoslaavia
Yugoslavia	Kategooria:Jugoslaavia
Yukon	Yukoni ala
Yunnan	Yunnan
Yuri Gagarin	Juri Gagarin
Z	Z
Zachary Taylor	Zachary Taylor
Zagreb	Zagreb
Zambezi	Zambezi
Zambia	Sambia
Zambia	Kategooria:Sambia
Zanzibar	Sansibar
Zaragoza	Zaragoza
Zealand	Sjælland
Zen	Zen-budism
Zenith	Seniit
Zeus	Zeus
Zeus (disambiguation)	Zeus
Ziggurat	Tsikuraat
Zimbabwe	Zimbabwe
Zimbabwe	Kategooria:Zimbabwe
Zinc	Tsink
Zionism	Sionism
Zirconium	Tsirkoonium
Zodiac	Sodiaak
Zombie	Zombie
Zoology	Zooloogia
