English	Esperanto
Tit (bird)	Parida familio
Titan (disambiguation)	Titano
Titan (moon)	Titano (luno)
Titan (mythology)	Titanoj
Titania (moon)	Titanjo
Titanium	Titano (elemento)
Titian	Tiziano
Titus	Tito (imperiestro)
Tivoli	Tivoli
Tobacco	Tabako
Tocantins (state)	Tokantinso
Tocopherol	Vitamino E
Tofu	Tofuo
Togo	Togo
Togo	Kategorio:Togo
Tokyo	Tokio
Toledo	Toledo (Hispanio)
Toluene	Tolueno
Tom Hanks	Tom Hanks
Tom and Jerry	Tom kaj Jerry
Tomato	Tomato
Ton	Tuno
Tonga	Tongo
Tonga	Kategorio:Tongo
Tongue	Lango (anatomio)
Toni Morrison	Toni Morrison
Tonne	Tuno
Tony Blair	Tony Blair
Tool	Laborilo
Tooth	Dento
Toothbrush	Dentobroso
Topeka	Topeka (Kansaso)
Topology	Topologio
Topology	Kategorio:Topologio
Torah	Leĝo de Moseo
Tornado	Tornado (ŝtormo)
Toronto	Toronto (Ontario)
Torpedo	Torpedo
Tortoise	Testudo
Torture	Torturo
Torus	Toro (Italio)
Totalitarianism	Totalismo
Toulon	Toulon
Toulouse	Tuluzo
Tour de France	Tour de France (sportoj)
Tourism	Turismo
Tourism	Kategorio:Turismo
Tours	Tours
Tower	Turo
Tower of Babel	Babela turo
Tower of London	Turo de Londono
Town	Urbo
Toxicity	Veneno
Toy	Ludilo
Toyota	Toyota
Tractor	Traktoro
Trade	Komerco
Trade union	Sindikato
Trademark	Registrita marko
Tradition	Tradicio
Tragedy	Tragedio
Train	Trajno
Train station	Fervoja stacidomo
Trajan	Trajano
Tram	Tramo
Transformer	Transformatoro
Transistor	Transistoro
Transliteration	Transliterumaj sistemoj
Transmission Control Protocol	TCP
Transportation	Kategorio:Transporto
Transsexualism	Transseksulo
Transylvania	Transilvanio
Trapezoid	Trapezo
Treaty	Traktato
Treaty of Versailles	Traktato de Versajlo
Tree	Arbo
Trento	Trento
Trenton	Trenton (Nov-Ĵerzejo)
Triangle	Triangulo
Triangulum	Triangulo (konstelacio)
Triangulum Australe	Aŭstrala Triangulo (konstelacio)
Triassic	Triaso
Tributary	Alfluanto
Triceratops	Triceratopo
Trier	Treviro
Trigonometric function	Trigonometria funkcio
Trigonometry	Trigonometrio
Trigonometry	Kategorio:Trigonometrio
Trilogy	Trilogio
Trinidad	Trinidado
Trinidad and Tobago	Trinidado kaj Tobago
Trinidad and Tobago	Kategorio:Trinidado kaj Tobago
Trinitrotoluene	TNT
Trinity	Sankta Triunuo
Tripoli	Tripolo (Libio)
Triskelion	Triskelo
Tritium	Tricio
Triton (moon)	Tritono
Triton (mythology)	Tritono (dio)
Trojan Horse	Troja ĉevalo (mitologio)
Trojan War	Troja milito
Trolleybus	Trolebuso
Trombone	Trombono
Trondheim	Trondheim
Tropic of Cancer	Tropiko de Kankro
Tropic of Capricorn	Tropiko de Kaprikorno
Tropics	Tropikoj
Troposphere	Troposfero
Trotskyism	Trockismo
Troy	Trojo
Truck	Kamiono
Trumpet	Trumpeto
Truth	Vero
Trygve Lie	Trygve Lie
Tryptophan	Triptofano
Tsar	Caro
Tsunami	Cunamo
Tuareg	Tuaregoj
Tuba	Tubjo
Tuber (genus)	Trufo
Tuberculosis	Tuberkulozo
Tucana	Tukano (konstelacio)
Tucson	Tucson (Arizono)
Tuesday	Mardo
Tulip	Tulipo
Tumor	Tumoro
Tundra	Tundro
Tungsten	Volframo
Tunicate	Tunikulo
Tunis	Tunizo
Tunisia	Tunizio
Tunisia	Kategorio:Tunizio
Tunnel	Tunelo
Turin	Torino
Turing machine	Maŝino de Turing
Turkey	Turkio
Turkey	Kategorio:Turkio
Turkmenistan	Turkmenio
Turkmenistan	Kategorio:Turkmenio
Turmeric	Kurkumo
Turtle	Testudo
Tuscany	Toskanio
Tuvalu	Tuvalo
Tuvalu	Kategorio:Tuvalo
Tux	Tux
Tycho Brahe	Tycho Brahe
Typewriter	Tajpilo
Typography	Tipografio
Typography	Kategorio:Tipografio
Tyrannosaurus	Tiranosaŭro
Tyre	Tiro
Tyrol (state)	Tirolo
Tyrrhenian Sea	Tirena Maro
U	U
UNESCO	Unesko
Ufa	Ufa
Uganda	Ugando
Uganda	Kategorio:Ugando
Ukraine	Ukrainio
Ukraine	Kategorio:Ukrainio
Ulan Bator	Ulan-Batoro
Ulster	Ulster
Ultrasound	Ultrasono
Ultraviolet	Ultraviola radiado
Ulysses S. Grant	Ulysses S. Grant
Umbrella	Ombrelo
Umbria	Umbrio
Unemployment	Senlaboreco
Unicorn	Unukornulo
Unidentified flying object	Nifo
Uniform Resource Locator	URL
Union (set theory)	Kunaĵo
United Arab Emirates	Unuiĝintaj Arabaj Emirlandoj
United Arab Emirates	Kategorio:Unuiĝintaj Arabaj Emirlandoj
United Arab Republic	Unuiĝinta Araba Respubliko
United Kingdom	Unuiĝinta Reĝlando
United Kingdom	Kategorio:Britio
United Nations	Unuiĝintaj Nacioj
United Nations	Kategorio:Unuiĝintaj Nacioj
United Nations Children's Fund	UNICEF
United States	Usono
United States	Kategorio:Usono
United States Congress	Usona Kongreso
United States Constitution	Usona Konstitucio
United States House of Representatives	Usona Domo de Reprezentantoj
United States Military Academy	West Point
United States Senate	Usona Senato
United States Virgin Islands	Usonaj Virgulininsuloj
United States dollar	Usona dolaro
Universe	Universo
University	Universitato
University of Chicago	Universitato de Ĉikago
Unix	Unikso
Unix	Kategorio:Unikso-similaj sistemoj
Ununbium	Ununbio
Ununhexium	Ununheksio
Ununpentium	Ununpentio
Ununquadium	Ununkvadio
Ununtrium	Ununtrio
Upanishad	Upaniŝadoj
Uppsala	Upsalo
Upsilon	Upsilono
Ur	Ur (urbo)
Uracil	Uracilo
Ural Mountains	Uralo (montaro)
Urania	Uranio (muzo)
Uranium	Uranio
Uranus	Urano
Uranus (mythology)	Urano (dio)
Urdu	Urduo
Urea	Ureo
Urine	Urino
Ursa Major	Granda Ursino (konstelacio)
Ursa Minor	Malgranda Ursino (konstelacio)
Uruguay	Urugvajo
Uruguay	Kategorio:Urugvajo
Utah	Utaho
Utah	Kategorio:Utaho
Uterus	Utero
Utilitarianism	Utilismo
Utopia	Utopio
Utrecht (city)	Utrecht (urbo)
Utrecht (province)	Utrecht (provinco)
Uttar Pradesh	Utar-Pradeŝo
Uzbekistan	Uzbekio
Uzbekistan	Kategorio:Uzbekio
V	V
Vaccine	Vakcino
Vacuum	Vakuo
Vaduz	Vaduzo
Vagina	Vagino
Valence (chemistry)	Valento
Valencia	Valencio (Hispanio)
Valencia	Valencio
Valentina Tereshkova	Valentina Tereŝkova
Valentine's Day	Sankt-Valentena tago
Valhalla	Valhalo
Valkyrie	Valkirio
Valletta	La Valeto
Valley	Valo
Vampire	Vampiro
Vanadium	Vanado
Vancouver	Vankuvero (Brita Kolumbio)
Vancouver Island	Vankuvera Insulo
Vanir	Vanioj
Vanuatu	Vanuatuo
Vanuatu	Kategorio:Vanuatuo
Var (department)	Var (departemento)
Variance	Varianco
Varna	Varna
Vascular plant	Vaskulaj plantoj
Vatican City	Vatikanurbo
Vatican City	Kategorio:Vatikanurbo
Vector (spatial)	Vektoro
Vegetable	Legomo
Vegetarianism	Vegetarismo
Vein	Vejno
Vela (constellation)	Velaro (konstelacio)
Velocity	Vektora rapido
Veneto	Veneto
Venezuela	Venezuelo
Venezuela	Kategorio:Venezuelo
Venice	Venecio
Venus	Venuso
Venus (mythology)	Venuso (diino)
Verb	Verbo
Vermont	Vermonto
Vermont	Kategorio:Vermonto
Verona	Verona
Versailles	Versailles
Vertebra	Vertebro
Vertebral column	Vertebraro
Vertebrate	Vertebruloj
Vespasian	Vespasiano
Vesta (mythology)	Vesta
Vichy	Vichy
Victor Hugo	Victor Hugo
Victoria	Viktorio (Brita Kolumbio)
Victoria (Australia)	Viktorio (Aŭstralio)
Victoria Falls	Viktoria Akvofalo
Video	Video
Video game	Videoludo
Vienna	Vieno
Vienna	Kategorio:Vieno
Vienne	Vienne (departemento)
Vientiane	Vjentiano
Vietnam	Vjetnamio
Vietnam	Kategorio:Vjetnamio
Vietnam War	Vjetnama milito
Viking	Vikingoj
Vilfredo Pareto	Vilfredo Pareto
Village	Vilaĝo
Vilnius	Vilno
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Vinegar	Vinagro
Viola	Aldviolono
Violence	Violento
Violin	Violono
Virgil	Vergilio
Virgin Islands	Virgulininsuloj
Virginia	Virginio
Virginia	Kategorio:Virginio
Virginia Woolf	Virginia Woolf
Virginity	Virgeco
Virgo (constellation)	Virgo (konstelacio)
Virtual reality	Virtuala realeco
Virtue	Virto
Virus	Viruso (biologio)
Viscosity	Viskozeco
Vishnu	Viŝnuo
Vistula	Vistulo
Vitamin	Vitamino
Vitamin A	Vitamino A
Vitamin C	Vitamino C
Vitamin D	Vitamino D
Vitus Bering	Vitus Bering
Vivien Leigh	Vivien Leigh
Vladimir Lenin	Lenin
Vladimir Nabokov	Vladimir Nabokov
Vladimir Putin	Vladimir Putin
Vladivostok	Vladivostok
Vocative case	Vokativo
Vodka	Vodko
Volans	Flugfiŝo (konstelacio)
Volcano	Vulkano
Volcanology	Kategorio:Vulkanologio
Volcanology	Vulkanologio
Volga River	Volgo
Volgograd	Volgogrado
Volleyball	Flugpilkado
Volt	Volto
Voltage	Elektra tensio
Voltaire	Voltaire
Volume	Volumeno
Vomiting	Vomado
Voodoo	Voduo
Vowel	Vokalo
Vulcan (mythology)	Vulkano (dio)
Vulgar Latin	Vulgara latina
Vulgate	Vulgato
Vulpecula	Vulpo (konstelacio)
Vulva	Vulvo
W	W
W. Somerset Maugham	William Somerset Maugham
WYSIWYG	WYSIWYG
Wahhabism	Vahabismo
Wake Island	Vejkinsulo
Wales	Kimrio
Wales	Kategorio:Kimrio
Walnut	Juglando (genro)
Walrus	Rosmaro
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Scott	Walter Scott
War	Milito
War	Kategorio:Militoj
War crime	Militkrimo
War of the Spanish Succession	Milito de hispana sukcedo
Wars of the Roses	Militoj de rozoj
Warsaw	Varsovio
Washing machine	Lavmaŝino
Washington	Vaŝingtono
Washington	Vaŝingtonio
Washington	Kategorio:Vaŝingtonio
Washington (disambiguation)	Washington
Wassily Kandinsky	Vasilij Kandinskij
Waste	Rubo
Water	Akvo
Water	Kategorio:Akvo
Water polo	Akvopilko
Waterfall	Akvofalo
Watergate scandal	Skandalo Watergate
Watermelon	Akvomelono
Watt	Vato (unuo)
Watt-hour	Kilovathoro
Wave	Ondo
Wavelength	Ondolongo
Wax	Vakso
Weak interaction	Malforta nuklea forto
Weapon	Armilo
Weather	Vetero
Web browser	TTT-legilo
Web page	TTT-paĝo
Weber (unit)	Vebero
Website	TTT-ejo
Wednesday	Merkredo
Week	Semajno
Weight	Pezo
Weightlifting	Halterlevo
Weimar	Vajmaro
Weimar Republic	Vajmara Respubliko
Welding	Veldado
Wellington	Velingtono
Werewolf	Lupfantomo
Wernher von Braun	Wernher von Braun
Weser River	Weser
West	Okcidento
West Africa	Okcidentafriko
West Bank	Cisjordanio
West Bengal	Okcident-Bengalo
West Berlin	Okcidenta Berlino
West Germany	Okcidenta Germanio
West Sussex	West Sussex
West Virginia	Okcidenta Virginio
West Virginia	Kategorio:Okcidenta Virginio
Western Australia	Okcidenta Aŭstralio
Western Roman Empire	Okcident-Romia Imperio
Western Sahara	Okcidenta Saharo
Western Sahara	Kategorio:Okcidenta Saharo
Westminster Abbey	Abatejo Westminster
Whale	Baleno
Wheat	Tritiko
Wheel	Rado
Whisky	Viskio
White House	Blanka Domo (Vaŝingtono)
White Sea	Blanka Maro
White blood cell	Leŭkocito
White dwarf	Blanka nano
Whitehorse	Whitehorse (Jukonio)
Wicca	Viko
Wide area network	Malloka reto
Wiesbaden	Wiesbaden
Wildcat	Sovaĝa kato
Wilhelm Ostwald	Wilhelm Ostwald
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Gladstone	William Ewart Gladstone
William Golding	William Golding
William Harvey	William Harvey
William Henry Harrison	William H. Harrison
William Herschel	William Herschel
William Howard Taft	William H. Taft
William II	Vilhelmo la 2-a (Germana Imperiestro)
William McKinley	William McKinley
William Shakespeare	William Shakespeare
William Wordsworth	William Wordsworth
Willow	Saliko
Willy Brandt	Willy Brandt
Wind instrument	Blovinstrumento
Wind power	Ventoenergio
Windhoek	Vindhuko
Windmill	Ventmuelejo
Window	Fenestro
Wine	Vino
Winnipeg	Vinipego (Manitobo)
Winston Churchill	Winston Churchill
Winter	Vintro
Winter Olympic Games	Vintraj Olimpikoj
Winter Olympic Games	Kategorio:Vintraj Olimpikoj
Wisconsin	Viskonsino
Wisconsin	Kategorio:Viskonsino
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Woman	Virino
Wood	Ligno
Woodrow Wilson	Woodrow Wilson
Woodwind instrument	Ligna blovinstrumento
Woody Allen	Woody Allen
Worcestershire	Worcestershire
Word	Vorto
Word processor	Dokumentoredaktilo
World	Mondo
World Bank	Monda Banko
World Health Organization	Monda Organizaĵo pri Sano
World Meteorological Organization	Monda Organizaĵo pri Meteologio
World Trade Center	World Trade Center
World Trade Organization	Monda Organizaĵo pri Komerco
World War I	Unua mondmilito
World War I	Kategorio:Unua mondmilito
World War II	Dua mondmilito
World War II	Kategorio:Dua mondmilito
World Wide Web	TTT
World war	Mondmilito
Worm	Vermo
Writer	Verkisto
Writing system	Skribsistemo
Wuhan	Vuhano
Wyoming	Vajomingo
Wyoming	Kategorio:Vajomingo
X	X
X-ray	Ikso-radioj
Xenarthra	Ksenartroj
Xenon	Ksenono
Xenophobia	Ksenofobio
Xenophon	Ksenofono
Xi	Ksio
Xinjiang	Ŝinĝjango
Xylophone	Ksilofono
Y	Y
Yahweh	Jehovo
Yak	Gruntbovo
Yakuza	Jakuza
Yale University	Universitato Yale
Yalta	Jalto
Yalta Conference	Jalta konferenco
Yangon	Jangono
Yangtze River	Jangzio
Yard	Jardo
Yasser Arafat	Jaser Arafat
Year	Jaro
Yeast	Gisto
Yellow	Flava
Yellow River	Flava Rivero
Yellow Sea	Flava Maro
Yellowstone National Park	Nacia Parko Yellowstone
Yemen	Jemeno
Yemen	Kategorio:Jemeno
Yenisei River	Jenisejo
Yerevan	Erevano
Yeti	Jetio
Yo-yo	Jojo
Yoga	Jogo
Yoghurt	Jogurto
Yoko Ono	Yoko Ono
Yokohama	Jokohamo
Yom Kippur	Jom Kippur
Yom Kippur War	Milito de Jom Kippur
York	York
Ytterbium	Iterbio
Yttrium	Itrio
Yuan Dynasty	Dinastio Yuan
Yugoslavia	Jugoslavio
Yugoslavia	Kategorio:Jugoslavio
Yukon	Jukonio
Yunnan	Junano
Yuri Gagarin	Jurij Gagarin
Z	Z
Zachary Taylor	Zachary Taylor
Zagreb	Zagrebo
Zambezi	Zambezi (rivero)
Zambia	Zambio
Zambia	Kategorio:Zambio
Zanzibar	Zanzibaro
Zaragoza	Zaragozo
Zealand	Sjælland
Zebra	Zebro
Zen	Zen-budhismo
Zenith	Zenito
Zeno of Citium	Zenono el Kitiono
Zeno of Elea	Zenono el Elajo
Zeta	Zeto
Zeus	Zeŭso
Zeus (disambiguation)	Zeŭso (apartigilo)
Ziggurat	Zigurato
Zimbabwe	Zimbabvo
Zimbabwe	Kategorio:Zimbabvo
Zinc	Zinko
Zionism	Cionismo
Zirconium	Zirkonio
Zodiac	Zodiako
Zombie	Zombio
Zoo	Zoo
Zoology	Zoologio
Zoology	Kategorio:Zoologio
Zoroaster	Zaratuŝtro
Zoroastrianism	Zaratuŝtrismo
Zulu	Zuluoj
