German	English
Robert Louis Stevenson	Robert Louis Stevenson
Robert Oppenheimer	Robert Oppenheimer
Robert Owen	Robert Owen
Robert Redford	Robert Redford
Robert Schumann	Robert Schumann
Robin Hood	Robin Hood
Roboter	Robot
Schere, Stein, Papier	Rock
Gestein	Rock (geology)
Rock ’n’ Roll	Rock and roll
Rockmusik	Rock music
Kategorie:Rock	Rock music
Rakete	Rocket
Rocky Mountains	Rocky Mountains
Rokoko	Rococo
Nagetiere	Rodent
Reh	Roe Deer
Roentgenium	Roentgenium
Roger Bacon	Roger Bacon
Römisch-katholische Kirche	Roman Catholic Church
Römisches Reich	Roman Empire
Römische Republik	Roman Republic
Kalender (Römisches Reich)	Roman calendar
Römisches Recht	Roman law
Römische Legion	Roman legion
Römische Mythologie	Roman mythology
Kategorie:Römische Mythologie	Roman mythology
Rumänien	Romania
Kategorie:Rumänien	Romania
Rätoromanisch	Romansh
Romantik	Romanticism
Rom	Rome
Kategorie:Rom	Rome
Ronald Reagan	Ronald Reagan
Dach	Roof
Saatkrähe	Rook (bird)
Turm (Schach)	Rook (chess)
Roosevelt	Roosevelt
Wurzel (Pflanze)	Root
Rosa Parks	Rosa Parks
Rosengewächse	Rosaceae
Rosenartige	Rosales
Rosario	Rosario
Rosenkranz	Rosary
Rosen	Rose
Roseau	Roseau
Rosmarin	Rosemary
Stein von Rosette	Rosetta Stone
Rosch ha-Schana	Rosh Hashanah
Rossmeer	Ross Sea
Rostock	Rostock
Rädertierchen	Rotifer
Rotterdam	Rotterdam
Router	Router
Rudern	Rowing (sport)
Royal Air Force	Royal Air Force
Royal Society	Royal Society
Gummi	Rubber
Rubikon	Rubicon
Rubidium	Rubidium
Rubel	Ruble
Himbeere	Rubus idaeus
Rubin	Ruby
Ruby (Programmiersprache)	Ruby (programming language)
Rudolf Diesel	Rudolf Diesel
Rudolf Heß	Rudolf Hess
Rudolf Steiner	Rudolf Steiner
Rudyard Kipling	Rudyard Kipling
Rugby	Rugby football
Rupert Murdoch	Rupert Murdoch
Russland	Russia
Kategorie:Russland	Russia
Russisch-Orthodoxe Kirche	Russian Orthodox Church
Russische Revolution	Russian Revolution (1917)
Russisch-Japanischer Krieg	Russo-Japanese War
Ruthenium	Ruthenium
Rutherford B. Hayes	Rutherford B. Hayes
Rutherfordium	Rutherfordium
Ruanda	Rwanda
Kategorie:Ruanda	Rwanda
Roggen	Rye
S	S
SOAP	SOAP
Morsecode#.E2.80.9ESOS.E2.80.9C	SOS
Sakrament	Sacrament
Sacramento (Kalifornien)	Sacramento
Saddam Hussein	Saddam Hussein
Safari (Browser)	Safari (web browser)
Safran	Saffron
Pfeil (Sternbild)	Sagitta
Schütze (Sternbild)	Sagittarius (constellation)
Sahara	Sahara
Segel	Sail
Heiliger	Saint
Andreas (Apostel)	Saint Andrew
Georg (Heiliger)	Saint George
St. Kitts und Nevis	Saint Kitts and Nevis
Kategorie:St. Kitts und Nevis	Saint Kitts and Nevis
Sankt-Lorenz-Strom	Saint Lawrence River
St. Lucia	Saint Lucia
Kategorie:St. Lucia	Saint Lucia
Saint-Martin (Insel)	Saint Martin
Nikolaus von Myra	Saint Nicholas
Patrick von Irland	Saint Patrick
Saint Paul (Minnesota)	Saint Paul
Simon Petrus	Saint Peter
Sankt Petersburg	Saint Petersburg
Kategorie:Sankt Petersburg	Saint Petersburg
St. Vincent und die Grenadinen	Saint Vincent and the Grenadines
Kategorie:St. Vincent und die Grenadinen	Saint Vincent and the Grenadines
Sake	Sake
Saladin	Saladin
Salat (Gebet)	Salah
Schwanzlurche	Salamander
Salem (Oregon)	Salem
Salerno	Salerno
Speichel	Saliva
Salman Rushdie	Salman Rushdie
Forellenfische	Salmonidae
Speisesalz	Salt
Salze	Salt (chemistry)
Salt Lake City	Salt Lake City
Salvador da Bahia	Salvador
Salzburg	Salzburg
Salzburg (Bundesland)	Salzburg (state)
Samara	Samara
Samarium	Samarium
Samarkand	Samarkand
Samoa	Samoa
Kategorie:Samoa	Samoa
Samsara	Samsara
Samuel Beckett	Samuel Beckett
Samuel F. B. Morse	Samuel F. B. Morse
Samuel Taylor Coleridge	Samuel Taylor Coleridge
Samurai	Samurai
San Antonio	San Antonio
San Diego	San Diego
San Francisco	San Francisco
San José (Kalifornien)	San Jose
San Juan (Puerto Rico)	San Juan
San Marino	San Marino
Kategorie:San Marino	San Marino
Stadt von San Marino	San Marino
San Salvador	San Salvador
Sand	Sand
Sandro Botticelli	Sandro Botticelli
Sandstein	Sandstone
Sandwich (Lebensmittel)	Sandwich
Sanskrit	Sanskrit
Weihnachtsmann	Santa Claus
Santa Fe (New Mexico)	Santa Fe
Santiago de Chile	Santiago
Santiago	Santiago
Santiago de Cuba	Santiago de Cuba
Santo Domingo	Santo Domingo
Santos	Santos (Săo Paulo)
Saphir	Sapphire
Sappho	Sappho
Sapporo	Sapporo
Sarah Bernhardt	Sarah Bernhardt
Sarajevo	Sarajevo
Saratow	Saratov
Sarkophag	Sarcophagus
Sardine	Sardine
Sardinien	Sardinia
Sari (Stadt)	Sari
Sarin	Sarin
Saskatchewan	Saskatchewan
Satan	Satan
Satanismus	Satanism
Satellit (Raumfahrt)	Satellite
Satire	Satire
Samstag	Saturday
Saturn (Planet)	Saturn
Kategorie:Saturn (Planet)	Saturn
Saturn	Saturn (disambiguation)
Saturn (Mythologie)	Saturn (mythology)
Satyr	Satyr
Sauce	Sauce
Saudi-Arabien	Saudi Arabia
Kategorie:Saudi-Arabien	Saudi Arabia
Saul Bellow	Saul Bellow
Wurst	Sausage
Savanne	Savanna
Sachsen	Saxony
Kategorie:Sachsen	Saxony
Saxophon	Saxophone
Skandinavien	Scandinavia
Kategorie:Skandinavien	Scandinavia
Skandinavische Halbinsel	Scandinavian Peninsula
Scandium	Scandium
Schulterblatt	Scapula
Schelde	Scheldt
Scheme	Scheme (programming language)
Schizophrenie	Schizophrenia
Scholastik	Scholasticism
Schule	School
Schutzstaffel	Schutzstaffel
Wissenschaft	Science
Kategorie:Wissenschaft	Science
Science Fiction	Science fiction
Kategorie:Science-Fiction	Science fiction
Wissenschaftliche Methodik	Scientific method
Wissenschaftler	Scientist
Scientology	Scientology
Publius Cornelius Scipio Africanus	Scipio Africanus
Schere	Scissors
Hörnchen	Sciuridae
Skorpione	Scorpion
Skorpion (Sternbild)	Scorpius
Schottland	Scotland
Kategorie:Schottland	Scotland
Waldkiefer	Scots Pine
Schottisch-Gälische Sprache	Scottish Gaelic
Pfadfinder	Scouting
Scrabble	Scrabble
Schraube (Verbindungselement)	Screw
Schraubendreher	Screwdriver
Hodensack	Scrotum
Bildhauer (Sternbild)	Sculptor (constellation)
Bildhauerei	Sculpture
Kategorie:Bildhauerei	Sculpture
Meer	Sea
Seeotter	Sea Otter
Seeanemonen	Sea anemone
Seegurken	Sea cucumber
Meeresspiegel	Sea level
Asowsches Meer	Sea of Azov
Japanisches Meer	Sea of Japan
Marmarameer	Sea of Marmara
Ochotskisches Meer	Sea of Okhotsk
Seeigel	Sea urchin
Seaborgium	Seaborgium
Seepferdchen	Seahorse
Suchmaschine	Search engine
Sears Tower	Sears Tower
Jahreszeit	Season
Seattle	Seattle
Sekunde	Second
Zweiter Kreuzzug	Second Crusade
Zweites Vatikanisches Konzil	Second Vatican Council
Thermodynamik#Zweiter Hauptsatz	Second law of thermodynamics
Sekte	Sect
Kategorie:Innenpolitik	Security
Sedimente und Sedimentgesteine	Sedimentary rock
Same (Pflanze)	Seed
Segovia	Segovia
Seine	Seine
Seismologie	Seismology
Selene	Selene
Selen	Selenium
Seleukos I.	Seleucus I Nicator
Semantik	Semantics
Kategorie:Semantik	Semantics
Sperma	Semen
Semikolon	Semicolon
Halbleiter	Semiconductor
Semiotik	Semiotics
Semiten	Semitic
Senat	Senate
Senegal	Senegal
Kategorie:Senegal	Senegal
Seoul	Seoul
Seppuku	Seppuku
September	September
11. September	September 11
Terroranschläge am 11. September 2001	September 11
17. September	September 17
29. September	September 29
Septuaginta	Septuagint
Folge (Mathematik)	Sequence
Serbien	Serbia
Kategorie:Serbien	Serbia
Serbien und Montenegro	Serbia and Montenegro
Kategorie:Serbien und Montenegro	Serbia and Montenegro
Leibeigenschaft	Serfdom
Sergei Michailowitsch Eisenstein	Sergei Eisenstein
Sergei Wassiljewitsch Rachmaninow	Sergei Rachmaninoff
Reihe (Mathematik)	Series (mathematics)
Serin	Serine
Serotonin	Serotonin
Schlange (Sternbild)	Serpens
Server	Server (computing)
Menge (Mathematik)	Set
Seth (Ägyptische Mythologie)	Set (mythology)
Mengenlehre	Set theory
Kategorie:Mengenlehre	Set theory
Sewastopol	Sevastopol
Siebenjähriger Krieg	Seven Years' War
Schweres Akutes Atemwegssyndrom	Severe acute respiratory syndrome
Sevilla	Seville
Sex	Sex
Geschlechtsorgan	Sex organ
Sexismus	Sexism
Sextant	Sextant
Geschlechtsverkehr	Sexual intercourse
Kategorie:Sexualität	Sexuality
Sexuell übertragbare Erkrankung	Sexually transmitted disease
Seychellen	Seychelles
Kategorie:Seychellen	Seychelles
Schah	Shah
Schahada	Shahadah
Schamanismus	Shamanism
Shanghai	Shanghai
Aktie	Share (finance)
Shareware	Shareware
Schari'a	Sharia
Haie	Shark
Sheffield	Sheffield
Sherlock Holmes	Sherlock Holmes
Shetlandinseln	Shetland
Schild (Waffe)	Shield
Shikoku	Shikoku
Shintō	Shinto
Schiff	Ship
Shiva	Shiva
Shōgi	Shogi
Shōgun	Shogun
Stenografie	Shorthand
Garnele	Shrimp
Strauch	Shrub
Sibirien	Siberia
Husky	Siberian Husky
Sichuan	Sichuan
Sizilien	Sicily
Kategorie:Sizilien	Sicily
Siemens (Einheit)	Siemens (unit)
Sierra Leone	Sierra Leone
Kategorie:Sierra Leone	Sierra Leone
Sigma	Sigma
Sigmund Freud	Sigmund Freud
Gebärdensprache	Sign language
Sigrid Undset	Sigrid Undset
Sikhismus	Sikhism
Sikkim	Sikkim
Schlesien	Silesia
Silicium	Silicon
Silicon Valley	Silicon Valley
Siliciumdioxid	Silicon dioxide
Seide	Silk
Seidenstraße	Silk Road
Silur	Silurian
Silber	Silver
Simone de Beauvoir	Simone de Beauvoir
Sünde	Sin
Sinai-Halbinsel	Sinai Peninsula
Sinclair Lewis	Sinclair Lewis
Singapur	Singapore
Kategorie:Singapur	Singapore
Single (Musik)	Single (music)
Sirene (Mythologie)	Siren
Seekühe	Sirenia
Sirius	Sirius
Sixtinische Kapelle	Sistine Chapel
Sisyphos	Sisyphus
Sitting Bull	Sitting Bull
Sitcom	Situation comedy
Sechstagekrieg	Six-Day War
Skagerrak	Skagerrak
Skateboard	Skateboard
Kategorie:Knochen	Skeletal system
Skeptizismus	Skepticism
Haut	Skin
Skinhead	Skinhead
Skopje	Skopje
Schädel	Skull
Skylab	Skylab
Wolkenkratzer	Skyscraper
Slash (Musiker)	Slash (musician)
Sklaverei	Slavery
Slayer	Slayer
Schlaf	Sleep
Slowakei	Slovakia
Kategorie:Slowakei	Slovakia
Slowenien	Slovenia
Kategorie:Slowenien	Slovenia
Dünndarm	Small intestine
Smog	Smog
Smolensk	Smolensk
Schlangen	Snake
Snooker	Snooker
Schnee	Snow
Seife	Soap
Sozialpsychologie	Social psychology
Sozialismus	Socialism
Kategorie:Sozialismus	Socialism
Parti socialiste (Frankreich)	Socialist Party (France)
Kategorie:Gesellschaft	Society
Gesellschaft (Soziologie)	Society
Jesuiten	Society of Jesus
Soziolinguistik	Sociolinguistics
Soziologie	Sociology
Kategorie:Soziologie	Sociology
Sokrates	Socrates
Natrium	Sodium
Natriumhydrogencarbonat	Sodium bicarbonate
Natriumchlorid	Sodium chloride
Natriumhydroxid	Sodium hydroxide
Sofia	Sofia
Softball	Softball
Kategorie:Software	Software
Boden (Bodenkunde)	Soil
Nachtschattengewächse	Solanaceae
Kategorie:Nachtschattengewächse	Solanaceae
Sonnensystem	Solar System
Kategorie:Sonnensystem	Solar System
Solarzelle	Solar cell
Sonnenfinsternis	Solar eclipse
Sonnenenergie	Solar energy
Sonnenwind	Solar wind
Festkörper	Solid
Festkörper	Solid state
Solidarność	Solidarity
Salomo	Solomon
Salomonen	Solomon Islands
Kategorie:Salomonen	Solomon Islands
Solon	Solon
Sonnenwende	Solstice
Lösung (Chemie)	Solution
Lösungsmittel	Solvent
Somalia	Somalia
Kategorie:Somalia	Somalia
Somerset	Somerset
Somme (Département)	Somme
Sonate	Sonata
Lied	Song
Hohes Lied	Song of Solomon
Sonett	Sonnet
Sophia Loren	Sophia Loren
Sophistik	Sophism
Sophokles	Sophocles
Sopran	Soprano
Sorbonne	Sorbonne
Sorghumhirsen	Sorghum
Sortierverfahren	Sorting algorithm
Seele	Soul
Schall	Sound
Suppe	Soup
Quelltext	Source code
Süden	South
Kategorie:Südafrika	South Africa
Südamerika	South America
Kategorie:Südamerika	South America
South Australia	South Australia
South Carolina	South Carolina
Kategorie:South Carolina	South Carolina
Südchinesisches Meer	South China Sea
South Dakota	South Dakota
Kategorie:South Dakota	South Dakota
Südinsel (Neuseeland)	South Island
Südkorea	South Korea
Kategorie:Südkorea	South Korea
Südpol	South Pole
Südvietnam	South Vietnam
Südostasien	Southeast Asia
Südhalbkugel	Southern Hemisphere
Souveränität	Sovereignty
Sowjetunion	Soviet Union
Kategorie:Sowjetunion	Soviet Union
Sojabohne	Soybean
Raum	Space
Space Shuttle	Space Shuttle
Raumstation	Space station
Raumschiff	Spacecraft
Spaghetti	Spaghetti
Spanien	Spain
Kategorie:Spanien	Spain
Spam	Spam (electronic)
Spanischer Bürgerkrieg	Spanish Civil War
Kategorie:Spanier	Spanish people
Spanisch-Amerikanischer Krieg	Spanish-American War
Sparta	Sparta
Speer	Spear
Spezielle Relativitätstheorie	Special relativity
Art (Biologie)	Species
Spektroskopie	Spectroscopy
Geschwindigkeit	Speed
Lichtgeschwindigkeit	Speed of light
Speläologie	Speleology
Spencer Tracy	Spencer Tracy
Pottwal	Sperm Whale
Samenpflanzen	Spermatophyte
Spermium	Spermatozoon
Kugel	Sphere
Sphinx (ägyptisch)	Sphinx
Gewürz	Spice
Webspinnen	Spider
Spin	Spin (physics)
Spinat	Spinach
Rückenmark	Spinal cord
Spiralarm	Spiral galaxy
Milz	Spleen
Split	Split
Schwämme	Sponge
Sport	Sport
Tabellenkalkulation	Spreadsheet
Spree	Spree
Frühling	Spring (season)
Springfield (Illinois)	Springfield
Spyware	Spyware
Schuppenkriechtiere	Squamata
Quadrat (Geometrie)	Square (geometry)
Quadratmeter	Square metre
Quadratwurzel	Square root
Squash	Squash (sport)
Eichhörnchen	Squirrel
Sri Lanka	Sri Lanka
Kategorie:Sri Lanka	Sri Lanka
St. Louis	St. Louis
Stadion	Stadium
Glasmalerei	Stained glass
Rostfreier Stahl	Stainless steel
Stalinismus	Stalinism
Standard Generalized Markup Language	Standard Generalized Markup Language
Standardabweichung	Standard deviation
Stanford University	Stanford University
Stanley Kubrick	Stanley Kubrick
Stern	Star
Davidstern	Star of David
Stärke	Starch
Seesterne	Starfish
Staat	State
Staten Island	Staten Island
Statistische Mechanik	Statistical mechanics
Statistik	Statistics
Kategorie:Statistik	Statistics
Freiheitsstatue	Statue of Liberty
Stavanger	Stavanger
Dampf	Steam
Dampfmaschine	Steam engine
Stahl	Steel
Stefan Zweig	Stefan Zweig
Steffi Graf	Steffi Graf
Stegosaurus	Stegosaurus
Stammzelle	Stem cell
Stendhal	Stendhal
Stephen Hawking	Stephen Hawking
Steppe	Steppe
Steradiant	Steradian
Brustbein	Sternum
Steroide	Steroid
Steven Spielberg	Steven Spielberg
Sting	Sting
Börse	Stock exchange
Stockholm	Stockholm
Stoa	Stoicism
Magen	Stomach
Steinzeit	Stone Age
Stonehenge	Stonehenge
Störche	Stork
Sturm	Storm
Meerenge	Strait
Straße von Gibraltar	Strait of Gibraltar
Straße von Hormus	Strait of Hormuz
Magellanstraße	Strait of Magellan
Straße von Messina	Strait of Messina
Kategorie:Meerenge	Straits
Straßburg	Strasbourg
Strategie	Strategy
Stratigrafie	Stratigraphy
Stratosphäre	Stratosphere
Erdbeeren	Strawberry
Stress	Stress (medicine)
Stringtheorie	String theory
Schlaganfall	Stroke
Starke Wechselwirkung	Strong interaction
Strontium	Strontium
Strukturalismus	Structuralism
Student	Student
Stupa	Stupa
Sturmabteilung	Sturmabteilung
Stuttgart	Stuttgart
Styx	Styx
Subsahara-Afrika	Sub-Saharan Africa
Subkultur	Subculture
Sublimation (Physik)	Sublimation (chemistry)
U-Boot	Submarine
Teilmenge	Subset
Subtraktion	Subtraction
Subversion (Software)	Subversion (software)
Sucre	Sucre
Saccharose	Sucrose
Sudan	Sudan
Kategorie:Sudan	Sudan
Sudoku	Sudoku
Sueskanal	Suez Canal
Suffix	Suffix
Sufismus	Sufism
Zucker	Sugar
Suharto	Suharto
Sukarno	Sukarno
Sulawesi	Sulawesi
Schwefel	Sulfur
Schwefeldioxid	Sulfur dioxide
Lost	Sulfur mustard
Schwefelsäure	Sulfuric acid
Sultan	Sultan
Sumatra	Sumatra
Sumer	Sumer
Sommer	Summer
Sumō	Sumo
Sonne	Sun
Kategorie:Sonne	Sun
Sun Yat-sen	Sun Yat-sen
Sonntag	Sunday
Sonnenuhr	Sundial
Sonnenblume	Sunflower
Sunniten	Sunni Islam
Sonnenfleck	Sunspot
Supercomputer	Supercomputer
Supraleiter	Superconductivity
Superman	Superman
Supernova	Supernova
Oberster Gerichtshof der Vereinigten Staaten	Supreme Court of the United States
Sure	Sura
Oberflächenspannung	Surface tension
Chirurgie	Surgeon
Chirurgie	Surgery
Kategorie:Chirurgie	Surgery
Suriname	Suriname
Kategorie:Suriname	Suriname
Surrealismus	Surrealism
Surrey	Surrey
Susan Sontag	Susan Sontag
Sushi	Sushi
Suva	Suva
Svalbard	Svalbard
Schwalben	Swallow
Schwäne	Swan
Swastika	Swastika
Swasiland	Swaziland
Kategorie:Swasiland	Swaziland
Schweden	Sweden
Kategorie:Schweden	Sweden
Schwedische Krone	Swedish krona
Süßkartoffel	Sweet potato
Schwimmsport	Swimming
Kategorie:Schwimmsport	Swimming
Schweizer Franken	Swiss franc
Kategorie:Schweizer	Swiss people
Schweiz	Switzerland
Kategorie:Schweiz	Switzerland
Schwert	Sword
Sydney	Sydney
Silbe	Syllable
Sylvia Plath	Sylvia Plath
Symbiose	Symbiosis
Symbol	Symbol
Sinfonie	Symphony
Symptom	Symptom
Synagoge	Synagogue
Syndikat	Syndicate
Synästhesie	Synesthesia
Synonymie	Synonym
Syntax	Syntax
Synthesizer	Synthesizer
Syphilis	Syphilis
Syrakus	Syracuse
Syrien	Syria
Kategorie:Syrien	Syria
System	System
Systematik (Biologie)	Systematics
T	T
T. E. Lawrence	T. E. Lawrence
T. S. Eliot	T. S. Eliot
Tisch	Table (furniture)
Tischtennis	Table tennis
Tabu	Taboo
Publius Cornelius Tacitus	Tacitus
Taekwondo	Taekwondo
Tajo	Tagus
Tahiti	Tahiti
Taijiquan	Tai chi chuan
Schwanz	Tail
Taipeh	Taipei
Kategorie:Taiwan	Taiwan
Taiwan	Taiwan
Taj Mahal	Taj Mahal
Tadschikistan	Tajikistan
Kategorie:Tadschikistan	Tajikistan
Talk (Mineral)	Talc
Taliban	Taliban
Tallahassee	Tallahassee
Tallinn	Tallinn
Talmud	Talmud
Tamil Nadu	Tamil Nadu
Tampa	Tampa
Tampere	Tampere
Tanach	Tanakh
Tang-Dynastie	Tang Dynasty
Tanger	Tangier
Tango (Standardtanz)	Tango (dance)
Panzer	Tank
Tantal	Tantalum
Tantalos	Tantalus
Tansania	Tanzania
Kategorie:Tansania	Tanzania
Daoismus	Taoism
Tapire	Tapir
Bärtierchen	Tardigrade
Tarn (Département)	Tarn
Deutscher Estragon	Tarragon
Tartaros	Tartarus
Tartu	Tartu
Taschkent	Tashkent
Tasmanische See	Tasman Sea
Tasmanien	Tasmania
Beutelteufel	Tasmanian Devil
Gustatorische Wahrnehmung	Taste
Tätowierung	Tattoo
Tau (Buchstabe)	Tau
Stier (Sternbild)	Taurus (constellation)
Waldkauz	Tawny Owl
Steuer	Tax
Kategorie:Steuern und Abgaben	Taxation
Taxi	Taxicab
Taxon	Taxon
Taxonomie	Taxonomy
Europäische Eibe	Taxus baccata
Tiflis	Tbilisi
Tee	Tea
Kategorie:Tee	Tea
Lehrer	Teacher
Technetium	Technetium
Techno	Techno
Technologie	Technology
Kategorie:Technik	Technology
Tegucigalpa	Tegucigalpa
Teheran	Tehran
Tel Aviv-Jaffa	Tel Aviv
Telekommunikation	Telecommunication
Telegrafie	Telegraphy
Telepathie	Telepathy
Telefon	Telephone
Teleskop	Telescope
Teleskop (Sternbild)	Telescopium
Fernsehen	Television
Kategorie:Fernsehen	Television
Tellur	Tellurium
Temperatur	Temperature
Tempel	Temple
Tempel der Artemis in Ephesos	Temple of Artemis
Zehn Gebote	Ten Commandments
Teneriffa	Tenerife
Tennessee	Tennessee
Kategorie:Tennessee	Tennessee
Tennessee Williams	Tennessee Williams
Tennis	Tennis
Kategorie:Tennis	Tennis
Tenor (Stimmlage)	Tenor
Tenzing Norgay	Tenzing Norgay
Tequila	Tequila
Terbium	Terbium
Termiten	Termite
Terpsichore	Terpsichore
Erdähnlicher Planet	Terrestrial planet
Terrorismus	Terrorism
Kategorie:Terrorismus	Terrorism
Tertullian	Tertullian
Tesla (Einheit)	Tesla (unit)
Hoden	Testicle
Testosteron	Testosterone
Tetanus	Tetanus
Tethys (Mond)	Tethys (moon)
Tethys (Mythologie)	Tethys (mythology)
Tetraeder	Tetrahedron
Tetrahydrocannabinol	Tetrahydrocannabinol
Landwirbeltiere	Tetrapod
Texas	Texas
Kategorie:Texas	Texas
Textilie	Textile
Thailand	Thailand
Kategorie:Thailand	Thailand
Thales	Thales
Thalia (Mythologie)	Thalia
Thallium	Thallium
Thanatos (Mythologie)	Thanatos
Thanksgiving	Thanksgiving
Thanksgiving	Thanksgiving (Canada)
Thanksgiving	Thanksgiving (United States)
Thanksgiving	Thanksgiving (disambiguation)
Gambia	The Gambia
Kategorie:Gambia	The Gambia
Den Haag	The Hague
The Star-Spangled Banner	The Star-Spangled Banner
Theater	Theatre
Kategorie:Theater	Theatre
Thebe (Mond)	Thebe (moon)
Theben (Griechenland)	Thebes
Theben (Ägypten)	Thebes
Theia	Theia
Themis (Mythologie)	Themis
Themistokles	Themistocles
Theokratie	Theocracy
Theodolit	Theodolite
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Theodosius I.	Theodosius I
Theologie	Theology
Kategorie:Theologie	Theology
Theorem	Theorem
Theorie	Theory
Relativitätstheorie	Theory of relativity
Theravada	Theravada
Thermodynamik	Thermodynamics
Kategorie:Thermodynamik	Thermodynamics
Thermometer	Thermometer
Theseus	Theseus
Thessaloniki	Thessaloniki
Thessalien	Thessaly
Theta	Theta
Thetis (Mythologie)	Thetis
Thiamin	Thiamine
Denkfabrik	Think tank
Dritter Kreuzzug	Third Crusade
Dritte Welt	Third World
Dreißigjähriger Krieg	Thirty Years' War
Thomas von Aquin	Thomas Aquinas
Thomas Alva Edison	Thomas Edison
Thomas Hardy (Schriftsteller)	Thomas Hardy
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Robert Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Thomas Morus	Thomas More
Thomas Paine	Thomas Paine
Thomas Young	Thomas Young (scientist)
Thor	Thor
Thorium	Thorium
Thot	Thoth
Denken	Thought
Thrakien	Thrace
Thukydides	Thucydides
Thulium	Thulium
Daumen	Thumb
Thüringen	Thuringia
Kategorie:Thüringen	Thuringia
Donnerstag	Thursday
Beutelwolf	Thylacine
Thymiane	Thyme
Thymin	Thymine
Schilddrüse	Thyroid
Tianjin	Tianjin
Tiber	Tiber
Tiberius	Tiberius
Tibet	Tibet
Kategorie:Tibet	Tibet
Kanton Tessin	Ticino
Gezeiten	Tide
Feuerland	Tierra del Fuego
Tiger	Tiger
Tigris	Tigris
Linden (Botanik)	Tilia
Timbuktu	Timbuktu
Zeit	Time
Kategorie:Zeitbegriff	Time
Time	Time (magazine)
Zeitzone	Time zone
Timor	Timor
Tamerlan	Timur
Zinn	Tin
Tirana	Tirana
Gewebe (Biologie)	Tissue (biology)
Meisen	Tit (bird)
Titan	Titan (disambiguation)
Titan (Mond)	Titan (moon)
Titan (Mythologie)	Titan (mythology)
Titania (Mond)	Titania (moon)
Titanic (Begriffsklärung)	Titanic (disambiguation)
Titan (Element)	Titanium
Tizian	Titian
Titus (Römischer Kaiser)	Titus
Tivoli (Latium)	Tivoli
Tabak	Tobacco
Tocantins	Tocantins (state)
Tocopherol	Tocopherol
Tofu	Tofu
Togo	Togo
Kategorie:Togo	Togo
Tokio	Tokyo
Toledo (Spanien)	Toledo
Toluol	Toluene
Tom Hanks	Tom Hanks
Tom und Jerry	Tom and Jerry
Tomate	Tomato
Tonne (Einheit)	Ton
Tonga	Tonga
Kategorie:Tonga	Tonga
Zunge	Tongue
Toni Morrison	Toni Morrison
Tonne (Einheit)	Tonne
Tony Blair	Tony Blair
Werkzeug	Tool
Zahn	Tooth
Zahnbürste	Toothbrush
Topas	Topaz
Topeka (Kansas)	Topeka
Topologie (Mathematik)	Topology
Kategorie:Topologie	Topology
Tora	Torah
Tornado	Tornado
Toronto	Toronto
Torpedo	Torpedo
Drehmoment	Torque
Landschildkröten	Tortoise
Folter	Torture
Torus	Torus
Totalitarismus	Totalitarianism
Toulon	Toulon
Toulouse	Toulouse
Tour de France	Tour de France
Tourismus	Tourism
Kategorie:Tourismus	Tourism
Tours	Tours
Turm (Bauwerk)	Tower
Turmbau zu Babel	Tower of Babel
Tower of London	Tower of London
Stadt	Town
Toxizität	Toxicity
Toxikologie	Toxicology
Spielzeug	Toy
Toyota	Toyota
Traktor	Tractor
Handel	Trade
Gewerkschaft	Trade union
Marke (Rechtsschutz)	Trademark
Tradition	Tradition
Tragödie	Tragedy
Zug (Eisenbahn)	Train
Bahnhof	Train station
Trajan	Trajan
Straßenbahn	Tram
Transzendente Zahl	Transcendental number
Transformator	Transformer
Transistor	Transistor
Transliteration	Transliteration
Transmission Control Protocol	Transmission Control Protocol
Kategorie:Verkehrswesen	Transportation
Transsexualität	Transsexualism
Siebenbürgen	Transylvania
Trapez (Geometrie)	Trapezoid
Völkerrechtlicher Vertrag	Treaty
Friedensvertrag von Versailles	Treaty of Versailles
Baum	Tree
Trient	Trento
Trenton (New Jersey)	Trenton
Dreieck	Triangle
Dreieck (Sternbild)	Triangulum
Südliches Dreieck	Triangulum Australe
Trias (Geologie)	Triassic
Nebenfluss	Tributary
Triceratops	Triceratops
Trier	Trier
Trigonometrische Funktion	Trigonometric function
Trigonometrie	Trigonometry
Kategorie:Trigonometrie	Trigonometry
Trilobiten	Trilobite
Trilogie	Trilogy
Trinidad (Insel)	Trinidad
Trinidad und Tobago	Trinidad and Tobago
Kategorie:Trinidad und Tobago	Trinidad and Tobago
Trinitrotoluol	Trinitrotoluene
Dreifaltigkeit	Trinity
Tripolis	Tripoli
Triskele	Triskelion
Tritium	Tritium
Triton (Mond)	Triton (moon)
Triton (Mythologie)	Triton (mythology)
Triumphbogen	Triumphal arch
Trojanisches Pferd (Mythologie)	Trojan Horse
Trojanischer Krieg	Trojan War
Trojanisches Pferd (Computerprogramm)	Trojan horse (computing)
Troll (Mythologie)	Troll
Troll (Netzkultur)	Troll (Internet)
Oberleitungsbus	Trolleybus
Posaune	Trombone
Trondheim	Trondheim
Wendekreis (Breitenkreis)	Tropic of Cancer
Wendekreis (Breitenkreis)	Tropic of Capricorn
Tropen	Tropics
Troposphäre	Troposphere
Trotzkismus	Trotskyism
Troja	Troy
Lastkraftwagen	Truck
Truman-Doktrin	Truman Doctrine
