Arabic	English
شبه جزيرة	Peninsula
بنسيلفانيا	Pennsylvania
خمسينية	Pentecostalism
تصنيف:تراجم	People
جمهورية الصين الشعبية	People's Republic of China
بيبين القصير	Pepin the Short
بيبسي	Pepsi
هضميد	Peptide
إدراك حسي	Perception
أسماك شبيهة الأفراخ	Perciformes
آلة إيقاعية	Percussion instrument
صقر شاهين	Peregrine Falcon
بروسترويكا	Perestroika
عطر	Perfume
دورة جدول دوري	Period (periodic table)
جدول دوري	Periodic table
بيرم	Perm
تراتيب	Permutation
بيرسيفون	Persephone
تخت جمشيذ	Persepolis
إمبراطورية فارسية	Persian Empire
الخليج العربي	Persian Gulf
بيرث	Perth
بيرو	Peru
تصنيف:بيرو	Peru
مبيد آفات	Pesticide
بيتر بول روبنز	Peter Paul Rubens
نفط	Petroleum
فرعون (لقب)	Pharaoh
علم الأدوية	Pharmacology
بلعوم	Pharynx
طور (مادة)	Phase (matter)
تمظهر	Phenomenology
نمط ظاهري	Phenotype
فينيل ألانين	Phenylalanine
فينايلكيتونوريا	Phenylketonuria
فاي (حرف إغريقي)	Phi (letter)
فيلادلفيا، بنسيلفانيا	Philadelphia
فيليبوس الثاني المقدوني	Philip II of Macedon
فيليب الثاني ملك إسبانيا	Philip II of Spain
فيليب أنتون لينارد	Philipp Lenard
الفلبين	Philippines
تصنيف:فلبين	Philippines
فيلولوجيا	Philology
تصنيف:فيلولوجيا	Philology
فلسفة	Philosophy
تصنيف:فلسفة	Philosophy
بوابة:الفلسفة	Philosophy
بنوم بنه	Phnom Penh
رهاب	Phobia
الخوف (قمر)	Phobos (moon)
فينيقيون	Phoenicia
فينيكس، أريزونا	Phoenix
عنقاء	Phoenix (mythology)
فينكس (مسبار فضائي)	Phoenix (spacecraft)
فوسفات	Phosphate
حمض فوسفوريك	Phosphoric acid
فوسفور	Phosphorus
تصوير	Photography
تصنيف:تصوير	Photography
فوتون	Photon
تمثيل ضوئى	Photosynthesis
شعبة (تصنيف)	Phylum
كيمياء فيزيائية	Physical chemistry
تصنيف:كيمياء فيزيائية	Physical chemistry
فيزياء	Physics
تصنيف:فيزياء	Physics
بوابة:فيزياء	Physics
فيزيولوجيا	Physiology
باي (رياضيات)	Pi
باي (حرف إغريقي)	Pi (letter)
بيانو	Piano
بيسيات	Piciformes
رطانة	Pidgin
بدجن	Pidgin (software)
بييمونتي	Piedmont
بيير، داكوتا الجنوبية	Pierre
بيار كوري	Pierre Curie
بيتر زيمن	Pieter Zeeman
خضاب	Pigment
بيلزن	Pilsen
صنوبر	Pine
أناناس	Pineapple
فقمة	Pinniped
قرصنة	Piracy
بيزا	Pisa
بيتسبرغ، بنسيلفانيا	Pittsburgh
غدة نخامية	Pituitary gland
بكسل	Pixel
بيتزا	Pizza
سرقة فكرية	Plagiarism
مستوي	Plane (mathematics)
كوكب	Planet
بلانكتون	Plankton
نبات	Plant
بلازما (فيزياء)	Plasma (physics)
بلازميد	Plasmid
لدائن	Plastic
تكتونيات الصفائح	Plate tectonics
صفيحة دموية	Platelet
بلاتين	Platinum
أفلاطون	Plato
خلد الماء	Platypus
بلاي بوي	Playboy
ورق لعب	Playing card
ثريا (عنقود نجمي)	Pleiades (star cluster)
بلينيوس الأكبر	Pliny the Elder
أفلوطين	Plotinus
بلوفديف	Plovdiv
برقوق	Plum
بلوتارخ	Plutarch
بلوتو	Pluto
بلوتونيوم	Plutonium
بليموث	Plymouth
ذات الرئة	Pneumonia
بو	Po River
بودكاست	Podcast
شعر (أدب)	Poetry
تصنيف:شعر	Poetry
مذبحة مدبره	Pogrom
نقطة (هندسة)	Point (geometry)
بواتييه	Poitiers
بوكر	Poker
بولندا	Poland
تصنيف:بولندا	Poland
دب قطبي	Polar bear
شرطة	Police
شلل أطفال	Poliomyelitis
حزب سياسي	Political party
علوم سياسية	Political science
تصنيف:علوم سياسية	Political science
سياسي	Politician
سياسة	Politics
تصنيف:سياسة	Politics
حبوب اللقاح	Pollen
تلقيح	Pollination
تلوث	Pollution
بولو	Polo
بولونيوم	Polonium
بولي إثيلين	Polyethylene
تعدد الزوجات	Polygamy
بوليهيمنيا	Polyhymnia
بوليمر	Polymer
بولنيسيا	Polynesia
متعدد الحدود	Polynomial
تعدد الآلهة	Polytheism
بولي فينيل كلوريد	Polyvinyl chloride
رمان	Pomegranate
بومبي	Pompeii
بومبي (قائد روماني)	Pompey
بيلاطس البنطي	Pontius Pilate
بوب (نوع موسيقي)	Pop music
بابوية كاثوليكية	Pope
ألكسندر السادس (بابا)	Pope Alexander VI
حور	Poplar
تعداد السكان	Population
شعوبية سياسية	Populism
إباحية	Pornography
ميناء	Port
بور لويس	Port Louis
بورتلاند، أوريغون	Portland
بورتو	Porto
بورتريه	Portrait
بورتسموث	Portsmouth
البرتغال	Portugal
تصنيف:البرتغال	Portugal
بوسيدون	Poseidon
بوزيترون	Positron
طابع بريد	Postage stamp
ما بعد الحداثة	Postmodernism
بوتاسيوم	Potassium
نترات بوتاسيوم	Potassium nitrate
بطاطس	Potato
بوتسدام	Potsdam
جنيه إسترليني	Pound sterling
فقر	Poverty
براغ	Prague
تصنيف:براغ	Prague
برايا	Praia
براسيوديميوم	Praseodymium
صلاة	Prayer
ما قبل الكمبري	Precambrian
هطول	Precipitation (meteorology)
حمل	Pregnancy
ما قبل التاريخ	Prehistory
تصنيف:ما قبل التاريخ	Prehistory
ضغط	Pressure
بريتوريا	Pretoria
رئيسيات	Primate
خط غرينتش	Prime Meridian
رئيس الوزراء	Prime minister
عدد أولي	Prime number
الأمير إدوارد (جزيرة)	Prince Edward Island
الأمير فيليب	Prince Philip
أمير ويلز	Prince of Wales
نظرية النسبية	Principle of relativity
طباعة	Printing
بريون	Prion
منشور (هندسة)	Prism (geometry)
سجن	Prison
أسير حرب	Prisoner of war
احتمال	Probability
نظرية الاحتمالات	Probability theory
تصنيف:احتمالات و إحصاء	Probability theory
الربح	Profit
مبرمج	Programmer
لغة برمجة	Programming language
بدائيات النوى	Prokaryote
برولوغ	Prolog
بروميثيوس	Prometheus
بروميثيوم	Promethium
بروباجندا	Propaganda
بروبان	Propane
نبي	Prophet
نثر	Prose
بروستاتا	Prostate
بروتكتينيوم	Protactinium
بروتين	Protein
الإصلاح البروتستانتي	Protestant Reformation
بروتستانتية	Protestantism
طلائعيات	Protist
تصنيف:طلائعيات	Protista
بروتون	Proton
أوليات	Protozoa
بروفيدنس، رود آيلاند	Providence
بروسيا	Prussia
مزمور	Psalms
تصنيف:علوم زائفة	Pseudoscience
علوم زائفة	Pseudoscience
بساي (حرف إغريقي)	Psi (letter)
صدفية	Psoriasis
طب نفسي	Psychiatry
علم النفس	Psychology
تصنيف:علم النفس	Psychology
ذهان	Psychosis
بتاح	Ptah
بطالمة	Ptolemaic dynasty
كلاوديوس بطليموس	Ptolemy
بلوغ	Puberty
ملكية عامة	Public domain
العلاقات العامة	Public relations
بورتو ريكو	Puerto Rico
بكرة	Pulley
نباض	Pulsar
مضخة	Pump
علامات الترقيم	Punctuation
تصنيف:بانك	Punk
بانك	Punk rock
حدقة	Pupil
بيونيانغ	Pyongyang
هرم	Pyramid
برانس	Pyrenees
فيثاغورث	Pythagoras
بايثون	Python (programming language)
Q	Q
قطر	Qatar
تصنيف:قطر	Qatar
تشين	Qin Dynasty
سلالة تشينغ	Qing Dynasty
معادلة تربيعية	Quadratic equation
رباعي الأضلاع	Quadrilateral
ميكانيكا الكم	Quantum mechanics
تصنيف:نظرية الكم	Quantum mechanics
كوارك	Quark
مرو	Quartz
نجم زائف	Quasar
زمرة رباعية	Quaternion
كوبيك	Quebec
كوينزلاند	Queensland
كوينتن تارانتينو	Quentin Tarantino
علامة الاستفهام (علامة ترقيم)	Question mark
سفرجل	Quince
كيتو	Quito
R	R
حمض ريبي نووي	RNA
الرباط	Rabat
حاخام	Rabbi
رابندراناث طاغور	Rabindranath Tagore
عنصرية	Racism
رادار	Radar
راديان	Radian
تصنيف:إذاعات	Radio
نشاط إشعاعي	Radioactive decay
راديوم	Radium
نصف قطر	Radius
رادون	Radon
مطر	Rain
قوس قزح	Rainbow
رالي، كارولاينا الشمالية	Raleigh
أمرسون	Ralph Waldo Emerson
رمضان	Ramadan
رامايانا	Ramayana
رمسيس الثاني	Ramesses II
ذاكرة الوصول العشوائي	Random access memory
اغتصاب	Rape
رفائيلو سانزيو	Raphael
عدد كسري	Rational number
نعاميات	Ratite
رافينا	Ravenna
راولبندي	Rawalpindi
راي برادبري	Ray Bradbury
ذاكرة القراءة فقط	Read-only memory
أعداد حقيقية	Real number
ريسيفي	Recife
استرجاع النفايات	Recycling
أحمر	Red
جماعة الجيش الأحمر	Red Army Faction
أيل أحمر	Red Deer
ثعلب أحمر	Red Fox
باندا أحمر	Red Panda
بحر أحمر	Red Sea
خلية حمراء	Red blood cell
قزم أحمر	Red dwarf
عملاق أحمر	Red giant
انزياح أحمر	Redshift
مجموعة تعليمات بنية الحاسب	Reduced instruction set computer
انكسار (فيزياء)	Refraction
لاجئ	Refugee
ريغي	Reggae
رانس	Reims
تناسخ	Reincarnation
نسبوية	Relativism
تصنيف:نسبية	Relativity
ديانة	Religion
تصنيف:ديانات	Religion
رمبرانت	Rembrandt
عصر النهضة	Renaissance
تصنيف:عصر النهضة	Renaissance
تكاثر	Reproduction
زواحف	Reptile
جمهورية (سياسة)	Republic
جمهورية الصين	Republic of China
جمهورية أيرلندا	Republic of Ireland
جمهورية الكونغو	Republic of the Congo
تصنيف:جمهورية الكونغو	Republic of the Congo
الحزب الجمهوري (أمريكا)	Republican Party (United States)
مقاومة كهربائية (ثنائي أقطاب)	Resistor
جهاز التنفس	Respiratory system
مطعم	Restaurant
شبكية	Retina
فيتامين أي	Retinol
ثورة	Revolution
ريا	Rhea (mythology)
رينيوم	Rhenium
راين	Rhine
وحيد القرن	Rhinoceros
رو (حرف إغريقي)	Rho (letter)
رود آيلاند	Rhode Island
رودوس	Rhodes
روديوم	Rhodium
دالتون(رياضيات)	Rhombus
ريذم أند بلوز	Rhythm and blues
فيتامين بي2	Riboflavin
ريبوسوم	Ribosome
أرز (نبات)	Rice
ريتشارد فاينمان	Richard Feynman
ريتشارد نيكسون	Richard Nixon
ريتشارد شتراوس	Richard Strauss
ريتشارد فاغنر	Richard Wagner
ريتشموند، فيرجينيا	Richmond
ريغا	Riga
المطلع المستقيم	Right ascension
حلقة (رياضيات)	Ring (mathematics)
رينغو ستار	Ringo Starr
ريو دي جانيرو	Rio de Janeiro
نهر	River
تيمز	River Thames
الرياض	Riyadh
طريق	Road
روألد أمندسن	Roald Amundsen
روبرت دي نيرو	Robert De Niro
روبرت هوك	Robert Hooke
روبرت كوخ	Robert Koch
روبرت لويس ستيفنسون	Robert Louis Stevenson
روبرت شومان	Robert Schumann
روبين هود	Robin Hood
روبوت	Robot
حجر-ورق-مقص	Rock
صخر (جيولوجيا)	Rock (geology)
روك أند رول	Rock and roll
روك	Rock music
تصنيف:روك	Rock music
صاروخ	Rocket
جبال روكي	Rocky Mountains
روكوكو	Rococo
قوارض	Rodent
يحمور أوروبي	Roe Deer
رونتجينيوم	Roentgenium
كاثوليكية	Roman Catholic Church
إمبراطورية رومانية	Roman Empire
القانون الروماني	Roman law
رومانيا	Romania
تصنيف:رومانيا	Romania
الرومانشية	Romansh
رومانسية	Romanticism
روما	Rome
تصنيف:روما	Rome
رونالد ريغان	Ronald Reagan
قلعة (شطرنج)	Rook (chess)
روزفلت	Roosevelt
جذر (نبات)	Root
روزا باركس	Rosa Parks
ورديات	Rosaceae
روساريو	Rosario
مسبحة (عقد)	Rosary
حصالبان	Rosemary
حجر رشيد	Rosetta Stone
روش هاشناه	Rosh Hashanah
روستوك	Rostock
دولابية	Rotifer
روتردام	Rotterdam
مسير	Router
سلاح الجو الملكي	Royal Air Force
المجتمع الملكي	Royal Society
مطاط	Rubber
روبيكوني	Rubicon
روبيديوم	Rubidium
ياقوت	Ruby
روبي (لغة برمجة)	Ruby (programming language)
رودولف ديزل	Rudolf Diesel
رودلف هس	Rudolf Hess
روديارد كبلنغ	Rudyard Kipling
رجبي	Rugby football
روبرت مردوخ	Rupert Murdoch
روسيا	Russia
تصنيف:روسيا	Russia
الكنيسة الروسية الأرثوذكسية	Russian Orthodox Church
ثورة 1917 الروسية	Russian Revolution (1917)
الحرب الروسية-اليابانية	Russo-Japanese War
روثينيوم	Ruthenium
رذرفورد هايز	Rutherford B. Hayes
رذرفورديوم	Rutherfordium
رواندا	Rwanda
تصنيف:رواندا	Rwanda
زؤان	Rye
S	S
سواب	SOAP
إس أو إس	SOS
ساكرامنتو، كاليفورنيا	Sacramento
صدام حسين	Saddam Hussein
سفاري (متصفح)	Safari (web browser)
زعفران	Saffron
برج الرامي (فلك)	Sagittarius (constellation)
صحراء كبرى	Sahara
أندراوس	Saint Andrew
سانت كيتس ونيفيس	Saint Kitts and Nevis
تصنيف:سانت كيتس ونيفيس	Saint Kitts and Nevis
سانت لوسيا	Saint Lucia
سانت باول، مينيسوتا	Saint Paul
بطرس	Saint Peter
سانت بطرسبرغ	Saint Petersburg
سانت فنسينت والجرينادينز	Saint Vincent and the Grenadines
تصنيف:سانت فنسينت والجرينادينز	Saint Vincent and the Grenadines
ساكي	Sake
صلاح الدين الأيوبي	Saladin
صلاة (إسلام)	Salah
سلمندر	Salamander
سايلم، أوريغون	Salem
ساليرنو	Salerno
لعاب	Saliva
سلمان رشدي	Salman Rushdie
ملح الطعام	Salt
ملح (كيمياء)	Salt (chemistry)
سالت ليك سيتي، يوتا	Salt Lake City
سالفادو (باهيا)	Salvador
سالزبورغ	Salzburg
سالزبورغ (ولاية)	Salzburg (state)
سمارة (روسيا)	Samara
ساماريوم	Samarium
سمرقند	Samarkand
ساموا	Samoa
تصنيف:ساموا	Samoa
صمويل بيكيت	Samuel Beckett
سامويل مورس	Samuel F. B. Morse
ساموراي	Samurai
سان أنطونيو، تكساس	San Antonio
سان دييغو، كاليفورنيا	San Diego
سان فرانسيسكو، كاليفورنيا	San Francisco
سان هوزيه، كاليفورنيا	San Jose
سان مارينو	San Marino
تصنيف:سان مارينو	San Marino
سان مارينو المدينة	San Marino
رمل	Sand
بوتيتشيلي	Sandro Botticelli
شطيرة	Sandwich
لغة سنسكريتية	Sanskrit
بابا نويل	Santa Claus
سانتا فيه، نيومكسيكو	Santa Fe
سانتياغو	Santiago
صافو	Sappho
سابورو	Sapporo
سارة برنار	Sarah Bernhardt
سراييفو	Sarajevo
ساراتوف	Saratov
سردينية	Sardinia
ساري	Sari
غاز السارين	Sarin
ساسكاتشوان	Saskatchewan
الشيطان في اليهودية	Satan
شيطانية	Satanism
ساتل	Satellite
سبت	Saturday
زحل	Saturn
صلصة	Sauce
السعودية	Saudi Arabia
تصنيف:السعودية	Saudi Arabia
سول بيلو	Saul Bellow
سافانا	Savanna
ساكسونيا	Saxony
ساكسفون	Saxophone
إسكندنافيا	Scandinavia
شبه الجزيرة الإسكندنافية	Scandinavian Peninsula
سكانديوم	Scandium
عظم الكتف	Scapula
فصام	Schizophrenia
مدرسية (فلسفة)	Scholasticism
مدرسة	School
وحدات النخبة النازية س س	Schutzstaffel
علم	Science
تصنيف:علوم	Science
خيال علمي	Science fiction
منهج علمي	Scientific method
علمولوجيا	Scientology
مقص	Scissors
عقرب	Scorpion
برج العقرب	Scorpius
إسكتلندا	Scotland
تصنيف:أسكتلندا	Scotland
كشافة	Scouting
سكرابل	Scrabble
برغي	Screw
كيس الصفن	Scrotum
نحت	Sculpture
تصنيف:نحت	Sculpture
بحر	Sea
خيار البحر	Sea cucumber
سطح البحر	Sea level
بحر آزوف	Sea of Azov
بحر اليابان	Sea of Japan
بحر مرمرة	Sea of Marmara
سيبورجيوم	Seaborgium
فرس البحر	Seahorse
محرك بحث	Search engine
برج سيرز	Sears Tower
فصول السنة	Season
سياتل، واشنطن	Seattle
ثانية	Second
حملة صليبية ثانية	Second Crusade
طائفة	Sect
تصنيف:أمن	Security
صخر رسوبي	Sedimentary rock
بذرة	Seed
شقوبية	Segovia
السين	Seine
سيليني	Selene
سيلينيوم	Selenium
سيلويكوس	Seleucus I Nicator
دلالية	Semantics
سائل منوي	Semen
شبه موصل	Semiconductor
ساميون	Semitic
مجلس الشيوخ	Senate
السنغال	Senegal
تصنيف:السنغال	Senegal
سيول	Seoul
هارا كيري	Seppuku
سبتمبر	September
11 سبتمبر	September 11
أحداث 11 سبتمبر 2001	September 11
17 سبتمبر	September 17
29 سبتمبر	September 29
السبعونية	Septuagint
متتالية	Sequence
جمهورية صربيا	Serbia
صربيا والجبل الأسود	Serbia and Montenegro
تصنيف:صربيا والجبل الأسود	Serbia and Montenegro
قنانة	Serfdom
متسلسلة	Series (mathematics)
سيرين	Serine
سيروتونين	Serotonin
خادم (معلوماتية)	Server (computing)
مجموعة (رياضيات)	Set
ست	Set (mythology)
نظرية المجموعات	Set theory
فيروس سارس	Severe acute respiratory syndrome
إشبيلية	Seville
جنس	Sex
عضو جنسي	Sex organ
عنصرية جنسية	Sexism
جماع	Sexual intercourse
تصنيف:جنسوية	Sexuality
داء منقول جنسياً	Sexually transmitted disease
سيشيل	Seychelles
شاه	Shah
شهادتان	Shahadah
شامانية	Shamanism
شانغهاي	Shanghai
سهم تجاري	Share (finance)
برامج تجريبية	Shareware
شريعة إسلامية	Sharia
قرش	Shark
شفيلد	Sheffield
شرلوك هولمز	Sherlock Holmes
منطقة شيكوكو	Shikoku
شنتو	Shinto
سفينة	Ship
شيڤا	Shiva
شوغون	Shogun
روبيان	Shrimp
سيبيريا	Siberia
سيشوان	Sichuan
صقلية	Sicily
سيراليون	Sierra Leone
تصنيف:سييرا ليون	Sierra Leone
سيغما (حرف إغريقي)	Sigma
سيغموند فرويد	Sigmund Freud
لغة إشارة	Sign language
سيغريد أوندست	Sigrid Undset
سيخية	Sikhism
سيكيم	Sikkim
سيليزيا	Silesia
سليكون	Silicon
حرير	Silk
طريق الحرير	Silk Road
عصر سيلوري	Silurian
فضة	Silver
سيمون دي بوفوار	Simone de Beauvoir
سيناء	Sinai Peninsula
سنكلير لويس	Sinclair Lewis
سنغافورة	Singapore
تصنيف:سنغافورة	Singapore
أغنية فردية	Single (music)
خيلانيات	Sirenia
الشعرى اليمانية	Sirius
سيزيف	Sisyphus
كوميديا الموقف	Situation comedy
حرب 1967	Six-Day War
سكاجيراك	Skagerrak
شك	Skepticism
جلد	Skin
سكوبيه	Skopje
جمجمة	Skull
ناطحة سحاب	Skyscraper
عبودية	Slavery
نوم	Sleep
سلوفاكيا	Slovakia
تصنيف:سلوفاكيا	Slovakia
سلوفينيا	Slovenia
تصنيف:سلوفينيا	Slovenia
أمعاء دقيقة	Small intestine
سمولينسك	Smolensk
ثعبان	Snake
ثلج	Snow
صابون	Soap
علم النفس الاجتماعي	Social psychology
اشتراكية	Socialism
تصنيف:اشتراكية	Socialism
الحزب الاشتراكي (فرنسا)	Socialist Party (France)
تصنيف:مجتمع	Society
مجتمع	Society
يسوعيون	Society of Jesus
لسانيات اجتماعية	Sociolinguistics
علم الاجتماع	Sociology
تصنيف:علم الاجتماع	Sociology
سقراط	Socrates
صوديوم	Sodium
بيكربونات صوديوم	Sodium bicarbonate
كلوريد صوديوم	Sodium chloride
هيدروكسيد صوديوم	Sodium hydroxide
صوفيا	Sofia
سوفتبول	Softball
تصنيف:برمجة	Software
تربة	Soil
باذنجانية	Solanaceae
تصنيف:ظل الليل	Solanaceae
نظام شمسي	Solar System
تصنيف:نظام شمسي	Solar System
خلايا شمسية	Solar cell
كسوف الشمس	Solar eclipse
طاقة شمسية	Solar energy
رياح شمسية	Solar wind
صلب	Solid
صلب	Solid state
سليمان	Solomon
جزر سليمان	Solomon Islands
محلول	Solution
مذيب	Solvent
الصومال	Somalia
تصنيف:صومال	Somalia
سومرست	Somerset
سوناتا	Sonata
أغنية	Song
سفر نشيد الأنشاد	Song of Solomon
سونيت	Sonnet
سوفوكليس	Sophocles
سوربون	Sorbonne
الذرة البيضاء	Sorghum
خوارزميات الترتيب	Sorting algorithm
روح	Soul
صوت	Sound
حساء	Soup
كود مصدري	Source code
جنوب	South
تصنيف:جنوب أفريقيا	South Africa
أمريكا الجنوبية	South America
تصنيف:أمريكا الجنوبية	South America
جنوب أستراليا	South Australia
كارولاينا الجنوبية	South Carolina
بحر الصين الجنوبي	South China Sea
داكوتا الجنوبية	South Dakota
آيسلندا الجنوبية	South Island
كوريا الجنوبية	South Korea
تصنيف:كوريا الجنوبية	South Korea
قطب جنوبي	South Pole
جنوب شرق آسيا	Southeast Asia
الاتحاد السوفيتي	Soviet Union
تصنيف:اتحاد سوفييتي	Soviet Union
فول الصويا	Soybean
مكان (فيزياء)	Space
مركبة فضائية	Spacecraft
إسبانيا	Spain
تصنيف:إسبانيا	Spain
بريد مزعج	Spam (electronic)
الحرب الأهلية الإسبانية	Spanish Civil War
تصنيف:إسبانيون	Spanish people
أسبرطة	Sparta
رمح	Spear
نظرية النسبية الخاصة	Special relativity
نوع (تصنيف)	Species
مطيافية	Spectroscopy
سرعة	Speed
سرعة الضوء	Speed of light
حوت العنبر	Sperm Whale
شعبة البذريات	Spermatophyte
حيوانات منوية	Spermatozoon
كرة	Sphere
أبو الهول	Sphinx
توابل	Spice
عنكبوت	Spider
سبانخ	Spinach
نخاع شوكي	Spinal cord
الهالة	Spiral galaxy
طحال	Spleen
سبليت	Split
إسفنجيات	Sponge
رياضة	Sport
جداول ممتدة	Spreadsheet
ربيع	Spring (season)
سبرينج فيلد، إلينوي	Springfield
Spyware	Spyware
مربع	Square (geometry)
متر مربع	Square metre
جذر تربيعي	Square root
إسكواش	Squash (sport)
سنجاب	Squirrel
سريلانكا	Sri Lanka
تصنيف:سريلانكا	Sri Lanka
سانت لويس، ميزوري	St. Louis
زجاج معشق	Stained glass
صلب غير قابل للصدأ	Stainless steel
ستالينية	Stalinism
SGML	Standard Generalized Markup Language
إنحراف معياري	Standard deviation
ستانلي كوبريك	Stanley Kubrick
نجم	Star
نجمة داوود	Star of David
نشا	Starch
نجم البحر	Starfish
دولة	State
جزيرة ستاتن	Staten Island
ميكانيكا إحصائية	Statistical mechanics
إحصاء	Statistics
تصنيف:إحصاء	Statistics
تمثال الحرية	Statue of Liberty
بخار	Steam
المحرك البخاري	Steam engine
صلب (سبيكة)	Steel
شتيفي غراف	Steffi Graf
ستيقوسوريس	Stegosaurus
خلية جذعية	Stem cell
ستيفن هوكينغ	Stephen Hawking
عظم القص	Sternum
ستيرويد	Steroid
ستيفن سبيلبرغ	Steven Spielberg
ستينغ	Sting
سوق الأوراق المالية	Stock exchange
ستوكهولم	Stockholm
رواقية	Stoicism
معدة	Stomach
عصر حجري	Stone Age
ستونهنج	Stonehenge
لقلق	Stork
عاصفة	Storm
مضيق	Strait
مضيق جبل طارق	Strait of Gibraltar
هرمز	Strait of Hormuz
مضيق ماجلان	Strait of Magellan
مضيق ميسينا	Strait of Messina
تصنيف:مضائق	Straits
ستراسبورغ	Strasbourg
استراتيجية	Strategy
ستراتوسفير	Stratosphere
توتر نفسي	Stress (medicine)
نظرية الأوتار	String theory
سكتة	Stroke
سترونتيوم	Strontium
بنيوية	Structuralism
قالب:بذرة	Stub
شتوتغارت	Stuttgart
إفريقيا السوداء	Sub-Saharan Africa
تسامي	Sublimation (chemistry)
غواصة	Submarine
مجموعة جزئية	Subset
طرح	Subtraction
سب فيرجن	Subversion (software)
سكروز	Sucrose
السودان	Sudan
تصنيف:السودان	Sudan
سودوكو	Sudoku
قناة السويس	Suez Canal
صوفية	Sufism
سكر طعام	Sugar
سوهارتو	Suharto
أحمد سوكارنو	Sukarno
سولاوسي	Sulawesi
كبريت	Sulfur
غاز الخردل	Sulfur mustard
حمض كبريتيك	Sulfuric acid
سلطان	Sultan
سومطرة	Sumatra
سومر	Sumer
صيف	Summer
سومو	Sumo
شمس	Sun
تصنيف:شمس	Sun
أحد (يوم)	Sunday
مزولة	Sundial
عباد الشمس	Sunflower
أهل السنة والجماعة	Sunni Islam
كلفة شمسية	Sunspot
موصلية فائقة	Superconductivity
سوبرمان	Superman
مستعر أعظم	Supernova
سورة	Sura
توتر سطحي	Surface tension
جراحة	Surgery
تصنيف:جراحة	Surgery
سورينام	Suriname
تصنيف:سورينام	Suriname
سريالية	Surrealism
سري	Surrey
سوشي	Sushi
سوفا	Suva
سفالبارد	Svalbard
سنونو	Swallow
إوز عراقي	Swan
صليب معقوف	Swastika
سوازيلند	Swaziland
السويد	Sweden
تصنيف:السويد	Sweden
بطاطا حلوة	Sweet potato
سباحة	Swimming
تصنيف:سباحة	Swimming
تصنيف:سويسريون	Swiss people
سويسرا	Switzerland
تصنيف:سويسرا	Switzerland
سيف	Sword
سيدني	Sydney
معايشة	Symbiosis
علامة	Symbol
سيمفونية	Symphony
عرض (طب)	Symptom
كنيس	Synagogue
صندقة	Syndicate
زهري	Syphilis
سيراقوسة	Syracuse
سوريا	Syria
تصنيف:سوريا	Syria
نظام	System
نظاميات	Systematics
T	T
توماس إدوارد لورنس	T. E. Lawrence
ت. س. إليوت	T. S. Eliot
تنس الطاولة	Table tennis
تابو	Taboo
تايكواندو	Taekwondo
تاجوس	Tagus
تاهيتي	Tahiti
تايبيه	Taipei
تصنيف:تايوان	Taiwan
تايوان	Taiwan
تاج محل	Taj Mahal
طاجيكستان	Tajikistan
تلك	Talc
طالبان	Taliban
تلاهاسي، فلوريدا	Tallahassee
تالين	Tallinn
تلمود	Talmud
تاميل نادو	Tamil Nadu
تامبا، فلوريدا	Tampa
تناخ	Tanakh
طنجة	Tangier
دبابة	Tank
تانتالوم	Tantalum
تنزانيا	Tanzania
تصنيف:تنزانيا	Tanzania
طاوية	Taoism
طرخوم	Tarragon
تارتو	Tartu
طشقند	Tashkent
تاسمانيا	Tasmania
وشم	Tattoo
تاو (حرف إغريقي)	Tau
ضريبة	Tax
تصنيف:ضرائب	Taxation
سيارة أجرة	Taxicab
علم التصنيف	Taxonomy
تبليسي	Tbilisi
شاي	Tea
تصنيف:شاي	Tea
تكنيتيوم	Technetium
تقنية	Technology
تصنيف:تقنية	Technology
تيجوسي جالبا	Tegucigalpa
طهران	Tehran
تل أبيب	Tel Aviv
اتصالات	Telecommunication
برقية	Telegraphy
تخاطر	Telepathy
هاتف	Telephone
مقراب	Telescope
تلفاز	Television
تصنيف:تلفاز	Television
تيلوريوم	Tellurium
درجة الحرارة	Temperature
معبد	Temple
هيكل ارتميس	Temple of Artemis
وصايا عشر	Ten Commandments
تينيسي	Tennessee
كرة المضرب	Tennis
تصنيف:كرة مضرب	Tennis
تيكيلا	Tequila
تيربيوم	Terbium
نمل أبيض	Termite
تيربسيكوري	Terpsichore
إرهاب	Terrorism
تصنيف:إرهاب	Terrorism
تسلا	Tesla (unit)
خصية	Testicle
تستوستيرون	Testosterone
فقاريات رباعية الأطراف	Tetrapod
تكساس	Texas
تصنيف:تكساس	Texas
تايلاند	Thailand
تصنيف:تايلند	Thailand
طاليس	Thales
ثاليا	Thalia
ثاليوم	Thallium
عيد الشكر	Thanksgiving
عيد الشكر	Thanksgiving (Canada)
عيد الشكر	Thanksgiving (United States)
عيد الشكر	Thanksgiving (disambiguation)
غامبيا	The Gambia
تصنيف:غامبيا	The Gambia
لاهاي	The Hague
العلم ذو النجوم المتلألئة	The Star-Spangled Banner
مسرح	Theatre
تصنيف:مسرح	Theatre
ثيفا	Thebes
طيبة (مصر)	Thebes
ثيوقراطية	Theocracy
تيودور مومسن	Theodor Mommsen
ثيودور روزفلت	Theodore Roosevelt
ثيودوسيوس الأول	Theodosius I
إلهيات	Theology
تصنيف:إلهيات	Theology
مبرهنة	Theorem
نظرية	Theory
نظرية النسبية	Theory of relativity
تيرافادا	Theravada
تحريك حراري	Thermodynamics
