English	Indonesian
Telephone	Telepon
Telescope	Teleskop
Television	Televisi
Television	Kategori:Televisi
Tellurium	Telurium
Temperature	Suhu
Temple	Klenteng
Temple of Artemis	Kuil Artemis
Ten Commandments	Sepuluh Perintah Allah
Tenerife	Pulau Tenerife
Tennessee	Tennessee
Tennessee	Kategori:Tennessee
Tennis	Tenis
Tennis	Kategori:Tenis
Tenzing Norgay	Tenzing Norgay
Terbium	Terbium
Terrorism	Terorisme
Terrorism	Kategori:Terorisme
Tertullian	Tertulianus
Tesla (unit)	Tesla
Testicle	Testis
Testosterone	Testosteron
Tetanus	Tetanus
Tethys (moon)	Tethys
Texas	Texas
Texas	Kategori:Texas
Textile	Tekstil
Thailand	Thailand
Thailand	Kategori:Thailand
Thales	Thales
Thallium	Talium
Thanksgiving	Thanksgiving
The Gambia	Gambia
The Gambia	Kategori:Gambia
The Hague	Den Haag
The Star-Spangled Banner	The Star-Spangled Banner
Theatre	Teater
Thebes	Thebes, Yunani
Themis	Themis
Theocracy	Teokrasi
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Theology	Teologi
Theology	Kategori:Teologi
Theorem	Teorema
Theory	Teori
Theory of relativity	Teori relativitas
Thermodynamics	Termodinamika
Thermodynamics	Kategori:Termodinamika
Thermometer	Termometer
Theseus	Theseus
Thessaloniki	Thessaloniki
Think tank	Wadah pemikir
Third World	Dunia Ketiga
Thirty Years' War	Perang Tiga Puluh Tahun
Thomas Aquinas	Thomas Aquinas
Thomas Edison	Thomas Alva Edison
Thomas Hardy	Thomas Hardy
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Malthus
Thomas Mann	Paul Thomas Mann
Thor	Thor
Thorium	Torium
Thought	Pikiran
Thulium	Tulium
Thumb	Ibu jari
Thuringia	Thüringen
Thuringia	Kategori:Thüringen
Thursday	Kamis
Thylacine	Harimau Tasmania
Thymine	Timin
Tianjin	Tianjin
Tibet	Tibet
Tibet	Kategori:Tibet
Ticino	Kanton Ticino
Tide	Pasang surut
Tierra del Fuego	Tierra del Fuego
Tiger	Harimau
Tigris	Sungai Tigris
Timbuktu	Timbuktu
Time	Waktu
Time	Kategori:Waktu
Time (magazine)	TIME
Time zone	Zona waktu
Timor	Pulau Timor
Timur	Tamerlane
Tin	Timah
Tirana	Tirana
Tissue (biology)	Jaringan
Titan (moon)	Titan
Titan (mythology)	Titan (mitologi)
Titanic (disambiguation)	Titanic
Titanium	Titanium
Titian	Tiziano Vecelli
Titus	Titus Flavius Vespasianus
Tobacco	Tembakau
Tocantins (state)	Tocantins (negara bagian)
Tofu	Tahu
Togo	Togo
Togo	Kategori:Togo
Tokyo	Tokyo
Toledo	Toledo, Spanyol
Toluene	Toluena
Tom Hanks	Tom Hanks
Tom and Jerry	Tom and Jerry
Tomato	Tomat
Ton	Ton
Tonga	Tonga
Tonga	Kategori:Tonga
Tongue	Lidah
Toni Morrison	Toni Morrison
Tonne	Ton
Tony Blair	Tony Blair
Tool	Alat
Tooth	Gigi
Toothbrush	Sikat gigi
Topeka	Topeka, Kansas
Topology	Topologi
Topology	Kategori:Topologi
Torah	Taurat
Tornado	Tornado
Toronto	Toronto
Torpedo	Torpedo
Torque	Torsi
Tortoise	Kura-kura dan penyu
Torture	Siksaan
Toulon	Toulon
Toulouse	Toulouse
Tour de France	Tour de France
Tourism	Pariwisata
Tourism	Kategori:Pariwisata
Tours	Tours
Tower	Menara
Tower of Babel	Menara Babel
Tower of London	Menara London
Town	Kota
Toy	Mainan
Toyota	Toyota
Trade	Perdagangan
Trademark	Merek
Tradition	Tradisi
Train	Kereta api
Train station	Stasiun kereta api
Tram	Trem
Transformer	Transformator
Transistor	Transistor
Transliteration	Alihaksara
Transmission Control Protocol	TCP
Transportation	Kategori:Transportasi
Transsexualism	Transseksualisme
Transylvania	Transylvania
Trapezoid	Trapesium (geometri)
Treaty	Perjanjian internasional
Treaty of Versailles	Perjanjian Versailles
Tree	Pohon
Trenton	Trenton, New Jersey
Triangle	Segitiga
Triassic	Trias
Tributary	Anak sungai
Triceratops	Triceratops
Trier	Trier
Trigonometry	Trigonometri
Trinidad	Trinidad
Trinidad and Tobago	Trinidad dan Tobago
Trinidad and Tobago	Kategori:Trinidad dan Tobago
Trinitrotoluene	Trinitrotoluena
Trinity	Tritunggal
Tripoli	Tripoli
Tritium	Tritium
Trojan War	Perang Troya
Trojan horse (computing)	Trojan horse
Troll	Troll
Troll (Internet)	Internet troll
Trombone	Trombon
Trondheim	Trondheim
Tropic of Cancer	Garis balik utara
Tropic of Capricorn	Garis balik selatan
Tropics	Tropis
Troposphere	Troposfer
Troy	Troya
Truck	Truk
Trumpet	Terompet
Truth	Kebenaran
Trygve Lie	Trygve Lie
Tryptophan	Triptofan
Tsar	Tsar
Tsunami	Tsunami
Tuareg	Tuareg
Tuberculosis	Tuberkulosa
Tucson	Tucson
Tuesday	Selasa
Tulip	Tulip
Tumor	Tumor
Tundra	Tundra
Tungsten	Wolfram
Tunis	Tunis
Tunisia	Tunisia
Tunisia	Kategori:Tunisia
Tunnel	Terowongan
Turbine	Turbin
Turin	Torino
Turing machine	Mesin Turing
Turkey	Turki
Turkey	Kategori:Turki
Turkmenistan	Turkmenistan
Turkmenistan	Kategori:Turkmenistan
Turmeric	Kunir
Turtle	Kura-kura dan penyu
Tuscany	Toscana
Tuvalu	Tuvalu
Tuvalu	Kategori:Tuvalu
Tux	Tux
Tycho Brahe	Tycho Brahe
Typewriter	Mesin ketik
Typography	Tipografi
Typography	Kategori:Tipografi
Tyrannosaurus	Tyrannosaurus Rex
Tyre	Tirus
Tyrol (state)	Tirol
Tyrrhenian Sea	Laut Tirrhenia
UNESCO	Organisasi Pendidikan, Ilmu Pengetahuan, dan Kebudayaan PBB
Ufa	Ufa
Uganda	Uganda
Uganda	Kategori:Uganda
Ukraine	Ukraina
Ukraine	Kategori:Ukraina
Ulan Bator	Ulan Bator
Ultrasound	Ultrasonik
Ultraviolet	Ultraungu
Ulysses S. Grant	Ulysses S. Grant
Umbrella	Payung
Umbria	Umbria
Uncertainty principle	Prinsip Ketidakpastian Heisenberg
Unemployment	Pengangguran
Unicorn	Unicorn
Unidentified flying object	Benda Terbang Aneh
Uniform Resource Locator	URL
Union (set theory)	Gabungan (teori himpunan)
United Arab Emirates	Uni Emirat Arab
United Arab Emirates	Kategori:Uni Emirat Arab
United Arab Republic	Republik Arab Bersatu
United Kingdom	Britania Raya
United Kingdom	Kategori:Britania Raya
United Nations	Perserikatan Bangsa-Bangsa
United Nations	Kategori:Perserikatan Bangsa-Bangsa
United Nations Children's Fund	Dana Anak-anak PBB
United States	Amerika Serikat
United States	Kategori:Amerika Serikat
United States Air Force	Angkatan Udara Amerika Serikat
United States Congress	Kongres Amerika Serikat
United States Constitution	Konstitusi Amerika Serikat
United States House of Representatives	Dewan Perwakilan Amerika Serikat
United States Military Academy	Akademi Militer Amerika Serikat
United States Navy	Angkatan Laut Amerika Serikat
United States Senate	Senat Amerika Serikat
United States Virgin Islands	Kepulauan Virgin Amerika Serikat
United States dollar	Dolar Amerika Serikat
Universe	Alam semesta
University	Universitas
University of Pennsylvania	Universitas Pennsylvania
Unix	Unix
Unix	Kategori:Unix
Ununbium	Ununbium
Upanishad	Upanisad
Uppsala	Uppsala
Uracil	Urasil
Ural Mountains	Pegunungan Ural
Uranium	Uranium
Uranus	Uranus
Uranus (mythology)	Uranus (mitologi)
Urdu	Bahasa Urdu
Urea	Urea
Urine	Urin
Ursa Major	Ursa Major
Ursa Minor	Ursa Minor
Uruguay	Uruguay
Uruguay	Kategori:Uruguay
Utah	Utah
Utah	Kategori:Utah
Uterus	Rahim (anatomi)
Utopia	Utopia
Utrecht (city)	Utrecht
Utrecht (province)	Provinsi Utrecht
Uttar Pradesh	Uttar Pradesh
Uzbekistan	Uzbekistan
Uzbekistan	Kategori:Uzbekistan
Vaccine	Vaksin
Vacuole	Vakuola
Vacuum tube	Tabung vakum
Vaduz	Vaduz
Vagina	Vagina
Valence	Valence, Drôme
Valencia	Valencia
Valencia	Valencia (disambiguasi)
Valentina Tereshkova	Valentina Tereshkova
Valentine's Day	Hari Valentine
Valkyrie	Valkyrie
Valletta	Valletta
Valley	Lembah
Vampire	Vampir
Vanadium	Vanadium
Vancouver	Vancouver
Vancouver Island	Pulau Vancouver
Vanir	Vanir
Vanuatu	Vanuatu
Vanuatu	Kategori:Vanuatu
Var (department)	Var (departemen)
Variance	Varians
Varna	Varna
Vatican City	Vatikan
Vatican City	Kategori:Vatikan
Vector (spatial)	Vektor (spasial)
Vega	Vega
Vegetable	Sayur
Vegetarianism	Vegetarian
Vein	Pembuluh balik
Vela (constellation)	Vela
Velociraptor	Velociraptor
Veneto	Veneto
Venezuela	Venezuela
Venezuela	Kategori:Venezuela
Venice	Venesia
Venus	Venus
Venus (mythology)	Venus (mitologi)
Verb	Verba
Vermont	Vermont
Vermont	Kategori:Vermont
Verona	Verona
Versailles	Versailles
Vertebra	Tulang punggung
Vertebrate	Vertebrata
Veto	Hak veto
Vice President of the United States	Daftar wakil presiden Amerika Serikat
Vichy	Vichy
Victor Hugo	Victor Hugo
Victoria	Victoria, Seychelles
Victoria	Victoria, British Columbia
Victoria	Victoria
Victoria (Australia)	Victoria, Australia
Victoria Falls	Air terjun Victoria
Video	Video
Vienna	Wina
Vienne	Vienne (departemen)
Vientiane	Vientiane
Vietnam	Vietnam
Vietnam	Kategori:Vietnam
Vietnam War	Perang Vietnam
Vietnam War	Kategori:Perang Vietnam
Viking	Viking
Village	Desa
Vilnius	Vilnius
Vincent van Gogh	Vincent van Gogh
Violence	Kekerasan
Violin	Biola
Virgil	Publius Vergilius Maro
Virginia	Virginia
Virginia	Kategori:Virginia
Virginia Woolf	Virginia Woolf
Virginity	Perawan
Virgo (constellation)	Virgo
Virtual memory	Memori virtual
Virtual reality	Realitas maya
Virus	Virus
Viscosity	Viskositas
Vishnu	Wisnu
Vistula	Sungai Vistula
Vitamin	Vitamin
Vitamin A	Retinol
Vitamin C	Vitamin C
Vitamin D	Vitamin D
Vitamin K	Vitamin K
Vittorio De Sica	Vittorio De Sica
Vivien Leigh	Vivien Leigh
Vladimir Lenin	Vladimir Lenin
Vladimir Nabokov	Vladimir Nabokov
Vladimir Putin	Vladimir Putin
Vladivostok	Vladivostok
Vodka	Vodka
Volcano	Gunung berapi
Volcanology	Vulkanologi
Volga River	Sungai Volga
Volgograd	Volgograd
Volleyball	Bola voli
Volleyball	Kategori:Bola voli
Volt	Volt
Voltage	Tegangan listrik
Voltaire	Voltaire
Volume	Volume
Voodoo	Voodoo
Vulgar Latin	Bahasa Latin Rakyat
Vulgate	Vulgata
Vulpecula	Vulpecula
Wahhabism	Wahhabi
Wake Island	Pulau Wake
Wales	Wales
Wales	Kategori:Wales
Walt Disney	Walt Disney
War	Perang
War	Kategori:Perang
War crime	Kejahatan perang
Wars of the Roses	Perang Mawar
Warsaw	Warsawa
Washing machine	Mesin cuci
Washington	Washington, DC
Washington	Washington
Washington	Kategori:Washington
Washington (disambiguation)	Washington (disambiguasi)
Waste	Sampah
Water	Air
Water	Kategori:Air
Water polo	Polo air
Waterfall	Air terjun
Watergate scandal	Skandal Watergate
Watermelon	Semangka
Watt	Watt
Wave	Gelombang
Wavelength	Panjang gelombang
Weak interaction	Gaya nuklir lemah
Weapon	Senjata
Weather	Cuaca
Web browser	Penjelajah web
Web page	Situs web
Webcam	Webcam
Website	Situs web
Wednesday	Rabu
Week	Pekan
Weight	Berat
Weightlifting	Angkat besi
Weimar	Weimar
Weimar Republic	Republik Weimar
Wellington	Wellington
Werewolf	Manusia serigala
West Africa	Afrika Barat
West Bank	Tepi Barat
West Bengal	Benggala Barat
West Berlin	Berlin Barat
West Germany	Jerman Barat
West Sussex	West Sussex
West Virginia	West Virginia
West Virginia	Kategori:Virginia Barat
Western Australia	Australia Barat
Western Roman Empire	Kekaisaran Romawi Barat
Western Sahara	Sahara Barat
Westminster Abbey	Westminster Abbey
Whale	Paus (mamalia)
Wheat	Gandum
Wheel	Roda
Whisky	Wiski
White House	Gedung Putih
White Sea	Laut Putih
White blood cell	Sel darah putih
Whitehorse	Whitehorse, Yukon
Wide area network	WAN
Wiesbaden	Wiesbaden
Wildcat	Kucing liar
William Faulkner	William Faulkner
William Gladstone	William Ewart Gladstone
William Golding	William Golding
William Harvey	William Harvey
William Henry Harrison	William Henry Harrison
William Herschel	William Herschel
William Howard Taft	William Howard Taft
William II	Wilhelm II
William McKinley	William McKinley
William Shakespeare	William Shakespeare
William Shockley	William Shockley
William Wordsworth	William Wordsworth
William of Ockham	William Ockham
Willow	Dedalu
Willy Brandt	Willy Brandt
Wind instrument	Alat musik tiup
Wind power	Tenaga angin
Windhoek	Windhoek
Windmill	Kincir angin
Window	Jendela
Wine	Anggur (minuman)
Winnipeg	Winnipeg, Manitoba
Winston Churchill	Winston Churchill
Winter	Musim dingin
Winter Olympic Games	Olimpiade Musim Dingin
Winter Olympic Games	Kategori:Olimpiade Musim Dingin
Wisconsin	Wisconsin
Wisconsin	Kategori:Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Woman	Wanita
Wood	Kayu
Woodrow Wilson	Woodrow Wilson
Woodwind instrument	Alat musik tiup kayu
Woody Allen	Woody Allen
Worcestershire	Worcestershire
Word	Kata
Word processor	Pengolah kata
World Bank	Bank Dunia
World Health Organization	Organisasi Kesehatan Dunia
World Trade Center	World Trade Center
World Trade Organization	Organisasi Perdagangan Dunia
World War I	Perang Dunia I
World War I	Kategori:Perang Dunia I
World War II	Perang Dunia II
World War II	Kategori:Perang Dunia II
World Wide Web	World Wide Web
World Wide Web	Kategori:WWW
World war	Perang dunia
Wuhan	Wuhan
Wyoming	Wyoming
Wyoming	Kategori:Wyoming
X-ray	Sinar-X
Xenon	Xenon
Xenophobia	Xenofobia
Xi	Xi
Xinjiang	Xinjiang
Xylophone	Silofon
Yahweh	Tetragrammaton
Yak	Yak
Yakuza	Yakuza
Yale University	Universitas Yale
Yalta Conference	Konferensi Yalta
Yangon	Yangon
Yangtze River	Sungai Panjang
Yard	Yard
Yasser Arafat	Yasser Arafat
Year	Tahun
Years	Kategori:Tahun
Yeast	Khamir
Yellow	Kuning
Yellow River	Sungai Kuning
Yellow Sea	Laut Kuning
Yellowstone National Park	Taman Nasional Yellowstone
Yemen	Yaman
Yemen	Kategori:Yaman
Yerevan	Yerevan
Yeti	Yeti
Yggdrasil	Yggdrasil
Yo-yo	Yo-yo
Yoga	Yoga
Yoghurt	Yoghurt
Yoko Ono	Yoko Ono
Yokohama	Yokohama
Yom Kippur	Yom Kippur
Yom Kippur War	Perang Yom Kippur
York	York, Inggris
Ytterbium	Iterbium
Yttrium	Itrium
Yuan Dynasty	Dinasti Yuan
Yugoslavia	Yugoslavia
Yugoslavia	Kategori:Yugoslavia
Yukon	Yukon
Yunnan	Yunnan
Yuri Gagarin	Yuri Alekseyevich Gagarin
Zachary Taylor	Zachary Taylor
Zagreb	Zagreb
Zambezi	Sungai Zambezi
Zambia	Zambia
Zambia	Kategori:Zambia
Zanzibar	Zanzibar
Zaragoza	Zaragoza
Zealand	Sjælland
Zebra	Zebra
Zen	Zen
Zenith	Zenith
Zeno (emperor)	Zeno (kaisar)
Zeta	Zeta
Zeus	Zeus
Zeus (disambiguation)	Zeus
Ziggurat	Ziggurat
Zimbabwe	Zimbabwe
Zimbabwe	Kategori:Zimbabwe
Zinc	Seng
Zionism	Zionisme
Zirconium	Zirkonium
Zodiac	Zodiak
Zombie	Zombie
Zoo	Kebun binatang
Zoology	Zoologi
Zoology	Kategori:Zoologi
Zoroaster	Zarathustra
Zoroastrianism	Zoroastrianisme
